_id	_cws.hoop.BOWbound10lex.PPMIweight	_count.hoop.BOWbound10lex.PPMIweight	_cws.hoop.BOWbound10lex.PPMIselection	_count.hoop.BOWbound10lex.PPMIselection	_cws.hoop.BOWbound10lex.PPMIno	_count.hoop.BOWbound10lex.PPMIno	_cws.hoop.BOWbound10all.PPMIweight	_count.hoop.BOWbound10all.PPMIweight	_cws.hoop.BOWbound10all.PPMIselection	_count.hoop.BOWbound10all.PPMIselection	_cws.hoop.BOWbound10all.PPMIno	_count.hoop.BOWbound10all.PPMIno	_cws.hoop.BOWbound5lex.PPMIweight	_count.hoop.BOWbound5lex.PPMIweight	_cws.hoop.BOWbound5lex.PPMIselection	_count.hoop.BOWbound5lex.PPMIselection	_cws.hoop.BOWbound5lex.PPMIno	_count.hoop.BOWbound5lex.PPMIno	_cws.hoop.BOWbound5all.PPMIweight	_count.hoop.BOWbound5all.PPMIweight	_cws.hoop.BOWbound5all.PPMIselection	_count.hoop.BOWbound5all.PPMIselection	_cws.hoop.BOWbound5all.PPMIno	_count.hoop.BOWbound5all.PPMIno	_cws.hoop.BOWbound3lex.PPMIweight	_count.hoop.BOWbound3lex.PPMIweight	_cws.hoop.BOWbound3lex.PPMIselection	_count.hoop.BOWbound3lex.PPMIselection	_cws.hoop.BOWbound3lex.PPMIno	_count.hoop.BOWbound3lex.PPMIno	_cws.hoop.BOWbound3all.PPMIweight	_count.hoop.BOWbound3all.PPMIweight	_cws.hoop.BOWbound3all.PPMIselection	_count.hoop.BOWbound3all.PPMIselection	_cws.hoop.BOWbound3all.PPMIno	_count.hoop.BOWbound3all.PPMIno	_cws.hoop.BOWnobound10lex.PPMIweight	_count.hoop.BOWnobound10lex.PPMIweight	_cws.hoop.BOWnobound10lex.PPMIselection	_count.hoop.BOWnobound10lex.PPMIselection	_cws.hoop.BOWnobound10lex.PPMIno	_count.hoop.BOWnobound10lex.PPMIno	_cws.hoop.BOWnobound10all.PPMIweight	_count.hoop.BOWnobound10all.PPMIweight	_cws.hoop.BOWnobound10all.PPMIselection	_count.hoop.BOWnobound10all.PPMIselection	_cws.hoop.BOWnobound10all.PPMIno	_count.hoop.BOWnobound10all.PPMIno	_cws.hoop.BOWnobound5lex.PPMIweight	_count.hoop.BOWnobound5lex.PPMIweight	_cws.hoop.BOWnobound5lex.PPMIselection	_count.hoop.BOWnobound5lex.PPMIselection	_cws.hoop.BOWnobound5lex.PPMIno	_count.hoop.BOWnobound5lex.PPMIno	_cws.hoop.BOWnobound5all.PPMIweight	_count.hoop.BOWnobound5all.PPMIweight	_cws.hoop.BOWnobound5all.PPMIselection	_count.hoop.BOWnobound5all.PPMIselection	_cws.hoop.BOWnobound5all.PPMIno	_count.hoop.BOWnobound5all.PPMIno	_cws.hoop.BOWnobound3lex.PPMIweight	_count.hoop.BOWnobound3lex.PPMIweight	_cws.hoop.BOWnobound3lex.PPMIselection	_count.hoop.BOWnobound3lex.PPMIselection	_cws.hoop.BOWnobound3lex.PPMIno	_count.hoop.BOWnobound3lex.PPMIno	_cws.hoop.BOWnobound3all.PPMIweight	_count.hoop.BOWnobound3all.PPMIweight	_cws.hoop.BOWnobound3all.PPMIselection	_count.hoop.BOWnobound3all.PPMIselection	_cws.hoop.BOWnobound3all.PPMIno	_count.hoop.BOWnobound3all.PPMIno	_cws.hoop.LEMMAPATHselection2.PPMIweight	_count.hoop.LEMMAPATHselection2.PPMIweight	_cws.hoop.LEMMAPATHselection2.PPMIselection	_count.hoop.LEMMAPATHselection2.PPMIselection	_cws.hoop.LEMMAPATHselection2.PPMIno	_count.hoop.LEMMAPATHselection2.PPMIno	_cws.hoop.LEMMAPATHselection3.PPMIweight	_count.hoop.LEMMAPATHselection3.PPMIweight	_cws.hoop.LEMMAPATHselection3.PPMIselection	_count.hoop.LEMMAPATHselection3.PPMIselection	_cws.hoop.LEMMAPATHselection3.PPMIno	_count.hoop.LEMMAPATHselection3.PPMIno	_cws.hoop.LEMMAPATHweight.PPMIselection	_count.hoop.LEMMAPATHweight.PPMIselection	_cws.hoop.LEMMAPATHweight.PPMIno	_count.hoop.LEMMAPATHweight.PPMIno	_cws.hoop.LEMMAREL1.PPMIweight	_count.hoop.LEMMAREL1.PPMIweight	_cws.hoop.LEMMAREL1.PPMIselection	_count.hoop.LEMMAREL1.PPMIselection	_cws.hoop.LEMMAREL1.PPMIno	_count.hoop.LEMMAREL1.PPMIno	_cws.hoop.LEMMAREL2.PPMIweight	_count.hoop.LEMMAREL2.PPMIweight	_cws.hoop.LEMMAREL2.PPMIselection	_count.hoop.LEMMAREL2.PPMIselection	_cws.hoop.LEMMAREL2.PPMIno	_count.hoop.LEMMAREL2.PPMIno	_cws.hoop.LEMMAREL3.PPMIweight	_count.hoop.LEMMAREL3.PPMIweight	_cws.hoop.LEMMAREL3.PPMIselection	_count.hoop.LEMMAREL3.PPMIselection	_cws.hoop.LEMMAREL3.PPMIno	_count.hoop.LEMMAREL3.PPMIno
hoop/noun/nrc_handelsblad_19991009_120/2290	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;publiek/noun;vooralsnog/adv	3	communicatie/noun;groot/adj;laat_over/verb;publiek/noun;vooralsnog/adv	5	de/det;een/det;groot/adj;maar/vg;over/part;publiek/noun;vooralsnog/adv	7	de/det;een/det;groot/adj;maar/vg;over/part;publiek/noun;vooralsnog/adv	7	communicatie/noun;de/det;een/det;groot/adj;het/det;laat_over/verb;maar/vg;naar/prep;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed	13	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;laat_over/verb;publiek/noun;vooralsnog/adv	4	een/det;groot/adj;over/part;publiek/noun;vooralsnog/adv	5	een/det;groot/adj;over/part;publiek/noun;vooralsnog/adv	5	een/det;groot/adj;laat_over/verb;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed	8	vooralsnog/adv	1	vooralsnog/adv	1	laat_over/verb;vooralsnog/adv	2	een/det;over/part;vooralsnog/adv	3	een/det;over/part;vooralsnog/adv	3	een/det;laat_over/verb;over/part;te/fixed;vooralsnog/adv;wensen/fixed	6	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;publiek/noun;vooralsnog/adv	3	communicatie/noun;groot/adj;laat_over/verb;publiek/noun;vooralsnog/adv	5	de/det;een/det;groot/adj;maar/vg;over/part;publiek/noun;vooralsnog/adv	7	de/det;een/det;groot/adj;maar/vg;over/part;publiek/noun;vooralsnog/adv	7	communicatie/noun;de/det;een/det;groot/adj;het/det;laat_over/verb;maar/vg;naar/prep;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed	13	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;publiek/noun;vooralsnog/adv	3	groot/adj;laat_over/verb;publiek/noun;vooralsnog/adv	4	een/det;groot/adj;over/part;publiek/noun;vooralsnog/adv	5	een/det;groot/adj;over/part;publiek/noun;vooralsnog/adv	5	een/det;groot/adj;laat_over/verb;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed	8	vooralsnog/adv	1	vooralsnog/adv	1	laat_over/verb;vooralsnog/adv	2	een/det;over/part;vooralsnog/adv	3	een/det;over/part;vooralsnog/adv	3	een/det;laat_over/verb;over/part;te/fixed;vooralsnog/adv;wensen/fixed	6	een/det;over/part;vooralsnog/adv	3	een/det;over/part;vooralsnog/adv	3	een/det;laat_over/verb;naar/prep;over/part;te/fixed;vooralsnog/adv;zal/verb	7	een/det;over/part;publiek/noun;vooralsnog/adv	4	een/det;over/part;publiek/noun;vooralsnog/adv	4	communicatie/noun;een/det;help/verb;het/det;laat_over/verb;naar/prep;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed;zal/verb	12	een/det;over/part;publiek/noun;vooralsnog/adv	4	communicatie/noun;een/det;help/verb;het/det;laat_over/verb;naar/prep;over/part;publiek/noun;te/fixed;vooralsnog/adv;wensen/fixed;zal/verb	12	een/det	1	een/det	1	een/det;laat_over/verb	2	een/det	1	een/det	1	een/det;laat_over/verb	2	een/det;vooralsnog/adv	2	een/det;vooralsnog/adv	2	een/det;laat_over/verb;naar/prep;vooralsnog/adv	4
hoop/noun/nrc_handelsblad_20021005_224/16	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb	6	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb	6	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb;vraag/noun	7	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp	10	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp	10	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp;vraag/noun	11	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb	6	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb	6	ben/verb;donderdag_middag/noun;er/adv;nog/adv;rumoer/noun;stel/verb;vraag/noun	7	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp	10	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp	10	Rosenmöller/name;ben/verb;de/det;donderdag_middag/noun;een/det;er/adv;nog/adv;rumoer/noun;stel/verb;toen/comp;vraag/noun	11	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;er/adv;nog/adv;rumoer/noun	4	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;een/det;er/adv;nog/adv;rumoer/noun	5	ben/verb;een/det;rumoer/noun	3	ben/verb;een/det;rumoer/noun	3	ben/verb;een/det;rumoer/noun	3	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	ben/verb;een/det;er/adv;nog/adv;rumoer/noun;toen/comp	6	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2	een/det;rumoer/noun	2
hoop/noun/nrc_handelsblad_20000225_23/51	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;waai_over/verb	2	ben/verb;waai_over/verb	2	ben/verb;waai_over/verb	2	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;blijk/verb;tevergeefs/adj;waai_over/verb;weer/adv	5	ben/verb;blijk/verb;tevergeefs/adj;waai_over/verb;weer/adv	5	ben/verb;blijk/verb;jaar/noun;tevergeefs/adj;vraag/verb;waai_over/verb;weer/adv;zaak/noun	8	Croiset/name;ben/verb;blijk/verb;de/det;die/det;op/prep;tevergeefs/adj;waai_over/verb;weer/adv	9	Croiset/name;ben/verb;blijk/verb;de/det;die/det;op/prep;tevergeefs/adj;waai_over/verb;weer/adv	9	Croiset/name;ben/verb;blijk/verb;de/det;die/det;jaar/noun;na/prep;op/prep;over/prep;tevergeefs/adj;twaalf/num;vraag/verb;waai_over/verb;weer/adv;zaak/noun	15	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb	3	ben/verb;tevergeefs/adj;waai_over/verb;zaak/noun	4	Croiset/name;ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	6	Croiset/name;ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	6	Croiset/name;ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb;zaak/noun	7	ben/verb;waai_over/verb	2	ben/verb;waai_over/verb	2	ben/verb;waai_over/verb	2	Croiset/name;ben/verb;die/det;op/prep;waai_over/verb	5	Croiset/name;ben/verb;die/det;op/prep;waai_over/verb	5	Croiset/name;ben/verb;die/det;op/prep;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep;tevergeefs/adj;waai_over/verb	5	ben/verb;die/det;op/prep	3	ben/verb;die/det;op/prep	3	ben/verb;die/det;op/prep	3	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4	ben/verb;die/det;op/prep;waai_over/verb	4
hoop/noun/nrc_handelsblad_20020417_53/391	Israëliër/noun;blijk/verb;en/adv;heen/adv;slinger/verb;wanhoop/noun;weer/adv	7	Israëliër/noun;blijk/verb;en/adv;heen/adv;slinger/verb;wanhoop/noun;weer/adv	7	Israëliër/noun;blijk/verb;en/adv;gisteren/adv;heen/adv;hoe/adj;slinger/verb;wanhoop/noun;weer/adv;word/verb	10	Israëliër/noun;blijk/verb;de/det;en/adv;en/vg;heen/adv;slinger/verb;tussen/prep;wanhoop/noun;weer/adv	10	Israëliër/noun;blijk/verb;de/det;en/adv;en/vg;heen/adv;slinger/verb;tussen/prep;wanhoop/noun;weer/adv	10	Israëliër/noun;blijk/verb;de/det;en/adv;en/vg;gisteren/adv;heen/adv;hoe/adj;slinger/verb;tussen/prep;uit/prep;wanhoop/noun;weer/adv;word/verb	14	Israëliër/noun;en/adv;heen/adv;wanhoop/noun;weer/adv	5	Israëliër/noun;en/adv;heen/adv;wanhoop/noun;weer/adv	5	Israëliër/noun;en/adv;heen/adv;hoe/adj;wanhoop/noun;weer/adv	6	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;tussen/prep;wanhoop/noun;weer/adv	8	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;tussen/prep;wanhoop/noun;weer/adv	8	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;hoe/adj;tussen/prep;wanhoop/noun;weer/adv	9	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	Israëliër/noun;blijk/verb;en/adv;heen/adv;slinger/verb;wanhoop/noun;weer/adv	7	Israëliër/noun;blijk/verb;en/adv;heen/adv;slinger/verb;wanhoop/noun;weer/adv	7	Israëliër/noun;afgelopen/adj;blijk/verb;en/adv;gisteren/adv;heen/adv;hoe/adj;schrijf_voor/verb;slinger/verb;wanhoop/noun;week/noun;weer/adv;word/verb	13	Israëliër/noun;blijk/verb;de/det;en/adv;en/vg;heen/adv;slinger/verb;tussen/prep;wanhoop/noun;weer/adv	10	Israëliër/noun;blijk/verb;de/det;en/adv;en/vg;heen/adv;slinger/verb;tussen/prep;wanhoop/noun;weer/adv	10	Israëliër/noun;afgelopen/adj;als/prep;blijk/verb;de/det;en/adv;en/vg;gisteren/adv;heen/adv;hoe/adj;schrijf_voor/verb;slinger/verb;tussen/prep;uit/prep;wanhoop/noun;week/noun;weer/adv;word/verb	18	Israëliër/noun;en/adv;heen/adv;wanhoop/noun;weer/adv	5	Israëliër/noun;en/adv;heen/adv;wanhoop/noun;weer/adv	5	Israëliër/noun;en/adv;heen/adv;hoe/adj;wanhoop/noun;weer/adv	6	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;tussen/prep;wanhoop/noun;weer/adv	8	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;tussen/prep;wanhoop/noun;weer/adv	8	Israëliër/noun;de/det;en/adv;en/vg;heen/adv;hoe/adj;tussen/prep;wanhoop/noun;weer/adv	9	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;heen/adv;wanhoop/noun	3	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	Israëliër/noun;de/det;en/vg;heen/adv;tussen/prep;wanhoop/noun	6	en/vg;tussen/prep;wanhoop/noun	3	en/vg;tussen/prep;wanhoop/noun	3	en/vg;tussen/prep;wanhoop/noun	3	Israëliër/noun;en/vg;tussen/prep;wanhoop/noun	4	Israëliër/noun;en/vg;tussen/prep;wanhoop/noun	4	Israëliër/noun;en/vg;tussen/prep;wanhoop/noun	4	Israëliër/noun;en/vg;tussen/prep;wanhoop/noun	4	Israëliër/noun;en/vg;tussen/prep;wanhoop/noun	4	NA	0	NA	0	NA	0	tussen/prep;wanhoop/noun	2	tussen/prep;wanhoop/noun	2	tussen/prep;wanhoop/noun	2	tussen/prep;wanhoop/noun	2	tussen/prep;wanhoop/noun	2	tussen/prep;wanhoop/noun	2
hoop/noun/nrc_handelsblad_20011116_16/649	blijf/verb;zo/adv	2	blijf/verb;zo/adv	2	blijf/verb;peil/noun;sluit_aan/verb;zo/adv	4	Crul/name;blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	7	Crul/name;blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	7	Crul/name;Dantzig/name;Van/name;bij/prep;blijf/verb;dat/comp;de/det;in/prep;of/comp;of/vg;op/prep;peil/noun;sluit_aan/verb;zo/adv	14	zo/adv	1	zo/adv	1	zo/adv	1	Crul/name;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Crul/name;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Crul/name;dat/comp;de/det;in/prep;of/vg;op/prep;zo/adv	7	zo/adv	1	zo/adv	1	zo/adv	1	dat/comp;de/det;in/prep;zo/adv	4	dat/comp;de/det;in/prep;zo/adv	4	dat/comp;de/det;in/prep;zo/adv	4	blijf/verb;zo/adv	2	blijf/verb;zo/adv	2	blijf/verb;peil/noun;persoonlijk/adj;sluit_aan/verb;zal/verb;zo/adv	6	Crul/name;blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	7	Crul/name;blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	7	Crul/name;Dantzig/name;Van/name;bij/prep;blijf/verb;dat/comp;de/det;in/prep;of/comp;of/vg;op/prep;peil/noun;persoonlijk/adj;sluit_aan/verb;zal/verb;zo/adv	16	zo/adv	1	zo/adv	1	zo/adv	1	Crul/name;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Crul/name;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Crul/name;dat/comp;de/det;in/prep;of/vg;op/prep;zo/adv	7	zo/adv	1	zo/adv	1	zo/adv	1	dat/comp;de/det;in/prep;zo/adv	4	dat/comp;de/det;in/prep;zo/adv	4	dat/comp;de/det;in/prep;zo/adv	4	blijf/verb;dat/comp;de/det;in/prep	4	blijf/verb;dat/comp;de/det;in/prep	4	Van/name;blijf/verb;dat/comp;de/det;in/prep	5	blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	6	blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Dantzig/name;Van/name;blijf/verb;dat/comp;de/det;in/prep;of/vg;op/prep;zo/adv	9	blijf/verb;dat/comp;de/det;in/prep;op/prep;zo/adv	6	Dantzig/name;Van/name;blijf/verb;dat/comp;de/det;in/prep;of/vg;op/prep;zo/adv	9	de/det;in/prep	2	de/det;in/prep	2	de/det;in/prep	2	de/det;in/prep	2	de/det;in/prep	2	Van/name;de/det;in/prep	3	de/det;in/prep	2	de/det;in/prep	2	Van/name;de/det;in/prep	3
hoop/noun/nrc_handelsblad_19991007_83/878	technologisch/adj;vernieuwing/noun	2	technologisch/adj;vernieuwing/noun	2	bol/noun;concern/noun;eerder/adj;glazen/adj;hanteer/verb;moet/verb;technologisch/adj;vernieuwing/noun;zal/verb	9	dat/comp;de/det;in/part;in/prep;technologisch/adj;vernieuwing/noun	6	dat/comp;de/det;in/part;in/prep;technologisch/adj;vernieuwing/noun	6	bij/prep;bol/noun;concern/noun;dat/comp;de/det;die/pron;eerder/adj;glazen/adj;hanteer/verb;het/det;in/part;in/prep;moet/verb;technologisch/adj;vernieuwing/noun;zal/verb	16	technologisch/adj;vernieuwing/noun	2	technologisch/adj;vernieuwing/noun	2	bol/noun;hanteer/verb;moet/verb;technologisch/adj;vernieuwing/noun	5	dat/comp;de/det;in/part;technologisch/adj;vernieuwing/noun	5	dat/comp;de/det;in/part;technologisch/adj;vernieuwing/noun	5	bol/noun;dat/comp;de/det;die/pron;hanteer/verb;in/part;moet/verb;technologisch/adj;vernieuwing/noun	9	technologisch/adj	1	technologisch/adj	1	hanteer/verb;technologisch/adj	2	dat/comp;de/det;in/part;technologisch/adj	4	dat/comp;de/det;in/part;technologisch/adj	4	dat/comp;de/det;hanteer/verb;in/part;technologisch/adj	5	technologisch/adj;vernieuwing/noun	2	technologisch/adj;vernieuwing/noun	2	bol/noun;concern/noun;eerder/adj;glazen/adj;hanteer/verb;moet/verb;technologisch/adj;vernieuwing/noun;zal/verb	9	dat/comp;de/det;in/part;in/prep;technologisch/adj;vernieuwing/noun	6	dat/comp;de/det;in/part;in/prep;technologisch/adj;vernieuwing/noun	6	bij/prep;bol/noun;concern/noun;dat/comp;de/det;die/pron;eerder/adj;glazen/adj;hanteer/verb;het/det;in/part;in/prep;moet/verb;technologisch/adj;vernieuwing/noun;zal/verb	16	technologisch/adj;vernieuwing/noun	2	technologisch/adj;vernieuwing/noun	2	bol/noun;hanteer/verb;moet/verb;technologisch/adj;vernieuwing/noun	5	dat/comp;de/det;in/part;technologisch/adj;vernieuwing/noun	5	dat/comp;de/det;in/part;technologisch/adj;vernieuwing/noun	5	bol/noun;dat/comp;de/det;die/pron;hanteer/verb;in/part;moet/verb;technologisch/adj;vernieuwing/noun	9	technologisch/adj	1	technologisch/adj	1	hanteer/verb;technologisch/adj	2	dat/comp;de/det;in/part;technologisch/adj	4	dat/comp;de/det;in/part;technologisch/adj	4	dat/comp;de/det;hanteer/verb;in/part;technologisch/adj	5	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0
