_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
heffen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.042557189223306396	0.00646033893972898	NA	NA	bound	366	lex	10_10	1	weight	5000	5000	nav	4_4	217	heffen	0.15177845978844348	BOW
heffen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.12531279627811642	-0.020995157603202485	NA	NA	bound	366	lex	10_10	1	weight	5000	5000	all	4_4	217	heffen	0.20044358152517963	BOW
heffen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.029165496918486543	0.021769164819770315	NA	NA	bound	366	lex	10_10	1	weight	FOC	253	nav	4_4	217	heffen	0.12819530608938917	BOW
heffen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.013833340454756073	0.01693373347801952	NA	NA	bound	366	lex	10_10	1	weight	FOC	366	all	4_4	217	heffen	0.13393546613523305	BOW
heffen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.05495812496783264	0.07129371757245648	NA	NA	bound	366	lex	10_10	1	selection	5000	5000	nav	4_4	217	heffen	0.18635895773218694	BOW
heffen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.1070230284534062	-0.06481413186306834	NA	NA	bound	366	lex	10_10	1	selection	5000	5000	all	4_4	217	heffen	0.22507375214064465	BOW
heffen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.0732962172988752	0.029704908350077323	NA	NA	bound	366	lex	10_10	1	selection	FOC	253	nav	4_4	217	heffen	0.1453535784168407	BOW
heffen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.06291162451579527	0.026688682615461	NA	NA	bound	366	lex	10_10	1	selection	FOC	366	all	4_4	217	heffen	0.15555893864221315	BOW
heffen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.18554147705822968	0.02655305546017512	NA	NA	bound	718	lex	10_10	1	no	5000	5000	nav	4_4	218	heffen	0.191044259895041	BOW
heffen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.04060888335547822	-0.2765743304135937	NA	NA	bound	718	lex	10_10	1	no	5000	5000	all	4_4	218	heffen	0.21628059954509832	BOW
heffen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.12274988061351835	0.024031055404382107	NA	NA	bound	718	lex	10_10	1	no	FOC	502	nav	4_4	218	heffen	0.17157747509850757	BOW
heffen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.11545846744144025	0.02091309998746781	NA	NA	bound	718	lex	10_10	1	no	FOC	718	all	4_4	218	heffen	0.17610477749404047	BOW
heffen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.037704603426208114	-0.0010314424821671949	NA	NA	bound	475	all	10_10	1	weight	5000	5000	nav	4_4	218	heffen	0.1535796372218841	BOW
