pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
-0.66592735	4			142029	!/punct
-0.06401557	253	-0.10195943	98.0	4844510	"""/punct"
9.772564	1			1	$0,92,50/num
6.1323495	1			41	&/adj
-0.3887025	2			52896	&/name
0.19117914	184	0.25486046	79.0	2720890	'/punct
9.772564	1	10.688876	1.0	1	'apitherapie'_luik/noun
-1.25881	1			62265	's/adv
-0.0042941817	1			17963	't/name
-0.8775429	63	-1.3533124	16.0	2759129	(/punct
-0.8066854	67	-1.0134541	22.0	2758869	)/punct
-1.120088	2			117193	*/tag
3.7832265	1			426	*Info/noun
-0.13314402	896	-0.22459117	329.0	18092245	,/punct
-0.32042086	3			75440	--/punct
0.04729917	62	0.15687226	28.0	1059446	-/punct
8.673951	1			3	-hoe/name
3.9310505	1	4.8388314	1.0	348	-in/noun
8.673951	1			3	-water/noun
0.19690596	7	-0.15020789	2.0	103573	.../punct
1.7923177	1			3011	./name
0.038537823	1633	-0.0103036305	625.0	28225482	./punct
0.37993523	1			13088	//name
-0.21346985	2			45910	//punct
2.4927452	2	3.401658	2.0	2942	0-4/num
5.582909	1			81	0.04-0.45u./noun
9.772564	1			1	00-41-33-853.1009/num
1.129399	1			5767	1,3/num
7.425962	1	8.337502	1.0	11	1.579/num
-0.44147176	2	-0.24057417	1.0	56531	1/name
-0.7887891	3			118827	1/num
-0.5332495	3			91258	10/num
4.5549145	1			187	11%/num
-0.8237096	1			40771	11/num
1.0706519	1			6110	110/num
2.267787	1			1841	116/num
4.251503	1			259	12-jarig/adj
1.2184025	1	2.1257544	1.0	5263	13/name
-0.14761859	1	0.75480527	1.0	20739	13/noun
-0.80880624	1	0.096708044	1.0	40176	13/num
9.772564	1	10.688876	1.0	1	14/06/noun
-0.29934072	2	0.6066781	2.0	48120	14/num
-1.3209941	1			66844	15/num
6.131038	1			40	1525/noun
-0.12112715	2	0.785214	2.0	40303	16/num
6.351564	2			62	1634/noun
5.949372	1			46	1649/noun
-0.064829335	2	0.14800894	1.0	38139	17/num
5.521928	1	6.429724	1.0	71	1772/noun
2.6885889	1			1247	18.30/num
-0.4500863	1			28146	18/noun
-0.2373548	2			45254	18/num
4.036637	1			313	1879/noun
4.506339	3	5.009771	2.0	587	1880/noun
1.8144591	1			2907	18de/num
3.1137187	1			786	1901/noun
3.0768886	1			817	1905/noun
3.267004	1			675	1906/noun
2.8341339	1			1040	1919/noun
3.084396	2			1617	1920/noun
2.7087455	1			1183	1931/noun
2.5229225	1			1428	1932/noun
1.5887197	1			3629	1962/noun
1.1214256	1	2.0302706	1.0	5784	1975/noun
0.7619007	2			16536	1992/noun
-0.41554236	1			26842	1995/noun
0.37945893	3	0.19090952	1.0	36388	1997/noun
0.03667967	3	-0.15232559	1.0	51305	1998/noun
-0.45718327	2	0.4507779	2.0	56174	1999/noun
1.4554082	1			4147	19de/num
0.95215976	2			13769	2,5/num
-0.16614367	1	0.73524857	1.0	21190	2/noun
-1.1438402	2			111933	2/num
0.5362049	1			10670	20.30/num
9.772564	1			1	20.47-22.50u./noun
-0.088194974	2			39184	20/noun
-1.4851106	1			78788	20/num
2.3480108	1			1695	200/noun
