_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	soc_vector	pam_cluster	is_medoid
staal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.1574389094925456	-0.15648665545724963	1	5000	5000	311	staal	NA	NA	nobound	658	all	5_5	weight	all	4_4	0.17844031176846045	BOW	all_5000	c4	0
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14080746201938732	0.03620173735226695	1	FOC	392	311	staal	NA	NA	nobound	658	all	5_5	weight	nav	4_4	0.12677935931747786	BOW	nav_FOC	c6	0
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.12860302639238994	0.021872108465242287	1	FOC	658	311	staal	NA	NA	nobound	658	all	5_5	weight	all	4_4	0.12631939692743938	BOW	all_FOC	c3	0
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.009156842742329765	-0.014894068837477301	1	5000	5000	311	staal	NA	NA	nobound	658	all	5_5	selection	nav	4_4	0.17450114481208268	BOW	nav_5000	c3	0
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.4095040503753413	-0.19092383408519192	1	5000	5000	311	staal	NA	NA	nobound	658	all	5_5	selection	all	4_4	0.15563804473359216	BOW	all_5000	c5	0
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09402452927827507	0.0011842636821135914	1	FOC	392	311	staal	NA	NA	nobound	658	all	5_5	selection	nav	4_4	0.14740328915370518	BOW	nav_FOC	c3	0
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07389340127026453	-0.012265909388092053	1	FOC	658	311	staal	NA	NA	nobound	658	all	5_5	selection	all	4_4	0.15578309477714355	BOW	all_FOC	c3	0
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.027876239626025423	-0.054958366583314114	1	5000	5000	311	staal	NA	NA	nobound	968	all	5_5	no	nav	4_4	0.17443277271981328	BOW	nav_5000	c3	0
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.40318475766403444	-0.2672070688617792	1	5000	5000	311	staal	NA	NA	nobound	968	all	5_5	no	all	4_4	0.16327387520941658	BOW	all_5000	c5	0
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.10351875110558212	-0.008977444036659617	1	FOC	562	311	staal	NA	NA	nobound	968	all	5_5	no	nav	4_4	0.13815723258836063	BOW	nav_FOC	c3	0
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.08044863928373813	-0.03294154648577051	1	FOC	968	311	staal	NA	NA	nobound	968	all	5_5	no	all	4_4	0.14993634728417352	BOW	all_FOC	c3	0
staal.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15996243960649068	0.045118762114917874	1	5000	5000	296	staal	NA	NA	nobound	337	lex	3_3	weight	nav	4_4	0.1186972934530864	BOW	nav_5000	c6	0
staal.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.04887072116310552	-0.2678871740497532	1	5000	5000	296	staal	NA	NA	nobound	337	lex	3_3	weight	all	4_4	0.18774240403115397	BOW	all_5000	c2	0
staal.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17108884197362992	0.058550642303550685	1	FOC	263	296	staal	NA	NA	nobound	337	lex	3_3	weight	nav	4_4	0.1522263427452748	BOW	nav_FOC	c6	0
staal.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.17518451289744372	0.05440493503353894	1	FOC	337	296	staal	NA	NA	nobound	337	lex	3_3	weight	all	4_4	0.15219963188662752	BOW	all_FOC	c6	0
staal.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12766350988518696	-0.013124349079197123	1	5000	5000	296	staal	NA	NA	nobound	337	lex	3_3	selection	nav	4_4	0.14384082718512406	BOW	nav_5000	c6	0
staal.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.08960772809779396	-0.29711530594631097	1	5000	5000	296	staal	NA	NA	nobound	337	lex	3_3	selection	all	4_4	0.20387402167405336	BOW	all_5000	c2	0
staal.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.14865821595588588	0.03626386495529329	1	FOC	263	296	staal	NA	NA	nobound	337	lex	3_3	selection	nav	4_4	0.1490218514294377	BOW	nav_FOC	c6	0
staal.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.15450120076042537	0.03210794894978043	1	FOC	337	296	staal	NA	NA	nobound	337	lex	3_3	selection	all	4_4	0.1460120972688045	BOW	all_FOC	c6	0
staal.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13733343253964247	-0.03815806656143518	1	5000	5000	304	staal	NA	NA	nobound	438	lex	3_3	no	nav	4_4	0.14489720990061408	BOW	nav_5000	c6	0
staal.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.09945269119494925	-0.3398460180471537	1	5000	5000	304	staal	NA	NA	nobound	438	lex	3_3	no	all	4_4	0.20895599819108507	BOW	all_5000	c2	0
staal.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1666238462082137	0.03318906401985627	1	FOC	340	304	staal	NA	NA	nobound	438	lex	3_3	no	nav	4_4	0.14475103088865796	BOW	nav_FOC	c6	0
staal.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17522173612974395	0.0332705883768941	1	FOC	438	304	staal	NA	NA	nobound	438	lex	3_3	no	all	4_4	0.13804844715813896	BOW	all_FOC	c6	0
staal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.08406795623250365	0.09052750447820557	1	5000	5000	309	staal	NA	NA	nobound	439	all	3_3	weight	nav	4_4	0.10300498175702189	BOW	nav_5000	c6	0
staal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.2046488363549131	-0.1002946939077717	1	5000	5000	309	staal	NA	NA	nobound	439	all	3_3	weight	all	4_4	0.1758255368360746	BOW	all_5000	c4	0
staal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12397571859466382	0.07680842214545215	1	FOC	263	309	staal	NA	NA	nobound	439	all	3_3	weight	nav	4_4	0.14523634690160422	BOW	nav_FOC	c6	0
staal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.11365329992300177	0.06418005412070217	1	FOC	439	309	staal	NA	NA	nobound	439	all	3_3	weight	all	4_4	0.14209387658827657	BOW	all_FOC	c6	0
staal.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.08796982891460615	0.06894173822603096	1	5000	5000	309	staal	NA	NA	nobound	439	all	3_3	selection	nav	4_4	0.18614650635816493	BOW	nav_5000	c7	0
staal.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.4212877599302624	-0.033884705616122855	1	5000	5000	309	staal	NA	NA	nobound	439	all	3_3	selection	all	4_4	0.17109882052290243	BOW	all_5000	c5	0
staal.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06604253319832784	0.04760834161468181	1	FOC	263	309	staal	NA	NA	nobound	439	all	3_3	selection	nav	4_4	0.16934924627099135	BOW	nav_FOC	c6	0
staal.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.043969670895384005	0.032109736155816665	1	FOC	439	309	staal	NA	NA	nobound	439	all	3_3	selection	all	4_4	0.1782345734085565	BOW	all_FOC	c6	0
staal.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.06370326773486337	0.05408744885011674	1	5000	5000	311	staal	NA	NA	nobound	579	all	3_3	no	nav	4_4	0.18457870040751248	BOW	nav_5000	c7	0
staal.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.38546157392325453	-0.10417991829273146	1	5000	5000	311	staal	NA	NA	nobound	579	all	3_3	no	all	4_4	0.19033853827147068	BOW	all_5000	c5	0
staal.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.07498023674888024	0.04390080928862032	1	FOC	340	311	staal	NA	NA	nobound	579	all	3_3	no	nav	4_4	0.15333901792266985	BOW	nav_FOC	c3	0
staal.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.05326702186464033	0.02129581762494929	1	FOC	579	311	staal	NA	NA	nobound	579	all	3_3	no	all	4_4	0.15875767942547728	BOW	all_FOC	c3	0
staal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	-0.03945051712917168	0.17206800649153484	1	5000	5000	309	staal	selection2	NA	bound	310	NA	NA	weight	nav	4_4	0.11383574227436505	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.25703752737744523	0.024620097801993784	1	5000	5000	309	staal	selection2	NA	bound	310	NA	NA	weight	all	4_4	0.18986340788075712	LEMMAPATH	all_5000	c4	0
staal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09754935613469674	0.1455624029747108	1	FOC	206	309	staal	selection2	NA	bound	310	NA	NA	weight	nav	4_4	0.15189400814102702	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	-0.09477085451834255	0.14394016774655283	1	FOC	310	309	staal	selection2	NA	bound	310	NA	NA	weight	all	4_4	0.14976583134795643	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.10876969113921382	0.1761852255813864	1	5000	5000	309	staal	selection2	NA	bound	310	NA	NA	selection	nav	4_4	0.17014148087390168	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.4409781000341503	0.0899727277819274	1	5000	5000	309	staal	selection2	NA	bound	310	NA	NA	selection	all	4_4	0.16083742973148416	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.02613176907906637	0.1248032922013669	1	FOC	206	309	staal	selection2	NA	bound	310	NA	NA	selection	nav	4_4	0.17611319139873	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	-0.01618171833943182	0.12136421179632545	1	FOC	310	309	staal	selection2	NA	bound	310	NA	NA	selection	all	4_4	0.17261557986107504	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.08066352444763426	0.15854389187859347	1	5000	5000	311	staal	selection2	NA	bound	438	NA	NA	no	nav	4_4	0.16174824373666175	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.42716542371839344	0.055868416063682126	1	5000	5000	311	staal	selection2	NA	bound	438	NA	NA	no	all	4_4	0.17471596440570042	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	-0.0348450607092953	0.11577684611155066	1	FOC	277	311	staal	selection2	NA	bound	438	NA	NA	no	nav	4_4	0.1644087441374831	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	-0.025005667906747436	0.11045041175884401	1	FOC	438	311	staal	selection2	NA	bound	438	NA	NA	no	all	4_4	0.1651969989059917	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.07185401700869605	0.13803000345228644	1	5000	5000	310	staal	selection3	NA	bound	476	NA	NA	weight	nav	4_4	0.11509163828742741	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.2233076506368269	-0.07873080717416646	1	5000	5000	310	staal	selection3	NA	bound	476	NA	NA	weight	all	4_4	0.17484423034926352	LEMMAPATH	all_5000	c4	0
staal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11480593504088234	0.09409394648256612	1	FOC	301	310	staal	selection3	NA	bound	476	NA	NA	weight	nav	4_4	0.13773837924847315	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.10734004043022291	0.08598344429253472	1	FOC	476	310	staal	selection3	NA	bound	476	NA	NA	weight	all	4_4	0.13505868074025174	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.08301847880326244	0.09396425345987168	1	5000	5000	310	staal	selection3	NA	bound	476	NA	NA	selection	nav	4_4	0.1904931970420226	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.42961237331406626	-0.0461578313406235	1	5000	5000	310	staal	selection3	NA	bound	476	NA	NA	selection	all	4_4	0.17480072336818916	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04614583561731304	0.06180366340386377	1	FOC	301	310	staal	selection3	NA	bound	476	NA	NA	selection	nav	4_4	0.15942718371361583	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	-0.03709943976295009	0.05664380261476082	1	FOC	476	310	staal	selection3	NA	bound	476	NA	NA	selection	all	4_4	0.15812035447876638	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.0628860158679492	0.07597271533046154	1	5000	5000	311	staal	selection3	NA	bound	709	NA	NA	no	nav	4_4	0.16688468226786543	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.39712372152453923	-0.09367039911351162	1	5000	5000	311	staal	selection3	NA	bound	709	NA	NA	no	all	4_4	0.1790494723542353	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	-0.053086832147400335	0.05965018677563532	1	FOC	431	311	staal	selection3	NA	bound	709	NA	NA	no	nav	4_4	0.15250907455559104	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	-0.03954665093262202	0.049761155055934744	1	FOC	709	311	staal	selection3	NA	bound	709	NA	NA	no	all	4_4	0.161241095687106	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.12446178305185929	0.16799808507568117	1	5000	5000	310	staal	weight	NA	bound	476	NA	NA	selection	nav	4_4	0.17022239730683905	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.38909541812573784	0.07791659505312058	1	5000	5000	310	staal	weight	NA	bound	476	NA	NA	selection	all	4_4	0.1636174628667814	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0018933458975862124	0.10644764528542787	1	FOC	301	310	staal	weight	NA	bound	476	NA	NA	selection	nav	4_4	0.16143879096682123	LEMMAPATH	nav_FOC	c7	0
staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.01120200702834844	0.10641970945222409	1	FOC	476	310	staal	weight	NA	bound	476	NA	NA	selection	all	4_4	0.15989604033565197	LEMMAPATH	all_FOC	c7	0
staal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.097969154076878	0.15096396422653402	1	5000	5000	311	staal	weight	NA	bound	709	NA	NA	no	nav	4_4	0.15967230880143024	LEMMAPATH	nav_5000	c7	0
staal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.370029136106271	0.049414321072760725	1	5000	5000	311	staal	weight	NA	bound	709	NA	NA	no	all	4_4	0.17001588681241378	LEMMAPATH	all_5000	c5	0
staal.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.0091362674934518991	0.10013265484016977	1	FOC	431	311	staal	weight	NA	bound	709	NA	NA	no	nav	4_4	0.14664564090696044	LEMMAPATH	nav_FOC	c7	1
staal.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.003748704289999184	0.09706486858587725	1	FOC	709	311	staal	weight	NA	bound	709	NA	NA	no	all	4_4	0.14727311826615444	LEMMAPATH	all_FOC	c7	0
staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.15349106127188691	0.2929625792475921	1	5000	5000	226	staal	NA	group1	bound	96	NA	NA	weight	nav	4_4	0.15907833918089329	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.298579142679422	0.22752012356365747	1	5000	5000	226	staal	NA	group1	bound	96	NA	NA	weight	all	4_4	0.1500843051287352	LEMMAREL	all_5000	c8	0
staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.19788854439905817	0.40066735072115195	1	FOC	54	226	staal	NA	group1	bound	96	NA	NA	weight	nav	4_4	0.21298224460826867	LEMMAREL	nav_FOC	c8	0
staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.18999632819160703	0.4002036121029323	1	FOC	96	226	staal	NA	group1	bound	96	NA	NA	weight	all	4_4	0.20539455645790375	LEMMAREL	all_FOC	c8	0
staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.2451501821896433	0.29097058240352175	1	5000	5000	226	staal	NA	group1	bound	96	NA	NA	selection	nav	4_4	0.2262249707143929	LEMMAREL	nav_5000	c8	1
staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.43380125854769863	0.26763792980609935	1	5000	5000	226	staal	NA	group1	bound	96	NA	NA	selection	all	4_4	0.1743201132538775	LEMMAREL	all_5000	c8	0
staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.22822155927517881	0.37249522356787074	1	FOC	54	226	staal	NA	group1	bound	96	NA	NA	selection	nav	4_4	0.21189173809712822	LEMMAREL	nav_FOC	c8	0
staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.20587649134011565	0.32881874709536757	1	FOC	96	226	staal	NA	group1	bound	96	NA	NA	selection	all	4_4	0.21310359101374202	LEMMAREL	all_FOC	c8	0
staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.2459394207720914	0.29235894500863174	1	5000	5000	236	staal	NA	group1	bound	128	NA	NA	no	nav	4_4	0.23146411015599697	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.43284337337414613	0.25800256418506606	1	5000	5000	236	staal	NA	group1	bound	128	NA	NA	no	all	4_4	0.17807899865795324	LEMMAREL	all_5000	c8	0
staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.23895356823167319	0.36628275542900535	1	FOC	69	236	staal	NA	group1	bound	128	NA	NA	no	nav	4_4	0.22620900083870865	LEMMAREL	nav_FOC	c8	0
staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.21694842988063187	0.3200760926776605	1	FOC	128	236	staal	NA	group1	bound	128	NA	NA	no	all	4_4	0.21061363349612597	LEMMAREL	all_FOC	c8	0
staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	-0.04269362883642152	0.17489573899873453	1	5000	5000	296	staal	NA	group2	bound	247	NA	NA	weight	nav	4_4	0.1129569276243633	LEMMAREL	nav_5000	c7	0
staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.2483228496956754	0.08088349659419569	1	5000	5000	296	staal	NA	group2	bound	247	NA	NA	weight	all	4_4	0.18923537088331988	LEMMAREL	all_5000	c4	0
staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09366584548708116	0.1541090121512264	1	FOC	174	296	staal	NA	group2	bound	247	NA	NA	weight	nav	4_4	0.17233399717857847	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	-0.08948692144189385	0.15578200817528162	1	FOC	247	296	staal	NA	group2	bound	247	NA	NA	weight	all	4_4	0.1778529172250993	LEMMAREL	all_FOC	c7	0
staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.10457901238460723	0.19244917977635762	1	5000	5000	296	staal	NA	group2	bound	247	NA	NA	selection	nav	4_4	0.18674589770062455	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.4430445354186304	0.16803620901819774	1	5000	5000	296	staal	NA	group2	bound	247	NA	NA	selection	all	4_4	0.17183802270807896	LEMMAREL	all_5000	c8	0
staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.020352493855209937	0.1521512290883836	1	FOC	174	296	staal	NA	group2	bound	247	NA	NA	selection	nav	4_4	0.17964893071467108	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	-0.015497172165364437	0.15499093337237982	1	FOC	247	296	staal	NA	group2	bound	247	NA	NA	selection	all	4_4	0.186635187363761	LEMMAREL	all_FOC	c7	0
staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.09307744363378363	0.18879175745759638	1	5000	5000	303	staal	NA	group2	bound	321	NA	NA	no	nav	4_4	0.17973095327473265	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	0.4467859311633383	0.14907341991738796	1	5000	5000	303	staal	NA	group2	bound	321	NA	NA	no	all	4_4	0.17117675564259496	LEMMAREL	all_5000	c8	0
staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	-0.0251157323183571	0.15160345098522865	1	FOC	221	303	staal	NA	group2	bound	321	NA	NA	no	nav	4_4	0.16885705414603097	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	-0.020336614539040166	0.1543209428246706	1	FOC	321	303	staal	NA	group2	bound	321	NA	NA	no	all	4_4	0.17149058199135572	LEMMAREL	all_FOC	c7	0
staal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	-0.04704306801058387	0.16814229774501846	1	5000	5000	297	staal	NA	group3	bound	264	NA	NA	weight	nav	4_4	0.11426021041921063	LEMMAREL	nav_5000	c7	0
staal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	0.24600743823434115	0.08121709896049965	1	5000	5000	297	staal	NA	group3	bound	264	NA	NA	weight	all	4_4	0.18973758079162154	LEMMAREL	all_5000	c4	0
staal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08763464321808827	0.14838587466323117	1	FOC	183	297	staal	NA	group3	bound	264	NA	NA	weight	nav	4_4	0.16619716241324772	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	-0.09311585493834017	0.14747735407398607	1	FOC	264	297	staal	NA	group3	bound	264	NA	NA	weight	all	4_4	0.16180667271125795	LEMMAREL	all_FOC	c7	0
staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	0.10076917417399199	0.18922617523537918	1	5000	5000	297	staal	NA	group3	bound	264	NA	NA	selection	nav	4_4	0.18748467382016973	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	0.45892716471206063	0.1644565420605371	1	5000	5000	297	staal	NA	group3	bound	264	NA	NA	selection	all	4_4	0.1758874318537	LEMMAREL	all_5000	c8	0
staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.02417147464325243	0.1407617006344366	1	FOC	183	297	staal	NA	group3	bound	264	NA	NA	selection	nav	4_4	0.1760921572757215	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	-0.021551876866692563	0.13966261245584183	1	FOC	264	297	staal	NA	group3	bound	264	NA	NA	selection	all	4_4	0.17739408867507667	LEMMAREL	all_FOC	c7	0
staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	0.08678295761176001	0.1824432689192316	1	5000	5000	303	staal	NA	group3	bound	359	NA	NA	no	nav	4_4	0.18090081888845103	LEMMAREL	nav_5000	c8	0
staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	0.46941326915676684	0.13711981042900043	1	5000	5000	303	staal	NA	group3	bound	359	NA	NA	no	all	4_4	0.17533552945569159	LEMMAREL	all_5000	c8	0
staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	-0.03208699855678558	0.1363148830138984	1	FOC	235	303	staal	NA	group3	bound	359	NA	NA	no	nav	4_4	0.16540004479719506	LEMMAREL	nav_FOC	c7	0
staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	-0.02975361560802709	0.1367678033990473	1	FOC	359	303	staal	NA	group3	bound	359	NA	NA	no	all	4_4	0.16647470982587373	LEMMAREL	all_FOC	c7	0
