pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
3.2350535	2	4.11744	2.0	536	85-jarige/adj
-0.63837117	1			12632	85/num
3.1141143	1	4.0037065	1.0	298	85ste/num
3.3927789	2	3.580966	1.0	459	86-jarige/adj
0.7895374	2	0.9893669	1.0	6067	86/num
3.9227188	2	4.1188583	1.0	266	86ste/num
0.08278173	1			6147	87/num
3.2742937	1			255	87ste/num
0.09913594	1	0.99187356	1.0	6050	89/num
1.6636528	1			1273	8ste/num
1.216217	1			1956	9./noun
3.1549292	1			286	9.45/noun
4.4341197	1			79	9.600/num
0.2791357	4	0.8801426	3.0	20345	9/noun
-1.9605187	1	-1.0678033	1.0	47693	9/num
-0.5082169	2	-0.30739242	1.0	22181	90/num
1.4063721	1			1673	9000/num
0.7018268	1			3318	91/num
6.4901648	1			10	916.000/num
1.228317	2	1.4264132	1.0	3922	92/num
0.6734184	2			6806	95/num
5.155164	1			38	97%/num
0.31931016	1			4865	99/num
-0.2835842	245	-0.19232233	110.0	2182842	:/punct
-2.1186392	13	-2.1742954	5.0	715025	;/punct
-0.92009753	49	-0.5845316	28.0	826450	?/punct
4.7017446	1			60	A-cross/noun
-0.14201254	3	-0.34695208	1.0	23202	A./name
7.4317737	1			4	A.Vi.Bo/noun
-1.7078596	1			37251	A/name
0.3950463	3	0.18930754	1.0	13732	ABN/name
3.7390552	1			183	ABW/name
-0.16581586	1	0.7225608	1.0	8039	AC/name
1.2339072	2			3952	ACV/name
5.6926575	1			23	ACV_lid/noun
1.6808709	2	1.8796391	1.0	2536	ACW/name
5.896838	2	6.777983	2.0	37	ACW_afdeling/noun
6.3288965	1	7.210847	1.0	12	ACW_bestuur/noun
6.18821	2	7.088445	2.0	28	ADA/name
0.9338003	1			2671	ADO/name
5.473124	1			32	AILLIET/name
8.099603	1	9.002606	1.0	2	AL-SISTANI/noun
1.6942917	1			1309	AM/name
1.3521043	1	2.2474198	1.0	1727	ANC/name
7.661348	1			4	ANTWERPEN/BORGERHOUT/noun
1.0254437	1			2794	ANTWERPEN/name
2.1003716	4	2.9883568	4.0	3343	ANWB/name
-0.29525325	1			11649	AP/name
4.3103127	1	5.1564565	1.0	96	APPELTERRE/name
4.3866405	1	5.2356095	1.0	89	ARENDONK/name
