_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
geestig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.18642444443648346	-0.062333524079910926	NA	NA	BOW	bound	562	lex	10_10	1	weight	5000	5000	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.002388760446175842	-0.2445020668447803	NA	NA	BOW	bound	562	lex	10_10	1	weight	5000	5000	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.22609201313575475	-0.047370325720504446	NA	NA	BOW	bound	562	lex	10_10	1	weight	FOC	404	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.21264574165355477	-0.04502171759793111	NA	NA	BOW	bound	562	lex	10_10	1	weight	FOC	562	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.22298649388051528	-0.0831609966123552	NA	NA	BOW	bound	562	lex	10_10	1	selection	5000	5000	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.011220319453516453	-0.29295832965635715	NA	NA	BOW	bound	562	lex	10_10	1	selection	5000	5000	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2144918410762619	-0.0599598171801727	NA	NA	BOW	bound	562	lex	10_10	1	selection	FOC	404	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.20147103262324847	-0.058689915638787754	NA	NA	BOW	bound	562	lex	10_10	1	selection	FOC	562	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.21304943092952414	-0.14639862145249988	NA	NA	BOW	bound	960	lex	10_10	1	no	5000	5000	nav	4_4	274	geestig
geestig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.0023687248305192007	-0.3688712120362941	NA	NA	BOW	bound	960	lex	10_10	1	no	5000	5000	all	4_4	274	geestig
