pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
2.4416986	1			592	!!!/punct
3.603657	5	4.0038385	3.0	898	!!/noun
1.2437261	10	1.2322311	4.0	19257	!/name
2.0698848	8			6683	!/noun
0.72067463	43	1.0005147	23.0	142029	!/punct
2.7012422	1			442	!?/noun
3.0415773	1	3.9534125	1.0	323	!?/num
-0.4764613	450	-0.39138794	197.0	4844510	"""/punct"
6.83835	1	7.7553015	1.0	7	&#268;apek/noun
1.0653408	23	0.6249768	6.0	52896	&/name
1.3149195	1			1846	&/noun
0.5127819	2			8058	&/punct
0.23791482	518	0.23046663	207.0	2720890	'/punct
3.8309007	1			142	'67/noun
4.3947616	1	5.308307	1.0	81	'68/num
4.182094	1			100	'70/noun
1.5123826	1	2.4258664	1.0	1447	'70/num
0.9264698	1	1.8391958	1.0	2605	'98/noun
8.78426	1			1	'afscheids'_boekje/noun
4.8234468	1			53	'o/noun
-1.1485015	3			62265	's/adv
-0.5168713	1			11206	's/det
8.78426	1			1	'sooterkin'_beschrijving/noun
0.95331216	7	0.60462123	2.0	17963	't/name
0.78748834	1	1.6973056	1.0	3006	(/noun
-0.3670744	282	-0.559689	95.0	2759129	(/punct
3.845837	1			143	(/verb
-0.24710919	315	-0.42872217	106.0	2758869	)/punct
2.5978198	4	2.1208947	1.0	2003	***/num
-1.0097796	6	-0.8424539	3.0	117193	*/tag
8.091113	1			2	*Big/noun
9.477407	1			1	*Ja/noun
8.78426	1	9.701212	1.0	1	*TenTwee/noun
5.080492	1	5.993756	1.0	41	*The/noun
3.3988478	3			666	+/noun
0.057498995	4	0.27156526	2.0	24958	,/name
0.85493547	2	1.0745366	1.0	5599	,/noun
0.42226037	4195	0.69152874	2208.0	18092245	,/punct
-1.0210426	4	-0.42971838	3.0	75440	--/punct
8.78426	1			1	--1dbl4/noun
0.37427866	231	0.3696025	93.0	1059446	-/punct
8.78426	1			1	-Albert/noun
4.872237	1			50	-Ezelsoor/noun
3.3117793	1	4.220573	1.0	241	-In/noun
8.78426	1	9.701212	1.0	1	-Luidruchtige/adj
8.091113	1	9.008064	1.0	2	-Spannende/name
3.8182735	1	4.726204	1.0	145	-als/noun
3.4708078	1			205	-dat/noun
5.788528	1	6.7054796	1.0	20	-heel/noun
3.3748486	1			224	-klaverenH/noun
8.78426	1			1	-raakt/noun
5.3014827	1	6.212309	1.0	33	-vooral/adv
4.953447	1			47	-ze/noun
0.090780094	1			6065	..../punct
1.6342255	2			2586	.../name
0.35373443	22	0.24842171	8.0	103573	.../punct
0.010257372	4265	0.06370326	1807.0	28225482	./punct
3.439059	1	4.3552957	1.0	210	0-0-0/noun
1.4035368	1			1668	0/noun
8.78426	1			1	00-33344543721/num
3.7328026	1			164	00.10/num
6.250563	1			13	00.12/num
3.516144	1			203	00.20/num
3.412692	1			223	00.50/num
4.0396175	3	4.5378556	2.0	353	007/name
8.78426	1			1	015-51.70.89/num
5.9451814	1			18	030-2362362/num
8.091113	1	9.008064	1.0	2	030-2380100/num
7.995803	1			4	07.06.02/num
8.78426	1			1	08-01-99/num
7.6856475	1			3	1+1=2/num
8.091113	1			2	1-april/noun
4.712672	1	5.613137	1.0	60	1-aprilgrap/noun
-0.28392908	1			8825	1.000/num
-0.51348484	5			56531	1/name
-0.95107293	4	-1.4365492	1.0	69141	1/noun
-1.7770929	3			118827	1/num
-0.7118268	1			13558	10.000/num
-0.06756564	3			21393	10/noun
-1.5215533	3	-1.7138072	1.0	91258	10/num
-1.8759468	1			43355	100/num
2.6444833	1			466	11-17/noun
2.7912965	1	3.690864	1.0	414	11-17/num
4.2630153	1			93	11.40/num
-1.1188662	2			40771	11/num
4.118936	1	5.0167685	1.0	110	12+/num
2.9439092	1			347	12-17/noun
5.335861	2			64	12.35/num
3.6813495	1			168	12.50/num
-1.0281397	1			18653	12/noun
-1.0595394	3			57411	12/num
8.78426	1	9.701212	1.0	1	120-180/num
4.4508986	1			78	12x23/noun
5.549511	1			26	13,39/num
6.7048182	1			8	13,50/name
2.8966293	1			390	13.05/num
3.607828	1			192	13.55/num
0.23009863	1			5263	13/name
-1.1359224	1			20739	13/noun
-1.1039629	2	-0.8909567	1.0	40176	13/num
6.386365	1			12	13x44/noun
