_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base
blik.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.6831922279644941	-1.168837039259902	1	5000	5000	257	blik	NA	NA	bound	384	lex	5_5	weight	all	4_4	0.24778519429061469	BOW
blik.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.8377045682541701	0.06763500248959936	1	FOC	267	257	blik	NA	NA	bound	384	lex	5_5	weight	nav	4_4	0.25503991583733476	BOW
blik.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.8198313517947581	0.025134974898217744	1	FOC	384	257	blik	NA	NA	bound	384	lex	5_5	weight	all	4_4	0.2467618813552333	BOW
blik.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.019899523226503	-0.09729577571211011	1	5000	5000	257	blik	NA	NA	bound	384	lex	5_5	selection	nav	4_4	0.21977724614296254	BOW
blik.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-1.0015911656477419	-0.977727287671653	1	5000	5000	257	blik	NA	NA	bound	384	lex	5_5	selection	all	4_4	0.2279739380508413	BOW
blik.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9283690173845544	0.1845319054692006	1	FOC	267	257	blik	NA	NA	bound	384	lex	5_5	selection	nav	4_4	0.24589336798596745	BOW
blik.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.9033858905031497	0.15275220487130825	1	FOC	384	257	blik	NA	NA	bound	384	lex	5_5	selection	all	4_4	0.24988823691708484	BOW
blik.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.797641339279249	0.06518112868161698	1	5000	5000	273	blik	NA	NA	bound	595	lex	5_5	no	nav	4_4	0.24384529867804192	BOW
blik.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.789978952057943	-1.2091625023973982	1	5000	5000	273	blik	NA	NA	bound	595	lex	5_5	no	all	4_4	0.187487108674681	BOW
blik.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.599687223434543	0.2809909260534062	1	FOC	430	273	blik	NA	NA	bound	595	lex	5_5	no	nav	4_4	0.23707164066499592	BOW
blik.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-1.5746245561601218	0.24298017511640685	1	FOC	595	273	blik	NA	NA	bound	595	lex	5_5	no	all	4_4	0.2361945254188377	BOW
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.2840179512072507	-0.37263731096331165	1	5000	5000	276	blik	NA	NA	bound	483	all	5_5	weight	nav	4_4	0.1896704103552262	BOW
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.5895379308911022	-0.8936468010604822	1	5000	5000	276	blik	NA	NA	bound	483	all	5_5	weight	all	4_4	0.19949079418578022	BOW
blik.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07304930295959972	-0.1914939396287567	1	FOC	267	276	blik	NA	NA	bound	483	all	5_5	weight	nav	4_4	0.2215410460722615	BOW
blik.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.06369048081280823	-0.21265557806345903	1	FOC	483	276	blik	NA	NA	bound	483	all	5_5	weight	all	4_4	0.21273731029132048	BOW
blik.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.665035733646881	0.4672293512214613	1	5000	5000	276	blik	NA	NA	bound	483	all	5_5	selection	nav	4_4	0.20143463967576786	BOW
blik.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	1.1900497705442996	0.6157842934878929	1	5000	5000	276	blik	NA	NA	bound	483	all	5_5	selection	all	4_4	0.2055140869698285	BOW
blik.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.13334720290148638	0.3136681684628937	1	FOC	267	276	blik	NA	NA	bound	483	all	5_5	selection	nav	4_4	0.21554695044712208	BOW
blik.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.14651549662851024	0.2932143143013075	1	FOC	483	276	blik	NA	NA	bound	483	all	5_5	selection	all	4_4	0.21190319954244632	BOW
blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.5908798734218379	0.7736393743689238	1	5000	5000	276	blik	NA	NA	bound	787	all	5_5	no	nav	4_4	0.2180065418781426	BOW
blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	1.0946249720702959	1.0770436267607706	1	5000	5000	276	blik	NA	NA	bound	787	all	5_5	no	all	4_4	0.210217276104541	BOW
blik.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.04496301781936915	0.7085587476383794	1	FOC	430	276	blik	NA	NA	bound	787	all	5_5	no	nav	4_4	0.22143955903005968	BOW
blik.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-5.740497453363482e-4	0.713107919235977	1	FOC	787	276	blik	NA	NA	bound	787	all	5_5	no	all	4_4	0.20851188140836976	BOW
blik.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.670672682329211	-0.2830176860839917	1	5000	5000	233	blik	NA	NA	bound	268	lex	3_3	weight	nav	4_4	0.21248386672322078	BOW
blik.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.5584422742442761	-1.0735537121782586	1	5000	5000	233	blik	NA	NA	bound	268	lex	3_3	weight	all	4_4	0.25443310550105125	BOW
blik.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6505618523861324	-0.05138022299422407	1	FOC	186	233	blik	NA	NA	bound	268	lex	3_3	weight	nav	4_4	0.2747343027027297	BOW
blik.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6343398179151726	-0.07225165560879578	1	FOC	268	233	blik	NA	NA	bound	268	lex	3_3	weight	all	4_4	0.2644107653886221	BOW
blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.7616337184559222	-0.2512271661438039	1	5000	5000	233	blik	NA	NA	bound	268	lex	3_3	selection	nav	4_4	0.21886344789276033	BOW
blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.7174259385320393	-0.9795779635376638	1	5000	5000	233	blik	NA	NA	bound	268	lex	3_3	selection	all	4_4	0.2409206217070768	BOW
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6895930454783036	0.01688872830186448	1	FOC	186	233	blik	NA	NA	bound	268	lex	3_3	selection	nav	4_4	0.26858659305158195	BOW
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.6761437186372325	-0.016141978044595193	1	FOC	268	233	blik	NA	NA	bound	268	lex	3_3	selection	all	4_4	0.2662302829120111	BOW
blik.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.5109813786585848	-0.3512595689649008	1	5000	5000	254	blik	NA	NA	bound	384	lex	3_3	no	nav	4_4	0.2307932179191042	BOW
blik.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-1.3010603727787062	-1.4635961217603917	1	5000	5000	254	blik	NA	NA	bound	384	lex	3_3	no	all	4_4	0.2086765914401737	BOW
blik.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.354546000625509	-0.0668834199500806	1	FOC	277	254	blik	NA	NA	bound	384	lex	3_3	no	nav	4_4	0.2534719363690203	BOW
blik.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-1.3415170180525617	-0.10903329359448531	1	FOC	384	254	blik	NA	NA	bound	384	lex	3_3	no	all	4_4	0.2525968230042303	BOW
blik.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.4462015079193213	-0.6944325828198356	1	5000	5000	276	blik	NA	NA	bound	350	all	3_3	weight	nav	4_4	0.19016256703678527	BOW
blik.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.8409256498410832	-1.1236097860295247	1	5000	5000	276	blik	NA	NA	bound	350	all	3_3	weight	all	4_4	0.19738776641949587	BOW
blik.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	4.940774352778289e-4	-0.4975288672435447	1	FOC	186	276	blik	NA	NA	bound	350	all	3_3	weight	nav	4_4	0.23325020805357463	BOW
blik.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.029110169761986934	-0.5092954632750145	1	FOC	350	276	blik	NA	NA	bound	350	all	3_3	weight	all	4_4	0.21815717671771598	BOW
blik.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.9182789794564978	0.20901748180291305	1	5000	5000	276	blik	NA	NA	bound	350	all	3_3	selection	nav	4_4	0.19716914581726655	BOW
blik.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	1.4428945608921766	0.2496954356817734	1	5000	5000	276	blik	NA	NA	bound	350	all	3_3	selection	all	4_4	0.1927029165777332	BOW
blik.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.3042982069682745	0.08255545019385727	1	FOC	186	276	blik	NA	NA	bound	350	all	3_3	selection	nav	4_4	0.21619264099587793	BOW
blik.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.32070877475876247	0.06187429961175591	1	FOC	350	276	blik	NA	NA	bound	350	all	3_3	selection	all	4_4	0.20876911713308835	BOW
blik.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.8995922491103632	0.4362488488644281	1	5000	5000	276	blik	NA	NA	bound	519	all	3_3	no	nav	4_4	0.21993790833520532	BOW
blik.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	1.4400397598556893	0.5209635643203251	1	5000	5000	276	blik	NA	NA	bound	519	all	3_3	no	all	4_4	0.20559447915591045	BOW
blik.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.24238841110678308	0.39492265408161004	1	FOC	277	276	blik	NA	NA	bound	519	all	3_3	no	nav	4_4	0.24564019663787068	BOW
blik.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.23472276937604475	0.36534688945452115	1	FOC	519	276	blik	NA	NA	bound	519	all	3_3	no	all	4_4	0.22315252684983375	BOW
blik.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.15922941147907	-0.2131214803930244	1	5000	5000	269	blik	NA	NA	nobound	613	lex	10_10	weight	nav	4_4	0.1981160690368932	BOW
blik.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.015065569951954	-1.3268597123657748	1	5000	5000	269	blik	NA	NA	nobound	613	lex	10_10	weight	all	4_4	0.24400419673262216	BOW
blik.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.1672540443230566	0.2842997134811189	1	FOC	429	269	blik	NA	NA	nobound	613	lex	10_10	weight	nav	4_4	0.23542618216339978	BOW
blik.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.1495063835120327	0.26337358942985206	1	FOC	613	269	blik	NA	NA	nobound	613	lex	10_10	weight	all	4_4	0.2320603654783227	BOW
blik.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.524495205747774	0.5047833304359184	1	5000	5000	269	blik	NA	NA	nobound	613	lex	10_10	selection	nav	4_4	0.21708199113705537	BOW
blik.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.635352018998687	-0.9492240828473144	1	5000	5000	269	blik	NA	NA	nobound	613	lex	10_10	selection	all	4_4	0.22051077373811265	BOW
blik.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.4404334282581535	0.6229464032298573	1	FOC	429	269	blik	NA	NA	nobound	613	lex	10_10	selection	nav	4_4	0.23261239204576406	BOW
blik.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.4015426924256789	0.5865045283921809	1	FOC	613	269	blik	NA	NA	nobound	613	lex	10_10	selection	all	4_4	0.2402737488025907	BOW
blik.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-2.326456383097904	0.747218399048817	1	5000	5000	276	blik	NA	NA	nobound	1242	lex	10_10	no	nav	4_4	0.22744859358589298	BOW
blik.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-2.8672413126841794	-0.24073635942873484	1	5000	5000	276	blik	NA	NA	nobound	1242	lex	10_10	no	all	4_4	0.19264263411422827	BOW
blik.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-2.2339707106675295	0.9497118112054662	1	FOC	905	276	blik	NA	NA	nobound	1242	lex	10_10	no	nav	4_4	0.20499452984105263	BOW
blik.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-2.1605266655770787	0.9145508683216755	1	FOC	1242	276	blik	NA	NA	nobound	1242	lex	10_10	no	all	4_4	0.2111603924972446	BOW
blik.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.10850924813882508	-0.5992772128935538	1	5000	5000	276	blik	NA	NA	nobound	746	all	10_10	weight	nav	4_4	0.18493761150969548	BOW
blik.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.41758394511226754	-1.1092322852934455	1	5000	5000	276	blik	NA	NA	nobound	746	all	10_10	weight	all	4_4	0.19693348280066156	BOW
blik.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23133437775738197	-0.0643406144730028	1	FOC	429	276	blik	NA	NA	nobound	746	all	10_10	weight	nav	4_4	0.2150412775110687	BOW
blik.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.25631447232324495	-0.11322592745518077	1	FOC	746	276	blik	NA	NA	nobound	746	all	10_10	weight	all	4_4	0.204108459165334	BOW
blik.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.37969041203079623	1.1617422179105386	1	5000	5000	276	blik	NA	NA	nobound	746	all	10_10	selection	nav	4_4	0.2111292115519542	BOW
blik.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.9963337408397995	1.4717708003835333	1	5000	5000	276	blik	NA	NA	nobound	746	all	10_10	selection	all	4_4	0.21429403418203943	BOW
blik.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1564681071787131	0.984236884303803	1	FOC	429	276	blik	NA	NA	nobound	746	all	10_10	selection	nav	4_4	0.2122868522518234	BOW
blik.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.19986322910930798	0.9739586295429289	1	FOC	746	276	blik	NA	NA	nobound	746	all	10_10	selection	all	4_4	0.209284632297836	BOW
blik.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.10571372251178955	1.6130742237966236	1	5000	5000	276	blik	NA	NA	nobound	1645	all	10_10	no	nav	4_4	0.2111414525118088	BOW
blik.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.3321882750241619	2.4934654431572576	1	5000	5000	276	blik	NA	NA	nobound	1645	all	10_10	no	all	4_4	0.23631668291951907	BOW
blik.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.48288517640253326	1.604447943313465	1	FOC	905	276	blik	NA	NA	nobound	1645	all	10_10	no	nav	4_4	0.20995881573200906	BOW
blik.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.5840079779724985	1.7268385070070755	1	FOC	1645	276	blik	NA	NA	nobound	1645	all	10_10	no	all	4_4	0.20129600912468743	BOW
blik.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.954956174309855	-0.2966160270516552	1	5000	5000	262	blik	NA	NA	nobound	411	lex	5_5	weight	nav	4_4	0.20696670552510973	BOW
blik.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.7855159757533148	-1.2549182187762966	1	5000	5000	262	blik	NA	NA	nobound	411	lex	5_5	weight	all	4_4	0.2513196490996357	BOW
blik.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.9690216957337783	0.02921916522094533	1	FOC	284	262	blik	NA	NA	nobound	411	lex	5_5	weight	nav	4_4	0.25097295741582487	BOW
blik.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.9520101592710504	-0.007600759518596426	1	FOC	411	262	blik	NA	NA	nobound	411	lex	5_5	weight	all	4_4	0.23979086938074073	BOW
blik.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.2173812248031903	-0.11393146908757795	1	5000	5000	262	blik	NA	NA	nobound	411	lex	5_5	selection	nav	4_4	0.22585136263850622	BOW
blik.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-1.194590925302862	-1.053370313707607	1	5000	5000	262	blik	NA	NA	nobound	411	lex	5_5	selection	all	4_4	0.2294311438080739	BOW
blik.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.133165175614676	0.18143314137728125	1	FOC	284	262	blik	NA	NA	nobound	411	lex	5_5	selection	nav	4_4	0.24028917430022154	BOW
blik.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.1166704537531194	0.136292205810437	1	FOC	411	262	blik	NA	NA	nobound	411	lex	5_5	selection	all	4_4	0.24501623741443626	BOW
blik.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-2.0723019339895576	0.052784012986449955	1	5000	5000	276	blik	NA	NA	nobound	657	lex	5_5	no	nav	4_4	0.24312046516554736	BOW
blik.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-2.105751748801543	-1.1626270103839278	1	5000	5000	276	blik	NA	NA	nobound	657	lex	5_5	no	all	4_4	0.20037706468220712	BOW
blik.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.8858073437841094	0.28925166854568346	1	FOC	472	276	blik	NA	NA	nobound	657	lex	5_5	no	nav	4_4	0.23567267048005636	BOW
blik.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-1.8692228028514546	0.23017676477215393	1	FOC	657	276	blik	NA	NA	nobound	657	lex	5_5	no	all	4_4	0.23204871636871643	BOW
blik.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.25109237079566465	-0.3949704451828569	1	5000	5000	276	blik	NA	NA	nobound	518	all	5_5	weight	nav	4_4	0.19055701905843256	BOW
blik.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.5678730476989735	-0.9269853141622487	1	5000	5000	276	blik	NA	NA	nobound	518	all	5_5	weight	all	4_4	0.19950538204995702	BOW
blik.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10729335944693523	-0.2038302998068976	1	FOC	284	276	blik	NA	NA	nobound	518	all	5_5	weight	nav	4_4	0.22610860003261712	BOW
blik.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.10565405913566342	-0.2266125958407525	1	FOC	518	276	blik	NA	NA	nobound	518	all	5_5	weight	all	4_4	0.21551034249256648	BOW
blik.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.6494957748579205	0.5298160691525482	1	5000	5000	276	blik	NA	NA	nobound	518	all	5_5	selection	nav	4_4	0.20507989260857248	BOW
blik.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	1.2166871868504843	0.6922852817428309	1	5000	5000	276	blik	NA	NA	nobound	518	all	5_5	selection	all	4_4	0.202116178312315	BOW
blik.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.08890816473187867	0.3917611629932908	1	FOC	284	276	blik	NA	NA	nobound	518	all	5_5	selection	nav	4_4	0.21634081738434616	BOW
blik.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.0929007856453496	0.359456108534511	1	FOC	518	276	blik	NA	NA	nobound	518	all	5_5	selection	all	4_4	0.20956840352816297	BOW
blik.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.5548962766473249	0.845154847950767	1	5000	5000	276	blik	NA	NA	nobound	868	all	5_5	no	nav	4_4	0.22144467890847006	BOW
blik.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	1.1235042682167398	1.2183120439574948	1	5000	5000	276	blik	NA	NA	nobound	868	all	5_5	no	all	4_4	0.22073232718319089	BOW
blik.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.016230989211665353	0.817404884195663	1	FOC	472	276	blik	NA	NA	nobound	868	all	5_5	no	nav	4_4	0.22046092703791945	BOW
blik.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.06797565033961935	0.8128449541720114	1	FOC	868	276	blik	NA	NA	nobound	868	all	5_5	no	all	4_4	0.20208237116833994	BOW
blik.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.7397522538297275	-0.31155894075666385	1	5000	5000	238	blik	NA	NA	nobound	279	lex	3_3	weight	nav	4_4	0.2133140401131423	BOW
blik.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.5941226539365577	-1.1395998587386202	1	5000	5000	238	blik	NA	NA	nobound	279	lex	3_3	weight	all	4_4	0.2596768963453005	BOW
blik.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7159696090946511	-0.040027492036455725	1	FOC	193	238	blik	NA	NA	nobound	279	lex	3_3	weight	nav	4_4	0.27107821712671387	BOW
blik.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6983517081605247	-0.07167387671874667	1	FOC	279	238	blik	NA	NA	nobound	279	lex	3_3	weight	all	4_4	0.2583673546342075	BOW
blik.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.8632076180585617	-0.2942206216764567	1	5000	5000	238	blik	NA	NA	nobound	279	lex	3_3	selection	nav	4_4	0.2186071303352609	BOW
blik.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.7750597717869302	-1.048778897506813	1	5000	5000	238	blik	NA	NA	nobound	279	lex	3_3	selection	all	4_4	0.2419722922832921	BOW
blik.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7677806437199256	0.015658250299516313	1	FOC	193	238	blik	NA	NA	nobound	279	lex	3_3	selection	nav	4_4	0.2616878408339234	BOW
