pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
0.65354615	1	1.5535606	1.0	3776	Baert/name
-0.2769262	1	0.62341833	1.0	9570	Bagdad/name
3.4934692	1	4.395719	1.0	220	Bakhuyzen/name
-0.26673555	1	0.63761014	1.0	9456	Bakker/name
5.627312	1			28	Balense/name
0.92071587	2	1.1303439	1.0	5758	Balkan/name
-0.5385201	1			12556	Balkenende/name
5.8421893	1			21	Baly/name
1.9767046	1	2.8798878	1.0	1003	Bangoura/name
0.37016606	6	0.16975409	2.0	30269	Bank/name
6.790463	1			8	Bankgiroloterij_ploeg/noun
1.9434956	7	1.9986387	3.0	7259	Barak/name
0.24032946	1			5711	Barbara/name
0.013146198	3	-0.18483734	1.0	21572	Barcelona/name
5.6918507	1	6.604451	1.0	24	Bardon/name
0.42044422	1			4753	Barend/name
4.4969816	2	4.698	1.0	164	Baric/name
1.1359144	1			2351	Barneveld/name
5.084579	1			45	Barret/name
0.47432435	11	0.5844497	5.0	50275	Bart/name
7.2604666	1			5	Bartas/adj
0.91727173	1	1.8193493	1.0	2907	Baseggio/name
2.5207655	1	3.4209867	1.0	587	Bashar/name
7.290926	1	8.173067	1.0	5	Basiliekjongens/name
7.48361	1	8.396211	1.0	4	Basiliekjongens/noun
