_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hoekig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2010031707820425	-0.03857169795882667	NA	NA	BOW	bound	610	lex	10_10	1	weight	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.06255367590832844	-0.2215693586399821	NA	NA	BOW	bound	610	lex	10_10	1	weight	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.26318090101024316	-0.0017775076298858735	NA	NA	BOW	bound	610	lex	10_10	1	weight	FOC	437	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.25459148450381	-0.008169120740006806	NA	NA	BOW	bound	610	lex	10_10	1	weight	FOC	610	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1719438741395199	-0.08921559121094602	NA	NA	BOW	bound	610	lex	10_10	1	selection	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.05430395612083839	-0.3109097229947531	NA	NA	BOW	bound	610	lex	10_10	1	selection	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.25031533515109056	-0.016123338759408648	NA	NA	BOW	bound	610	lex	10_10	1	selection	FOC	437	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.24214778365658557	-0.02194017957327183	NA	NA	BOW	bound	610	lex	10_10	1	selection	FOC	610	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19657706322247567	-0.10651567038621408	NA	NA	BOW	bound	1053	lex	10_10	1	no	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.030347097641451427	-0.398392000297489	NA	NA	BOW	bound	1053	lex	10_10	1	no	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.2675364072716331	-0.04953157126468076	NA	NA	BOW	bound	1053	lex	10_10	1	no	FOC	730	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2609334182929246	-0.057914455822738034	NA	NA	BOW	bound	1053	lex	10_10	1	no	FOC	1053	all	4_4	262	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.09961950760121759	-0.050212952528404804	NA	NA	BOW	bound	715	all	10_10	1	weight	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.1939231562939532	-0.0748755554487187	NA	NA	BOW	bound	715	all	10_10	1	weight	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21922782035207097	-0.010215269414869462	NA	NA	BOW	bound	715	all	10_10	1	weight	FOC	437	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1967551557140645	-0.018117085107027444	NA	NA	BOW	bound	715	all	10_10	1	weight	FOC	715	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.05985085182974491	0.024160855175892736	NA	NA	BOW	bound	715	all	10_10	1	selection	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.41628967684699675	-0.1593249138369678	NA	NA	BOW	bound	715	all	10_10	1	selection	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19097816791420683	-0.030481536615684562	NA	NA	BOW	bound	715	all	10_10	1	selection	FOC	437	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.1662107720926448	-0.03554494956003007	NA	NA	BOW	bound	715	all	10_10	1	selection	FOC	715	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.11056077819142021	-0.1820629975176493	NA	NA	BOW	bound	1324	all	10_10	1	no	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.4257871520518828	-0.3126395981933473	NA	NA	BOW	bound	1324	all	10_10	1	no	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.21272449244796907	-0.08112117096608439	NA	NA	BOW	bound	1324	all	10_10	1	no	FOC	730	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.1959848930034833	-0.09452022003141104	NA	NA	BOW	bound	1324	all	10_10	1	no	FOC	1324	all	4_4	263	hoekig
hoekig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16603307192914607	0.017053117071546692	NA	NA	BOW	bound	538	lex	5_5	1	weight	5000	5000	nav	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.007050687423364028	-0.19455283138357013	NA	NA	BOW	bound	538	lex	5_5	1	weight	5000	5000	all	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.22974193356055259	0.041337780924861615	NA	NA	BOW	bound	538	lex	5_5	1	weight	FOC	376	nav	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.2205657748959529	0.03912043082209894	NA	NA	BOW	bound	538	lex	5_5	1	weight	FOC	538	all	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12489999411479275	-0.0173184354199464	NA	NA	BOW	bound	538	lex	5_5	1	selection	5000	5000	nav	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.022144555773652846	-0.2522592215391129	NA	NA	BOW	bound	538	lex	5_5	1	selection	5000	5000	all	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20768194828385725	0.03314497136215529	NA	NA	BOW	bound	538	lex	5_5	1	selection	FOC	376	nav	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1938467109518927	0.028756469281934535	NA	NA	BOW	bound	538	lex	5_5	1	selection	FOC	538	all	4_4	258	hoekig
hoekig.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.12883973096659468	-0.050493559855495335	NA	NA	BOW	bound	667	lex	5_5	1	no	5000	5000	nav	4_4	261	hoekig
