size	max_diss	av_diss	diameter	separation	medoid	avg_width
30	0.3889332936110166	0.2204543779260558	0.5097874228131578	0.1923194339599854	herstellen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.3223106606681641
27	0.526204657992933	0.3226575516035346	0.7105189436894337	0.23727942724294082	herstellen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.23296894462218964
26	0.6249753024449258	0.3126820183206547	0.8248678782256265	0.15680248091027527	herstellen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.10821635173709998
35	0.45330843735445003	0.25518049171093404	0.5851764989703342	0.011155042381214786	herstellen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.22363915014315872
20	0.6255462874252112	0.4066634437134075	0.7714678683430894	0.11701095863389832	herstellen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.16709544403693938
37	0.4672831097721033	0.26997288306209655	0.5885489254334729	0.011155042381214786	herstellen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.17575167623843582
18	0.30943261212437445	0.15842926003026042	0.41225653910576665	0.21333936931674624	herstellen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.5179072423779368
11	0.4263818767837917	0.2470252761937234	0.6153773118061089	0.11701095863389832	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.48113131610072357
