pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
-1.2399068	3			19257	!/name
-0.513206	45	-0.93043524	12.0	142029	!/punct
-0.3933819	1758	-0.54477924	608.0	4844510	"""/punct"
-0.35410348	20	-0.8377072	5.0	52896	&/name
0.7284066	2			1846	&/noun
-0.7669101	2	-0.559197	1.0	8058	&/punct
6.811453	1			2	&Berndt/name
7.792282	1			1	&Berndtson/noun
5.148474	1			11	&Boom/name
7.5046	1	8.42085	1.0	1	&Collectors/name
4.8982134	1			14	&Hauspie/name
-0.08306956	1351	-0.2958399	440.0	2720890	'/punct
5.3470407	1			9	'44-'45/num
0.46981564	1			1143	'60/num
1.8421257	5	1.1455039	1.0	1447	'70/num
1.4770144	4			1666	'80/num
1.6939082	1	2.6067188	1.0	336	'90/noun
0.26180205	1			1406	'90/num
0.4266379	1			1191	'95/noun
2.7263172	1	3.6333575	1.0	120	'95/num
1.4377961	4	1.6569644	2.0	1737	'97/noun
-0.3005486	1			2518	'99/noun
-1.041894	12	-1.2292106	4.0	62265	's/adv
0.14937885	7	-0.89318645	1.0	11206	's/det
-1.1736599	3	-1.3688885	1.0	17963	't/name
4.255195	2			52	'à/noun
-0.4921717	1	0.41694313	1.0	3006	(/noun
-0.6659133	752	-0.68681806	301.0	2759129	(/punct
7.5558934	1			1	(Lim)100/num
7.5046	1			1	(Lim)99/num
7.7277436	1			1	(OVl)106/num
6.5883093	2	7.5045586	2.0	5	(OVl)119/num
5.9464555	1			5	(WVl)115/num
7.5046	1			1	(staaf)mixer/noun
-0.6808018	734	-0.9788962	220.0	2758869	)/punct
-0.75735253	1			3950	)/tag
-1.5162525	13	-2.1228163	3.0	117193	*/tag
5.0196934	1	5.9359426	1.0	12	*Deelnemen/noun
6.4059877	1	7.322237	1.0	3	*Jacques/noun
7.5046	1			1	*Poëzieprogramma/noun
7.5046	1			1	*Wijn/noun
1.0204992	1			666	+/noun
-0.50109404	5			15336	+/prep
7.5046	2	7.727702	1.0	2	+0,35/num
1.6636677	1	2.5740492	1.0	348	+1/num
3.0777593	3	3.9870608	3.0	254	+2/num
3.381506	1			63	+6/num
-2.6084595	1			24958	,/name
-0.044225547	9460	-0.08838789	3642.0	18092245	,/punct
-0.39114982	27	-0.7292516	8.0	75440	--/punct
6.4059877	1	7.322237	1.0	3	--Noteer/noun
-2.2796013	2	-2.0688508	1.0	36107	-/name
0.042437594	596	0.037279442	240.0	1059446	-/punct
5.4251585	1	6.341408	1.0	8	-0,07/num
1.6018983	2	2.5154874	2.0	736	-1/num
2.204035	1	3.1064126	1.0	204	-10/num
2.5640295	1			141	-100/num
2.3742082	3	3.2889802	3.0	509	-2/num
5.7128406	1			6	-Albert/name
6.811453	1	7.727702	1.0	2	-Automobilisten/name
0.20062216	1			1530	-De/name
2.2042847	2			419	-Een/name
7.5046	1			1	-Immigranten/name
6.5490885	1	7.4092484	1.0	3	-Kamerleden/noun
6.1183057	1			4	-Oostenrijk/name
4.9512563	1	5.8559	1.0	13	-The/noun
6.811453	1			2	-Turkse/name
7.5046	1			1	-aandachtspunten/noun
7.5046	1			1	-americain/name
7.5046	1			1	-benamingen/noun
7.5046	1			1	-cellen/noun
7.5046	1			1	-dvd`s/noun
6.811453	3			6	-goederen/noun
2.8870072	1	3.7958765	1.0	102	-heb/verb
6.1183057	1			4	-ik/name
7.5046	1	8.42085	1.0	1	-knijpertje/noun
4.86733	2	5.088645	1.0	28	-liefhebbers/noun
5.895162	1			5	-meters/noun
7.935383	1			1	-n/name
2.482036	1			155	-nacht/noun
2.4929652	1	3.3994389	1.0	152	-op/noun
5.237642	1	6.130843	1.0	10	-opslagplaatsen/noun
6.1183057	1			4	-oranje/noun
7.5046	1			1	-percentage/noun
4.434224	1	5.346999	1.0	22	-producten/noun
7.5046	1			1	-stroom/noun
6.1183057	1			4	-thee/noun
7.5046	1	8.42085	1.0	1	-typisch/noun
7.5046	1	8.42085	1.0	1	-uitgevoerd/name
7.5046	1			1	-verwijder/adj
7.5046	1	8.42085	1.0	1	-vormpjes/noun
1.9749725	1	2.8795857	1.0	256	-vrouwen/noun
