_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6236570391534249	-0.20790084552777913	NA	NA	bound	406	lex	10_10	1	weight	5000	5000	nav	4_4	305	herhalen	0.22161608119707885	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.8456766137945386	-0.36577553403405477	NA	NA	bound	406	lex	10_10	1	weight	5000	5000	all	4_4	305	herhalen	0.22423866581628316	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.5394142894359468	-0.24428269537678052	NA	NA	bound	406	lex	10_10	1	weight	FOC	260	nav	4_4	305	herhalen	0.25965987412099406	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5389313103597944	-0.22836888125966942	NA	NA	bound	406	lex	10_10	1	weight	FOC	406	all	4_4	305	herhalen	0.2513990051264094	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.6674590578366726	-0.3704184087472333	NA	NA	bound	406	lex	10_10	1	selection	5000	5000	nav	4_4	305	herhalen	0.23189700961136142	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.8868597419652918	-0.6825735626626163	NA	NA	bound	406	lex	10_10	1	selection	5000	5000	all	4_4	305	herhalen	0.221879597415214	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6011055055109061	-0.4503798927196141	NA	NA	bound	406	lex	10_10	1	selection	FOC	260	nav	4_4	305	herhalen	0.23797187877751602	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5865465973335244	-0.3993115484560236	NA	NA	bound	406	lex	10_10	1	selection	FOC	406	all	4_4	305	herhalen	0.23572573982257403	BOW
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.827215410393148	-0.8751704139596187	NA	NA	bound	888	lex	10_10	1	no	5000	5000	nav	4_4	312	herhalen	0.256107423725678	BOW
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.9875405943958057	-1.5277293661244673	NA	NA	bound	888	lex	10_10	1	no	5000	5000	all	4_4	312	herhalen	0.209471919075167	BOW
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.8050504355063279	-0.9831022558999452	NA	NA	bound	888	lex	10_10	1	no	FOC	656	nav	4_4	312	herhalen	0.2397855014080621	BOW
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.7806239193063518	-0.9197260588613474	NA	NA	bound	888	lex	10_10	1	no	FOC	888	all	4_4	312	herhalen	0.22957440001634513	BOW
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.11762495338768257	-0.1609968579626236	NA	NA	bound	610	all	10_10	1	weight	5000	5000	nav	4_4	311	herhalen	0.241477594433819	BOW
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.009497319164398568	-0.5818979354049445	NA	NA	bound	610	all	10_10	1	weight	5000	5000	all	4_4	311	herhalen	0.23703490257337959	BOW
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.10846282090554579	-0.269576052125881	NA	NA	bound	610	all	10_10	1	weight	FOC	260	nav	4_4	311	herhalen	0.23052730751902153	BOW
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.1162873044604888	-0.22396462306701787	NA	NA	bound	610	all	10_10	1	weight	FOC	610	all	4_4	311	herhalen	0.21952057615774387	BOW
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.21497677289095762	-0.513211455105027	NA	NA	bound	610	all	10_10	1	selection	5000	5000	nav	4_4	311	herhalen	0.24685730709189882	BOW
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.10498947521030591	-1.0317920047411815	NA	NA	bound	610	all	10_10	1	selection	5000	5000	all	4_4	311	herhalen	0.25538215794762703	BOW
