_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16077199432895	-0.0753678630795698	NA	NA	bound	406	lex	10_10	1	weight	5000	5000	nav	4_4	305	herhalen	0.26469359578156076	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.20282403409898103	-0.1369217369778872	NA	NA	bound	406	lex	10_10	1	weight	5000	5000	all	4_4	305	herhalen	0.27416228839453355	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12345862216396647	-0.03386576266270999	NA	NA	bound	406	lex	10_10	1	weight	FOC	260	nav	4_4	305	herhalen	0.2884755484771986	BOW
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12017780355589724	-0.033100982440550195	NA	NA	bound	406	lex	10_10	1	weight	FOC	406	all	4_4	305	herhalen	0.2856042790242695	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.17914174872588814	0.06477832777221613	NA	NA	bound	406	lex	10_10	1	selection	5000	5000	nav	4_4	305	herhalen	0.25260345954658103	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.25466166052061284	-0.08083441001361584	NA	NA	bound	406	lex	10_10	1	selection	5000	5000	all	4_4	305	herhalen	0.2643213841088996	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10071138208009513	0.10619938816705732	NA	NA	bound	406	lex	10_10	1	selection	FOC	260	nav	4_4	305	herhalen	0.2739064842943718	BOW
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.09697521316612828	0.09702957487799893	NA	NA	bound	406	lex	10_10	1	selection	FOC	406	all	4_4	305	herhalen	0.26650493503198996	BOW
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.07082183895896833	0.223384206022759	NA	NA	bound	888	lex	10_10	1	no	5000	5000	nav	4_4	312	herhalen	0.2599483690849506	BOW
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.17681607362373708	0.3221763063697047	NA	NA	bound	888	lex	10_10	1	no	5000	5000	all	4_4	312	herhalen	0.2618775392539659	BOW
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.046537059783667095	0.2389640046725738	NA	NA	bound	888	lex	10_10	1	no	FOC	656	nav	4_4	312	herhalen	0.27115632797053607	BOW
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.0408090908555673	0.23335524872847066	NA	NA	bound	888	lex	10_10	1	no	FOC	888	all	4_4	312	herhalen	0.2627067619687182	BOW
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.008613210526013678	-0.12344492132132517	NA	NA	bound	610	all	10_10	1	weight	5000	5000	nav	4_4	311	herhalen	0.2530261160396418	BOW
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.08012622037695533	-0.21644906057820568	NA	NA	bound	610	all	10_10	1	weight	5000	5000	all	4_4	311	herhalen	0.26692077754757915	BOW
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.06040602374600066	-0.06967006216966301	NA	NA	bound	610	all	10_10	1	weight	FOC	260	nav	4_4	311	herhalen	0.26978300035262276	BOW
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.04849778859460414	-0.06872694292898433	NA	NA	bound	610	all	10_10	1	weight	FOC	610	all	4_4	311	herhalen	0.2632273134344463	BOW
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.13770157067848707	0.03664123713816335	NA	NA	bound	610	all	10_10	1	selection	5000	5000	nav	4_4	311	herhalen	0.24357314766328683	BOW
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.057140302630180245	-0.21644557751334303	NA	NA	bound	610	all	10_10	1	selection	5000	5000	all	4_4	311	herhalen	0.26837832000100537	BOW
herhalen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.15347481769297872	0.05616146678749344	NA	NA	bound	610	all	10_10	1	selection	FOC	260	nav	4_4	311	herhalen	0.2508276172330455	BOW
herhalen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.1202706850583624	0.05024352753853921	NA	NA	bound	610	all	10_10	1	selection	FOC	610	all	4_4	311	herhalen	0.2441533785899187	BOW
herhalen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.3183802184641269	0.190413867889853	NA	NA	bound	1268	all	10_10	1	no	5000	5000	nav	4_4	312	herhalen	0.2184615649760721	BOW
herhalen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.35739879826518944	0.2757411096662424	NA	NA	bound	1268	all	10_10	1	no	5000	5000	all	4_4	312	herhalen	0.2511011072145451	BOW
herhalen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.2685272749489043	0.17112021034557265	NA	NA	bound	1268	all	10_10	1	no	FOC	656	nav	4_4	312	herhalen	0.233272781554475	BOW
herhalen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.24338014993001694	0.17831061451886762	NA	NA	bound	1268	all	10_10	1	no	FOC	1268	all	4_4	312	herhalen	0.2277615149975489	BOW
herhalen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15281427740446418	-0.024066932391354292	NA	NA	bound	300	lex	5_5	1	weight	5000	5000	nav	4_4	292	herhalen	0.2629520455878015	BOW
herhalen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.18813721551285661	-0.0887434696980991	NA	NA	bound	300	lex	5_5	1	weight	5000	5000	all	4_4	292	herhalen	0.27274317168158596	BOW
herhalen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.13980139576396144	0.004702497593834121	NA	NA	bound	300	lex	5_5	1	weight	FOC	190	nav	4_4	292	herhalen	0.29823476405377725	BOW
herhalen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12979674116414147	0.001559388337345263	NA	NA	bound	300	lex	5_5	1	weight	FOC	300	all	4_4	292	herhalen	0.2979141914797895	BOW
herhalen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16491066930622028	0.05542054117109555	NA	NA	bound	300	lex	5_5	1	selection	5000	5000	nav	4_4	292	herhalen	0.25292209052567255	BOW
herhalen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.20293475900391764	-0.041347903472091344	NA	NA	bound	300	lex	5_5	1	selection	5000	5000	all	4_4	292	herhalen	0.26249218423565107	BOW
herhalen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13302503869864127	0.08206978631790691	NA	NA	bound	300	lex	5_5	1	selection	FOC	190	nav	4_4	292	herhalen	0.28612955165120335	BOW
herhalen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.11855677033184063	0.06767496133953224	NA	NA	bound	300	lex	5_5	1	selection	FOC	300	all	4_4	292	herhalen	0.2806144718946977	BOW
herhalen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.16168256253783214	0.1404506889019563	NA	NA	bound	525	lex	5_5	1	no	5000	5000	nav	4_4	311	herhalen	0.26394464867395623	BOW
herhalen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3038148478061135	0.04287185001469299	NA	NA	bound	525	lex	5_5	1	no	5000	5000	all	4_4	311	herhalen	0.2689055342965235	BOW
herhalen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12306745726696958	0.18061425194048922	NA	NA	bound	525	lex	5_5	1	no	FOC	380	nav	4_4	311	herhalen	0.27923499643410044	BOW
herhalen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11495858811791551	0.17584855826634974	NA	NA	bound	525	lex	5_5	1	no	FOC	525	all	4_4	311	herhalen	0.2709869298496082	BOW
herhalen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.021462859921708027	-0.09667671937708604	NA	NA	bound	471	all	5_5	1	weight	5000	5000	nav	4_4	310	herhalen	0.2655446895963827	BOW
herhalen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.10043044327388614	-0.174233303337223	NA	NA	bound	471	all	5_5	1	weight	5000	5000	all	4_4	310	herhalen	0.27577799020347593	BOW
herhalen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.018196337810349215	-0.050768256648663385	NA	NA	bound	471	all	5_5	1	weight	FOC	190	nav	4_4	310	herhalen	0.28448961456292987	BOW
herhalen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.0086598987717029	-0.05068323980773113	NA	NA	bound	471	all	5_5	1	weight	FOC	471	all	4_4	310	herhalen	0.2745124436418855	BOW
herhalen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.0471608748531524	0.03305217900228034	NA	NA	bound	471	all	5_5	1	selection	5000	5000	nav	4_4	310	herhalen	0.2513338921441748	BOW
herhalen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.09985654407951855	-0.14198857267574072	NA	NA	bound	471	all	5_5	1	selection	5000	5000	all	4_4	310	herhalen	0.27293885047310223	BOW
