_id	_cws.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_idxs.church.foc10.nav.weight.nobound	_idxs.church.foc10.nav.selection.nobound	_idxs.church.foc10.nav.noweight.nobound	_idxs.church.foc10.all.weight.nobound	_idxs.church.foc10.all.selection.nobound	_idxs.church.foc10.all.noweight.nobound	_idxs.church.foc5.nav.weight.nobound	_idxs.church.foc5.nav.selection.nobound	_idxs.church.foc5.nav.noweight.nobound	_idxs.church.foc5.all.weight.nobound	_idxs.church.foc5.all.selection.nobound	_idxs.church.foc5.all.noweight.nobound	_idxs.church.foc10.nav.weight.bound	_idxs.church.foc10.nav.selection.bound	_idxs.church.foc10.nav.noweight.bound	_idxs.church.foc10.all.weight.bound	_idxs.church.foc10.all.selection.bound	_idxs.church.foc10.all.noweight.bound	_idxs.church.foc5.nav.weight.bound	_idxs.church.foc5.nav.selection.bound	_idxs.church.foc5.nav.noweight.bound	_idxs.church.foc5.all.weight.bound	_idxs.church.foc5.all.selection.bound	_idxs.church.foc5.all.noweight.bound
church/n/wlp_gb_g06/13766977	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	book/n;catholic/j;clear/j;description/n;magisterium/n;organisation/n;reporting/n;represent/v;structure/n	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	and/c;book/n;catholic/j;clear/j;description/n;from/i;in/i;magisterium/n;organisation/n;reporting/n;represent/v;simply/r;structure/n;that/c;within/i	catholic/j;magisterium/n;represent/v;structure/n	catholic/j;magisterium/n;represent/v;structure/n	catholic/j;magisterium/n;reporting/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;reporting/n;represent/v;simply/r;structure/n	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	book/n;catholic/j;clear/j;description/n;magisterium/n;organisation/n;reporting/n;represent/v;structure/n	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	and/c;book/n;catholic/j;clear/j;description/n;from/i;in/i;magisterium/n;organisation/n;reporting/n;represent/v;simply/r;structure/n;that/c;within/i	catholic/j;magisterium/n;represent/v;structure/n	catholic/j;magisterium/n;represent/v;structure/n	catholic/j;magisterium/n;reporting/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;represent/v;structure/n	catholic/j;from/i;magisterium/n;reporting/n;represent/v;simply/r;structure/n	L3,L2,L0,R4,R7	L3,L2,L0,R4,R7	L9,L6,L3,L2,L0,R3,R4,R7,R9	L8,L3,L2,L0,R1,R4,R5,R7,R8	L8,L3,L2,L0,R1,R4,R5,R7,R8	L9,L8,L6,L5,L3,L2,L0,R0,R1,R3,R4,R5,R7,R8,R9	L3,L2,L0,R4	L3,L2,L0,R4	L3,L2,L0,R3,R4	L3,L2,L0,R1,R4	L3,L2,L0,R1,R4	L3,L2,L0,R0,R1,R3,R4	L3,L2,L0,R4,R7	L3,L2,L0,R4,R7	L9,L6,L3,L2,L0,R3,R4,R7,R9	L8,L3,L2,L0,R1,R4,R5,R7,R8	L8,L3,L2,L0,R1,R4,R5,R7,R8	L9,L8,L6,L5,L3,L2,L0,R0,R1,R3,R4,R5,R7,R8,R9	L3,L2,L0,R4	L3,L2,L0,R4	L3,L2,L0,R3,R4	L3,L2,L0,R1,R4	L3,L2,L0,R1,R4	L3,L2,L0,R0,R1,R3,R4
church/n/wlp_gb_g06/20365055	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	be/v;christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;turn/v;way/n;will/v	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	be/v;christian/j;england/n;into/i;not/x;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;that/c;turn/v;way/n;will/v	england/n;orthodoxy/n;protestant/j	england/n;orthodoxy/n;protestant/j	england/n;orthodoxy/n;protestant/j;turn/v;will/v	england/n;into/i;of/i;orthodoxy/n;protestant/j	england/n;into/i;of/i;orthodoxy/n;protestant/j	england/n;into/i;of/i;orthodoxy/n;protestant/j;that/c;turn/v;will/v	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	be/v;christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;turn/v;way/n;will/v	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	be/v;christian/j;england/n;into/i;not/x;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;that/c;turn/v;way/n;will/v	england/n;orthodoxy/n;protestant/j	england/n;orthodoxy/n;protestant/j	england/n;orthodoxy/n;protestant/j;turn/v;will/v	england/n;into/i;of/i;orthodoxy/n;protestant/j	england/n;into/i;of/i;orthodoxy/n;protestant/j	england/n;into/i;of/i;orthodoxy/n;protestant/j;that/c;turn/v;will/v	L7,L5,L4,R1,R4,R5,R9	L7,L5,L4,R1,R4,R5,R9	L9,L7,L5,L4,L2,L1,R1,R4,R5,R9,R10	L7,L6,L5,L4,R0,R1,R2,R4,R5,R9	L7,L6,L5,L4,R0,R1,R2,R4,R5,R9	L9,L7,L6,L5,L4,L3,L2,L1,R0,R1,R2,R4,R5,R7,R9,R10	L4,R1,R4	L4,R1,R4	L4,L2,L1,R1,R4	L6,L4,R0,R1,R2,R4	L6,L4,R0,R1,R2,R4	L6,L4,L3,L2,L1,R0,R1,R2,R4	L7,L5,L4,R1,R4,R5,R9	L7,L5,L4,R1,R4,R5,R9	L9,L7,L5,L4,L2,L1,R1,R4,R5,R9,R10	L7,L6,L5,L4,R0,R1,R2,R4,R5,R9	L7,L6,L5,L4,R0,R1,R2,R4,R5,R9	L9,L7,L6,L5,L4,L3,L2,L1,R0,R1,R2,R4,R5,R7,R9,R10	L4,R1,R4	L4,R1,R4	L4,L2,L1,R1,R4	L6,L4,R0,R1,R2,R4	L6,L4,R0,R1,R2,R4	L6,L4,L3,L2,L1,R0,R1,R2,R4
church/n/wlp_gb_g06/21820726	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;new/j;parliament/n;power/n;will/v	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	and/c;appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;in/i;new/j;of/i;parliament/n;partially/r;power/n;precisely/r;will/v	england/n;new/j;power/n	england/n;new/j;power/n	chamber/n;england/n;give/v;new/j;power/n	and/c;england/n;new/j;of/i;power/n	and/c;england/n;new/j;of/i;power/n	and/c;chamber/n;england/n;give/v;new/j;of/i;power/n	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;new/j;parliament/n;power/n;will/v	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	and/c;appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;in/i;new/j;of/i;parliament/n;partially/r;power/n;precisely/r;will/v	england/n;new/j;power/n	england/n;new/j;power/n	chamber/n;england/n;give/v;new/j;power/n	and/c;england/n;new/j;of/i;power/n	and/c;england/n;new/j;of/i;power/n	and/c;chamber/n;england/n;give/v;new/j;of/i;power/n	L10,L6,R1,R2,R3,R8	L10,L6,R1,R2,R3,R8	L10,L6,L5,L1,R1,R2,R3,R5,R8,R9	L10,L9,L6,L3,R0,R1,R2,R3,R8	L10,L9,L6,L3,R0,R1,R2,R3,R8	L10,L9,L7,L6,L5,L3,L1,R0,R1,R2,R3,R5,R6,R8,R9	R1,R2,R3	R1,R2,R3	L5,L1,R1,R2,R3	L3,R0,R1,R2,R3	L3,R0,R1,R2,R3	L5,L3,L1,R0,R1,R2,R3	L10,L6,R1,R2,R3,R8	L10,L6,R1,R2,R3,R8	L10,L6,L5,L1,R1,R2,R3,R5,R8,R9	L10,L9,L6,L3,R0,R1,R2,R3,R8	L10,L9,L6,L3,R0,R1,R2,R3,R8	L10,L9,L7,L6,L5,L3,L1,R0,R1,R2,R3,R5,R6,R8,R9	R1,R2,R3	R1,R2,R3	L5,L1,R1,R2,R3	L3,R0,R1,R2,R3	L3,R0,R1,R2,R3	L5,L3,L1,R0,R1,R2,R3
church/n/wlp_gb_g06/2185605	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	be/v;brompton/n;community/n;david/n;have/v;holy/j;london/n;part/n;past/j;share/v;trinity/n;year/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	be/v;brompton/n;community/n;david/n;for/i;have/v;holy/j;in/i;london/n;of/i;part/n;past/j;share/v;trinity/n;who/p;year/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	brompton/n;community/n;for/i;holy/j;in/i;london/n;of/i;trinity/n	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	be/v;brompton/n;community/n;david/n;have/v;holy/j;london/n;part/n;past/j;share/v;trinity/n;year/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	be/v;brompton/n;community/n;david/n;for/i;have/v;holy/j;in/i;london/n;of/i;part/n;past/j;share/v;trinity/n;who/p;year/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;london/n;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	brompton/n;community/n;for/i;holy/j;in/i;london/n;of/i;trinity/n	L5,L2,L1,L0,R0,R2	L5,L2,L1,L0,R0,R2	L10,L7,L6,L5,L2,L1,L0,R0,R2,R5,R7,R9	L5,L4,L2,L1,L0,R0,R1,R2	L5,L4,L2,L1,L0,R0,R1,R2	L10,L8,L7,L6,L5,L4,L2,L1,L0,R0,R1,R2,R3,R5,R7,R9	L2,L1,L0,R0,R2	L2,L1,L0,R0,R2	L2,L1,L0,R0,R2	L4,L2,L1,L0,R0,R1,R2	L4,L2,L1,L0,R0,R1,R2	L4,L2,L1,L0,R0,R1,R2,R3	L5,L2,L1,L0,R0,R2	L5,L2,L1,L0,R0,R2	L10,L7,L6,L5,L2,L1,L0,R0,R2,R5,R7,R9	L5,L4,L2,L1,L0,R0,R1,R2	L5,L4,L2,L1,L0,R0,R1,R2	L10,L8,L7,L6,L5,L4,L2,L1,L0,R0,R1,R2,R3,R5,R7,R9	L2,L1,L0,R0,R2	L2,L1,L0,R0,R2	L2,L1,L0,R0,R2	L4,L2,L1,L0,R0,R1,R2	L4,L2,L1,L0,R0,R1,R2	L4,L2,L1,L0,R0,R1,R2,R3
church/n/wlp_gb_g06/6963932	call/v;describe/v;early/j	call/v;describe/v;early/j	ale/n;be/v;call/v;describe/v;early/j;have/v	call/v;describe/v;early/j;eventually/r	call/v;describe/v;early/j;eventually/r	ale/n;be/v;but/c;call/v;describe/v;early/j;enough/r;eventually/r;have/v;it/p;plainly/r;so/r;too/r	call/v	call/v	ale/n;call/v;have/v	call/v	call/v	ale/n;but/c;call/v;have/v;it/p;plainly/r	call/v;describe/v;early/j	call/v;describe/v;early/j	ale/n;be/v;call/v;describe/v;early/j;have/v	call/v;describe/v;early/j;eventually/r	call/v;describe/v;early/j;eventually/r	ale/n;be/v;but/c;call/v;describe/v;early/j;enough/r;eventually/r;have/v;it/p;plainly/r;so/r;too/r	call/v	call/v	ale/n;call/v;have/v	call/v	call/v	ale/n;but/c;call/v;have/v;it/p;plainly/r	L9,L6,L2	L9,L6,L2	L10,L9,L8,L6,L4,L3,L2,R0,R4,R8	L9,L6,L2,R9	L9,L6,L2,R9	L10,L9,L8,L7,L6,L4,L3,L2,R0,R2,R3,R4,R5,R6,R8,R9,R10	L2	L2	L4,L2,R0	L2	L2	L4,L2,R0,R2,R3,R5	L9,L6,L2	L9,L6,L2	L10,L9,L8,L6,L4,L3,L2,R0,R4,R8	L9,L6,L2,R9	L9,L6,L2,R9	L10,L9,L8,L7,L6,L4,L3,L2,R0,R2,R3,R4,R5,R6,R8,R9,R10	L2	L2	L4,L2,R0	L2	L2	L4,L2,R0,R2,R3,R5
church/n/wlp_gb_g06/7836152	desecration/n;minister/n;morning/n;part/n	desecration/n;minister/n;morning/n;part/n	desecration/n;following/j;good/j;indignant/j;minister/n;morning/n;part/n;take/v	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	and/c;because/i;but/c;desecration/n;following/j;good/j;in/i;indignant/j;it/p;minister/n;morning/n;of/i;on/i;part/n;take/v	desecration/n;minister/n	desecration/n;minister/n	desecration/n;minister/n;take/v	desecration/n;minister/n;of/i	desecration/n;minister/n;of/i	because/i;but/c;desecration/n;it/p;minister/n;of/i;take/v	desecration/n;minister/n;morning/n;part/n	desecration/n;minister/n;morning/n;part/n	desecration/n;following/j;good/j;indignant/j;minister/n;morning/n;part/n;take/v	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	and/c;because/i;but/c;desecration/n;following/j;good/j;in/i;indignant/j;it/p;minister/n;morning/n;of/i;on/i;part/n;take/v	desecration/n;minister/n	desecration/n;minister/n	desecration/n;minister/n;take/v	desecration/n;minister/n;of/i	desecration/n;minister/n;of/i	because/i;but/c;desecration/n;it/p;minister/n;of/i;take/v	L6,L1,R3,R8	L6,L1,R3,R8	L10,L7,L6,L1,R3,R4,R7,R8	L6,L3,L1,R3,R6,R8	L6,L3,L1,R3,R6,R8	L10,L9,L7,L6,L4,L3,L1,R1,R3,R4,R5,R6,R7,R8	L1,R3	L1,R3	L1,R3,R4	L3,L1,R3	L3,L1,R3	L4,L3,L1,R1,R3,R4,R5	L6,L1,R3,R8	L6,L1,R3,R8	L10,L7,L6,L1,R3,R4,R7,R8	L6,L3,L1,R3,R6,R8	L6,L3,L1,R3,R6,R8	L10,L9,L7,L6,L4,L3,L1,R1,R3,R4,R5,R6,R7,R8	L1,R3	L1,R3	L1,R3,R4	L3,L1,R3	L3,L1,R3	L4,L3,L1,R1,R3,R4,R5
church/n/wlp_gb_g06/7997030	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	be/v;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	and/c;as/c;be/v;century/n;church/n;depict/v;down/r;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	century/n;depict/v;fresco/n;george/n;st/n	century/n;depict/v;fresco/n;george/n;st/n	century/n;depict/v;fresco/n;george/n;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	be/v;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	and/c;as/c;be/v;century/n;church/n;depict/v;down/r;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	century/n;depict/v;fresco/n;george/n;st/n	century/n;depict/v;fresco/n;george/n;st/n	century/n;depict/v;fresco/n;george/n;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	L9,L3,L2,R0,R1,R2,R7,R8	L9,L3,L2,R0,R1,R2,R7,R8	L9,L3,L2,R0,R1,R2,R5,R7,R8	L9,L3,L2,L1,R0,R1,R2,R3,R6,R7,R8	L9,L3,L2,L1,R0,R1,R2,R3,R6,R7,R8	L9,L6,L3,L2,L1,R0,R1,R2,R3,R5,R6,R7,R8,R9	L3,L2,R0,R1,R2	L3,L2,R0,R1,R2	L3,L2,R0,R1,R2	L3,L2,L1,R0,R1,R2,R3	L3,L2,L1,R0,R1,R2,R3	L3,L2,L1,R0,R1,R2,R3	L9,L3,L2,R0,R1,R2,R7,R8	L9,L3,L2,R0,R1,R2,R7,R8	L9,L3,L2,R0,R1,R2,R5,R7,R8	L9,L3,L2,L1,R0,R1,R2,R3,R6,R7,R8	L9,L3,L2,L1,R0,R1,R2,R3,R6,R7,R8	L9,L6,L3,L2,L1,R0,R1,R2,R3,R5,R6,R7,R8,R9	L3,L2,R0,R1,R2	L3,L2,R0,R1,R2	L3,L2,R0,R1,R2	L3,L2,L1,R0,R1,R2,R3	L3,L2,L1,R0,R1,R2,R3	L3,L2,L1,R0,R1,R2,R3
church/n/wlp_gb_g07/16345610	anger/v;england/n;large/j;leave/v;strand/n	anger/v;england/n;large/j;leave/v;strand/n	anger/v;change/n;could/v;england/n;large/j;leave/v;opponent/n;prospect/n;strand/n	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	anger/v;change/n;could/v;england/n;it/p;large/j;leave/v;much/r;of/i;opponent/n;prospect/n;strand/n;within/i	anger/v;england/n;leave/v	anger/v;england/n;leave/v	anger/v;change/n;could/v;england/n;leave/v	anger/v;england/n;leave/v;of/i	anger/v;england/n;leave/v;of/i	anger/v;change/n;could/v;england/n;it/p;leave/v;of/i	anger/v;england/n;large/j;leave/v;strand/n	anger/v;england/n;large/j;leave/v;strand/n	anger/v;change/n;could/v;england/n;large/j;leave/v;opponent/n;prospect/n;strand/n	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	anger/v;change/n;could/v;england/n;it/p;large/j;leave/v;much/r;of/i;opponent/n;prospect/n;strand/n;within/i	anger/v;england/n;leave/v	anger/v;england/n;leave/v	anger/v;change/n;could/v;england/n;leave/v	anger/v;england/n;leave/v;of/i	anger/v;england/n;leave/v;of/i	anger/v;change/n;could/v;england/n;it/p;leave/v;of/i	L1,R1,R5,R8,R9	L1,R1,R5,R8,R9	L8,L5,L2,L1,R1,R4,R5,R8,R9	L7,L4,L1,R0,R1,R5,R8,R9,R10	L7,L4,L1,R0,R1,R5,R8,R9,R10	L8,L7,L5,L4,L2,L1,R0,R1,R3,R4,R5,R7,R8,R9,R10	L1,R1,R5	L1,R1,R5	L2,L1,R1,R4,R5	L7,L4,L1,R0,R1,R5	L7,L4,L1,R0,R1,R5	L7,L4,L2,L1,R0,R1,R3,R4,R5	L1,R1,R5,R8,R9	L1,R1,R5,R8,R9	L8,L5,L2,L1,R1,R4,R5,R8,R9	L7,L4,L1,R0,R1,R5,R8,R9,R10	L7,L4,L1,R0,R1,R5,R8,R9,R10	L8,L7,L5,L4,L2,L1,R0,R1,R3,R4,R5,R7,R8,R9,R10	L1,R1,R5	L1,R1,R5	L2,L1,R1,R4,R5	L7,L4,L1,R0,R1,R5	L7,L4,L1,R0,R1,R5	L7,L4,L2,L1,R0,R1,R3,R4,R5
church/n/wlp_gb_g07/1641059	destroy/v;peter/n;reconstruct/v;st/n	destroy/v;peter/n;reconstruct/v;st/n	be/v;bomb/n;canal/n;destroy/v;focus/n;peter/n;reconstruct/v;shell/n;st/n;wartime/n	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	and/c;be/v;bomb/n;by/i;canal/n;destroy/v;focus/n;never/r;of/i;only/r;peter/n;reconstruct/v;shell/n;so/r;st/n;wartime/n	destroy/v;peter/n;st/n	destroy/v;peter/n;st/n	bomb/n;destroy/v;peter/n;shell/n;st/n;wartime/n	and/c;by/i;destroy/v;of/i;peter/n;st/n	and/c;by/i;destroy/v;of/i;peter/n;st/n	and/c;bomb/n;by/i;destroy/v;of/i;peter/n;shell/n;st/n;wartime/n	destroy/v;peter/n;reconstruct/v;st/n	destroy/v;peter/n;reconstruct/v;st/n	be/v;bomb/n;canal/n;destroy/v;focus/n;peter/n;reconstruct/v;shell/n;st/n;wartime/n	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	and/c;be/v;bomb/n;by/i;canal/n;destroy/v;focus/n;never/r;of/i;only/r;peter/n;reconstruct/v;shell/n;so/r;st/n;wartime/n	destroy/v;peter/n;st/n	destroy/v;peter/n;st/n	bomb/n;destroy/v;peter/n;shell/n;st/n;wartime/n	and/c;by/i;destroy/v;of/i;peter/n;st/n	and/c;by/i;destroy/v;of/i;peter/n;st/n	and/c;bomb/n;by/i;destroy/v;of/i;peter/n;shell/n;st/n;wartime/n	L2,L1,R1,R7	L2,L1,R1,R7	L10,L7,L6,L4,L2,L1,R1,R3,R4,R7	L3,L2,L1,R1,R2,R5,R7	L3,L2,L1,R1,R2,R5,R7	L10,L7,L6,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R9,R10	L2,L1,R1	L2,L1,R1	L4,L2,L1,R1,R3,R4	L3,L2,L1,R1,R2,R5	L3,L2,L1,R1,R2,R5	L4,L3,L2,L1,R1,R2,R3,R4,R5	L2,L1,R1,R7	L2,L1,R1,R7	L10,L7,L6,L4,L2,L1,R1,R3,R4,R7	L3,L2,L1,R1,R2,R5,R7	L3,L2,L1,R1,R2,R5,R7	L10,L7,L6,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R9,R10	L2,L1,R1	L2,L1,R1	L4,L2,L1,R1,R3,R4	L3,L2,L1,R1,R2,R5	L3,L2,L1,R1,R2,R5	L4,L3,L2,L1,R1,R2,R3,R4,R5
church/n/wlp_gb_g07/19628367	catholic/n;rome/n;service/n;whole/j;yorkshire/n	catholic/n;rome/n;service/n;whole/j;yorkshire/n	be/v;catholic/n;fine/j;great/j;rome/n;service/n;whole/j;yorkshire/n	and/c;catholic/n;rome/n;service/n;to/i;whole/j;yorkshire/n	and/c;catholic/n;rome/n;service/n;to/i;whole/j;yorkshire/n	and/c;back/r;be/v;catholic/n;fine/j;great/j;if/c;rome/n;service/n;to/i;well/r;whole/j;yorkshire/n;you/p	catholic/n;rome/n;whole/j;yorkshire/n	catholic/n;rome/n;whole/j;yorkshire/n	catholic/n;rome/n;whole/j;yorkshire/n	and/c;catholic/n;rome/n;to/i;whole/j;yorkshire/n	and/c;catholic/n;rome/n;to/i;whole/j;yorkshire/n	and/c;back/r;catholic/n;rome/n;to/i;whole/j;yorkshire/n	rome/n;service/n;whole/j	rome/n;service/n;whole/j	be/v;great/j;rome/n;service/n;whole/j	and/c;rome/n;service/n;to/i;whole/j	and/c;rome/n;service/n;to/i;whole/j	and/c;back/r;be/v;great/j;rome/n;service/n;to/i;whole/j	rome/n;whole/j	rome/n;whole/j	rome/n;whole/j	and/c;rome/n;to/i;whole/j	and/c;rome/n;to/i;whole/j	and/c;back/r;rome/n;to/i;whole/j	L7,L0,R3,R6,R7	L7,L0,R3,R6,R7	L10,L8,L7,L0,R3,R6,R7,R10	L7,L6,L3,L2,L0,R2,R3,R6,R7	L7,L6,L3,L2,L0,R2,R3,R6,R7	L10,L8,L7,L6,L3,L2,L0,R1,R2,R3,R6,R7,R9,R10	L0,R3,R6,R7	L0,R3,R6,R7	L0,R3,R6,R7	L6,L3,L2,L0,R2,R3,R6,R7	L6,L3,L2,L0,R2,R3,R6,R7	L6,L3,L2,L0,R1,R2,R3,R6,R7	L7,L0,R3	L7,L0,R3	L10,L8,L7,L0,R3	L7,L6,L3,L2,L0,R2,R3	L7,L6,L3,L2,L0,R2,R3	L10,L8,L7,L6,L3,L2,L0,R1,R2,R3	L0,R3	L0,R3	L0,R3	L6,L3,L2,L0,R2,R3	L6,L3,L2,L0,R2,R3	L6,L3,L2,L0,R1,R2,R3
