_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hoopvol.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19523499362101243	0.022681370300238125	NA	NA	BOW	bound	384	lex	10_10	1	weight	5000	5000	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.21359969030725695	-0.09832861502112367	NA	NA	BOW	bound	384	lex	10_10	1	weight	5000	5000	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19572704470387947	0.027513239212361887	NA	NA	BOW	bound	384	lex	10_10	1	weight	FOC	282	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18011792705329802	0.03562853001349424	NA	NA	BOW	bound	384	lex	10_10	1	weight	FOC	384	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.14694768881644926	0.1733625926862569	NA	NA	BOW	bound	384	lex	10_10	1	selection	5000	5000	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.186576051722282	-0.12294865459417065	NA	NA	BOW	bound	384	lex	10_10	1	selection	5000	5000	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12221032706546636	0.11755030963453669	NA	NA	BOW	bound	384	lex	10_10	1	selection	FOC	282	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.11902803204861553	0.11498677443612652	NA	NA	BOW	bound	384	lex	10_10	1	selection	FOC	384	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.06677942337622489	0.23652686335789272	NA	NA	BOW	bound	745	lex	10_10	1	no	5000	5000	nav	4_4	235	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.18015447718213126	-0.2779724069507915	NA	NA	BOW	bound	745	lex	10_10	1	no	5000	5000	all	4_4	235	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05411344332065807	0.195539140454708	NA	NA	BOW	bound	745	lex	10_10	1	no	FOC	559	nav	4_4	235	hoopvol
