_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hoopvol.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1706172478887314	-0.7946425012788102	NA	NA	BOW	bound	384	lex	10_10	1	weight	5000	5000	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.6646622095534085	-1.0209882229605935	NA	NA	BOW	bound	384	lex	10_10	1	weight	5000	5000	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.5032953914389414	-0.760799942720187	NA	NA	BOW	bound	384	lex	10_10	1	weight	FOC	282	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4648905715073256	-0.7173899906606008	NA	NA	BOW	bound	384	lex	10_10	1	weight	FOC	384	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.7685466369948523	-0.2684907403166338	NA	NA	BOW	bound	384	lex	10_10	1	selection	5000	5000	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.763353854673945	-0.859952090730445	NA	NA	BOW	bound	384	lex	10_10	1	selection	5000	5000	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7660779080710721	-0.29900472582999194	NA	NA	BOW	bound	384	lex	10_10	1	selection	FOC	282	nav	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.7137210532833147	-0.2754879531904225	NA	NA	BOW	bound	384	lex	10_10	1	selection	FOC	384	all	4_4	232	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.3400866464417538	0.21491494836112962	NA	NA	BOW	bound	745	lex	10_10	1	no	5000	5000	nav	4_4	235	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	1.6181072100652676	-0.6092812805737079	NA	NA	BOW	bound	745	lex	10_10	1	no	5000	5000	all	4_4	235	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.282542511979231	0.14195728394098633	NA	NA	BOW	bound	745	lex	10_10	1	no	FOC	559	nav	4_4	235	hoopvol
hoopvol.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.2386066506602806	0.12714975281799917	NA	NA	BOW	bound	745	lex	10_10	1	no	FOC	745	all	4_4	235	hoopvol
hoopvol.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.08061691437530853	-0.49170031378574974	NA	NA	BOW	bound	554	all	10_10	1	weight	5000	5000	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.9990086798713641	-0.568066139102991	NA	NA	BOW	bound	554	all	10_10	1	weight	5000	5000	all	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20151458320503202	-0.4628056877897935	NA	NA	BOW	bound	554	all	10_10	1	weight	FOC	282	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03675836647482799	-0.31323131418390426	NA	NA	BOW	bound	554	all	10_10	1	weight	FOC	554	all	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.4217460535648294	1.0171613540987177	NA	NA	BOW	bound	554	all	10_10	1	selection	5000	5000	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	1.1316617385370977	0.18800695991044894	NA	NA	BOW	bound	554	all	10_10	1	selection	5000	5000	all	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5981021833689396	0.552883730464042	NA	NA	BOW	bound	554	all	10_10	1	selection	FOC	282	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.370547768503748	0.5375313654217824	NA	NA	BOW	bound	554	all	10_10	1	selection	FOC	554	all	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.30465060704785635	1.8315097812284082	NA	NA	BOW	bound	1082	all	10_10	1	no	5000	5000	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	1.4471784365283176	1.5485061244446805	NA	NA	BOW	bound	1082	all	10_10	1	no	5000	5000	all	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.6346588274447852	1.4270049085794263	NA	NA	BOW	bound	1082	all	10_10	1	no	FOC	559	nav	4_4	238	hoopvol
hoopvol.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.34955394189209116	1.5246219757742427	NA	NA	BOW	bound	1082	all	10_10	1	no	FOC	1082	all	4_4	238	hoopvol
hoopvol.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1958014142758013	-0.6509563281385311	NA	NA	BOW	bound	294	lex	5_5	1	weight	5000	5000	nav	4_4	230	hoopvol
hoopvol.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.5668238061527274	-0.9621889008504368	NA	NA	BOW	bound	294	lex	5_5	1	weight	5000	5000	all	4_4	230	hoopvol
hoopvol.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.482582352778662	-0.7001001477202907	NA	NA	BOW	bound	294	lex	5_5	1	weight	FOC	206	nav	4_4	230	hoopvol
hoopvol.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4367399175650539	-0.6549116213659142	NA	NA	BOW	bound	294	lex	5_5	1	weight	FOC	294	all	4_4	230	hoopvol
hoopvol.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.4868963514073456	-0.2594834084875388	NA	NA	BOW	bound	294	lex	5_5	1	selection	5000	5000	nav	4_4	230	hoopvol
