_id	_cws.geestig.BOWbound10lex.PPMIweight	_count.geestig.BOWbound10lex.PPMIweight	_cws.geestig.BOWbound10lex.PPMIselection	_count.geestig.BOWbound10lex.PPMIselection	_cws.geestig.BOWbound10lex.PPMIno	_count.geestig.BOWbound10lex.PPMIno	_cws.geestig.BOWbound10all.PPMIweight	_count.geestig.BOWbound10all.PPMIweight	_cws.geestig.BOWbound10all.PPMIselection	_count.geestig.BOWbound10all.PPMIselection	_cws.geestig.BOWbound10all.PPMIno	_count.geestig.BOWbound10all.PPMIno	_cws.geestig.BOWbound5lex.PPMIweight	_count.geestig.BOWbound5lex.PPMIweight	_cws.geestig.BOWbound5lex.PPMIselection	_count.geestig.BOWbound5lex.PPMIselection	_cws.geestig.BOWbound5lex.PPMIno	_count.geestig.BOWbound5lex.PPMIno	_cws.geestig.BOWbound5all.PPMIweight	_count.geestig.BOWbound5all.PPMIweight	_cws.geestig.BOWbound5all.PPMIselection	_count.geestig.BOWbound5all.PPMIselection	_cws.geestig.BOWbound5all.PPMIno	_count.geestig.BOWbound5all.PPMIno	_cws.geestig.BOWbound3lex.PPMIweight	_count.geestig.BOWbound3lex.PPMIweight	_cws.geestig.BOWbound3lex.PPMIselection	_count.geestig.BOWbound3lex.PPMIselection	_cws.geestig.BOWbound3lex.PPMIno	_count.geestig.BOWbound3lex.PPMIno	_cws.geestig.BOWbound3all.PPMIweight	_count.geestig.BOWbound3all.PPMIweight	_cws.geestig.BOWbound3all.PPMIselection	_count.geestig.BOWbound3all.PPMIselection	_cws.geestig.BOWbound3all.PPMIno	_count.geestig.BOWbound3all.PPMIno	_cws.geestig.BOWnobound10lex.PPMIweight	_count.geestig.BOWnobound10lex.PPMIweight	_cws.geestig.BOWnobound10lex.PPMIselection	_count.geestig.BOWnobound10lex.PPMIselection	_cws.geestig.BOWnobound10lex.PPMIno	_count.geestig.BOWnobound10lex.PPMIno	_cws.geestig.BOWnobound10all.PPMIweight	_count.geestig.BOWnobound10all.PPMIweight	_cws.geestig.BOWnobound10all.PPMIselection	_count.geestig.BOWnobound10all.PPMIselection	_cws.geestig.BOWnobound10all.PPMIno	_count.geestig.BOWnobound10all.PPMIno	_cws.geestig.BOWnobound5lex.PPMIweight	_count.geestig.BOWnobound5lex.PPMIweight	_cws.geestig.BOWnobound5lex.PPMIselection	_count.geestig.BOWnobound5lex.PPMIselection	_cws.geestig.BOWnobound5lex.PPMIno	_count.geestig.BOWnobound5lex.PPMIno	_cws.geestig.BOWnobound5all.PPMIweight	_count.geestig.BOWnobound5all.PPMIweight	_cws.geestig.BOWnobound5all.PPMIselection	_count.geestig.BOWnobound5all.PPMIselection	_cws.geestig.BOWnobound5all.PPMIno	_count.geestig.BOWnobound5all.PPMIno	_cws.geestig.BOWnobound3lex.PPMIweight	_count.geestig.BOWnobound3lex.PPMIweight	_cws.geestig.BOWnobound3lex.PPMIselection	_count.geestig.BOWnobound3lex.PPMIselection	_cws.geestig.BOWnobound3lex.PPMIno	_count.geestig.BOWnobound3lex.PPMIno	_cws.geestig.BOWnobound3all.PPMIweight	_count.geestig.BOWnobound3all.PPMIweight	_cws.geestig.BOWnobound3all.PPMIselection	_count.geestig.BOWnobound3all.PPMIselection	_cws.geestig.BOWnobound3all.PPMIno	_count.geestig.BOWnobound3all.PPMIno	_cws.geestig.LEMMAPATHselection2.PPMIweight	_count.geestig.LEMMAPATHselection2.PPMIweight	_cws.geestig.LEMMAPATHselection2.PPMIselection	_count.geestig.LEMMAPATHselection2.PPMIselection	_cws.geestig.LEMMAPATHselection2.PPMIno	_count.geestig.LEMMAPATHselection2.PPMIno	_cws.geestig.LEMMAPATHselection3.PPMIweight	_count.geestig.LEMMAPATHselection3.PPMIweight	_cws.geestig.LEMMAPATHselection3.PPMIselection	_count.geestig.LEMMAPATHselection3.PPMIselection	_cws.geestig.LEMMAPATHselection3.PPMIno	_count.geestig.LEMMAPATHselection3.PPMIno	_cws.geestig.LEMMAPATHweight.PPMIselection	_count.geestig.LEMMAPATHweight.PPMIselection	_cws.geestig.LEMMAPATHweight.PPMIno	_count.geestig.LEMMAPATHweight.PPMIno	_cws.geestig.LEMMAREL1.PPMIweight	_count.geestig.LEMMAREL1.PPMIweight	_cws.geestig.LEMMAREL1.PPMIselection	_count.geestig.LEMMAREL1.PPMIselection	_cws.geestig.LEMMAREL1.PPMIno	_count.geestig.LEMMAREL1.PPMIno	_cws.geestig.LEMMAREL2.PPMIweight	_count.geestig.LEMMAREL2.PPMIweight	_cws.geestig.LEMMAREL2.PPMIselection	_count.geestig.LEMMAREL2.PPMIselection	_cws.geestig.LEMMAREL2.PPMIno	_count.geestig.LEMMAREL2.PPMIno
geestig/adj/parool_20020321_36/461	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	5	ben/verb;een/det;en/vg;ongelooflijk/adj;podium/noun	5	ben/verb;een/det;en/vg;ongelooflijk/adj;podium/noun	5	ben/verb;een/det;en/vg;het/det;no/noun;nummertje/noun;ongelooflijk/adj;op/prep;podium/noun	9	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;het/det;ongelooflijk/adj;op/prep;podium/noun	5	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;het/det;ongelooflijk/adj;podium/noun	4	aardig/adj;ben/verb;debuut/noun;ongelooflijk/adj;podium/noun	5	aardig/adj;ben/verb;debuut/noun;ongelooflijk/adj;podium/noun	5	aardig/adj;al/adv;ben/verb;debuut/noun;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	8	aardig/adj;ben/verb;debuut/noun;een/det;en/vg;met/prep;ongelooflijk/adj;podium/noun	8	aardig/adj;ben/verb;debuut/noun;een/det;en/vg;met/prep;ongelooflijk/adj;podium/noun	8	aardig/adj;al/adv;ben/verb;debuut/noun;een/det;en/vg;het/det;met/prep;no/noun;nummertje/noun;ongelooflijk/adj;op/prep;podium/noun	13	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	al/adv;ben/verb;ongelooflijk/adj;podium/noun	4	ben/verb;met/prep;ongelooflijk/adj;podium/noun	4	ben/verb;met/prep;ongelooflijk/adj;podium/noun	4	al/adv;ben/verb;het/det;met/prep;ongelooflijk/adj;op/prep;podium/noun	7	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	al/adv;ben/verb;ongelooflijk/adj;podium/noun	4	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	al/adv;ben/verb;het/det;ongelooflijk/adj;podium/noun	5	ben/verb;en/vg;ongelooflijk/adj	3	ben/verb;en/vg;ongelooflijk/adj	3	ben/verb;en/vg;ongelooflijk/adj;waarvan/pp	4	beeld/noun;ben/verb;en/vg;ongelooflijk/adj;ziel/noun	5	beeld/noun;ben/verb;en/vg;ongelooflijk/adj;ziel/noun	5	beeld/noun;ben/verb;en/vg;nummertje/noun;ongelooflijk/adj;waarvan/pp;ziel/noun	7	beeld/noun;ben/verb;en/vg;ongelooflijk/adj;ziel/noun	5	beeld/noun;ben/verb;en/vg;nummertje/noun;ongelooflijk/adj;waarvan/pp;ziel/noun	7	en/vg	1	en/vg	1	en/vg	1	en/vg	1	en/vg	1	en/vg	1
geestig/adj/parool_20031015_91/10	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;positief/adj;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	Nelissen/name;ben/verb;en/vg;het/det;positief/adj;slim/adj	6	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;positief/adj;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;het/det;positief/adj;slim/adj	5	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;positief/adj;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;positief/adj;slim/adj	4	ben/verb;maker/noun;slim/adj	3	ben/verb;maker/noun;slim/adj	3	ben/verb;besta/verb;er/adv;maker/noun;positief/adj;slim/adj	6	ben/verb;en/vg;enkel/det;maker/noun;slim/adj	5	ben/verb;en/vg;enkel/det;maker/noun;slim/adj	5	Nelissen/name;ben/verb;besta/verb;bij/prep;de/det;en/vg;enkel/det;er/adv;geen/det;het/det;maker/noun;positief/adj;slim/adj	13	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;besta/verb;er/adv;positief/adj;slim/adj	5	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;besta/verb;en/vg;er/adv;het/det;positief/adj;slim/adj	7	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;positief/adj;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;positief/adj;slim/adj	4	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;positief/adj;slim/adj	4	ben/verb;en/vg;slim/adj	3	ben/verb;en/vg;slim/adj	3	Nelissen/name;ben/verb;en/vg;het/det;positief/adj;slim/adj	6	ben/verb;en/vg;slim/adj	3	Nelissen/name;ben/verb;en/vg;het/det;positief/adj;slim/adj	6		0		0		0	slim/adj	1	slim/adj	1	positief/adj;slim/adj	2
geestig/adj/volkskrant_19990605_176/438	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;dossier/noun;hoog/adj;pak/verb;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	9	ben/verb;een/det;en/vg;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	ben/verb;een/det;en/vg;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	ben/verb;dossier/noun;een/det;en/vg;hoog/adj;pak/verb;tafel/noun;te/adv;te/comp;tegelijk/adj;van/prep;veel/adv;wrang/adj	13	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;hoog/adj;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	7	ben/verb;en/vg;tafel/noun;te/adv;tegelijk/adj;wrang/adj	6	ben/verb;en/vg;tafel/noun;te/adv;tegelijk/adj;wrang/adj	6	ben/verb;en/vg;hoog/adj;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	8	ben/verb;tafel/noun;tegelijk/adj;wrang/adj	4	ben/verb;tafel/noun;tegelijk/adj;wrang/adj	4	ben/verb;hoog/adj;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;hoog/adj;tafel/noun;tegelijk/adj;wrang/adj	6	beeld/noun;ben/verb;sterk/adj;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	beeld/noun;ben/verb;sterk/adj;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	beeld/noun;ben/verb;dossier/noun;hoog/adj;pak/verb;sta/verb;sterk/adj;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	12	beeld/noun;ben/verb;een/det;en/vg;maar/comp;sterk/adj;tafel/noun;te/adv;tegelijk/adj;tegenover/prep;wrang/adj;zulk/det	12	beeld/noun;ben/verb;een/det;en/vg;maar/comp;sterk/adj;tafel/noun;te/adv;tegelijk/adj;tegenover/prep;wrang/adj;zulk/det	12	beeld/noun;ben/verb;dossier/noun;een/det;en/vg;hoog/adj;maar/comp;pak/verb;sta/verb;sterk/adj;tafel/noun;te/adv;te/comp;tegelijk/adj;tegenover/prep;van/prep;veel/adv;wrang/adj;zulk/det	19	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;tafel/noun;te/adv;tegelijk/adj;wrang/adj	5	ben/verb;hoog/adj;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	7	ben/verb;en/vg;maar/comp;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	ben/verb;en/vg;maar/comp;tafel/noun;te/adv;tegelijk/adj;wrang/adj	7	ben/verb;en/vg;hoog/adj;maar/comp;tafel/noun;te/adv;tegelijk/adj;veel/adv;wrang/adj	9	ben/verb;tafel/noun;tegelijk/adj;wrang/adj	4	ben/verb;tafel/noun;tegelijk/adj;wrang/adj	4	ben/verb;hoog/adj;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;tafel/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;hoog/adj;tafel/noun;tegelijk/adj;wrang/adj	6	ben/verb;en/vg;tegelijk/adj	3	ben/verb;en/vg;tegelijk/adj	3	ben/verb;en/vg;tegelijk/adj	3	ben/verb;en/vg;tegelijk/adj;wrang/adj	4	ben/verb;en/vg;tegelijk/adj;wrang/adj	4	ben/verb;en/vg;moeite/noun;tegelijk/adj;wrang/adj	5	ben/verb;en/vg;tegelijk/adj;wrang/adj	4	ben/verb;en/vg;moeite/noun;tegelijk/adj;wrang/adj	5		0		0		0	tegelijk/adj	1	tegelijk/adj	1	tegelijk/adj	1
geestig/adj/algemeen_dagblad_20000422_129/169	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;een/det;en/vg;lever_op/verb;mix/noun;op/part	6	acteur/noun;een/det;en/vg;lever_op/verb;mix/noun;op/part	6	acteur/noun;door/prep;een/det;elkaar/pron;en/vg;heen/part;het/det;lever_op/verb;mix/noun;op/part;van/prep	11	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	een/det;lever_op/verb;mix/noun;op/part	4	een/det;lever_op/verb;mix/noun;op/part	4	door/prep;een/det;elkaar/pron;het/det;lever_op/verb;mix/noun;op/part;van/prep	8	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	een/det;lever_op/verb;mix/noun;op/part	4	een/det;lever_op/verb;mix/noun;op/part	4	een/det;het/det;lever_op/verb;mix/noun;op/part;van/prep	6	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;hulp/noun;lever_op/verb;mix/noun	4	acteur/noun;een/det;en/vg;lever_op/verb;mix/noun;op/part	6	acteur/noun;een/det;en/vg;lever_op/verb;mix/noun;op/part	6	Jordan/name;Michael/name;acteur/noun;door/prep;een/det;elkaar/pron;en/vg;heen/part;het/det;hulp/noun;in/part;lever_op/verb;mix/noun;op/part;van/prep	15	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	een/det;lever_op/verb;mix/noun;op/part	4	een/det;lever_op/verb;mix/noun;op/part	4	Jordan/name;door/prep;een/det;elkaar/pron;het/det;lever_op/verb;mix/noun;op/part;van/prep	9	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	een/det;lever_op/verb;mix/noun;op/part	4	een/det;lever_op/verb;mix/noun;op/part	4	een/det;het/det;lever_op/verb;mix/noun;op/part;van/prep	6	een/det;lever_op/verb;mix/noun	3	een/det;lever_op/verb;mix/noun	3	een/det;lever_op/verb;mix/noun;van/prep	4	een/det;en/vg;lever_op/verb;mix/noun;op/part	5	een/det;en/vg;lever_op/verb;mix/noun;op/part	5	een/det;en/vg;het/det;lever_op/verb;mix/noun;op/part;van/prep	7	een/det;en/vg;lever_op/verb;mix/noun;op/part	5	een/det;en/vg;het/det;lever_op/verb;mix/noun;op/part;van/prep	7		0		0		0	en/vg	1	en/vg	1	en/vg	1
geestig/adj/algemeen_dagblad_20031015_113/149	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;oud/adj;soms/adv;volledig/adj;zelfs/adv	6	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	Veronica/name;aflevering/noun;de/det;eindeloos/adj;in/prep;oud/adj;soms/adv;van/prep;volledig/adj;zelfs/adv	10	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	Veronica/name;aflevering/noun;de/det;eindeloos/adj;soms/adv;van/prep;zelfs/adv	7	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;de/det;soms/adv;van/prep;zelfs/adv	5	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;oud/adj;soms/adv;volledig/adj;zelfs/adv	6	The/name;aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	5	The/name;aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	5	The/name;VI/name;Veronica/name;aflevering/noun;de/det;eindeloos/adj;in/prep;oud/adj;soms/adv;van/prep;volledig/adj;zelfs/adv	12	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	Veronica/name;aflevering/noun;de/det;eindeloos/adj;soms/adv;van/prep;zelfs/adv	7	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;de/det;soms/adv;van/prep;zelfs/adv	5	aflevering/noun;soms/adv;zelfs/adv	3	aflevering/noun;soms/adv;zelfs/adv	3	Veronica/name;aflevering/noun;dus/vg;soms/adv;van/prep;zelfs/adv	6	aflevering/noun;met/prep;soms/adv;zelfs/adv	4	aflevering/noun;met/prep;soms/adv;zelfs/adv	4	Veronica/name;aflevering/noun;dus/vg;in/prep;met/prep;soms/adv;van/prep;zelfs/adv	8	aflevering/noun;met/prep;soms/adv;zelfs/adv	4	Veronica/name;aflevering/noun;dus/vg;in/prep;met/prep;soms/adv;van/prep;zelfs/adv	8		0		0		0		0		0		0
geestig/adj/de_morgen_20040508_01_91/153	ben/verb;gedachte/noun;onderschrift/noun;zo/adj	4	ben/verb;gedachte/noun;onderschrift/noun;zo/adj	4	ben/verb;gedachte/noun;kom_bij/verb;meer/adv;niet/adv;onderschrift/noun;pagina/noun;zo/adj	8	ben/verb;en/vg;gedachte/noun;onderschrift/noun;zo/adj	5	ben/verb;en/vg;gedachte/noun;onderschrift/noun;zo/adj	5	Bridget/name;ben/verb;dat/comp;de/det;drie/num;en/vg;gedachte/noun;in/prep;je/pron;kom_bij/verb;meer/adv;na/prep;niet/adv;onderschrift/noun;pagina/noun;van/prep;zo/adj	17	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;dat/comp;de/det;drie/num;in/prep;je/pron;na/prep;onderschrift/noun;zo/adj	9	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;dat/comp;je/pron;onderschrift/noun;zo/adj	5	ben/verb;gedachte/noun;onderschrift/noun;zo/adj	4	ben/verb;gedachte/noun;onderschrift/noun;zo/adj	4	ben/verb;gedachte/noun;kom_bij/verb;meer/adv;niet/adv;onderschrift/noun;pagina/noun;zo/adj	8	ben/verb;en/vg;gedachte/noun;onderschrift/noun;zo/adj	5	ben/verb;en/vg;gedachte/noun;onderschrift/noun;zo/adj	5	Bridget/name;ben/verb;dat/comp;de/det;drie/num;en/vg;gedachte/noun;in/prep;je/pron;kom_bij/verb;meer/adv;na/prep;niet/adv;onderschrift/noun;pagina/noun;van/prep;zo/adj	17	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;dat/comp;de/det;drie/num;in/prep;je/pron;na/prep;onderschrift/noun;zo/adj	9	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;dat/comp;je/pron;onderschrift/noun;zo/adj	5	ben/verb;combinatie/noun;zo/adj	3	ben/verb;combinatie/noun;zo/adj	3	ben/verb;combinatie/noun;dat/comp;zo/adj	4	ben/verb;combinatie/noun;zo/adj	3	ben/verb;combinatie/noun;zo/adj	3	ben/verb;combinatie/noun;dat/comp;de/det;kom_bij/verb;van/prep;zo/adj	7	ben/verb;combinatie/noun;zo/adj	3	ben/verb;combinatie/noun;dat/comp;de/det;kom_bij/verb;van/prep;zo/adj	7	combinatie/noun	1	combinatie/noun	1	combinatie/noun	1	combinatie/noun	1	combinatie/noun	1	combinatie/noun	1
geestig/adj/de_standaard_20001013_01_15/1104	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;werk/verb;zelfs/adv	4	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;die/det;het/det;ik/pron;met/prep;om/comp;te/comp;vind/verb;werk/verb;zelfs/adv	10	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;die/det;het/det;ik/pron;met/prep;om/comp;te/comp;vind/verb;zelfs/adv	9	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3	die/det;het/det;met/prep;om/comp;vind/verb;zelfs/adv	6	beperking/noun;vind/verb;zelfs/adv;zo/adv	4	beperking/noun;vind/verb;zelfs/adv;zo/adv	4	beperking/noun;denigrerend/adj;geef_toe/verb;niet/adv;vind/verb;werk/verb;zelfs/adv;zo/adv	8	beperking/noun;dat/det;met/prep;of/vg;vind/verb;zelfs/adv;zo/adv	7	beperking/noun;dat/det;met/prep;of/vg;vind/verb;zelfs/adv;zo/adv	7	beperking/noun;dat/comp;dat/det;denigrerend/adj;die/det;geef_toe/verb;het/det;ik/pron;met/prep;niet/adv;of/vg;om/comp;te/comp;toe/part;vind/verb;werk/verb;zelfs/adv;zo/adv	18	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;vind/verb;zelfs/adv	3	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;met/prep;vind/verb;zelfs/adv	4	beperking/noun;die/det;het/det;ik/pron;met/prep;om/comp;te/comp;vind/verb;zelfs/adv	9	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3	die/det;het/det;met/prep;om/comp;vind/verb;zelfs/adv	6	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	het/det;ik/pron;om/comp;vind/verb;zelfs/adv	5	vind/verb;zelfs/adv	2	vind/verb;zelfs/adv	2	het/det;ik/pron;om/comp;te/comp;vind/verb;zelfs/adv	6	vind/verb;zelfs/adv	2	het/det;ik/pron;om/comp;te/comp;vind/verb;zelfs/adv	6		0		0	het/det;ik/pron	2		0		0	het/det;ik/pron	2
geestig/adj/het_laatste_nieuws_20040730_01_629/205	ben/verb;maak/verb;ook/adv;volk/noun	4	ben/verb;maak/verb;ook/adv;volk/noun	4	ben/verb;bestuur/noun;maak/verb;ook/adv;volk/noun	5	ben/verb;dat/det;en/vg;maak/verb;ook/adv;volk/noun	6	ben/verb;dat/det;en/vg;maak/verb;ook/adv;volk/noun	6	ben/verb;bestuur/noun;dat/det;en/vg;het/det;maak/verb;ons/det;ook/adv;volk/noun;voor/prep	10	ook/adv	1	ook/adv	1	bestuur/noun;ook/adv	2	ook/adv	1	ook/adv	1	bestuur/noun;het/det;ons/det;ook/adv;voor/prep	5		0		0	bestuur/noun	1		0		0	bestuur/noun;ons/det;voor/prep	3	ben/verb;buik_pier/noun;kant/noun;maak/verb;ook/adv;volk/noun	6	ben/verb;buik_pier/noun;kant/noun;maak/verb;ook/adv;volk/noun	6	ben/verb;bestuur/noun;buik_pier/noun;evenwel/adv;kant/noun;maak/verb;ook/adv;volk/noun;zal/verb	9	ben/verb;buik_pier/noun;dat/det;en/vg;kant/noun;maak/verb;ook/adv;volk/noun	8	ben/verb;buik_pier/noun;dat/det;en/vg;kant/noun;maak/verb;ook/adv;volk/noun	8	Devos/name;Tom/name;aan/prep;ben/verb;bestuur/noun;buik_pier/noun;dat/det;de/det;en/vg;evenwel/adv;het/det;kant/noun;maak/verb;ons/det;ook/adv;volk/noun;voor/prep;zal/verb	18	buik_pier/noun;ook/adv	2	buik_pier/noun;ook/adv	2	bestuur/noun;buik_pier/noun;ook/adv	3	buik_pier/noun;ook/adv	2	buik_pier/noun;ook/adv	2	Devos/name;Tom/name;bestuur/noun;buik_pier/noun;het/det;ons/det;ook/adv;voor/prep	8	buik_pier/noun	1	buik_pier/noun	1	bestuur/noun;buik_pier/noun	2	buik_pier/noun	1	buik_pier/noun	1	bestuur/noun;buik_pier/noun;ons/det;voor/prep	4	dat/det;en/vg;maak/verb;ook/adv	4	dat/det;en/vg;maak/verb;ook/adv	4	dat/det;en/vg;het/det;maak/verb;ook/adv;voor/prep	6	dat/det;en/vg;maak/verb;ook/adv	4	dat/det;en/vg;maak/verb;ook/adv	4	bestuur/noun;dat/det;en/vg;het/det;maak/verb;ook/adv;voor/prep;zal/verb	8	dat/det;en/vg;maak/verb;ook/adv	4	bestuur/noun;dat/det;en/vg;het/det;maak/verb;ook/adv;voor/prep;zal/verb	8	dat/det	1	dat/det	1	dat/det;het/det	2	dat/det	1	dat/det	1	bestuur/noun;dat/det;het/det	3
