_model	model.x	model.y	foc_minimum_features	soc_vector	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_win	stress	foc_base	pam_cluster	is_medoid
horde.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.18908204706968515	0.14506398849663169	1	nav_5000	5000	276	horde	NA	NA	nobound	614	all	5_5	selection	4_4	0.21012314893554723	BOW	c6	0
horde.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.22565563228925906	0.18009955679802325	1	all_5000	5000	276	horde	NA	NA	nobound	614	all	5_5	selection	4_4	0.25237419924732873	BOW	c7	0
horde.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.08078960993116069	-0.035121496257241896	1	nav_FOC	330	276	horde	NA	NA	nobound	614	all	5_5	selection	4_4	0.2330633085852836	BOW	c4	0
horde.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.06910801529796784	-0.02897393336650114	1	all_FOC	614	276	horde	NA	NA	nobound	614	all	5_5	selection	4_4	0.2309367020692486	BOW	c4	0
horde.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.2892852705213938	0.14492665188235793	1	nav_5000	5000	278	horde	NA	NA	nobound	932	all	5_5	no	4_4	0.11648955914310921	BOW	c6	0
horde.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.36406516706081915	0.24350846413254126	1	all_5000	5000	278	horde	NA	NA	nobound	932	all	5_5	no	4_4	0.23277610624544506	BOW	c5	0
horde.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.16597149513839618	-0.035576984691983685	1	nav_FOC	494	278	horde	NA	NA	nobound	932	all	5_5	no	4_4	0.199184918375338	BOW	c3	0
horde.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.19673836061062425	-0.05278451612105342	1	all_FOC	932	278	horde	NA	NA	nobound	932	all	5_5	no	4_4	0.19959515686887233	BOW	c3	0
horde.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.035462200596630924	-0.14101558046665172	1	nav_5000	5000	252	horde	NA	NA	nobound	333	lex	3_3	weight	4_4	0.2620357239119068	BOW	c1	0
horde.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3418689657480015	-0.04042753975126176	1	all_5000	5000	252	horde	NA	NA	nobound	333	lex	3_3	weight	4_4	0.27512795652808897	BOW	c2	0
horde.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.003720676205277173	-0.1407640322295684	1	nav_FOC	247	252	horde	NA	NA	nobound	333	lex	3_3	weight	4_4	0.26444282003459746	BOW	c1	0
horde.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.008959186441420347	-0.13979427144884946	1	all_FOC	333	252	horde	NA	NA	nobound	333	lex	3_3	weight	4_4	0.2623056663603746	BOW	c1	0
horde.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.05756567377394562	-0.1558952260652002	1	nav_5000	5000	252	horde	NA	NA	nobound	333	lex	3_3	selection	4_4	0.2607426597421464	BOW	c1	0
horde.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.37259349234683387	-0.01803289156325487	1	all_5000	5000	252	horde	NA	NA	nobound	333	lex	3_3	selection	4_4	0.2672015490822884	BOW	c2	0
horde.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.009117285490666696	-0.133629325374959	1	nav_FOC	247	252	horde	NA	NA	nobound	333	lex	3_3	selection	4_4	0.2569186020313917	BOW	c1	0
horde.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.014198927832776027	-0.1294508346594473	1	all_FOC	333	252	horde	NA	NA	nobound	333	lex	3_3	selection	4_4	0.2544890445449011	BOW	c1	0
horde.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.031328967243771016	-0.24017845375052096	1	nav_5000	5000	263	horde	NA	NA	nobound	415	lex	3_3	no	4_4	0.2564759544740201	BOW	c1	0
horde.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.4168831221672823	-0.01078663675628478	1	all_5000	5000	263	horde	NA	NA	nobound	415	lex	3_3	no	4_4	0.26905444385464566	BOW	c2	0
horde.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.05661268722857599	-0.15815876834259085	1	nav_FOC	309	263	horde	NA	NA	nobound	415	lex	3_3	no	4_4	0.2527061902082801	BOW	c1	0
horde.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.06370363783438819	-0.15943911659426374	1	all_FOC	415	263	horde	NA	NA	nobound	415	lex	3_3	no	4_4	0.2502960172321546	BOW	c1	0
horde.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.0049123525942343284	-0.009792597785383725	1	nav_5000	5000	275	horde	NA	NA	nobound	434	all	3_3	weight	4_4	0.26580992816540966	BOW	c4	0
horde.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.26987417841562417	0.06397053239857113	1	all_5000	5000	275	horde	NA	NA	nobound	434	all	3_3	weight	4_4	0.2674438487757106	BOW	c5	0
horde.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.041877739016619266	-0.06452915841209426	1	nav_FOC	247	275	horde	NA	NA	nobound	434	all	3_3	weight	4_4	0.2548571736922895	BOW	c4	0
horde.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.02419772977036992	-0.05660913556183369	1	all_FOC	434	275	horde	NA	NA	nobound	434	all	3_3	weight	4_4	0.24674818493282563	BOW	c4	0
horde.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.18887073175682761	0.24180840187440644	1	nav_5000	5000	275	horde	NA	NA	nobound	434	all	3_3	selection	4_4	0.24042648707970354	BOW	c6	0
horde.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.14553031221018703	0.27056638245326714	1	all_5000	5000	275	horde	NA	NA	nobound	434	all	3_3	selection	4_4	0.2670573464291884	BOW	c7	0
horde.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.09117930182879487	0.011675760109109968	1	nav_FOC	247	275	horde	NA	NA	nobound	434	all	3_3	selection	4_4	0.25253537109252094	BOW	c8	0
horde.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.0758807315196391	0.024488551544209945	1	all_FOC	434	275	horde	NA	NA	nobound	434	all	3_3	selection	4_4	0.24723332693840197	BOW	c8	0
horde.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.2325295670081977	0.22621874523178134	1	nav_5000	5000	275	horde	NA	NA	nobound	568	all	3_3	no	4_4	0.24597517157582532	BOW	c6	0
horde.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	-0.2249446422600458	0.3122882074458767	1	all_5000	5000	275	horde	NA	NA	nobound	568	all	3_3	no	4_4	0.27226007954679615	BOW	c7	0
horde.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.13065210089838666	0.01091189512941305	1	nav_FOC	309	275	horde	NA	NA	nobound	568	all	3_3	no	4_4	0.2509687229713546	BOW	c8	0
horde.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.14665736287735803	0.014619316591327107	1	all_FOC	568	275	horde	NA	NA	nobound	568	all	3_3	no	4_4	0.2354962133304877	BOW	c8	0
horde.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.0077925041754601165	0.003090413934100887	1	nav_5000	5000	275	horde	selection2	NA	bound	395	NA	NA	weight	4_4	0.25552105233966893	LEMMAPATH	c8	0
horde.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	-0.2411669903006066	0.08888669852049558	1	all_5000	5000	275	horde	selection2	NA	bound	395	NA	NA	weight	4_4	0.25936318177504836	LEMMAPATH	c5	0
horde.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.04534958047009584	-0.048279088169260416	1	nav_FOC	234	275	horde	selection2	NA	bound	395	NA	NA	weight	4_4	0.2452555653798317	LEMMAPATH	c8	0
horde.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.029353916234013126	-0.0440305879778052	1	all_FOC	395	275	horde	selection2	NA	bound	395	NA	NA	weight	4_4	0.2377858775425257	LEMMAPATH	c4	0
horde.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.15478569767795136	0.22298171788120322	1	nav_5000	5000	275	horde	selection2	NA	bound	395	NA	NA	selection	4_4	0.24119912925525197	LEMMAPATH	c6	0
horde.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	-0.10603208683986971	0.2674286976626097	1	all_5000	5000	275	horde	selection2	NA	bound	395	NA	NA	selection	4_4	0.2575629953137257	LEMMAPATH	c7	0
horde.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.0870350260626479	0.0348348642417931	1	nav_FOC	234	275	horde	selection2	NA	bound	395	NA	NA	selection	4_4	0.23668075115864465	LEMMAPATH	c8	0
horde.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.07503656692102366	0.03780153434027165	1	all_FOC	395	275	horde	selection2	NA	bound	395	NA	NA	selection	4_4	0.23253532353485423	LEMMAPATH	c8	0
horde.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.2103963642917139	0.2214750525858576	1	nav_5000	5000	277	horde	selection2	NA	bound	587	NA	NA	no	4_4	0.25345282556637627	LEMMAPATH	c6	0
horde.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	-0.13290395057538348	0.3095111917253915	1	all_5000	5000	277	horde	selection2	NA	bound	587	NA	NA	no	4_4	0.26027615423554035	LEMMAPATH	c7	0
horde.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.124711376887298	0.03641759661556405	1	nav_FOC	319	277	horde	selection2	NA	bound	587	NA	NA	no	4_4	0.2464509534345605	LEMMAPATH	c8	0
horde.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.12598950268661163	0.03830024686620261	1	all_FOC	587	277	horde	selection2	NA	bound	587	NA	NA	no	4_4	0.22749578823214925	LEMMAPATH	c8	0
horde.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.003661105968029219	-0.03338511166572882	1	nav_5000	5000	277	horde	selection3	NA	bound	537	NA	NA	weight	4_4	0.2527249844031591	LEMMAPATH	c8	0
horde.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.24569827580962636	0.03166587487367405	1	all_5000	5000	277	horde	selection3	NA	bound	537	NA	NA	weight	4_4	0.25788393170027	LEMMAPATH	c5	0
horde.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.04557216728105625	-0.07599850512508881	1	nav_FOC	293	277	horde	selection3	NA	bound	537	NA	NA	weight	4_4	0.23880274013075792	LEMMAPATH	c4	0
horde.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.027646447037453028	-0.07070527002501466	1	all_FOC	537	277	horde	selection3	NA	bound	537	NA	NA	weight	4_4	0.23312003174958126	LEMMAPATH	c4	0
horde.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.16832917400219963	0.16772864678140198	1	nav_5000	5000	277	horde	selection3	NA	bound	537	NA	NA	selection	4_4	0.25010117894709044	LEMMAPATH	c6	0
horde.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	-0.1654741095668737	0.21999407829736162	1	all_5000	5000	277	horde	selection3	NA	bound	537	NA	NA	selection	4_4	0.2541069234609846	LEMMAPATH	c7	0
horde.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.08787924814522516	-0.012789434713699704	1	nav_FOC	293	277	horde	selection3	NA	bound	537	NA	NA	selection	4_4	0.238443196207816	LEMMAPATH	c8	0
horde.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.07602829916457872	-0.008277160117298739	1	all_FOC	537	277	horde	selection3	NA	bound	537	NA	NA	selection	4_4	0.2375986672163627	LEMMAPATH	c8	0
horde.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.25108321394285066	0.16113765616492268	1	nav_5000	5000	277	horde	selection3	NA	bound	939	NA	NA	no	4_4	0.25116748781827086	LEMMAPATH	c6	0
horde.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	-0.25888808730406543	0.27066791459112727	1	all_5000	5000	277	horde	selection3	NA	bound	939	NA	NA	no	4_4	0.26188803573660674	LEMMAPATH	c7	0
horde.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.16055442297494574	-0.004653628927572821	1	nav_FOC	470	277	horde	selection3	NA	bound	939	NA	NA	no	4_4	0.23888721116249959	LEMMAPATH	c8	0
horde.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.19866498318288958	-0.012572085238438247	1	all_FOC	939	277	horde	selection3	NA	bound	939	NA	NA	no	4_4	0.21874368322672594	LEMMAPATH	c3	0
horde.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.15794964430277111	0.23380353526439027	1	nav_5000	5000	277	horde	weight	NA	bound	537	NA	NA	selection	4_4	0.23836719098626274	LEMMAPATH	c6	1
horde.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.09679976107697633	0.2601340119511432	1	all_5000	5000	277	horde	weight	NA	bound	537	NA	NA	selection	4_4	0.25170311880554014	LEMMAPATH	c7	1
horde.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.08298810044898176	0.03164315387666643	1	nav_FOC	293	277	horde	weight	NA	bound	537	NA	NA	selection	4_4	0.22748160771482392	LEMMAPATH	c8	1
horde.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.07208268104009101	0.03796365337881719	1	all_FOC	537	277	horde	weight	NA	bound	537	NA	NA	selection	4_4	0.2292999519594624	LEMMAPATH	c8	0
horde.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.20058030184464848	0.22864268160641604	1	nav_5000	5000	277	horde	weight	NA	bound	939	NA	NA	no	4_4	0.2446748998163483	LEMMAPATH	c6	0
horde.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.11945494259911202	0.289385315773635	1	all_5000	5000	277	horde	weight	NA	bound	939	NA	NA	no	4_4	0.2599893086877201	LEMMAPATH	c7	0
horde.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.12197155730487746	0.04999965488163468	1	nav_FOC	470	277	horde	weight	NA	bound	939	NA	NA	no	4_4	0.23449183105705737	LEMMAPATH	c8	0
horde.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.12478151732240775	0.05606580447853217	1	all_FOC	939	277	horde	weight	NA	bound	939	NA	NA	no	4_4	0.216273863845397	LEMMAPATH	c8	0
horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.06843634199647021	0.14968383592187912	1	nav_5000	5000	262	horde	NA	group1	bound	184	NA	NA	weight	4_4	0.24989031373222745	LEMMAREL	c8	0
horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	-0.21126175316490237	0.25358339428834725	1	all_5000	5000	262	horde	NA	group1	bound	184	NA	NA	weight	4_4	0.2600595313106886	LEMMAREL	c7	0
horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.024298884384686418	0.1371361866202432	1	nav_FOC	122	262	horde	NA	group1	bound	184	NA	NA	weight	4_4	0.26148605909556205	LEMMAREL	c8	0
horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.0347015215499946	0.11234286699208747	1	all_FOC	184	262	horde	NA	group1	bound	184	NA	NA	weight	4_4	0.2587729656229187	LEMMAREL	c8	0
horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.18232927883903371	0.31627803624750245	1	nav_5000	5000	262	horde	NA	group1	bound	184	NA	NA	selection	4_4	0.21861703975609126	LEMMAREL	c6	0
horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	-0.022606063837916628	0.3788083858796775	1	all_5000	5000	262	horde	NA	group1	bound	184	NA	NA	selection	4_4	0.25592972612200104	LEMMAREL	c7	0
horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.11168340973963695	0.21548482397781302	1	nav_FOC	122	262	horde	NA	group1	bound	184	NA	NA	selection	4_4	0.24331653036542092	LEMMAREL	c6	0
horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.10977966126651208	0.2020759003651615	1	all_FOC	184	262	horde	NA	group1	bound	184	NA	NA	selection	4_4	0.2418440255120979	LEMMAREL	c6	0
horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.19768205461080654	0.321209714466581	1	nav_5000	5000	270	horde	NA	group1	bound	232	NA	NA	no	4_4	0.22522050720130057	LEMMAREL	c6	0
horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	-0.04847364886979782	0.37434235882112654	1	all_5000	5000	270	horde	NA	group1	bound	232	NA	NA	no	4_4	0.26074878442655514	LEMMAREL	c7	0
horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.11682531008143743	0.19570863688886564	1	nav_FOC	146	270	horde	NA	group1	bound	232	NA	NA	no	4_4	0.2508913966205226	LEMMAREL	c8	0
horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.11615249311166038	0.18183814794118197	1	all_FOC	232	270	horde	NA	group1	bound	232	NA	NA	no	4_4	0.24654871235280906	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.03600235493390513	0.08707296187628333	1	nav_5000	5000	264	horde	NA	group2	bound	249	NA	NA	weight	4_4	0.2493616824373635	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	-0.25834543482285577	0.16277263405001052	1	all_5000	5000	264	horde	NA	group2	bound	249	NA	NA	weight	4_4	0.26023280630092765	LEMMAREL	c5	0
horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.0354134744904232	0.02924533415545622	1	nav_FOC	165	264	horde	NA	group2	bound	249	NA	NA	weight	4_4	0.25392389926880415	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.028099551472479046	0.027127780832573157	1	all_FOC	249	264	horde	NA	group2	bound	249	NA	NA	weight	4_4	0.24855857604908935	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.1651164528553666	0.2951032529539184	1	nav_5000	5000	264	horde	NA	group2	bound	249	NA	NA	selection	4_4	0.21660416061793292	LEMMAREL	c6	0
horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	-0.08077887423100347	0.3260531801156205	1	all_5000	5000	264	horde	NA	group2	bound	249	NA	NA	selection	4_4	0.25390067207920963	LEMMAREL	c7	0
horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.09918757012062383	0.13077153650879172	1	nav_FOC	165	264	horde	NA	group2	bound	249	NA	NA	selection	4_4	0.23385595386679608	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.09020158076179902	0.1299473436029932	1	all_FOC	249	264	horde	NA	group2	bound	249	NA	NA	selection	4_4	0.22716119556361097	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.18178591918295073	0.3012602462277093	1	nav_5000	5000	271	horde	NA	group2	bound	312	NA	NA	no	4_4	0.22290267741359177	LEMMAREL	c6	0
horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	-0.09434805104920091	0.3401331791670227	1	all_5000	5000	271	horde	NA	group2	bound	312	NA	NA	no	4_4	0.25838589672490503	LEMMAREL	c7	0
horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.10569553957459185	0.11331282028546852	1	nav_FOC	199	271	horde	NA	group2	bound	312	NA	NA	no	4_4	0.2300445309780773	LEMMAREL	c8	0
horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.09434029621154369	0.11296204230471911	1	all_FOC	312	271	horde	NA	group2	bound	312	NA	NA	no	4_4	0.22781815951281872	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	0.032245442266197855	0.05721519234822198	1	nav_5000	5000	265	horde	NA	group3	bound	313	NA	NA	weight	4_4	0.24663306533213622	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	-0.26128026335508264	0.13469959819044272	1	all_5000	5000	265	horde	NA	group3	bound	313	NA	NA	weight	4_4	0.25877699518326275	LEMMAREL	c5	0
horde.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	0.04499547049556343	-0.009394256363599987	1	nav_FOC	196	265	horde	NA	group3	bound	313	NA	NA	weight	4_4	0.24919220964289268	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	0.03621854414564514	-0.007342536794992898	1	all_FOC	313	265	horde	NA	group3	bound	313	NA	NA	weight	4_4	0.24467835718370085	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	0.1617417170569397	0.2609660928273794	1	nav_5000	5000	265	horde	NA	group3	bound	313	NA	NA	selection	4_4	0.2184214549385875	LEMMAREL	c6	0
horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	-0.1018753433855406	0.31381820484191764	1	all_5000	5000	265	horde	NA	group3	bound	313	NA	NA	selection	4_4	0.24463169477590604	LEMMAREL	c7	0
horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	0.09062467507470841	0.07701805378930913	1	nav_FOC	196	265	horde	NA	group3	bound	313	NA	NA	selection	4_4	0.23110607831612393	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	0.08549952463868886	0.08122249628764845	1	all_FOC	313	265	horde	NA	group3	bound	313	NA	NA	selection	4_4	0.22897974993898604	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	0.20492436638140876	0.2877867233007781	1	nav_5000	5000	271	horde	NA	group3	bound	425	NA	NA	no	4_4	0.2241393108284025	LEMMAREL	c6	0
horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	-0.12001903410980358	0.3678412723370083	1	all_5000	5000	271	horde	NA	group3	bound	425	NA	NA	no	4_4	0.25833948155570213	LEMMAREL	c7	0
horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	0.115422490235091	0.07763121741081583	1	nav_FOC	244	271	horde	NA	group3	bound	425	NA	NA	no	4_4	0.22989045363260358	LEMMAREL	c8	0
horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	0.11413998524629138	0.08217987893104374	1	all_FOC	425	271	horde	NA	group3	bound	425	NA	NA	no	4_4	0.2368426638289611	LEMMAREL	c8	0
