size	max_diss	av_diss	diameter	separation	medoid	avg_width
19	0.5650252872259829	0.31251493465304836	0.7015683005081916	0.08450088720707383	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.15885212715453212
20	0.7049598988917938	0.3237455979956102	0.8003877392943826	0.17779777567762234	herhalen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.1961488920131368
36	0.5110529994150973	0.293534046729125	0.6602125608054605	0.08932663694350951	herhalen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.25921546625833325
18	0.7585667011417332	0.3783308910913202	0.8310559686817676	0.1914187213082541	herhalen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.14162180748702546
27	0.5540411853476865	0.30909104700380174	0.7365137417337206	0.11824902271044979	herhalen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.13570497798635303
24	0.728482698828552	0.42530541293096363	0.8429251166644187	0.19992521348239212	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.10167316013802184
44	0.5250989435505906	0.3075402233449133	0.7410768667620463	0.08450088720707383	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.12496096440696455
16	0.6056118007652681	0.3032911986220759	0.7172261737636846	0.08932663694350951	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.2709112782543126
