_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.05526244272449703	-0.1018679536441762	NA	NA	bound	406	lex	10_10	1	weight	nav_5000	5000	4_4	305	herhalen	0.26469359578156076	BOW	c1	0
herhalen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.17767028326859838	-0.04309204008004876	NA	NA	bound	406	lex	10_10	1	weight	all_5000	5000	4_4	305	herhalen	0.27416228839453355	BOW	c2	0
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.011235302204827496	-0.08843674089228086	NA	NA	bound	406	lex	10_10	1	weight	nav_FOC	260	4_4	305	herhalen	0.2884755484771986	BOW	c1	0
herhalen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.006529776854755005	-0.0798144053765265	NA	NA	bound	406	lex	10_10	1	weight	all_FOC	406	4_4	305	herhalen	0.2856042790242695	BOW	c1	0
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.011659612822597892	-0.12396145243487007	NA	NA	bound	406	lex	10_10	1	selection	nav_5000	5000	4_4	305	herhalen	0.25260345954658103	BOW	c3	0
herhalen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.22672927499263876	-0.10408051647655307	NA	NA	bound	406	lex	10_10	1	selection	all_5000	5000	4_4	305	herhalen	0.2643213841088996	BOW	c2	0
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.04045226674468597	-0.14408823891310976	NA	NA	bound	406	lex	10_10	1	selection	nav_FOC	260	4_4	305	herhalen	0.2739064842943718	BOW	c1	0
herhalen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.039775958322998566	-0.12308084983131602	NA	NA	bound	406	lex	10_10	1	selection	all_FOC	406	4_4	305	herhalen	0.26650493503198996	BOW	c1	0
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.1182542453821335	-0.186097568195989	NA	NA	bound	888	lex	10_10	1	no	nav_5000	5000	4_4	312	herhalen	0.2599483690849506	BOW	c4	0
herhalen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.3699520288762073	-0.2844954341638402	NA	NA	bound	888	lex	10_10	1	no	all_5000	5000	4_4	312	herhalen	0.2618775392539659	BOW	c2	0
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.1394808409529783	-0.21196397220351856	NA	NA	bound	888	lex	10_10	1	no	nav_FOC	656	4_4	312	herhalen	0.27115632797053607	BOW	c4	0
herhalen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.1406718483541338	-0.2059209722635962	NA	NA	bound	888	lex	10_10	1	no	all_FOC	888	4_4	312	herhalen	0.2627067619687182	BOW	c4	0
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.014163038325364705	0.08047838393357029	NA	NA	bound	610	all	10_10	1	weight	nav_5000	5000	4_4	311	herhalen	0.2530261160396418	BOW	c5	0
herhalen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.17358374340252788	0.07924872336705092	NA	NA	bound	610	all	10_10	1	weight	all_5000	5000	4_4	311	herhalen	0.26692077754757915	BOW	c6	0
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.0405801685260884	0.02716262189261544	NA	NA	bound	610	all	10_10	1	weight	nav_FOC	260	4_4	311	herhalen	0.26978300035262276	BOW	c1	0
herhalen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.03877708587348526	0.01783353760673327	NA	NA	bound	610	all	10_10	1	weight	all_FOC	610	4_4	311	herhalen	0.2632273134344463	BOW	c7	0
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10381094418837135	0.02865797956305075	NA	NA	bound	610	all	10_10	1	selection	nav_5000	5000	4_4	311	herhalen	0.24357314766328683	BOW	c7	0
herhalen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.2978952858069053	0.07880845433402883	NA	NA	bound	610	all	10_10	1	selection	all_5000	5000	4_4	311	herhalen	0.26837832000100537	BOW	c6	0
herhalen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.13679471141351007	-0.03204755032219974	NA	NA	bound	610	all	10_10	1	selection	nav_FOC	260	4_4	311	herhalen	0.2508276172330455	BOW	c7	0
herhalen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.11619355498672164	-0.03355943338436841	NA	NA	bound	610	all	10_10	1	selection	all_FOC	610	4_4	311	herhalen	0.2441533785899187	BOW	c7	0
herhalen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.2698166730604835	-0.05705634189927521	NA	NA	bound	1268	all	10_10	1	no	nav_5000	5000	4_4	312	herhalen	0.2184615649760721	BOW	c4	0
herhalen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.5155933357445436	0.004612729512632527	NA	NA	bound	1268	all	10_10	1	no	all_5000	5000	4_4	312	herhalen	0.2511011072145451	BOW	c6	0
herhalen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.2483140667244958	-0.09333046022161522	NA	NA	bound	1268	all	10_10	1	no	nav_FOC	656	4_4	312	herhalen	0.233272781554475	BOW	c4	0
herhalen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.23929634258472654	-0.10040536357488158	NA	NA	bound	1268	all	10_10	1	no	all_FOC	1268	4_4	312	herhalen	0.2277615149975489	BOW	c4	0
herhalen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.049607778127501966	-0.10888252767812004	NA	NA	bound	300	lex	5_5	1	weight	nav_5000	5000	4_4	292	herhalen	0.2629520455878015	BOW	c5	0
herhalen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.16454353877657898	-0.04859195065086529	NA	NA	bound	300	lex	5_5	1	weight	all_5000	5000	4_4	292	herhalen	0.27274317168158596	BOW	c2	0
herhalen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.025813543407077887	-0.08915336356417063	NA	NA	bound	300	lex	5_5	1	weight	nav_FOC	190	4_4	292	herhalen	0.29823476405377725	BOW	c3	0
herhalen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.0224315295689715	-0.08238748640269786	NA	NA	bound	300	lex	5_5	1	weight	all_FOC	300	4_4	292	herhalen	0.2979141914797895	BOW	c3	0
herhalen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.016937843663397057	-0.10659746147394884	NA	NA	bound	300	lex	5_5	1	selection	nav_5000	5000	4_4	292	herhalen	0.25292209052567255	BOW	c3	0
herhalen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.17675637442770853	-0.06524751289579174	NA	NA	bound	300	lex	5_5	1	selection	all_5000	5000	4_4	292	herhalen	0.26249218423565107	BOW	c2	0
herhalen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.012918436252375858	-0.10602996452898655	NA	NA	bound	300	lex	5_5	1	selection	nav_FOC	190	4_4	292	herhalen	0.28612955165120335	BOW	c3	0
herhalen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.016817243376799875	-0.09769967538354157	NA	NA	bound	300	lex	5_5	1	selection	all_FOC	300	4_4	292	herhalen	0.2806144718946977	BOW	c3	0
herhalen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	0.019650058510469602	-0.17742160144509836	NA	NA	bound	525	lex	5_5	1	no	nav_5000	5000	4_4	311	herhalen	0.26394464867395623	BOW	c3	0
herhalen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.32491637244478805	-0.17476270934619842	NA	NA	bound	525	lex	5_5	1	no	all_5000	5000	4_4	311	herhalen	0.2689055342965235	BOW	c2	0
herhalen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	0.07858398540784874	-0.17742365896402282	NA	NA	bound	525	lex	5_5	1	no	nav_FOC	380	4_4	311	herhalen	0.27923499643410044	BOW	c3	0
herhalen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	0.08793592438870709	-0.17942125998757513	NA	NA	bound	525	lex	5_5	1	no	all_FOC	525	4_4	311	herhalen	0.2709869298496082	BOW	c3	0
herhalen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	5.333879236791532e-5	0.10506168821302243	NA	NA	bound	471	all	5_5	1	weight	nav_5000	5000	4_4	310	herhalen	0.2655446895963827	BOW	c5	1
herhalen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.1822582891363147	0.10021573702894368	NA	NA	bound	471	all	5_5	1	weight	all_5000	5000	4_4	310	herhalen	0.27577799020347593	BOW	c6	0
herhalen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.022399318227488186	0.041345116671918584	NA	NA	bound	471	all	5_5	1	weight	nav_FOC	190	4_4	310	herhalen	0.28448961456292987	BOW	c5	0
herhalen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.01743317346304572	0.02739765863555792	NA	NA	bound	471	all	5_5	1	weight	all_FOC	471	4_4	310	herhalen	0.2745124436418855	BOW	c5	0
herhalen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.036424467061242985	0.09236610346395191	NA	NA	bound	471	all	5_5	1	selection	nav_5000	5000	4_4	310	herhalen	0.2513338921441748	BOW	c5	0
herhalen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.24262316438113746	0.10584599946035093	NA	NA	bound	471	all	5_5	1	selection	all_5000	5000	4_4	310	herhalen	0.27293885047310223	BOW	c6	0
herhalen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.0843419100931057	-2.3478817015595786e-4	NA	NA	bound	471	all	5_5	1	selection	nav_FOC	190	4_4	310	herhalen	0.2664754958591755	BOW	c7	0
herhalen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.07631149769089028	-0.011091615842737641	NA	NA	bound	471	all	5_5	1	selection	all_FOC	471	4_4	310	herhalen	0.2556653855623334	BOW	c7	0
herhalen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.2352889709886771	0.01981162214138615	NA	NA	bound	797	all	5_5	1	no	nav_5000	5000	4_4	312	herhalen	0.2455606527698105	BOW	c8	0
herhalen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.4483679167969123	0.13321566838517054	NA	NA	bound	797	all	5_5	1	no	all_5000	5000	4_4	312	herhalen	0.2704099281190435	BOW	c6	0
