_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstellen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.785221891169819	-0.13517888397469024	NA	NA	bound	362	lex	10_10	1	weight	5000	5000	nav	4_4	234	herstellen	0.1655071519091522	BOW
herstellen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.9861361135261694	-0.7012146701237565	NA	NA	bound	362	lex	10_10	1	weight	5000	5000	all	4_4	234	herstellen	0.16757348487987542	BOW
herstellen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6660958207768986	0.03501737281582985	NA	NA	bound	362	lex	10_10	1	weight	FOC	248	nav	4_4	234	herstellen	0.1595630555936802	BOW
herstellen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6715462962016664	0.023321946552425258	NA	NA	bound	362	lex	10_10	1	weight	FOC	362	all	4_4	234	herstellen	0.15628681177449924	BOW
herstellen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.8747858302397612	0.3493940661063051	NA	NA	bound	362	lex	10_10	1	selection	5000	5000	nav	4_4	234	herstellen	0.2205734921512387	BOW
herstellen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.1389838120841638	0.13386683769697638	NA	NA	bound	362	lex	10_10	1	selection	5000	5000	all	4_4	234	herstellen	0.1796521367672184	BOW
herstellen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6450452453239013	0.34241068573642963	NA	NA	bound	362	lex	10_10	1	selection	FOC	248	nav	4_4	234	herstellen	0.1736887750407957	BOW
herstellen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.6548072223304773	0.34832566325464526	NA	NA	bound	362	lex	10_10	1	selection	FOC	362	all	4_4	234	herstellen	0.16942368738827582	BOW
herstellen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9644644219244639	0.7976474957212889	NA	NA	bound	750	lex	10_10	1	no	5000	5000	nav	4_4	238	herstellen	0.2199469770924703	BOW
herstellen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.1207815360538533	1.2505253762535202	NA	NA	bound	750	lex	10_10	1	no	5000	5000	all	4_4	238	herstellen	0.1660385460332305	BOW
herstellen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.7894813170493405	0.7394192673937767	NA	NA	bound	750	lex	10_10	1	no	FOC	541	nav	4_4	238	herstellen	0.18542603329802598	BOW
herstellen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.7861126706759483	0.7392592738787671	NA	NA	bound	750	lex	10_10	1	no	FOC	750	all	4_4	238	herstellen	0.18158211417669667	BOW
herstellen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07149581759192875	-0.19616730666081908	NA	NA	bound	490	all	10_10	1	weight	5000	5000	nav	4_4	239	herstellen	0.19555906511549884	BOW
herstellen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.029819847885033064	-1.042800994165953	NA	NA	bound	490	all	10_10	1	weight	5000	5000	all	4_4	239	herstellen	0.15235535372920658	BOW
herstellen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14719490368803445	-0.0355146986846795	NA	NA	bound	490	all	10_10	1	weight	FOC	248	nav	4_4	239	herstellen	0.14549859793892725	BOW
herstellen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1315072120303285	0.005053022630651319	NA	NA	bound	490	all	10_10	1	weight	FOC	490	all	4_4	239	herstellen	0.14948884752931507	BOW
herstellen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.5833371241878388	0.8938326673949394	NA	NA	bound	490	all	10_10	1	selection	5000	5000	nav	4_4	239	herstellen	0.20171646241259358	BOW
herstellen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	1.1658084161783384	1.1501286738609053	NA	NA	bound	490	all	10_10	1	selection	5000	5000	all	4_4	239	herstellen	0.17723416548794396	BOW
herstellen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.08787149066547725	0.6401469801342217	NA	NA	bound	490	all	10_10	1	selection	FOC	248	nav	4_4	239	herstellen	0.1894457625772402	BOW
herstellen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.11633761416607512	0.6878650682835792	NA	NA	bound	490	all	10_10	1	selection	FOC	490	all	4_4	239	herstellen	0.18526124209935116	BOW
herstellen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.45877845324052874	1.3713195569495367	NA	NA	bound	1033	all	10_10	1	no	5000	5000	nav	4_4	239	herstellen	0.21701480766598852	BOW
herstellen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.8436898984939151	1.7312152364893119	NA	NA	bound	1033	all	10_10	1	no	5000	5000	all	4_4	239	herstellen	0.17664792393273016	BOW
herstellen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.08423929870511247	1.1282929979542602	NA	NA	bound	1033	all	10_10	1	no	FOC	541	nav	4_4	239	herstellen	0.19461656445915063	BOW
herstellen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.1188600855946256	1.2115759713488192	NA	NA	bound	1033	all	10_10	1	no	FOC	1033	all	4_4	239	herstellen	0.18830663553060523	BOW
herstellen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6369286733839952	-0.1859184429121098	NA	NA	bound	280	lex	5_5	1	weight	5000	5000	nav	4_4	225	herstellen	0.1757081238913952	BOW
herstellen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.7887034101569362	-0.6857867937902852	NA	NA	bound	280	lex	5_5	1	weight	5000	5000	all	4_4	225	herstellen	0.17621487798717286	BOW
herstellen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.5235165577607968	-0.07163799602442257	NA	NA	bound	280	lex	5_5	1	weight	FOC	190	nav	4_4	225	herstellen	0.16579870545989653	BOW
herstellen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5353132513058025	-0.06994126852605063	NA	NA	bound	280	lex	5_5	1	weight	FOC	280	all	4_4	225	herstellen	0.1618464882273029	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.6897988092494792	0.07663068932727565	NA	NA	bound	280	lex	5_5	1	selection	5000	5000	nav	4_4	225	herstellen	0.2059395354397673	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.8721040202971047	-0.4364970283820267	NA	NA	bound	280	lex	5_5	1	selection	5000	5000	all	4_4	225	herstellen	0.18366646761948144	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5189890442518539	0.10452456925363837	NA	NA	bound	280	lex	5_5	1	selection	FOC	190	nav	4_4	225	herstellen	0.16892407995789055	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5333395703163629	0.11893991991181138	NA	NA	bound	280	lex	5_5	1	selection	FOC	280	all	4_4	225	herstellen	0.1674309389943767	BOW
herstellen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.1009965174941772	0.33664191507503816	NA	NA	bound	458	lex	5_5	1	no	5000	5000	nav	4_4	236	herstellen	0.21596840595469124	BOW
herstellen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.5681071312814427	0.151220473720679	NA	NA	bound	458	lex	5_5	1	no	5000	5000	all	4_4	236	herstellen	0.17881112658348164	BOW
