pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
-0.2159168	2			19257	!/name
0.36768308	26	0.31694353	10.0	142029	!/punct
-0.113293685	557	-0.25739565	194.0	4844510	"""/punct"
-0.12862122	6	-1.0174448	1.0	52896	&/name
1.4647144	1			1846	&/noun
6.071854	1			18	&T/name
0.012715887	356	-0.14889325	122.0	2720890	'/punct
4.745158	1			67	'53/noun
3.6600304	1			197	'84/noun
4.82976	1			61	'88/name
1.6828873	1	2.5957532	1.0	1417	'96/noun
3.004732	1			378	'n/noun
-0.017903958	8	-1.1858046	1.0	62265	's/adv
-0.36707625	1	0.5365139	1.0	11206	's/det
0.76662076	5	0.060811892	1.0	17963	't/name
0.93728334	1			3006	(/noun
-0.74120075	167	-0.92117673	57.0	2759129	(/punct
8.934055	1			1	(over)beharing/noun
-0.7561056	163	-1.2792618	39.0	2758869	)/punct
0.6721025	1			3950	)/tag
-0.16684012	12	-0.18229039	5.0	117193	*/tag
8.934055	1	9.85055	1.0	1	*FARHAD/noun
0.4304335	5			24958	,/name
0.043589115	2473	0.06070804	1012.0	18092245	,/punct
-0.17809008	8	-0.28038052	3.0	75440	--/punct
0.26343554	178	0.41715765	84.0	1059446	-/punct
9.2907295	1	9.85055	1.0	1	-Björn/name
8.240908	1	9.157402	1.0	2	-Discussie/noun
6.3203154	1	7.220461	1.0	14	-FC/noun
8.934055	1			1	-Noch/name
6.770732	1	7.653325	1.0	9	-Trainer/name
0.5480422	23	0.5155426	9.0	103573	.../punct
0.3774969	1			5416	../punct
0.9537748	1			3011	./name
-0.01989282	3562	-0.033619758	1412.0	28225482	./punct
0.23455694	2	0.4093754	1.0	13088	//name
0.33428463	8	-0.85588914	1.0	45910	//punct
-0.041530903	1			8010	0-3/num
8.934055	1			1	00.20-01.20$^uur/noun
3.5624871	1			223	00.50/num
8.934055	1	9.85055	1.0	1	01.34/noun
8.934055	1			1	071/30.22.72Evolution/noun
3.757623	1			179	0900_nummer/noun
0.040420532	1			7412	1,2/num
4.1061416	1			128	1,59/num
0.5518343	1			4438	1,7/num
-0.7213253	2			31566	1-0/num
-0.13413405	1	0.7716714	1.0	8825	1.000/num
6.988145	1	7.9046397	1.0	7	1.50-3.30u./noun
-0.18138933	6	0.30739328	4.0	56531	1/name
-0.3958246	6	-1.2872113	1.0	69141	1/noun
-2.032722	2	-1.129262	2.0	118827	1/num
