_model	model.x	model.y	foc_minimum_features	soc_vector	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_win	stress	pam_cluster	is_medoid
spot.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22883591788158955	0.1842641075626658	1	nav_FOC	584	200	spot	NA	NA	BOW	bound	757	lex	10_10	no	4_4	0.2504443420842998	c3	0
spot.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2144528590036929	0.1685308307769557	1	all_FOC	757	200	spot	NA	NA	BOW	bound	757	lex	10_10	no	4_4	0.2481426188749388	c3	0
spot.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.02945988709797667	-0.07094684111388587	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	514	all	10_10	weight	4_4	0.1965032639729337	c1	1
spot.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.012099870345419917	-0.16170189647806157	1	all_5000	5000	215	spot	NA	NA	BOW	bound	514	all	10_10	weight	4_4	0.2626048582875595	c1	0
spot.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08232280383512154	0.013262963243274318	1	nav_FOC	307	215	spot	NA	NA	BOW	bound	514	all	10_10	weight	4_4	0.201350659776921	c1	0
spot.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0726102928838458	6.334972753833324e-4	1	all_FOC	514	215	spot	NA	NA	BOW	bound	514	all	10_10	weight	4_4	0.1757728164373963	c1	0
spot.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.061411721083343994	0.12483396053277998	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	514	all	10_10	selection	4_4	0.174152592174635	c4	0
spot.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.10049137700666402	-0.19535197458447956	1	all_5000	5000	215	spot	NA	NA	BOW	bound	514	all	10_10	selection	4_4	0.21999363846169054	c5	0
spot.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0506603316726227	0.1246259424381956	1	nav_FOC	307	215	spot	NA	NA	BOW	bound	514	all	10_10	selection	4_4	0.19344367572284907	c4	0
spot.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.04150324462307808	0.10311936360992187	1	all_FOC	514	215	spot	NA	NA	BOW	bound	514	all	10_10	selection	4_4	0.16830556955224016	c4	0
spot.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.03278967674567269	0.2761193273569935	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	1030	all	10_10	no	4_4	0.14604624815237593	c4	0
spot.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.07847188657433059	0.29411013857218016	1	all_5000	5000	215	spot	NA	NA	BOW	bound	1030	all	10_10	no	4_4	0.21176716054336867	c5	0
spot.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.05734442726222933	0.2988582707671242	1	nav_FOC	584	215	spot	NA	NA	BOW	bound	1030	all	10_10	no	4_4	0.17392387993259573	c4	0
spot.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.04186863118961334	0.34349403828209724	1	all_FOC	1030	215	spot	NA	NA	BOW	bound	1030	all	10_10	no	4_4	0.15849433335696078	c4	0
spot.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1719991777539827	-0.04342724323572536	1	nav_5000	5000	194	spot	NA	NA	BOW	bound	330	lex	5_5	weight	4_4	0.23842921092814354	c3	0
spot.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.15290004014337433	-0.18952728593297155	1	all_5000	5000	194	spot	NA	NA	BOW	bound	330	lex	5_5	weight	4_4	0.27731838837758843	c2	0
spot.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16485397218909448	0.03867983858343084	1	nav_FOC	250	194	spot	NA	NA	BOW	bound	330	lex	5_5	weight	4_4	0.2539181618473259	c3	0
spot.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.15884501478543966	0.031872709888755235	1	all_FOC	330	194	spot	NA	NA	BOW	bound	330	lex	5_5	weight	4_4	0.2498957851698965	c3	0
spot.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.13969643850757496	-0.05814650818963653	1	nav_5000	5000	194	spot	NA	NA	BOW	bound	330	lex	5_5	selection	4_4	0.2447179861243418	c3	0
spot.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.14332648202051254	-0.19238555260032883	1	all_5000	5000	194	spot	NA	NA	BOW	bound	330	lex	5_5	selection	4_4	0.2699578511955748	c2	1
spot.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1525149685344886	0.031065642411539633	1	nav_FOC	250	194	spot	NA	NA	BOW	bound	330	lex	5_5	selection	4_4	0.25402645138790236	c3	0
spot.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1422490778427054	0.019329190007096687	1	all_FOC	330	194	spot	NA	NA	BOW	bound	330	lex	5_5	selection	4_4	0.2531349571510681	c3	1
spot.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1576746441127139	-0.06407975765917051	1	nav_5000	5000	199	spot	NA	NA	BOW	bound	467	lex	5_5	no	4_4	0.2443550044715693	c3	0
spot.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.1660774706206006	-0.22748711821675388	1	all_5000	5000	199	spot	NA	NA	BOW	bound	467	lex	5_5	no	4_4	0.263888490529065	c2	0
spot.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16226814643419268	0.050456316113938374	1	nav_FOC	356	199	spot	NA	NA	BOW	bound	467	lex	5_5	no	4_4	0.26045484429877425	c3	0
spot.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1501607575977338	0.024975433755915627	1	all_FOC	467	199	spot	NA	NA	BOW	bound	467	lex	5_5	no	4_4	0.25820869517047046	c3	0
spot.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.02374506237671824	-0.06795142613937438	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	428	all	5_5	weight	4_4	0.21095377715073968	c1	0
spot.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.002062140792596142	-0.16323048594980635	1	all_5000	5000	215	spot	NA	NA	BOW	bound	428	all	5_5	weight	4_4	0.27007387926500315	c1	0
spot.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07289901459527924	0.005540912451140885	1	nav_FOC	250	215	spot	NA	NA	BOW	bound	428	all	5_5	weight	4_4	0.22008663301441403	c3	0
spot.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0640507485379466	-0.0044547821767628925	1	all_FOC	428	215	spot	NA	NA	BOW	bound	428	all	5_5	weight	4_4	0.19613300779468487	c3	0
spot.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.08733937937004953	0.004391564637789184	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	428	all	5_5	selection	4_4	0.19618383199811917	c5	0
spot.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.11658685281585117	-0.11942679215839022	1	all_5000	5000	215	spot	NA	NA	BOW	bound	428	all	5_5	selection	4_4	0.2321895800449792	c5	1
spot.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.027656372215960567	0.06794974368053157	1	nav_FOC	250	215	spot	NA	NA	BOW	bound	428	all	5_5	selection	4_4	0.20303457432664443	c4	0
spot.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.019361630614819266	0.050057263795772994	1	all_FOC	428	215	spot	NA	NA	BOW	bound	428	all	5_5	selection	4_4	0.18379595459717443	c4	0
spot.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.06806043589847854	0.10570708041407244	1	nav_5000	5000	215	spot	NA	NA	BOW	bound	627	all	5_5	no	4_4	0.1861934893755386	c4	0
spot.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.08408354690988215	-0.1362675853138343	1	all_5000	5000	215	spot	NA	NA	BOW	bound	627	all	5_5	no	4_4	0.23010408219314693	c5	0
spot.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.0324354318729124	0.11391495620033129	1	nav_FOC	356	215	spot	NA	NA	BOW	bound	627	all	5_5	no	4_4	0.19837707421066836	c4	1
spot.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.02389471484251634	0.10895142028575586	1	all_FOC	627	215	spot	NA	NA	BOW	bound	627	all	5_5	no	4_4	0.17787878230951482	c4	0
spot.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2572985387816858	-0.0259857798549664	1	nav_5000	5000	187	spot	NA	NA	BOW	bound	228	lex	3_3	weight	4_4	0.2505641778166063	c6	0
spot.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.20770501191412905	-0.22684528280175323	1	all_5000	5000	187	spot	NA	NA	BOW	bound	228	lex	3_3	weight	4_4	0.2915452975976697	c2	0
spot.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2156309399168622	0.03215686034398674	1	nav_FOC	173	187	spot	NA	NA	BOW	bound	228	lex	3_3	weight	4_4	0.28646559393751264	c6	0
spot.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1974560048405779	0.03087861893174571	1	all_FOC	228	187	spot	NA	NA	BOW	bound	228	lex	3_3	weight	4_4	0.2809610667328638	c6	0
spot.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2181902168607365	-0.06960851708923117	1	nav_5000	5000	187	spot	NA	NA	BOW	bound	228	lex	3_3	selection	4_4	0.2535667324321214	c6	0
spot.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.19655051581784502	-0.25897726422909184	1	all_5000	5000	187	spot	NA	NA	BOW	bound	228	lex	3_3	selection	4_4	0.2774753206097548	c2	0
spot.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19735879498758963	0.02168486266357892	1	nav_FOC	173	187	spot	NA	NA	BOW	bound	228	lex	3_3	selection	4_4	0.28585423651462	c6	0
spot.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1748631858093589	0.0025085281639603595	1	all_FOC	228	187	spot	NA	NA	BOW	bound	228	lex	3_3	selection	4_4	0.2800889622624106	c6	1
spot.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.24398034868981527	-0.06837639842156444	1	nav_5000	5000	195	spot	NA	NA	BOW	bound	293	lex	3_3	no	4_4	0.2541532684836207	c6	0
spot.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.24587447468256524	-0.2710745505544466	1	all_5000	5000	195	spot	NA	NA	BOW	bound	293	lex	3_3	no	4_4	0.27742300424265687	c2	0
spot.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22520386889677754	0.015220799321919953	1	nav_FOC	228	195	spot	NA	NA	BOW	bound	293	lex	3_3	no	4_4	0.28591984187663455	c6	0
spot.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2142205384948559	0.010069064259275916	1	all_FOC	293	195	spot	NA	NA	BOW	bound	293	lex	3_3	no	4_4	0.2847488741664149	c6	0
spot.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.01149245481517532	-0.08758191290634298	1	nav_5000	5000	214	spot	NA	NA	BOW	bound	304	all	3_3	weight	4_4	0.2292670810990675	c1	0
spot.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.03735791838051785	-0.20006610040725586	1	all_5000	5000	214	spot	NA	NA	BOW	bound	304	all	3_3	weight	4_4	0.27760861012174537	c1	0
spot.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0671293336927878	0.03416472362160682	1	nav_FOC	173	214	spot	NA	NA	BOW	bound	304	all	3_3	weight	4_4	0.2453640753192739	c6	0
spot.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.049010192645475	0.009290609215968797	1	all_FOC	304	214	spot	NA	NA	BOW	bound	304	all	3_3	weight	4_4	0.21479254264723865	c6	0
spot.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.1461116902105344	-0.014017214299273831	1	nav_5000	5000	214	spot	NA	NA	BOW	bound	304	all	3_3	selection	4_4	0.2113875137399103	c7	0
spot.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.15551454463196154	-0.12774630322373395	1	all_5000	5000	214	spot	NA	NA	BOW	bound	304	all	3_3	selection	4_4	0.2400035960757256	c5	0
spot.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.00771101211611628	0.07894661586279494	1	nav_FOC	173	214	spot	NA	NA	BOW	bound	304	all	3_3	selection	4_4	0.22341811822997953	c4	0
spot.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.01894550415749076	0.05020298538258888	1	all_FOC	304	214	spot	NA	NA	BOW	bound	304	all	3_3	selection	4_4	0.203124038075041	c7	0
spot.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.13203733178337917	0.010678922675077002	1	nav_5000	5000	214	spot	NA	NA	BOW	bound	407	all	3_3	no	4_4	0.2106423506585426	c7	0
spot.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.13247885333808745	-0.14278048556126724	1	all_5000	5000	214	spot	NA	NA	BOW	bound	407	all	3_3	no	4_4	0.24495715962945316	c5	0
spot.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.012571372695154048	0.10518614761404398	1	nav_FOC	228	214	spot	NA	NA	BOW	bound	407	all	3_3	no	4_4	0.21625614409159363	c4	0
spot.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.024141165780759588	0.09547115677182003	1	all_FOC	407	214	spot	NA	NA	BOW	bound	407	all	3_3	no	4_4	0.19215458168959706	c4	0
spot.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19134619405182166	-0.06111038208981777	1	nav_5000	5000	209	spot	NA	NA	BOW	nobound	472	lex	10_10	weight	4_4	0.24169065036058346	c3	0
spot.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.17592057460877056	-0.18748943330046483	1	all_5000	5000	209	spot	NA	NA	BOW	nobound	472	lex	10_10	weight	4_4	0.27412062836386974	c2	0
spot.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23608048073878604	0.0622102596789725	1	nav_FOC	366	209	spot	NA	NA	BOW	nobound	472	lex	10_10	weight	4_4	0.23890706404316178	c3	0
spot.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.22943677916569252	0.056986819178294665	1	all_FOC	472	209	spot	NA	NA	BOW	nobound	472	lex	10_10	weight	4_4	0.23916816074567815	c3	0
spot.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2081257646723733	-0.041563705563312306	1	nav_5000	5000	209	spot	NA	NA	BOW	nobound	472	lex	10_10	selection	4_4	0.24275613922470451	c3	0
spot.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.1748433588560062	-0.1935479471633443	1	all_5000	5000	209	spot	NA	NA	BOW	nobound	472	lex	10_10	selection	4_4	0.26462944219933593	c2	0
spot.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24033559472487254	0.09773051356723107	1	nav_FOC	366	209	spot	NA	NA	BOW	nobound	472	lex	10_10	selection	4_4	0.24090715293749473	c3	0
spot.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2231457778475543	0.08841409614985278	1	all_FOC	472	209	spot	NA	NA	BOW	nobound	472	lex	10_10	selection	4_4	0.24363877305724235	c3	0
spot.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2917526608030499	0.19028330238932517	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	1015	lex	10_10	no	4_4	0.22881255695068406	c3	0
spot.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.34468964763210885	-0.24453382404243493	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	1015	lex	10_10	no	4_4	0.25593945197978774	c2	0
spot.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.334735635781828	0.2478091393021396	1	nav_FOC	775	219	spot	NA	NA	BOW	nobound	1015	lex	10_10	no	4_4	0.236864748206786	c3	0
spot.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.3208802227860382	0.23566861963157257	1	all_FOC	1015	219	spot	NA	NA	BOW	nobound	1015	lex	10_10	no	4_4	0.23629422887680002	c3	0
spot.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.05987220889309351	-0.10044474101200332	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	625	all	10_10	weight	4_4	0.21284060281535422	c1	0
spot.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.03171330647001062	-0.1880242974719415	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	625	all	10_10	weight	4_4	0.25120648437611526	c1	0
spot.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11066159362004807	0.013457125601175112	1	nav_FOC	366	219	spot	NA	NA	BOW	nobound	625	all	10_10	weight	4_4	0.2242993310628792	c1	0
spot.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.08803201786857087	-0.0023610373863804037	1	all_FOC	625	219	spot	NA	NA	BOW	nobound	625	all	10_10	weight	4_4	0.18199644408589996	c1	0
spot.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.01733738521281687	0.18112432717570953	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	625	all	10_10	selection	4_4	0.20944579993219897	c4	0
spot.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.060701760248865005	-0.2266540765675499	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	625	all	10_10	selection	4_4	0.21782910724724425	c5	0
spot.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09384841103388163	0.16769384889736433	1	nav_FOC	366	219	spot	NA	NA	BOW	nobound	625	all	10_10	selection	4_4	0.2123753747551946	c4	0
spot.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07305182364142544	0.14090007835961926	1	all_FOC	625	219	spot	NA	NA	BOW	nobound	625	all	10_10	selection	4_4	0.1665064744691051	c4	0
spot.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.057175308195479044	0.3560607637159669	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	1390	all	10_10	no	4_4	0.20271478899165635	c4	0
spot.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.042787666011259995	0.43497345814114174	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	1390	all	10_10	no	4_4	0.2197385051040641	c4	0
spot.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.14272835375328252	0.39019007360038965	1	nav_FOC	775	219	spot	NA	NA	BOW	nobound	1390	all	10_10	no	4_4	0.21538874256897464	c4	0
spot.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.1053399461852249	0.41877226986826444	1	all_FOC	1390	219	spot	NA	NA	BOW	nobound	1390	all	10_10	no	4_4	0.17651643645133594	c4	0
spot.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2007432237028194	-0.0507582153267976	1	nav_5000	5000	203	spot	NA	NA	BOW	nobound	358	lex	5_5	weight	4_4	0.24558391751418115	c3	0
spot.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.17587631408840937	-0.20583252850719758	1	all_5000	5000	203	spot	NA	NA	BOW	nobound	358	lex	5_5	weight	4_4	0.2824220153991095	c2	0
spot.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20088216969581732	0.043788362700996	1	nav_FOC	271	203	spot	NA	NA	BOW	nobound	358	lex	5_5	weight	4_4	0.2550624824588038	c3	0
spot.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.20050313217371676	0.03772232836257342	1	all_FOC	358	203	spot	NA	NA	BOW	nobound	358	lex	5_5	weight	4_4	0.2512725433045883	c3	0
spot.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16375745300274086	-0.0667790894458258	1	nav_5000	5000	203	spot	NA	NA	BOW	nobound	358	lex	5_5	selection	4_4	0.2522001431102626	c3	0
spot.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.1604745865227966	-0.21046168049262562	1	all_5000	5000	203	spot	NA	NA	BOW	nobound	358	lex	5_5	selection	4_4	0.27984365176937537	c2	0
spot.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1836161969117489	0.0347913185365331	1	nav_FOC	271	203	spot	NA	NA	BOW	nobound	358	lex	5_5	selection	4_4	0.2557227437307582	c3	0
spot.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.17604701450261978	0.019369654779735727	1	all_FOC	358	203	spot	NA	NA	BOW	nobound	358	lex	5_5	selection	4_4	0.2543126915133203	c3	0
spot.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.20104629616584685	-0.066289136362496	1	nav_5000	5000	212	spot	NA	NA	BOW	nobound	528	lex	5_5	no	4_4	0.25275868318080813	c3	0
spot.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.20820521376678855	-0.24698889916932185	1	all_5000	5000	212	spot	NA	NA	BOW	nobound	528	lex	5_5	no	4_4	0.27792628600109137	c2	0
spot.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.20916343529560846	0.06786665322042733	1	nav_FOC	401	212	spot	NA	NA	BOW	nobound	528	lex	5_5	no	4_4	0.2646031016950741	c3	0
spot.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.20138195477351842	0.05598766721316253	1	all_FOC	528	212	spot	NA	NA	BOW	nobound	528	lex	5_5	no	4_4	0.2611700984376721	c3	0
spot.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.03733749857167241	-0.07639230202451303	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	484	all	5_5	weight	4_4	0.2212337996213101	c1	0
spot.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.008421268857672089	-0.17016152969881207	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	484	all	5_5	weight	4_4	0.2639482620428112	c1	0
spot.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09072305333322322	0.007598319642700622	1	nav_FOC	271	219	spot	NA	NA	BOW	nobound	484	all	5_5	weight	4_4	0.2326955845653311	c3	0
spot.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0695269455789055	-0.002259592537931964	1	all_FOC	484	219	spot	NA	NA	BOW	nobound	484	all	5_5	weight	4_4	0.20129502866922475	c3	0
spot.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.08228345356644608	0.011292255427409416	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	484	all	5_5	selection	4_4	0.19135177378475784	c5	0
spot.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.10972120104160256	-0.13279614609053472	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	484	all	5_5	selection	4_4	0.2237146686968977	c5	0
spot.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.043150237780072535	0.07851561430743734	1	nav_FOC	271	219	spot	NA	NA	BOW	nobound	484	all	5_5	selection	4_4	0.21003177118444974	c4	0
spot.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.026627351766013708	0.05752632588176735	1	all_FOC	484	219	spot	NA	NA	BOW	nobound	484	all	5_5	selection	4_4	0.17287157535700537	c4	0
spot.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.05401411917537946	0.14009110668379557	1	nav_5000	5000	219	spot	NA	NA	BOW	nobound	729	all	5_5	no	4_4	0.18130423155790004	c4	0
spot.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.07969721216732183	-0.17729919157283827	1	all_5000	5000	219	spot	NA	NA	BOW	nobound	729	all	5_5	no	4_4	0.22315097073258655	c5	0
spot.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.05356506478718467	0.14411275224495618	1	nav_FOC	401	219	spot	NA	NA	BOW	nobound	729	all	5_5	no	4_4	0.20664285489501005	c4	0
spot.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.03682209686331281	0.1466465318175635	1	all_FOC	729	219	spot	NA	NA	BOW	nobound	729	all	5_5	no	4_4	0.17033365896978012	c4	0
spot.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.26568490145274465	-0.02257298568241229	1	nav_5000	5000	193	spot	NA	NA	BOW	nobound	240	lex	3_3	weight	4_4	0.2561836348965839	c6	0
