_model	model.x	model.y	foc_minimum_features	soc_vector	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_win	stress	pam_cluster	is_medoid
staal.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.11711852525483445	-0.09674460446321684	1	all_FOC	1375	311	staal	NA	NA	BOW	bound	1375	all	10_10	no	4_4	0.2159640908300927	c3	0
staal.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16309725024630048	0.01123981114886052	1	nav_5000	5000	305	staal	NA	NA	BOW	bound	465	lex	5_5	weight	4_4	0.2358026002536222	c6	0
staal.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.040984999040921136	-0.27282140695038953	1	all_5000	5000	305	staal	NA	NA	BOW	bound	465	lex	5_5	weight	4_4	0.28918056322952285	c2	0
staal.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18696705693674434	0.03126688262749317	1	nav_FOC	354	305	staal	NA	NA	BOW	bound	465	lex	5_5	weight	4_4	0.22222390116937624	c6	0
staal.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18939668531394047	0.026668848111760794	1	all_FOC	465	305	staal	NA	NA	BOW	bound	465	lex	5_5	weight	4_4	0.22426985779011785	c6	0
staal.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.14750834149419262	-0.03878878225630038	1	nav_5000	5000	305	staal	NA	NA	BOW	bound	465	lex	5_5	selection	4_4	0.23352931639413457	c3	0
staal.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.07075232512586085	-0.3496839542603886	1	all_5000	5000	305	staal	NA	NA	BOW	bound	465	lex	5_5	selection	4_4	0.27522798552461836	c2	1
staal.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16579618932431964	-0.001871302174976282	1	nav_FOC	354	305	staal	NA	NA	BOW	bound	465	lex	5_5	selection	4_4	0.21915876360192038	c6	0
staal.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.16738082638232324	-0.0032260364188569867	1	all_FOC	465	305	staal	NA	NA	BOW	bound	465	lex	5_5	selection	4_4	0.21878714092681492	c6	0
staal.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.15835572876166046	-0.05984318129685612	1	nav_5000	5000	309	staal	NA	NA	BOW	bound	655	lex	5_5	no	4_4	0.2233558926481537	c3	0
staal.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.1106647845635888	-0.3734359167622509	1	all_5000	5000	309	staal	NA	NA	BOW	bound	655	lex	5_5	no	4_4	0.26485516035283013	c2	0
staal.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1680417135613321	-0.012247754376389083	1	nav_FOC	501	309	staal	NA	NA	BOW	bound	655	lex	5_5	no	4_4	0.20932273298470427	c3	0
staal.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17111837648941425	-0.014291705419997547	1	all_FOC	655	309	staal	NA	NA	BOW	bound	655	lex	5_5	no	4_4	0.20937618540161618	c3	0
staal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.10620000014064856	0.04242640435955341	1	nav_5000	5000	310	staal	NA	NA	BOW	bound	596	all	5_5	weight	4_4	0.22311448345618	c3	0
staal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.16215327971804736	-0.1480769824266698	1	all_5000	5000	310	staal	NA	NA	BOW	bound	596	all	5_5	weight	4_4	0.2703309451076353	c4	1
staal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1281227822510253	0.03914179914341333	1	nav_FOC	354	310	staal	NA	NA	BOW	bound	596	all	5_5	weight	4_4	0.21972018894619844	c6	0
staal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.11940694622311203	0.025122414638089376	1	all_FOC	596	310	staal	NA	NA	BOW	bound	596	all	5_5	weight	4_4	0.22398427737213492	c3	0
staal.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.01842516042607243	-3.291897819760724e-4	1	nav_5000	5000	310	staal	NA	NA	BOW	bound	596	all	5_5	selection	4_4	0.24329865873049275	c3	0
staal.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.39548413306821917	-0.1523735063315252	1	all_5000	5000	310	staal	NA	NA	BOW	bound	596	all	5_5	selection	4_4	0.2354000831565162	c5	1
staal.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08556947733360906	0.008273468362791584	1	nav_FOC	354	310	staal	NA	NA	BOW	bound	596	all	5_5	selection	4_4	0.2246674229179924	c3	0
staal.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06606964463002789	-0.005671629616143454	1	all_FOC	596	310	staal	NA	NA	BOW	bound	596	all	5_5	selection	4_4	0.22960668065873552	c3	0
staal.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.012866936786501476	-0.039022515870639325	1	nav_5000	5000	311	staal	NA	NA	BOW	bound	865	all	5_5	no	4_4	0.22950294115416334	c3	0
staal.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.3927146460355635	-0.21727111509815983	1	all_5000	5000	311	staal	NA	NA	BOW	bound	865	all	5_5	no	4_4	0.23619881805266077	c5	0
staal.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.09640454413043589	-0.0019369983600877733	1	nav_FOC	501	311	staal	NA	NA	BOW	bound	865	all	5_5	no	4_4	0.20942176432652637	c3	1
staal.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.0747286655060923	-0.022927016771138786	1	all_FOC	865	311	staal	NA	NA	BOW	bound	865	all	5_5	no	4_4	0.22291171943679083	c3	0
staal.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15602791888820408	0.04567688004739147	1	nav_5000	5000	292	staal	NA	NA	BOW	bound	319	lex	3_3	weight	4_4	0.23432784195346415	c6	0
staal.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.0574109420896773	-0.26376915109487037	1	all_5000	5000	292	staal	NA	NA	BOW	bound	319	lex	3_3	weight	4_4	0.28985963931293374	c2	0
staal.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16756883408748147	0.05678619869704012	1	nav_FOC	247	292	staal	NA	NA	BOW	bound	319	lex	3_3	weight	4_4	0.23384617044401956	c6	0
staal.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.17463268613335917	0.05558530384536922	1	all_FOC	319	292	staal	NA	NA	BOW	bound	319	lex	3_3	weight	4_4	0.2356475417019284	c6	0
staal.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12581394230997517	-0.01107747214019165	1	nav_5000	5000	292	staal	NA	NA	BOW	bound	319	lex	3_3	selection	4_4	0.22948265578456958	c6	0
staal.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.09697081210243748	-0.2894767311473101	1	all_5000	5000	292	staal	NA	NA	BOW	bound	319	lex	3_3	selection	4_4	0.2855360600652096	c2	0
staal.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.14599836581154668	0.03316164318254039	1	nav_FOC	247	292	staal	NA	NA	BOW	bound	319	lex	3_3	selection	4_4	0.23176248880151393	c6	1
staal.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.15440145165470828	0.03380297410801504	1	all_FOC	319	292	staal	NA	NA	BOW	bound	319	lex	3_3	selection	4_4	0.22926001065061605	c6	0
staal.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13096266134385876	-0.03443300328589015	1	nav_5000	5000	301	staal	NA	NA	BOW	bound	411	lex	3_3	no	4_4	0.2282253158434447	c6	0
staal.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.09895428449723571	-0.32740630984900293	1	all_5000	5000	301	staal	NA	NA	BOW	bound	411	lex	3_3	no	4_4	0.2799402967457089	c2	0
staal.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.15954291759019243	0.03443493794425954	1	nav_FOC	318	301	staal	NA	NA	BOW	bound	411	lex	3_3	no	4_4	0.22439802656904978	c6	0
staal.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17011991862554313	0.03617287757458652	1	all_FOC	411	301	staal	NA	NA	BOW	bound	411	lex	3_3	no	4_4	0.2193230452851817	c6	0
staal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07683172269001438	0.09748925467032975	1	nav_5000	5000	309	staal	NA	NA	BOW	bound	415	all	3_3	weight	4_4	0.22865342000720618	c6	0
staal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.2109585045909222	-0.09261329310562817	1	all_5000	5000	309	staal	NA	NA	BOW	bound	415	all	3_3	weight	4_4	0.27235101843806314	c4	0
staal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11610371571855803	0.07711404269859466	1	nav_FOC	247	309	staal	NA	NA	BOW	bound	415	all	3_3	weight	4_4	0.23300962683256077	c6	0
staal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.10505844131874971	0.06522189322570249	1	all_FOC	415	309	staal	NA	NA	BOW	bound	415	all	3_3	weight	4_4	0.23263705756248665	c6	0
staal.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.09415600116001716	0.08009713230298814	1	nav_5000	5000	309	staal	NA	NA	BOW	bound	415	all	3_3	selection	4_4	0.2430202828896074	c7	0
staal.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.4114949924111143	-0.016476259264116565	1	all_5000	5000	309	staal	NA	NA	BOW	bound	415	all	3_3	selection	4_4	0.23075211412190214	c5	0
staal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.05947119915454609	0.04959340801721825	1	nav_FOC	247	309	staal	NA	NA	BOW	bound	415	all	3_3	selection	4_4	0.23631628556697915	c6	0
staal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0373660981243972	0.034912226547850415	1	all_FOC	415	309	staal	NA	NA	BOW	bound	415	all	3_3	selection	4_4	0.24120228331505666	c6	0
staal.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.06690892639264188	0.060597968188086326	1	nav_5000	5000	310	staal	NA	NA	BOW	bound	542	all	3_3	no	4_4	0.22521671332610785	c7	0
staal.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.37208449893320916	-0.06494467518727184	1	all_5000	5000	310	staal	NA	NA	BOW	bound	542	all	3_3	no	4_4	0.23445318617745728	c5	0
staal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.06970523648009228	0.04494647534451219	1	nav_FOC	318	310	staal	NA	NA	BOW	bound	542	all	3_3	no	4_4	0.22107475402589125	c3	0
staal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.049422617515481354	0.024280530218350475	1	all_FOC	542	310	staal	NA	NA	BOW	bound	542	all	3_3	no	4_4	0.22867633449063704	c3	0
staal.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2090250775029613	-0.019269681986758744	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	715	lex	10_10	weight	4_4	0.2055439062400184	c1	0
staal.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.0056452288449888996	-0.28435853323142957	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	715	lex	10_10	weight	4_4	0.27744452748287207	c2	0
staal.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.22357102600276496	-0.006668092966824312	1	nav_FOC	553	311	staal	NA	NA	BOW	nobound	715	lex	10_10	weight	4_4	0.19949616015196212	c1	0
staal.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.22299695101419414	-0.010320757451794877	1	all_FOC	715	311	staal	NA	NA	BOW	nobound	715	lex	10_10	weight	4_4	0.20187137093677834	c1	0
staal.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2063123019820371	-0.08024561131203123	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	715	lex	10_10	selection	4_4	0.21968419291577995	c1	0
staal.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.008713198230530189	-0.4500994316532242	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	715	lex	10_10	selection	4_4	0.2623183296006	c2	0
staal.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.22546870117101966	-0.042603052441635175	1	nav_FOC	553	311	staal	NA	NA	BOW	nobound	715	lex	10_10	selection	4_4	0.1981244643914836	c1	0
staal.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2200016777649273	-0.042994629198095456	1	all_FOC	715	311	staal	NA	NA	BOW	nobound	715	lex	10_10	selection	4_4	0.19771589909377565	c1	1
staal.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.22776815112082766	-0.10897792949142937	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	1376	lex	10_10	no	4_4	0.22007376364697842	c1	0
staal.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.05467522390578803	-0.5165650444026306	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	1376	lex	10_10	no	4_4	0.2530145909161245	c2	0
staal.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22360358033882138	-0.06376325595653909	1	nav_FOC	1041	311	staal	NA	NA	BOW	nobound	1376	lex	10_10	no	4_4	0.20164404187836354	c1	0
staal.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.21769738965184363	-0.0653306188288825	1	all_FOC	1376	311	staal	NA	NA	BOW	nobound	1376	lex	10_10	no	4_4	0.2015488946498365	c1	0
staal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.16023110039193253	-0.027992501679990487	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	915	all	10_10	weight	4_4	0.20219416389858003	c1	0
staal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.11996190064714075	-0.23107611385674026	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	915	all	10_10	weight	4_4	0.2665441435498075	c4	0
staal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20547208633744174	-0.0030141337330647695	1	nav_FOC	553	311	staal	NA	NA	BOW	nobound	915	all	10_10	weight	4_4	0.1924414503203595	c1	0
staal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1916884008302213	-0.02542454359559644	1	all_FOC	915	311	staal	NA	NA	BOW	nobound	915	all	10_10	weight	4_4	0.1961566514257874	c1	0
staal.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.1283227731266498	-0.13629409116130392	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	915	all	10_10	selection	4_4	0.23545358714284645	c1	0
staal.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.3496861667319061	-0.38639209911570943	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	915	all	10_10	selection	4_4	0.2417170009368177	c5	0
staal.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16041881896360813	-0.07154550537446078	1	nav_FOC	553	311	staal	NA	NA	BOW	nobound	915	all	10_10	selection	4_4	0.2082318917228953	c1	0
staal.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.13217485357572537	-0.08413306383199409	1	all_FOC	915	311	staal	NA	NA	BOW	nobound	915	all	10_10	selection	4_4	0.21360727895026205	c1	0
staal.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.20467587770427564	-0.15505516600963556	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	1812	all	10_10	no	4_4	0.2248912829724996	c3	0
staal.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.3277851273261117	-0.467124339456023	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	1812	all	10_10	no	4_4	0.23235658687971897	c5	0
staal.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.18813709789440397	-0.0950885937440177	1	nav_FOC	1041	311	staal	NA	NA	BOW	nobound	1812	all	10_10	no	4_4	0.20442214560740005	c1	0
staal.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.16240844141084787	-0.12749704153333608	1	all_FOC	1812	311	staal	NA	NA	BOW	nobound	1812	all	10_10	no	4_4	0.20676115789666233	c1	0
staal.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16727552394637643	0.010176959125691047	1	nav_5000	5000	308	staal	NA	NA	BOW	nobound	514	lex	5_5	weight	4_4	0.23204774770569578	c6	0
staal.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.035926314071644816	-0.27330525392648275	1	all_5000	5000	308	staal	NA	NA	BOW	nobound	514	lex	5_5	weight	4_4	0.29036322034525497	c2	0
staal.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19435546311031807	0.029084944430627535	1	nav_FOC	392	308	staal	NA	NA	BOW	nobound	514	lex	5_5	weight	4_4	0.21904040187189555	c6	0
staal.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.19411690443623741	0.023829918826127703	1	all_FOC	514	308	staal	NA	NA	BOW	nobound	514	lex	5_5	weight	4_4	0.2202723490586411	c6	0
staal.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.15139335650348218	-0.04004329627686345	1	nav_5000	5000	308	staal	NA	NA	BOW	nobound	514	lex	5_5	selection	4_4	0.23279088777470747	c3	0
staal.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.06425735977479394	-0.35935771606930145	1	all_5000	5000	308	staal	NA	NA	BOW	nobound	514	lex	5_5	selection	4_4	0.27773801305243534	c2	0
staal.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.17340276582456773	-0.0044209611602213416	1	nav_FOC	392	308	staal	NA	NA	BOW	nobound	514	lex	5_5	selection	4_4	0.21836434372859367	c6	0
staal.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.17281390015097428	-0.0067862712233047575	1	all_FOC	514	308	staal	NA	NA	BOW	nobound	514	lex	5_5	selection	4_4	0.21720242368300513	c6	0
staal.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1614533748202099	-0.06195875764753114	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	732	lex	5_5	no	4_4	0.22145105629497672	c3	0
staal.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.12942675184882976	-0.39931129733907567	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	732	lex	5_5	no	4_4	0.26787400044552057	c2	0
staal.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.17263239261004149	-0.015905315551118956	1	nav_FOC	562	311	staal	NA	NA	BOW	nobound	732	lex	5_5	no	4_4	0.20612873542000196	c3	0
staal.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1725211373602979	-0.0184797061537407	1	all_FOC	732	311	staal	NA	NA	BOW	nobound	732	lex	5_5	no	4_4	0.20703650796288034	c3	0
staal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.11498843596122213	0.041803364097149895	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	658	all	5_5	weight	4_4	0.22150425854127528	c3	0
staal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.1574389094925456	-0.15648665545724963	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	658	all	5_5	weight	4_4	0.2740611458770604	c4	0
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14080746201938732	0.03620173735226695	1	nav_FOC	392	311	staal	NA	NA	BOW	nobound	658	all	5_5	weight	4_4	0.21691404111950838	c6	0
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.12860302639238994	0.021872108465242287	1	all_FOC	658	311	staal	NA	NA	BOW	nobound	658	all	5_5	weight	4_4	0.2194784720944857	c3	0
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.009156842742329765	-0.014894068837477301	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	658	all	5_5	selection	4_4	0.2408175029764249	c3	0
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.4095040503753413	-0.19092383408519192	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	658	all	5_5	selection	4_4	0.23777036679522975	c5	0
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09402452927827507	0.0011842636821135914	1	nav_FOC	392	311	staal	NA	NA	BOW	nobound	658	all	5_5	selection	4_4	0.22501503677352663	c3	0
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07389340127026453	-0.012265909388092053	1	all_FOC	658	311	staal	NA	NA	BOW	nobound	658	all	5_5	selection	4_4	0.22778140557085927	c3	0
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.027876239626025423	-0.054958366583314114	1	nav_5000	5000	311	staal	NA	NA	BOW	nobound	968	all	5_5	no	4_4	0.23388474153268338	c3	0
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.40318475766403444	-0.2672070688617792	1	all_5000	5000	311	staal	NA	NA	BOW	nobound	968	all	5_5	no	4_4	0.23805293403632075	c5	0
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.10351875110558212	-0.008977444036659617	1	nav_FOC	562	311	staal	NA	NA	BOW	nobound	968	all	5_5	no	4_4	0.21380173940810232	c3	0
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.08044863928373813	-0.03294154648577051	1	all_FOC	968	311	staal	NA	NA	BOW	nobound	968	all	5_5	no	4_4	0.22025486804670333	c3	0
staal.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15996243960649068	0.045118762114917874	1	nav_5000	5000	296	staal	NA	NA	BOW	nobound	337	lex	3_3	weight	4_4	0.23543534115417647	c6	0
