pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
2.9304876	2	3.1444314	1.0	267	!./num
-0.25295284	6			19257	!/name
0.664969	109	0.6842009	45.0	142029	!/punct
-0.0973574	1762	-0.102458596	706.0	4844510	"""/punct"
-2.3628597	2			52896	&/name
-0.067606285	3	0.4268305	2.0	8058	&/punct
4.1687465	1			39	&Company/name
6.412112	1			4	&King/name
7.1052594	1			2	&NOC*/name
3.7947164	1			55	&roll/noun
7.7984066	1			1	&tapenade/name
7.7984066	1			1	&wicked/noun
0.11848038	1232	0.30719534	600.0	2720890	'/punct
3.1107352	1	4.014386	1.0	110	'40-'45/num
2.27828	3	2.0888348	1.0	756	'50/num
3.9763083	1	4.8850884	1.0	46	'59/noun
2.7995067	1	3.7123034	1.0	149	'80/noun
2.3484418	1			234	'85/noun
2.5480986	2	3.461129	2.0	383	'89/noun
2.003109	2	2.9136906	2.0	662	'93/noun
-0.0067419065	1			2518	'99/noun
7.7984066	1			1	'afscheids'_boekje/noun
7.7984066	1	8.71373	1.0	1	'funkytown'_nostalgie/noun
7.7984066	1			1	'kern'_flesje/noun
3.8375936	1	4.7529163	1.0	53	'o/noun
0.95668757	66	0.7684178	22.0	62265	's/adv
-0.11643024	4	-0.6003061	1.0	11206	's/det
1.9286861	1			358	't/adj
-0.36901343	5			17963	't/name
-0.5995732	599	-0.66732603	229.0	2759129	(/punct
7.7984066	1	8.71373	1.0	1	(voetbal)hangijzers/noun
7.7984066	1			1	(vrouwen)vredesgroepen/noun
0.7567107	2	0.97197884	1.0	2313	)/noun
-0.61734796	583	-0.8592876	185.0	2758869	)/punct
-0.46354583	1	0.44272476	1.0	3950	)/tag
0.22567223	1	1.1334126	1.0	2003	***/num
1.7183591	5			2286	*/name
1.1503941	1			842	*/noun
0.06275527	47	-0.6259633	10.0	117193	*/tag
-0.43042755	4			15336	+/prep
4.4662023	1	5.381525	1.0	28	+32/num
-1.6215016	2			24958	,/name
0.031845447	7609	0.06695206	3174.0	18092245	,/punct
7.7984066	1			1	-(Speaker's/name
1.4974374	1			552	--/name
0.45695728	47	0.47991943	20.0	75440	--/punct
-1.9857764	2			36107	-/name
-2.0691946	1			19634	-/num
-0.030544775	413	-0.014680738	170.0	1059446	-/punct
6.6997943	1			3	-1994/num
4.927671	1			18	-32/num
7.7984066	1			1	-57,8gradenC/noun
2.5911088	1	3.500834	1.0	184	-70/num
7.7984066	1			1	-Appels/name
1.5930412	3			1530	-De/name
