pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
0.19544967	4	-0.28441414	1.0	19257	!/name
0.2932247	32	-0.47357088	6.0	142029	!/punct
-0.33587855	591	-0.43430454	215.0	4844510	"""/punct"
-1.103527	3			52896	&/name
-0.31235096	1			8058	&/punct
0.12125507	526	0.09527309	206.0	2720890	'/punct
6.087325	1	7.0059114	1.0	13	'68'ers/noun
2.3048851	1			574	'68/noun
1.9315416	2			1666	'80/num
1.4094764	1			1406	'90/num
-0.07651443	10	0.14394449	5.0	62265	's/adv
-0.02597142	3			17963	't/name
-0.53516513	272	-0.6287963	101.0	2759129	(/punct
-0.49331287	281	-0.6686353	95.0	2758869	)/punct
0.3903218	1	1.299856	1.0	3950	)/tag
0.15751775	22	-0.12550694	7.0	117193	*/tag
8.652274	1			1	*Electric/noun
4.100505	2			199	*Meer/noun
-1.4607811	1			24958	,/name
0.25312093	4042	0.37994263	1842.0	18092245	,/punct
-0.054416038	12	0.28722858	7.0	75440	--/punct
0.025621932	186	0.19528845	89.0	1059446	-/punct
2.5137916	1	3.4234614	1.0	474	-De/noun
7.042836	1			5	-elk/noun
8.652274	1			1	-etser/noun
5.5818987	1			22	-producten/noun
8.652274	1			1	-rijst/name
7.553662	1	8.472249	1.0	3	-rood/noun
1.3616405	1			1519	-ruiten/noun
7.042836	1	7.961423	1.0	5	-sjaaltjes/noun
3.1226468	1	4.0295973	1.0	256	-vrouwen/noun
0.65194154	2			6065	..../punct
0.22174874	22	-0.86275846	3.0	103573	.../punct
0.78856534	2	1.0034262	1.0	5416	../punct
-0.016977621	4736	-0.055640396	1827.0	28225482	./punct
7.959127	1			2	.Sissi/noun
-0.04720712	2			13088	//name
0.05253499	8	0.25071645	4.0	45910	//punct
3.9747834	1	4.881809	1.0	109	0,33/num
0.8748169	1			2426	0,4/num
4.3625	1			74	0,68/num
3.76343	1			136	0,99/num
3.0846934	1			273	00.00/num
7.959127	1	8.877714	1.0	2	0039-199139139/name
8.652274	1			1	010-4419471/475/num
8.652274	1			1	015-61.18.99/num
7.622655	1			3	02-345.24.04/num
5.27128	1			32	03/233/num
6.8605146	1			6	038-4218500/num
6.3853164	1			10	04/02/num
8.652274	1	9.570861	1.0	1	053/80.54.68/num
7.7359834	1			3	053/80.62.08/num
6.9030743	1			7	056-60.79.05/num
-0.61732507	1			10787	1,5/num
0.27006498	1			4438	1,7/num
3.6218364	1			156	1,99/num
-1.6962628	1			31566	1-0/num
-0.697193	1			11709	1-1/noun
5.0494976	1			37	1.0/num
1.7759581	1	2.679235	1.0	989	1.250/num
6.0167947	1			14	1.329/num
-0.17287408	1			6921	1.500/num
6.4775224	1	7.3736362	1.0	9	1.692/num
6.0422044	1			14	1.896/num
-2.2549086	1			56531	1/name
-1.3707407	3	-0.8737529	2.0	69141	1/noun
-0.92824936	8			118827	1/num
3.3403006	1			204	10-14/num
-1.2981637	1			21393	10/noun
-1.3658569	4	-1.8441582	1.0	91258	10/num
-0.6237134	1			10904	100.000/num
2.5786538	1	3.4866462	1.0	440	100/adj
-0.6216381	4	-0.40769646	2.0	43355	100/num
-0.3594383	1			8407	1000/num
3.713314	2	3.931617	1.0	282	106/name
-1.1492968	2			36830	11/noun
-0.55770475	4	-1.0356097	1.0	40771	11/num
1.0489748	3			6110	110/num
5.523323	1	6.4353666	1.0	23	12,77/num
5.1881022	1	6.105125	1.0	32	12-16u/noun
0.5491128	1			3362	12.000/num
-0.031619076	1			5996	12/name
-0.46697822	2			18653	12/noun
-0.6806995	5			57411	12/num
1.343698	1	2.2530677	1.0	1516	123/num
2.851214	1			338	13-18u./noun
3.0962188	1	3.9958591	1.0	271	13-jarig/adj
1.4959806	1	2.4017034	1.0	1328	13-jarige/adj
1.9761044	2	2.8827398	2.0	1623	13.000/num
0.11838624	4	-0.3632104	1.0	20739	13/noun
-0.31965786	5			40176	13/num
0.7882002	1	1.6980247	1.0	2636	135/num
6.706364	1			7	1379/noun
7.959127	1			2	1399-1482/num
1.1855892	1			1791	13de/num
3.4479928	1			189	14-17/num
1.3418244	1			1526	14.000/num
-1.4505947	1	-0.5451793	1.0	24865	14/noun
-1.4196303	2			48120	14/num
-0.09699841	1	0.8112118	1.0	6410	140/num
1.3695475	1			1482	144/num
5.819061	1			17	1493/noun
1.1465346	1	2.05334	1.0	1856	14de/num
1.0795655	1			2009	15-jarige/adj
0.29213265	1	1.1979712	1.0	4367	15.00/num
-0.041867714	1			6093	15.000/num
-1.0549892	4	-0.839576	2.0	66844	15/num
-0.65022814	2			22300	150/num
0.6287301	2	0.84336627	1.0	6208	1500/num
5.5612316	1	6.4798183	1.0	22	151ste/num
4.678216	1	5.5888457	1.0	54	1543/noun
4.722411	1			51	1595/noun
1.4039124	2	2.3084953	2.0	2896	16-jarige/adj
-0.5482695	4			40303	16/num
4.830176	1	5.7422194	1.0	46	1646/noun
6.013217	1			14	1647/num
3.3716118	1			199	1650/noun
4.933836	1			42	1651/noun
4.6772766	1	5.5888457	1.0	54	1661/noun
7.352991	3			11	1695-1754/num
5.3182855	1			29	16de-eeuws/adj
0.8637726	1	1.7710052	1.0	2459	16de/num
-0.30833468	3	-0.5031866	1.0	23878	17/noun
-1.1851189	2	-0.97000676	1.0	38139	17/num
4.5147104	1			63	1730/noun
0.8299698	1	1.7369635	1.0	2537	175/num
2.90831	1			320	1750/num
8.652274	1			1	1752-1815/num
8.652274	1			1	1770-1829/num
2.130255	1			691	17de-eeuwse/adj
7.042836	1			5	18.153/num
-1.3576443	2			45254	18/num
-0.12021207	1			6553	180/num
4.0351753	1	4.94344	1.0	103	1821/noun
3.4654472	1	4.3813825	1.0	180	1847/noun
8.652274	1			1	1848-1888/num
2.2874374	1			587	1880/noun
2.6645668	1			402	1886/noun
3.1761246	2			483	1889/noun
2.7462995	2	2.9643795	1.0	743	1890/noun
2.752925	1	3.6661804	1.0	368	1894/noun
7.959127	1			2	1895-1978/num
3.2046752	1			240	19,90/num
0.66063124	1			3042	19.00/num
7.959127	1	8.877714	1.0	2	19.03-19.32u./noun
4.496521	1	5.3983984	1.0	68	19.03/num
0.561198	1			3340	19.30/num
8.652274	1			1	19.32-20.02u./noun
6.349689	1			10	19.32/noun
6.5270233	6	6.7230487	3.0	54	19.32/num
-1.3791842	1			23205	19/noun
1.3169663	1	2.229377	1.0	1547	1914/noun
1.48767	1			1306	1917/noun
1.2709593	1			1617	1920/noun
1.5925708	1			1178	1924/noun
1.4358218	1			1377	1927/noun
5.7131124	1			19	1932/name
1.7504114	2			2008	1933/noun
1.0474296	1			2030	1936/noun
1.824618	2			1863	1937/noun
4.597884	1	5.489095	1.0	60	1940-1945/name
0.5453377	1			3349	1940/noun
0.96898574	1			2192	1942/noun
0.17409223	1			4856	1945/noun
1.5569197	2	1.7750086	1.0	2444	1946/noun
0.57313657	1			3260	1950/noun
1.6116503	2			2312	1951/noun
2.8864565	1			324	1952/num
7.553662	1			3	1954-1986/num
2.765476	1			366	1954/num
0.9190506	1			2309	1955/noun
2.819366	1			346	1957/num
0.6132782	1			3143	1958/noun
1.2081718	2	2.1194015	2.0	3456	1963/noun
0.50218165	1			3496	1964/noun
0.44691926	1			3701	1965/noun
0.8803535	2			4799	1967/noun
2.3086574	1			576	1967/num
0.38112232	1			3951	1969/noun
0.067058034	1			5409	1970/noun
0.15638645	1	1.0679948	1.0	4944	1972/noun
1.0997484	3	0.9122549	1.0	5784	1975/noun
2.1834116	1			652	1976/num
0.8112532	2			5222	1977/noun
0.7899118	2	1.0095073	1.0	5248	1978/noun
0.07463532	1			5361	1981/noun
2.2263525	1			623	1981/num
-0.13428934	1	0.7774195	1.0	6625	1984/noun
1.9353164	1			836	1984/num
2.0368116	1			766	199/num
-0.9456862	1	-0.033167172	1.0	14872	1991/noun
-0.35838878	2	-0.13882951	1.0	16536	1992/noun
-0.70927316	2			23494	1994/noun
-0.8426847	2			26842	1995/noun
1.5769304	1			1193	1996/name
-0.54105216	3			29771	1996/noun
0.83483005	1			2511	1996/num
-0.4531485	4	-0.92710614	1.0	36388	1997/noun
-1.489075	2			51305	1998/noun
0.478727	1			3597	1998/num
-0.6611821	5	-0.6672378	2.0	56174	1999/noun
0.34242514	1			4135	1999/num
2.7973456	1			354	19e/num
-1.4218143	1			24044	2-0/num
0.7980871	1	1.7103865	1.0	2601	2-6/num
7.385327	1	8.283007	1.0	4	2-Berchem/name
2.580844	1			442	2.0/num
2.4211042	1			516	2.100/num
0.25659359	1			4511	2.500/num
8.652274	1			1	2.5_pilsje/noun
-1.4186866	2			49039	2/name
-1.2864332	1			21190	2/noun
-0.76005226	9	-0.9493629	3.0	111933	2/num
2.2244115	1			629	20%/num
6.750167	2	6.8967123	1.0	15	20.00-20.30/noun
0.9413914	4			9136	20.00/num
6.674727	2	7.515136	2.0	16	20.02/name
5.5095596	3			74	20.02/num
3.1049507	1			268	20.20/num
5.5387588	1			23	20.30-20.55u./noun
-0.58408463	1			10670	20.30/num
7.553662	1			3	20/9/noun
-1.2191058	4	-1.00429	2.0	78788	20/num
-1.600004	1			28826	200/num
0.746077	5	0.03814721	1.0	13959	2000/name
-1.68718	2	-1.4715308	1.0	62906	2000/noun
0.19719411	3	0.0016492415	1.0	14445	2000/num
-1.5553191	2	-1.3411068	1.0	55236	2001/noun
0.4952765	1			3628	2002/name
-2.183139	1			51756	2002/noun
0.44839555	1	1.3469319	1.0	3771	2003/num
-1.5049248	1			26354	2004/noun
0.72742414	1			2851	2004/num
2.2958195	1	3.2046053	1.0	586	2050/noun
6.013217	1			14	20_graad/noun
0.65110356	1			3073	21.00/num
6.7652044	1			7	21.15-21.50/noun
7.26598	1			4	21.178/num
2.3177521	1			578	21.50/num
-1.2668478	1			20754	21/noun
0.09979532	7	0.44793198	4.0	36979	21/num
3.9034367	1			117	214/name
5.1497245	1	6.0593157	1.0	34	22.20-22.50u./noun
7.3995113	1			4	22.20-23.05$^uur/noun
3.9073422	1	4.8259287	1.0	116	22.30-22.57u./noun
6.7804723	2	7.6990585	2.0	13	22.30-23.03u./noun
6.7804723	1	7.6990585	1.0	7	22.30-23.10u./noun
6.254379	1			11	22.50-0.35u./noun
7.126218	1			5	22/8/name
-0.4491214	2	-0.23865932	1.0	18321	22/noun
6.300899	1			11	23-10/num
-0.96893984	1			15400	23/noun
-1.7436982	1			33360	23/num
3.4474437	1	4.3491545	1.0	188	24,50/num
4.816053	1			47	24,99/num
-1.9546461	1	-1.0464064	1.0	41130	24/num
2.1851969	1			651	242/num
2.615478	1	3.5211275	1.0	426	249/num
5.2477493	3	6.162743	3.0	91	25-6/noun
