pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
-1.2353902	2	-0.33083737	2.0	142029	!/punct
-0.645407	125	-0.5562636	55.0	4844510	"""/punct"
-0.24611199	105	-0.38033938	37.0	2720890	'/punct
0.25116864	4	0.46899953	2.0	62265	's/adv
0.59511685	1			11206	's/det
-0.94574964	52	-1.5176643	12.0	2759129	(/punct
-0.86234206	56	-1.4162171	13.0	2758869	)/punct
-0.080112986	5	-0.13692412	2.0	117193	*/tag
-0.21572642	729	-0.19020854	301.0	18092245	,/punct
-0.6022017	2	-0.41733578	1.0	75440	--/punct
-0.31856477	38	-0.56709546	12.0	1059446	-/punct
4.902759	1			149	-90/num
6.5169554	1			30	-ismen/noun
-0.23902555	4	-0.026877781	2.0	103573	.../punct
0.10617974	1544	0.31776163	767.0	28225482	./punct
0.5036195	1	1.3710324	1.0	13088	//name
0.31567955	3	1.2043802	3.0	45910	//punct
1.7722901	1			3424	0,5/num
1.5224289	1	2.428545	1.0	4405	0-0/num
7.1330786	1			17	00.10/name
1.2530832	1			5767	1,3/num
-0.452289	1			31566	1-0/num
0.54623276	1			11643	1-1/num
-0.84901243	1			46650	1./num
8.797636	1			3	1.08.17/num
-0.31778747	2			56531	1/name
-1.2253792	1			69141	1/noun
-1.763717	1			118827	1/num
0.38569573	1	1.2951908	1.0	13608	10./num
-0.8150303	2			91258	10/num
0.6202604	1			10904	100.000/num
-0.070811495	2			43355	100/num
4.3834243	1			250	11-7/noun
0.9792458	1	1.8939246	1.0	7470	11./num
0.094677	2	0.3044134	1.0	36830	11/noun
1.1943362	1			6110	110/num
0.0838484	1			18653	12/noun
-1.0461637	1			57411	12/num
2.7399545	1			1328	13-jarige/adj
1.3420867	1			5263	13/name
-0.20662092	1			24865	14/noun
-0.8688036	1			48120	14/num
5.687088	1			72	15.05/noun
-0.09869753	3	-0.29137743	1.0	66844	15/num
4.8654833	1			171	16.02/num
-0.6905901	1			40303	16/num
2.7781508	1			1259	1600/num
1.6812552	1	2.5835292	1.0	3798	17-jarige/adj
0.2917946	3	0.09874771	1.0	45254	18/num
3.3612247	1	4.266139	1.0	700	186/num
6.6575694	1			26	1881-1973/noun
0.5579368	2			23205	19/noun
2.301238	1	3.2103047	1.0	2008	1933/noun
1.8171103	1	2.7261426	1.0	3260	1950/noun
1.9292105	1			2919	1956/noun
1.6843716	1			3726	1966/noun
1.2451098	1			5784	1975/noun
6.7098956	1			25	1992-'95/num
0.885585	2			16536	1992/noun
9.896248	1			1	19921997/num
-0.15844652	1			23494	1994/noun
-0.59546906	1			36388	1997/noun
-0.93824834	1	-0.028995462	1.0	51305	1998/noun
-0.333499	2	-0.11903918	1.0	56174	1999/noun
1.5790925	1			4147	19de/num
2.78388	1			1245	2-4/num
3.2493382	1			783	2.200/num
-0.86785996	1			49039	2/name
-1.7133031	1			111933	2/num
0.8317778	1			8823	20.30/noun
0.24801157	5	0.6425209	3.0	78788	20/num
-0.35603014	1			28826	200/num
-1.1363535	1	-0.23018502	1.0	62906	2000/noun
-0.31134528	2			55236	2001/noun
0.15944697	3	0.6582158	2.0	51756	2002/noun
-0.260951	1			26354	2004/noun
0.24428429	1	1.1463023	1.0	15874	2005/noun
2.7459388	1			1298	2020/noun
3.879969	1			417	206/name
3.2666867	1			772	208/num
5.0967455	1	5.9719644	1.0	132	21.10/name
0.10170525	1	1.0026865	1.0	18321	22/noun
0.4629762	3			38168	22/num
1.8662454	1			3114	220/num
9.896248	1	10.812206	1.0	1	23-24_achterstand/noun
0.27503395	1			15400	23/noun
-0.49972442	1			33360	23/num
1.4809659	1			4636	24-jarige/adj
-0.7106723	1	0.1949394	1.0	41130	24/num
1.4141641	1	2.3174124	1.0	4941	25-jarige/adj
-0.15823159	3	0.34117416	2.0	71011	25/num
0.13693696	1			17628	250/num
1.9582486	1			2853	2500/num
1.5798256	1			4198	26-jarige/adj
1.5665298	1			4262	27-jarige/adj
0.41785583	1			13389	27/noun
-0.2771387	1			26724	27/num
1.5679661	1			4252	28-jarige/adj
-0.29218906	1			27077	28/num
-0.028115036	1			20852	29/num
9.426245	1			2	2919/num
8.797636	1			3	3-4-1-2/noun
5.458905	1			90	3-jarig/adj
7.188198	1			15	3.330/num
-0.87352556	2	-0.65915823	1.0	96814	3/num
-1.0510849	1			57761	30/num
0.79354864	2			18263	300/num
-0.049422123	1			21246	32/num
7.7799926	1			9	33x11/noun
-0.49373755	1			33039	35/num
2.1123993	1			2494	38-jarige/adj
0.264461	1	1.1685753	1.0	15538	38/num
4.953178	1			148	39,95/num
3.3238256	1			728	3D/noun
3.7417085	1	4.6546984	1.0	473	3SA/noun
9.896248	1	10.812206	1.0	1	3d-actieavontuur/noun
9.896248	1			1	4.04,890/num
-0.012642332	1			20560	4/noun
-0.7256669	2			83383	4/num
2.3312838	1			1995	40-jarige/adj
-0.013083594	2	0.892569	2.0	40859	40/num
3.1079805	2			1848	42-jarige/adj
0.3179126	1			14677	42/num
0.69783354	1			10068	49/num
3.2057476	2			1631	5-1/num
3.9554849	2	4.86189	2.0	772	5-4/noun
-1.3778445	1			80145	5/num
2.754528	1	3.6547632	1.0	1299	52-jarige/adj
8.797636	1			3	52.19-14/noun
0.541578	1			11745	52/num
9.203101	1			2	53.14-9/noun
3.915339	1			406	53ste/num
7.816807	1			8	55-46/noun
0.7522933	1	1.6570356	1.0	9524	57/num
1.5478287	1			4278	6-1/noun
1.616906	1			4021	6-3/noun
0.17715526	1			16672	6./num
0.026216507	1	0.92832893	1.0	19732	6/noun
0.86367166	1			8495	63/num
6.3183002	1			36	69,5/num
2.1800992	1			2286	7-5/noun
4.8009653	1	5.7153935	1.0	164	7./tag
-0.9924068	1	-0.08499781	1.0	54496	7/num
1.0625958	1			7005	700/num
1.0572106	1	1.9629617	1.0	6998	74/num
