_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	soc_vector	pam_cluster	is_medoid
spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.057077819605903433	-0.009848054719788474	1	5000	5000	358	spoor	NA	NA	bound	597	all	10_10	weight	nav	4_4	0.18713929250639647	BOW	nav_5000	c4	0
spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.02081840595092293	-0.09123643328572303	1	5000	5000	358	spoor	NA	NA	bound	597	all	10_10	weight	all	4_4	0.20161395876480293	BOW	all_5000	c4	0
spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.015879419321948123	-0.00502891668753839	1	FOC	311	358	spoor	NA	NA	bound	597	all	10_10	weight	nav	4_4	0.174566709815785	BOW	nav_FOC	c4	0
spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.012220407455493163	-8.475449134262252e-4	1	FOC	597	358	spoor	NA	NA	bound	597	all	10_10	weight	all	4_4	0.18159674540812942	BOW	all_FOC	c4	0
spoor.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10384362772648983	0.10162557050451923	1	5000	5000	358	spoor	NA	NA	bound	597	all	10_10	selection	nav	4_4	0.2144465663179039	BOW	nav_5000	c5	0
spoor.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.12152867043887697	0.18068301133158246	1	5000	5000	358	spoor	NA	NA	bound	597	all	10_10	selection	all	4_4	0.2112114080907916	BOW	all_5000	c6	0
spoor.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.029453995242314724	0.0585165359861825	1	FOC	311	358	spoor	NA	NA	bound	597	all	10_10	selection	nav	4_4	0.20751700798805034	BOW	nav_FOC	c5	0
spoor.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.028946774448155313	0.06389833356603349	1	FOC	597	358	spoor	NA	NA	bound	597	all	10_10	selection	all	4_4	0.20944063645282254	BOW	all_FOC	c5	0
spoor.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.015176198248265391	0.20006538020039358	1	5000	5000	358	spoor	NA	NA	bound	1362	all	10_10	no	nav	4_4	0.21563345960331162	BOW	nav_5000	c5	0
spoor.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.029202345937263022	0.38159691621457936	1	5000	5000	358	spoor	NA	NA	bound	1362	all	10_10	no	all	4_4	0.20073170319313463	BOW	all_5000	c5	0
spoor.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.04750359124720783	0.17119286283756785	1	FOC	732	358	spoor	NA	NA	bound	1362	all	10_10	no	nav	4_4	0.21133944803760324	BOW	nav_FOC	c5	0
spoor.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.07299521438078094	0.21639021355056737	1	FOC	1362	358	spoor	NA	NA	bound	1362	all	10_10	no	all	4_4	0.1972256915228168	BOW	all_FOC	c5	0
spoor.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16686421007536587	-0.059173757504645284	1	5000	5000	331	spoor	NA	NA	bound	326	lex	5_5	weight	nav	4_4	0.22677716019789226	BOW	nav_5000	c1	0
spoor.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3159848031861721	-0.06681837232485811	1	5000	5000	331	spoor	NA	NA	bound	326	lex	5_5	weight	all	4_4	0.23541760867208503	BOW	all_5000	c2	0
spoor.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14108006035720372	-0.0420283254474877	1	FOC	233	331	spoor	NA	NA	bound	326	lex	5_5	weight	nav	4_4	0.21453917071610487	BOW	nav_FOC	c1	0
spoor.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.15283874839817158	-0.04200989790968885	1	FOC	326	331	spoor	NA	NA	bound	326	lex	5_5	weight	all	4_4	0.21026061919132127	BOW	all_FOC	c1	0
spoor.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.18712369666306294	-0.04875768467923125	1	5000	5000	331	spoor	NA	NA	bound	326	lex	5_5	selection	nav	4_4	0.2541427335440795	BOW	nav_5000	c1	0
spoor.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2901431667279728	-0.04678264037138252	1	5000	5000	331	spoor	NA	NA	bound	326	lex	5_5	selection	all	4_4	0.23602148978542548	BOW	all_5000	c2	1
spoor.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.15356537729168004	-0.020290287935409483	1	FOC	233	331	spoor	NA	NA	bound	326	lex	5_5	selection	nav	4_4	0.23888169175843707	BOW	nav_FOC	c1	0
spoor.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.16534439722250255	-0.017636148308963238	1	FOC	326	331	spoor	NA	NA	bound	326	lex	5_5	selection	all	4_4	0.23346691520180157	BOW	all_FOC	c1	0
spoor.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2096412220480825	0.02244669880958664	1	5000	5000	350	spoor	NA	NA	bound	593	lex	5_5	no	nav	4_4	0.23827232071536286	BOW	nav_5000	c1	0
spoor.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3859920470948392	-4.172474813142768e-4	1	5000	5000	350	spoor	NA	NA	bound	593	lex	5_5	no	all	4_4	0.2170704185433371	BOW	all_5000	c2	0
spoor.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.211875286143421	0.027875953976889432	1	FOC	450	350	spoor	NA	NA	bound	593	lex	5_5	no	nav	4_4	0.23065635970040668	BOW	nav_FOC	c1	0
spoor.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2288252769078383	0.03913170291732588	1	FOC	593	350	spoor	NA	NA	bound	593	lex	5_5	no	all	4_4	0.22474549346874018	BOW	all_FOC	c1	0
spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.08960039460094593	-0.0320642625118685	1	5000	5000	358	spoor	NA	NA	bound	463	all	5_5	weight	nav	4_4	0.18196420047034967	BOW	nav_5000	c4	0
spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.06465436051210038	-0.11603004780320794	1	5000	5000	358	spoor	NA	NA	bound	463	all	5_5	weight	all	4_4	0.20530895775758354	BOW	all_5000	c4	0
spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.03648649969087226	-0.03083151071776089	1	FOC	233	358	spoor	NA	NA	bound	463	all	5_5	weight	nav	4_4	0.18716795769778327	BOW	nav_FOC	c4	0
spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.04024916407969548	-0.024069461085925076	1	FOC	463	358	spoor	NA	NA	bound	463	all	5_5	weight	all	4_4	0.19451136962890303	BOW	all_FOC	c4	1
spoor.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.14766546409418171	0.06227685749773832	1	5000	5000	358	spoor	NA	NA	bound	463	all	5_5	selection	nav	4_4	0.19131124653433582	BOW	nav_5000	c5	0
spoor.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.17478975264409563	0.13175859081159627	1	5000	5000	358	spoor	NA	NA	bound	463	all	5_5	selection	all	4_4	0.1974866259046332	BOW	all_5000	c6	0
spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.05159255585776301	0.019133562814365585	1	FOC	233	358	spoor	NA	NA	bound	463	all	5_5	selection	nav	4_4	0.1981545522872616	BOW	nav_FOC	c5	0
spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.05607294758853077	0.028039513422566775	1	FOC	463	358	spoor	NA	NA	bound	463	all	5_5	selection	all	4_4	0.21224528002196894	BOW	all_FOC	c5	0
spoor.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.10372359378277476	0.08773067888400653	1	5000	5000	358	spoor	NA	NA	bound	843	all	5_5	no	nav	4_4	0.21238512648161853	BOW	nav_5000	c5	0
spoor.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.10602063161830168	-0.2068434346395018	1	5000	5000	358	spoor	NA	NA	bound	843	all	5_5	no	all	4_4	0.2405702207485789	BOW	all_5000	c5	0
spoor.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.024062051753544485	0.053748538083326546	1	FOC	450	358	spoor	NA	NA	bound	843	all	5_5	no	nav	4_4	0.22602883874274676	BOW	nav_FOC	c5	1
spoor.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.0176817363897713	0.08197180308407387	1	FOC	843	358	spoor	NA	NA	bound	843	all	5_5	no	all	4_4	0.20893519585856762	BOW	all_FOC	c5	0
spoor.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.182189995948248	-0.2176480599122593	1	5000	5000	301	spoor	NA	NA	bound	221	lex	3_3	weight	nav	4_4	0.2235941047134449	BOW	nav_5000	c7	0
spoor.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2798047360834448	-0.29779169823453977	1	5000	5000	301	spoor	NA	NA	bound	221	lex	3_3	weight	all	4_4	0.2319646378600664	BOW	all_5000	c2	0
spoor.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1559413897479786	-0.15389672883554167	1	FOC	168	301	spoor	NA	NA	bound	221	lex	3_3	weight	nav	4_4	0.23924920149115117	BOW	nav_FOC	c7	0
spoor.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.17532708004345893	-0.1669582623925542	1	FOC	221	301	spoor	NA	NA	bound	221	lex	3_3	weight	all	4_4	0.22676189916602282	BOW	all_FOC	c7	0
spoor.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.190659170130011	-0.20570576371630855	1	5000	5000	301	spoor	NA	NA	bound	221	lex	3_3	selection	nav	4_4	0.24025792357232245	BOW	nav_5000	c7	0
spoor.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2669759824339529	-0.24526534479931317	1	5000	5000	301	spoor	NA	NA	bound	221	lex	3_3	selection	all	4_4	0.2665204044405506	BOW	all_5000	c2	0
spoor.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1605881073003355	-0.1454655582598322	1	FOC	168	301	spoor	NA	NA	bound	221	lex	3_3	selection	nav	4_4	0.25260604409061316	BOW	nav_FOC	c7	0
spoor.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.182114544662943	-0.16299315200674697	1	FOC	221	301	spoor	NA	NA	bound	221	lex	3_3	selection	all	4_4	0.23752393624688403	BOW	all_FOC	c7	1
spoor.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.24209799198152868	-0.19063200276494105	1	5000	5000	334	spoor	NA	NA	bound	358	lex	3_3	no	nav	4_4	0.24115120023786984	BOW	nav_5000	c7	0
spoor.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.341685322717454	-0.2623021250706163	1	5000	5000	334	spoor	NA	NA	bound	358	lex	3_3	no	all	4_4	0.23845543161043722	BOW	all_5000	c2	0
spoor.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22219601138898595	-0.1577069284888477	1	FOC	278	334	spoor	NA	NA	bound	358	lex	3_3	no	nav	4_4	0.2356283297786939	BOW	nav_FOC	c7	0
spoor.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.25893150793679115	-0.18257015119728998	1	FOC	358	334	spoor	NA	NA	bound	358	lex	3_3	no	all	4_4	0.224633822210755	BOW	all_FOC	c7	0
spoor.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.14284862955793548	-0.07371858343084536	1	5000	5000	356	spoor	NA	NA	bound	328	all	3_3	weight	nav	4_4	0.1791230724408967	BOW	nav_5000	c8	0
spoor.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.14321647723457953	-0.1548265592931812	1	5000	5000	356	spoor	NA	NA	bound	328	all	3_3	weight	all	4_4	0.19711598829201754	BOW	all_5000	c6	0
spoor.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.09703274213062477	-0.07639505125458745	1	FOC	168	356	spoor	NA	NA	bound	328	all	3_3	weight	nav	4_4	0.17797578456751112	BOW	nav_FOC	c4	0
spoor.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.10213819413452223	-0.06923649275279872	1	FOC	328	356	spoor	NA	NA	bound	328	all	3_3	weight	all	4_4	0.2001935147409372	BOW	all_FOC	c4	0
spoor.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.18860328831144793	0.017150462239383244	1	5000	5000	356	spoor	NA	NA	bound	328	all	3_3	selection	nav	4_4	0.16716679785781857	BOW	nav_5000	c8	0
spoor.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2347762010696649	0.07524293188968818	1	5000	5000	356	spoor	NA	NA	bound	328	all	3_3	selection	all	4_4	0.20984833174446832	BOW	all_5000	c6	0
spoor.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.1143023391843372	-0.02035861762732248	1	FOC	168	356	spoor	NA	NA	bound	328	all	3_3	selection	nav	4_4	0.17056898174549423	BOW	nav_FOC	c8	0
spoor.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.11782105863304264	-0.013216847761067099	1	FOC	328	356	spoor	NA	NA	bound	328	all	3_3	selection	all	4_4	0.19425431334813692	BOW	all_FOC	c8	0
spoor.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.17148963467394168	0.028784230580490528	1	5000	5000	358	spoor	NA	NA	bound	536	all	3_3	no	nav	4_4	0.18004401797938868	BOW	nav_5000	c8	0
spoor.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.2184309403679416	0.10395385027680591	1	5000	5000	358	spoor	NA	NA	bound	536	all	3_3	no	all	4_4	0.21507972603097744	BOW	all_5000	c6	0
spoor.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.10002007764402635	-5.953786468485222e-4	1	FOC	278	358	spoor	NA	NA	bound	536	all	3_3	no	nav	4_4	0.19050730595357052	BOW	nav_FOC	c8	0
spoor.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.10480495879217795	0.011418303913607595	1	FOC	536	358	spoor	NA	NA	bound	536	all	3_3	no	all	4_4	0.19606361224105529	BOW	all_FOC	c5	0
spoor.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16016773237150145	0.027544019829537338	1	5000	5000	353	spoor	NA	NA	nobound	559	lex	10_10	weight	nav	4_4	0.21770799768786062	BOW	nav_5000	c1	0
spoor.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3032024097960601	0.013848637491973978	1	5000	5000	353	spoor	NA	NA	nobound	559	lex	10_10	weight	all	4_4	0.22537029636634529	BOW	all_5000	c2	0
spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1479395573301695	0.054170275045380106	1	FOC	387	353	spoor	NA	NA	nobound	559	lex	10_10	weight	nav	4_4	0.23830778880062356	BOW	nav_FOC	c1	0
spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1587696282754683	0.051869599027942	1	FOC	559	353	spoor	NA	NA	nobound	559	lex	10_10	weight	all	4_4	0.23597900932975502	BOW	all_FOC	c1	0
spoor.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.22920778519683138	0.10200935925668339	1	5000	5000	353	spoor	NA	NA	nobound	559	lex	10_10	selection	nav	4_4	0.24426055805665772	BOW	nav_5000	c1	0
spoor.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3246581437203533	0.07616777952113438	1	5000	5000	353	spoor	NA	NA	nobound	559	lex	10_10	selection	all	4_4	0.2206214421691448	BOW	all_5000	c2	0
spoor.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20433225745861655	0.10984147996492663	1	FOC	387	353	spoor	NA	NA	nobound	559	lex	10_10	selection	nav	4_4	0.22942919256454317	BOW	nav_FOC	c1	0
spoor.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2219474328113378	0.11201934621863241	1	FOC	559	353	spoor	NA	NA	nobound	559	lex	10_10	selection	all	4_4	0.21491471781471894	BOW	all_FOC	c1	0
spoor.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.3275117248720171	0.22335322260478765	1	5000	5000	358	spoor	NA	NA	nobound	1431	lex	10_10	no	nav	4_4	0.22275597513730402	BOW	nav_5000	c3	0
spoor.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.5172456788900152	0.27899619711405405	1	5000	5000	358	spoor	NA	NA	nobound	1431	lex	10_10	no	all	4_4	0.219501572744649	BOW	all_5000	c3	0
spoor.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.3243429907001183	0.22914713819207236	1	FOC	1039	358	spoor	NA	NA	nobound	1431	lex	10_10	no	nav	4_4	0.1944617802663218	BOW	nav_FOC	c3	1
spoor.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.3484750822829528	0.23426631664984293	1	FOC	1431	358	spoor	NA	NA	nobound	1431	lex	10_10	no	all	4_4	0.18604858403422214	BOW	all_FOC	c3	0
spoor.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.02682392462316052	0.005082518263213803	1	5000	5000	358	spoor	NA	NA	nobound	775	all	10_10	weight	nav	4_4	0.17929817455809655	BOW	nav_5000	c4	0
spoor.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.009841375984854472	0.13557025365730332	1	5000	5000	358	spoor	NA	NA	nobound	775	all	10_10	weight	all	4_4	0.1884072056298882	BOW	all_5000	c4	0
spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.018696669499987037	0.02071263047488049	1	FOC	387	358	spoor	NA	NA	nobound	775	all	10_10	weight	nav	4_4	0.17500957598747774	BOW	nav_FOC	c4	0
spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.024240257720045098	0.022620226622989223	1	FOC	775	358	spoor	NA	NA	nobound	775	all	10_10	weight	all	4_4	0.1844328351758241	BOW	all_FOC	c4	0
spoor.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.05779497200344728	0.14596517861799696	1	5000	5000	358	spoor	NA	NA	nobound	775	all	10_10	selection	nav	4_4	0.23510287630042212	BOW	nav_5000	c5	0
spoor.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.10184177415818843	0.323771305968784	1	5000	5000	358	spoor	NA	NA	nobound	775	all	10_10	selection	all	4_4	0.23955132669124984	BOW	all_5000	c6	0
spoor.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.02281980409106336	0.11315952157492068	1	FOC	387	358	spoor	NA	NA	nobound	775	all	10_10	selection	nav	4_4	0.19398015097871216	BOW	nav_FOC	c5	0
spoor.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.027276221693640027	0.12187501172190701	1	FOC	775	358	spoor	NA	NA	nobound	775	all	10_10	selection	all	4_4	0.19573058004133567	BOW	all_FOC	c5	0
spoor.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.11946521134790217	0.316094938008167	1	5000	5000	358	spoor	NA	NA	nobound	1966	all	10_10	no	nav	4_4	0.24165643625318844	BOW	nav_5000	c3	0
spoor.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.28665097112579896	0.6265662343241537	1	5000	5000	358	spoor	NA	NA	nobound	1966	all	10_10	no	all	4_4	0.21365632524381983	BOW	all_5000	c3	0
spoor.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.18471503356439123	0.28811849964753145	1	FOC	1039	358	spoor	NA	NA	nobound	1966	all	10_10	no	nav	4_4	0.21271045274979591	BOW	nav_FOC	c3	0
spoor.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.22534118805415354	0.339422850936484	1	FOC	1966	358	spoor	NA	NA	nobound	1966	all	10_10	no	all	4_4	0.19682378345610427	BOW	all_FOC	c3	0
spoor.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1786644899249585	-0.04159328851661327	1	5000	5000	336	spoor	NA	NA	nobound	363	lex	5_5	weight	nav	4_4	0.22370816165181065	BOW	nav_5000	c1	0
spoor.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.31890758995313323	-0.048505508116106794	1	5000	5000	336	spoor	NA	NA	nobound	363	lex	5_5	weight	all	4_4	0.23079195011989384	BOW	all_5000	c2	0
spoor.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15018631908043378	-0.02968349591463635	1	FOC	249	336	spoor	NA	NA	nobound	363	lex	5_5	weight	nav	4_4	0.21653520253517078	BOW	nav_FOC	c1	0
spoor.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1584622130545065	-0.025238136068141227	1	FOC	363	336	spoor	NA	NA	nobound	363	lex	5_5	weight	all	4_4	0.20885665150427696	BOW	all_FOC	c1	0
spoor.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.22063053008884917	-0.031291756718361007	1	5000	5000	336	spoor	NA	NA	nobound	363	lex	5_5	selection	nav	4_4	0.24985242216075618	BOW	nav_5000	c1	0
spoor.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3018169680573117	-0.02953483127626603	1	5000	5000	336	spoor	NA	NA	nobound	363	lex	5_5	selection	all	4_4	0.24175586884732933	BOW	all_5000	c2	0
spoor.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16727110438957196	-0.0034344998630375725	1	FOC	249	336	spoor	NA	NA	nobound	363	lex	5_5	selection	nav	4_4	0.23599470656139995	BOW	nav_FOC	c1	1
spoor.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.17765770868207592	-5.353861735492514e-4	1	FOC	363	336	spoor	NA	NA	nobound	363	lex	5_5	selection	all	4_4	0.22394918523998728	BOW	all_FOC	c1	0
spoor.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2413767232085754	0.05461272477236067	1	5000	5000	355	spoor	NA	NA	nobound	703	lex	5_5	no	nav	4_4	0.23703812090564438	BOW	nav_5000	c1	0
spoor.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.43319013558189	0.03594918894502286	1	5000	5000	355	spoor	NA	NA	nobound	703	lex	5_5	no	all	4_4	0.2201438148524679	BOW	all_5000	c2	0
spoor.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.24048713840574346	0.06637615819188498	1	FOC	517	355	spoor	NA	NA	nobound	703	lex	5_5	no	nav	4_4	0.22138983591718503	BOW	nav_FOC	c1	0
spoor.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.26499543830687305	0.07984517063844639	1	FOC	703	355	spoor	NA	NA	nobound	703	lex	5_5	no	all	4_4	0.21351184602423184	BOW	all_FOC	c1	0
spoor.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.07907502681491964	-0.03174508732187934	1	5000	5000	358	spoor	NA	NA	nobound	525	all	5_5	weight	nav	4_4	0.17591672990723822	BOW	nav_5000	c4	0
spoor.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.047383460437203116	-0.11397163834180582	1	5000	5000	358	spoor	NA	NA	nobound	525	all	5_5	weight	all	4_4	0.19471809697730322	BOW	all_5000	c4	0
spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.016210137875369436	-0.026141358301468288	1	FOC	249	358	spoor	NA	NA	nobound	525	all	5_5	weight	nav	4_4	0.17877060526630748	BOW	nav_FOC	c4	0
spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.015476713126030286	-0.020672143466285334	1	FOC	525	358	spoor	NA	NA	nobound	525	all	5_5	weight	all	4_4	0.18273117971456682	BOW	all_FOC	c4	0
spoor.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.1293637489330191	0.06835225447038519	1	5000	5000	358	spoor	NA	NA	nobound	525	all	5_5	selection	nav	4_4	0.207338370373659	BOW	nav_5000	c5	0
