size	max_diss	av_diss	diameter	separation	medoid	avg_width
30	0.2860321812537512	0.17007931434252774	0.43712587386454005	0.15681174628881145	haken.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.3343251127791315
16	0.43661690938371733	0.27165445462638377	0.6115720878727798	0.22564478778913055	haken.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.17642816775569453
27	0.5001336945087441	0.23682351371172114	0.6488153892718971	0.04560882034421687	haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.15273497087943202
55	0.43545013910005914	0.2279113143687874	0.6397231125648547	0.04506744144431285	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.22983476875149972
15	0.5063578845908693	0.3073537146716916	0.6286266351022709	0.08196393732336271	haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.23689301299115112
31	0.5161372777248329	0.23948491384281662	0.7032723135933577	0.04506744144431285	haken.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.1642782797430342
18	0.297241376762722	0.13634256254989938	0.3536046150821677	0.17044018209310297	haken.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.46493650850024004
12	0.4159517136636477	0.2558586458265349	0.5579967449034056	0.2478261578648815	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.4466934608195851
