pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
0.67091465	2			19257	!/name
0.63547534	14	0.28985733	4.0	142029	!/punct
-0.1463501	222	-0.35938317	72.0	4844510	"""/punct"
5.7857614	1	6.4718065	1.0	72	##Signature##/noun
0.06506304	3			52896	&/name
-0.5094753	87	-0.32604015	42.0	2720890	'/punct
0.39892387	5	0.80201215	3.0	62265	's/adv
-0.9119201	58	-1.030501	21.0	2759129	(/punct
-0.86867976	60	-1.0578866	20.0	2758869	)/punct
-0.1554774	5			117193	*/tag
-0.29217297	1			24958	,/name
0.05648724	1032	0.105574735	435.0	18092245	,/punct
0.01559419	4	0.608824	3.0	75440	--/punct
-0.27031645	43	-0.5595053	13.0	1059446	-/punct
4.956434	1			131	-biljetten/noun
6.1611786	1			39	-dat/name
3.0644193	1	3.9764469	1.0	867	-en/noun
3.979373	1			348	-in/noun
7.4229913	1			11	-tactisch/adj
4.188421	1	5.1000657	1.0	283	-vrouw/noun
0.496604	9	-0.099330276	2.0	103573	.../punct
1.2643284	1			5416	../punct
0.13018155	1705	0.16243757	706.0	28225482	./punct
-0.14353624	1			21461	0-1/num
0.84530056	1			8010	0-3/num
2.3804169	1			1723	0-5/num
9.820887	1	10.739754	1.0	1	016/69.89.58/num
8.434592	1	9.353459	1.0	4	03/450.11.40/num
1.1777128	1			5767	1,3/num
-0.527641	1			31566	1-0/num
0.47085807	1			11643	1-1/num
3.9528615	1			357	1.4/num
-1.3007526	1			69141	1/noun
-1.1458906	2	-0.9332046	1.0	118827	1/num
0.32479212	1			13558	10.000/num
-0.8903936	2			91258	10/num
-0.8393215	1			43355	100/num
6.7163	1			24	11.11.11/name
-0.77538943	1	0.13328362	1.0	40771	11/num
3.7671516	1			432	110/noun
1.9541067	1			2650	112/num
9.820887	1	10.739754	1.0	1	12.500.5/num
2.115714	1			2274	1200/num
-0.06731992	2	0.8407329	2.0	40176	13/num
4.9622374	1	5.856952	1.0	134	14.50/noun
-0.28200713	1			24865	14/noun
-0.9441452	1	-0.035591424	1.0	48120	14/num
2.0685084	1	2.977158	1.0	2359	15.30/noun
0.113613024	4			66844	15/num
10.177562	2	10.33429	1.0	2	1500m_kampioen/noun
5.248756	2	5.460365	1.0	198	16-21/num
5.9148817	1	6.8227434	1.0	51	16.35/noun
9.820887	1			1	16.Het/name
-0.06672828	1	0.83821225	1.0	20089	16/noun
6.930515	2	7.8493824	2.0	36	16_meter/noun
-0.01646796	2			38139	17/num
-0.8821782	1			45254	18/num
4.8246884	1			150	180/name
