_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base
spot.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6262540834058148	-0.38620158559371537	1	5000	5000	195	spot	NA	NA	bound	398	lex	10_10	weight	nav	4_4	0.16612840385968988	BOW
spot.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4877310090061426	-0.9413585814980152	1	5000	5000	195	spot	NA	NA	bound	398	lex	10_10	weight	all	4_4	0.1806569834698251	BOW
spot.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6736311391173888	-0.19520145926198368	1	FOC	307	195	spot	NA	NA	bound	398	lex	10_10	weight	nav	4_4	0.14602873546992873	BOW
spot.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6381618483230458	-0.19965248307589456	1	FOC	398	195	spot	NA	NA	bound	398	lex	10_10	weight	all	4_4	0.1567258335456343	BOW
spot.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.8421889756950993	0.23399044002500902	1	5000	5000	195	spot	NA	NA	bound	398	lex	10_10	selection	nav	4_4	0.20422376232422507	BOW
spot.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.042319263229818	0.3493398108446741	1	5000	5000	195	spot	NA	NA	bound	398	lex	10_10	selection	all	4_4	0.19665958182408774	BOW
spot.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7929106027207703	0.15725368875102927	1	FOC	307	195	spot	NA	NA	bound	398	lex	10_10	selection	nav	4_4	0.16739451766566432	BOW
spot.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.7422448435227368	0.14782161672019867	1	FOC	398	195	spot	NA	NA	bound	398	lex	10_10	selection	all	4_4	0.1700380632979481	BOW
spot.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.2538108893497217	0.595706187796723	1	5000	5000	200	spot	NA	NA	bound	757	lex	10_10	no	nav	4_4	0.2223094352694977	BOW
spot.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.4952570668224843	0.8158857670659158	1	5000	5000	200	spot	NA	NA	bound	757	lex	10_10	no	all	4_4	0.20450384091881507	BOW
spot.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.3164230058173119	0.551210409568827	1	FOC	584	200	spot	NA	NA	bound	757	lex	10_10	no	nav	4_4	0.21359021460218855	BOW
spot.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.2515501181733197	0.5268720418920602	1	FOC	757	200	spot	NA	NA	bound	757	lex	10_10	no	all	4_4	0.2119734746800658	BOW
spot.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.013607185547653234	-0.33446975657505756	1	5000	5000	215	spot	NA	NA	bound	514	all	10_10	weight	nav	4_4	0.13954490174606088	BOW
spot.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.11279901372222847	-0.8575754015363034	1	5000	5000	215	spot	NA	NA	bound	514	all	10_10	weight	all	4_4	0.1546999195551272	BOW
spot.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23441617268309803	-0.1658357241889324	1	FOC	307	215	spot	NA	NA	bound	514	all	10_10	weight	nav	4_4	0.13668289787066024	BOW
spot.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.2366174943263337	-0.15836555195261717	1	FOC	514	215	spot	NA	NA	bound	514	all	10_10	weight	all	4_4	0.14368293630044998	BOW
spot.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.12254857717010333	0.9285218524272228	1	5000	5000	215	spot	NA	NA	bound	514	all	10_10	selection	nav	4_4	0.19641428893612314	BOW
spot.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.3775658614765451	1.1176010049029432	1	5000	5000	215	spot	NA	NA	bound	514	all	10_10	selection	all	4_4	0.19610884280498334	BOW
spot.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.23404698262761786	0.55943712463308	1	FOC	307	215	spot	NA	NA	bound	514	all	10_10	selection	nav	4_4	0.15784589942875635	BOW
spot.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.2230294861015748	0.5363309744459784	1	FOC	514	215	spot	NA	NA	bound	514	all	10_10	selection	all	4_4	0.15915397120974314	BOW
spot.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.13128965200318954	1.3254540156533785	1	5000	5000	215	spot	NA	NA	bound	1030	all	10_10	no	nav	4_4	0.18964365910918543	BOW
spot.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.1872798302990949	1.7154500913118014	1	5000	5000	215	spot	NA	NA	bound	1030	all	10_10	no	all	4_4	0.206303062938447	BOW
spot.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.46551859694755543	1.1473932752920728	1	FOC	584	215	spot	NA	NA	bound	1030	all	10_10	no	nav	4_4	0.18137366173519112	BOW
spot.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.5117515747757593	1.2329277932154081	1	FOC	1030	215	spot	NA	NA	bound	1030	all	10_10	no	all	4_4	0.16204458848346645	BOW
spot.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.5553425081746751	-0.44229568423461846	1	5000	5000	194	spot	NA	NA	bound	330	lex	5_5	weight	nav	4_4	0.1733522333818558	BOW
spot.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.457732472056682	-0.9858689092611074	1	5000	5000	194	spot	NA	NA	bound	330	lex	5_5	weight	all	4_4	0.19444682613908973	BOW
spot.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6333197486322024	-0.2652500483950219	1	FOC	250	194	spot	NA	NA	bound	330	lex	5_5	weight	nav	4_4	0.16234414798053926	BOW
spot.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5909359627706511	-0.2611210994283031	1	FOC	330	194	spot	NA	NA	bound	330	lex	5_5	weight	all	4_4	0.16113291722814735	BOW
spot.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.699965284958893	0.0378480459540307	1	5000	5000	194	spot	NA	NA	bound	330	lex	5_5	selection	nav	4_4	0.21861123638814114	BOW
spot.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.7442863067438845	-0.8036950380429922	1	5000	5000	194	spot	NA	NA	bound	330	lex	5_5	selection	all	4_4	0.20347126303485868	BOW
spot.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6774301302487913	0.004840178373882684	1	FOC	250	194	spot	NA	NA	bound	330	lex	5_5	selection	nav	4_4	0.18075258098697175	BOW
spot.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.6377712420744573	-0.0017306810776837576	1	FOC	330	194	spot	NA	NA	bound	330	lex	5_5	selection	all	4_4	0.18352466828772468	BOW
spot.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9959338202354613	0.17312276387509276	1	5000	5000	199	spot	NA	NA	bound	467	lex	5_5	no	nav	4_4	0.21693607122912184	BOW
spot.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.1932132744911825	-0.7974930328077784	1	5000	5000	199	spot	NA	NA	bound	467	lex	5_5	no	all	4_4	0.18965452675823377	BOW
spot.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.9766450527900395	0.10505754123700665	1	FOC	356	199	spot	NA	NA	bound	467	lex	5_5	no	nav	4_4	0.2005824147285708	BOW
spot.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.9321972600954274	0.10052957409552944	1	FOC	467	199	spot	NA	NA	bound	467	lex	5_5	no	all	4_4	0.20253660325899603	BOW
spot.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.08658256481659639	-0.3665980394246595	1	5000	5000	215	spot	NA	NA	bound	428	all	5_5	weight	nav	4_4	0.14778052340035208	BOW
spot.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.21652752885531218	-0.826080948842211	1	5000	5000	215	spot	NA	NA	bound	428	all	5_5	weight	all	4_4	0.16554541932474712	BOW
spot.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16435956997838372	-0.24803672865027648	1	FOC	250	215	spot	NA	NA	bound	428	all	5_5	weight	nav	4_4	0.14711832189497914	BOW
spot.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.16771475883531944	-0.2397401859828414	1	FOC	428	215	spot	NA	NA	bound	428	all	5_5	weight	all	4_4	0.1649237804689942	BOW
spot.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.31716978264828727	0.6171250157955209	1	5000	5000	215	spot	NA	NA	bound	428	all	5_5	selection	nav	4_4	0.2038512028831529	BOW
spot.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.5411823637791889	0.7789700656678037	1	5000	5000	215	spot	NA	NA	bound	428	all	5_5	selection	all	4_4	0.19806052108510708	BOW
spot.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06910262605650072	0.3194330159440855	1	FOC	250	215	spot	NA	NA	bound	428	all	5_5	selection	nav	4_4	0.16844923079822435	BOW
spot.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07022785343846996	0.31264661787293013	1	FOC	428	215	spot	NA	NA	bound	428	all	5_5	selection	all	4_4	0.16963134503839614	BOW
spot.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.19465506783912412	0.8152588924781222	1	5000	5000	215	spot	NA	NA	bound	627	all	5_5	no	nav	4_4	0.20240415786662505	BOW
spot.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.518372125600333	1.0487429239719748	1	5000	5000	215	spot	NA	NA	bound	627	all	5_5	no	all	4_4	0.220526574185361	BOW
spot.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.15760069614322833	0.5692189267751572	1	FOC	356	215	spot	NA	NA	bound	627	all	5_5	no	nav	4_4	0.19146125556386187	BOW
spot.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.1750744533579289	0.574564805842387	1	FOC	627	215	spot	NA	NA	bound	627	all	5_5	no	all	4_4	0.1871690714258921	BOW
spot.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.5490368428691024	-0.49711669706090167	1	5000	5000	187	spot	NA	NA	bound	228	lex	3_3	weight	nav	4_4	0.20196143737779637	BOW
spot.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.38820969220719187	-1.1041939507933605	1	5000	5000	187	spot	NA	NA	bound	228	lex	3_3	weight	all	4_4	0.2155297874721894	BOW
spot.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.54565732856252	-0.30060246289154413	1	FOC	173	187	spot	NA	NA	bound	228	lex	3_3	weight	nav	4_4	0.21918915499722455	BOW
spot.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5224071526621815	-0.3027674856927061	1	FOC	228	187	spot	NA	NA	bound	228	lex	3_3	weight	all	4_4	0.20629546089307493	BOW
spot.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.7370493982927726	-0.1312472440807586	1	5000	5000	187	spot	NA	NA	bound	228	lex	3_3	selection	nav	4_4	0.23202762273857258	BOW
spot.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.6186815393235336	-0.9888336223062877	1	5000	5000	187	spot	NA	NA	bound	228	lex	3_3	selection	all	4_4	0.21990328219379496	BOW
spot.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5700784846288764	-0.08236605986011072	1	FOC	173	187	spot	NA	NA	bound	228	lex	3_3	selection	nav	4_4	0.2321272718478064	BOW
spot.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5763539055276525	-0.09633092473537898	1	FOC	228	187	spot	NA	NA	bound	228	lex	3_3	selection	all	4_4	0.2291338072261389	BOW
spot.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.149003656497118	-0.2928919961301405	1	5000	5000	195	spot	NA	NA	bound	293	lex	3_3	no	nav	4_4	0.24010627173146215	BOW
spot.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.9822309801006872	-1.2057114171278294	1	5000	5000	195	spot	NA	NA	bound	293	lex	3_3	no	all	4_4	0.20776551912350863	BOW
