_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hemels.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.4131157658204545	-0.7396619347187126	NA	NA	BOW	bound	453	lex	10_10	1	weight	5000	5000	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.40687698389072	-1.236921058536849	NA	NA	BOW	bound	453	lex	10_10	1	weight	5000	5000	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.8827752267945767	-0.4304695764677725	NA	NA	BOW	bound	453	lex	10_10	1	weight	FOC	359	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.84038611766236	-0.42274947154268233	NA	NA	BOW	bound	453	lex	10_10	1	weight	FOC	453	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.21617261857838221	-0.769254836455512	NA	NA	BOW	bound	453	lex	10_10	1	selection	5000	5000	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.7762324670598016	-1.1981494904606182	NA	NA	BOW	bound	453	lex	10_10	1	selection	5000	5000	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6627874513097817	-0.45652118553290966	NA	NA	BOW	bound	453	lex	10_10	1	selection	FOC	359	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.6134728791707197	-0.4519280926124214	NA	NA	BOW	bound	453	lex	10_10	1	selection	FOC	453	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.05418484329285711	-1.0321667950959972	NA	NA	BOW	bound	800	lex	10_10	1	no	5000	5000	nav	4_4	208	hemels
hemels.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	1.5558921087315112	-1.2217939879770738	NA	NA	BOW	bound	800	lex	10_10	1	no	5000	5000	all	4_4	208	hemels
