pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
5.277671	1	6.1766057	1.0	8	!!!!!!!/punct
3.166879	1	4.0607266	1.0	69	!!!!/punct
0.82727	28	0.7033574	10.0	19257	!/name
-0.7622501	2	-0.54321843	1.0	6683	!/noun
0.2844006	118	0.15752573	42.0	142029	!/punct
0.47702822	4958	0.6287039	2318.0	4844510	"""/punct"
2.407314	1			141	#/tag
2.8012931	1			96	$2/num
3.3745182	1	4.264751	1.0	55	$=/name
5.3922744	1			7	&#268;ovi&#263;/noun
0.06726768	36	-0.5325056	8.0	52896	&/name
-0.1311561	1			1846	&/noun
-0.9333256	2			8058	&/punct
6.645037	1			2	&Gert/name
0.18299884	2082	0.14466713	806.0	2720890	'/punct
2.3225615	1			155	'20/name
5.1409597	1			9	'33/name
3.9369872	1			30	'33/noun
5.1409597	1	6.0588226	1.0	9	'41/num
1.4020125	3	1.9093151	2.0	1143	'60/num
2.7879987	1			95	'65/noun
1.1648846	3			1447	'70/num
7.3381844	1			1	'71-'90/num
2.394758	1	3.3081744	1.0	141	'72/noun
2.3436785	1	3.258835	1.0	148	'73/noun
3.2691576	1			59	'79/num
2.1427307	1	3.0513542	1.0	183	'80/name
1.0229169	3	0.8386922	1.0	1666	'80/num
3.6849322	1			40	'82/name
3.712511	1			38	'84/num
1.8882196	1			234	'85/noun
1.8552564	1	2.7722883	1.0	241	'86/noun
1.3049784	1			419	'88/noun
2.818572	1			92	'88/num
0.09538653	1	1.0095901	1.0	1406	'90/num
2.2219887	3			502	'91/noun
0.8033787	1			693	'92/noun
1.5349087	3	2.4504106	3.0	999	'94/noun
0.95336956	2	1.1751795	1.0	1191	'95/noun
2.8292499	2	3.0458784	1.0	184	'96/name
1.6964546	5	1.694398	2.0	1417	'96/noun
2.478566	2	2.6972907	1.0	260	'98/name
1.6775994	9	1.4926437	3.0	2605	'98/noun
1.185771	1			478	'98/num
0.6316482	3	0.44584674	1.0	2518	'99/noun
6.645037	1	7.5629	1.0	2	'accumulate'-rating/noun
7.3381844	1			1	'achterlijkheids'/prefix
3.313726	1	4.212996	1.0	57	'ns/name
7.3381844	1	8.256047	1.0	1	'outperform'-rating/noun
0.54089046	69	0.83061093	37.0	62265	's/adv
-0.57665247	4			11206	's/det
-0.4927776	7			17963	't/name
-0.8148055	1			3563	(/name
0.03455996	2	0.25214115	1.0	3006	(/noun
-0.7360519	828	-0.9566115	271.0	2759129	(/punct
-0.3966587	1	0.5142966	1.0	2313	)/noun
-0.7400873	817	-0.76588464	321.0	2758869	)/punct
-0.5587379	40	-0.67818046	15.0	117193	*/tag
7.3381844	1			1	*Toeristische/adj
7.3381844	2	7.5629	1.0	2	*dat/noun
5.546425	1			6	*hij/noun
7.3381844	2	7.5629	1.0	2	*ik/noun
-0.89065313	4	-0.6791487	2.0	15336	+/prep
2.0669813	1			198	+3/num
5.95189	1			4	+78-gewichtsklasse/noun
0.98632514	43	0.53114885	11.0	24958	,/name
-0.04770995	11134	0.059707038	4980.0	18092245	,/punct
2.0286798	1			204	,/tag
7.3381844	1	8.256047	1.0	1	-'Slick/name
-0.29805413	35	-0.67091	10.0	75440	--/punct
7.3381844	1	8.256047	1.0	1	--Maak/noun
7.3381844	1			1	--Melle-Vogelhoek/noun
5.497635	1			7	--Vandaag/noun
-2.4460168	2	-2.2336526	1.0	36107	-/name
-0.27394274	513	-0.2468693	213.0	1059446	-/punct
4.385882	1	5.2920637	1.0	20	-Aan/name
1.892849	2	2.8017952	2.0	474	-De/noun
7.3381844	1			1	-Filmkomedie/name
5.3232813	1			8	-Paul/noun
4.540903	1			17	-Reportage/noun
4.2448716	1			24	-Ruim/name
2.3721979	1			145	-als/noun
4.181184	1	5.083215	1.0	24	-blijf/verb
3.6319563	1			41	-dan/noun
2.6799476	1			106	-een/name
6.645037	1	7.5629	1.0	2	-experimenten/noun
2.9217565	1			83	-harten10/noun
3.8431933	1			33	-ie/name
