_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hoekig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.1953687539821298	-0.4966116148411373	NA	NA	BOW	bound	610	lex	10_10	1	weight	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.018324376339624894	-1.5292130682376002	NA	NA	BOW	bound	610	lex	10_10	1	weight	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.387608611896233	-0.19024842616812226	NA	NA	BOW	bound	610	lex	10_10	1	weight	FOC	437	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.3303822913185177	-0.22108850211670797	NA	NA	BOW	bound	610	lex	10_10	1	weight	FOC	610	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.9182417000045773	-0.77302402053324	NA	NA	BOW	bound	610	lex	10_10	1	selection	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.2955547729229727	-1.742907221486833	NA	NA	BOW	bound	610	lex	10_10	1	selection	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.2387312945595093	-0.3982175651162333	NA	NA	BOW	bound	610	lex	10_10	1	selection	FOC	437	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.1473829158831854	-0.4495884288407609	NA	NA	BOW	bound	610	lex	10_10	1	selection	FOC	610	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9919509845620572	-1.0621452529962332	NA	NA	BOW	bound	1053	lex	10_10	1	no	5000	5000	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.4718708502095571	-2.2072939374093488	NA	NA	BOW	bound	1053	lex	10_10	1	no	5000	5000	all	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.3148975892812291	-0.7503295294461111	NA	NA	BOW	bound	1053	lex	10_10	1	no	FOC	730	nav	4_4	262	hoekig
hoekig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.2002090101275267	-0.7869439422672271	NA	NA	BOW	bound	1053	lex	10_10	1	no	FOC	1053	all	4_4	262	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.27603788681206565	-0.553423222696346	NA	NA	BOW	bound	715	all	10_10	1	weight	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	1.1531427927364428	-0.8299451815577052	NA	NA	BOW	bound	715	all	10_10	1	weight	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7065869022235687	-0.2968795569097383	NA	NA	BOW	bound	715	all	10_10	1	weight	FOC	437	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.6482881082670118	-0.32221279907070144	NA	NA	BOW	bound	715	all	10_10	1	weight	FOC	715	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.2129163989719118	-0.890233899248043	NA	NA	BOW	bound	715	all	10_10	1	selection	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	1.8114849404801023	-0.8538497671523851	NA	NA	BOW	bound	715	all	10_10	1	selection	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5286512426629455	-0.5401198238569116	NA	NA	BOW	bound	715	all	10_10	1	selection	FOC	437	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.39707453471094506	-0.5578267661392707	NA	NA	BOW	bound	715	all	10_10	1	selection	FOC	715	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.13036413589815396	-1.5681595112533304	NA	NA	BOW	bound	1324	all	10_10	1	no	5000	5000	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	2.267493233544873	-1.3972712252228783	NA	NA	BOW	bound	1324	all	10_10	1	no	5000	5000	all	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.6832820506141867	-1.0733623277559217	NA	NA	BOW	bound	1324	all	10_10	1	no	FOC	730	nav	4_4	263	hoekig
hoekig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.5620542832882486	-1.131130274910417	NA	NA	BOW	bound	1324	all	10_10	1	no	FOC	1324	all	4_4	263	hoekig
