_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
herroepen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.08465620302449155	-0.05379501928888056	NA	NA	bound	310	lex	5_5	1	weight	nav_5000	5000	4_4	232	herroepen	0.2434522437818393	BOW	c3	0
herroepen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.019769755365236775	-0.12557409825372448	NA	NA	bound	310	lex	5_5	1	weight	all_5000	5000	4_4	232	herroepen	0.2646423359362658	BOW	c2	0
herroepen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12190063560364695	-0.009688785142922821	NA	NA	bound	310	lex	5_5	1	weight	nav_FOC	223	4_4	232	herroepen	0.24263873281897375	BOW	c3	0
herroepen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.11907983264077032	-0.015670246197924516	NA	NA	bound	310	lex	5_5	1	weight	all_FOC	310	4_4	232	herroepen	0.2444069394933167	BOW	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.02309146024514385	-0.054999278381212685	NA	NA	bound	310	lex	5_5	1	selection	nav_5000	5000	4_4	232	herroepen	0.25460787520375994	BOW	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.03752527975668589	-0.1379355541909943	NA	NA	bound	310	lex	5_5	1	selection	all_5000	5000	4_4	232	herroepen	0.27097343168114285	BOW	c2	1
herroepen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07185019808898137	-0.009890623628110778	NA	NA	bound	310	lex	5_5	1	selection	nav_FOC	223	4_4	232	herroepen	0.2466369256412679	BOW	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.06982505329268718	-0.016985331687922718	NA	NA	bound	310	lex	5_5	1	selection	all_FOC	310	4_4	232	herroepen	0.2508416087320294	BOW	c3	1
herroepen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.0074292693907316906	-0.05131991003925709	NA	NA	bound	399	lex	5_5	1	no	nav_5000	5000	4_4	233	herroepen	0.2558137814799735	BOW	c3	0
herroepen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.07038969902435627	-0.15492860788381332	NA	NA	bound	399	lex	5_5	1	no	all_5000	5000	4_4	233	herroepen	0.2740708442460328	BOW	c2	0
herroepen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.07129102245760563	0.001829364192597351	NA	NA	bound	399	lex	5_5	1	no	nav_FOC	283	4_4	233	herroepen	0.2546669561553907	BOW	c3	0
herroepen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.07463862866865746	-0.011636126254795959	NA	NA	bound	399	lex	5_5	1	no	all_FOC	399	4_4	233	herroepen	0.2521681270289636	BOW	c3	0
herroepen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.05659462325347772	-0.01903812128044659	NA	NA	bound	414	all	5_5	1	weight	nav_5000	5000	4_4	236	herroepen	0.24167779264104358	BOW	c1	0
herroepen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.0027285012771997583	-0.11213641733693236	NA	NA	bound	414	all	5_5	1	weight	all_5000	5000	4_4	236	herroepen	0.26968312902788183	BOW	c2	0
herroepen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12294958164005983	0.016840244016832838	NA	NA	bound	414	all	5_5	1	weight	nav_FOC	223	4_4	236	herroepen	0.23913386686678118	BOW	c3	0
herroepen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.12161948073917693	0.010643665249272958	NA	NA	bound	414	all	5_5	1	weight	all_FOC	414	4_4	236	herroepen	0.238746071309261	BOW	c3	0
herroepen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.13068192947719556	0.08189479311398493	NA	NA	bound	414	all	5_5	1	selection	nav_5000	5000	4_4	236	herroepen	0.22787261302259676	BOW	c4	0
herroepen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.1504519949550047	-0.09107931447685806	NA	NA	bound	414	all	5_5	1	selection	all_5000	5000	4_4	236	herroepen	0.26385586624095203	BOW	c2	0
herroepen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.01610969768876104	0.050237721636546155	NA	NA	bound	414	all	5_5	1	selection	nav_FOC	223	4_4	236	herroepen	0.24523739406386716	BOW	c3	0
herroepen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.009457714999445326	0.03628926346260409	NA	NA	bound	414	all	5_5	1	selection	all_FOC	414	4_4	236	herroepen	0.2484247574239513	BOW	c3	0
herroepen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.21012821297297482	0.1719745769258958	NA	NA	bound	562	all	5_5	1	no	nav_5000	5000	4_4	236	herroepen	0.22561197145585019	BOW	c4	0
herroepen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.27658856779609753	-0.1065749804235525	NA	NA	bound	562	all	5_5	1	no	all_5000	5000	4_4	236	herroepen	0.25815897891356887	BOW	c2	0
herroepen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.004462989561625862	0.08387230201521406	NA	NA	bound	562	all	5_5	1	no	nav_FOC	283	4_4	236	herroepen	0.24686473226260988	BOW	c3	0
herroepen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.013218239656963759	0.08037539349471927	NA	NA	bound	562	all	5_5	1	no	all_FOC	562	4_4	236	herroepen	0.23813733578169308	BOW	c3	0
herroepen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15089200942235328	-0.149157583655561	NA	NA	bound	224	lex	3_3	1	weight	nav_5000	5000	4_4	226	herroepen	0.25141944953344425	BOW	c6	0
herroepen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.03897685361572886	-0.2026107069560975	NA	NA	bound	224	lex	3_3	1	weight	all_5000	5000	4_4	226	herroepen	0.26752943439805765	BOW	c2	0
herroepen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15144749994672815	-0.08859555397274732	NA	NA	bound	224	lex	3_3	1	weight	nav_FOC	155	4_4	226	herroepen	0.27974943037393496	BOW	c6	0
herroepen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.14182992319818893	-0.09086469869356244	NA	NA	bound	224	lex	3_3	1	weight	all_FOC	224	4_4	226	herroepen	0.2787803681197018	BOW	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.09700113941008436	-0.14776389473950863	NA	NA	bound	224	lex	3_3	1	selection	nav_5000	5000	4_4	226	herroepen	0.2540566743324562	BOW	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.005028768385819005	-0.22968583533949893	NA	NA	bound	224	lex	3_3	1	selection	all_5000	5000	4_4	226	herroepen	0.26741192590935015	BOW	c2	0
herroepen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11246039014896334	-0.08649030270864422	NA	NA	bound	224	lex	3_3	1	selection	nav_FOC	155	4_4	226	herroepen	0.27267133545274735	BOW	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.10669369591299593	-0.08755146601360186	NA	NA	bound	224	lex	3_3	1	selection	all_FOC	224	4_4	226	herroepen	0.2719928996287686	BOW	c6	1
herroepen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.09779460925994148	-0.1667838851495121	NA	NA	bound	255	lex	3_3	1	no	nav_5000	5000	4_4	230	herroepen	0.2587111670706456	BOW	c6	0
herroepen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.024807098666155405	-0.24116487234001574	NA	NA	bound	255	lex	3_3	1	no	all_5000	5000	4_4	230	herroepen	0.2734394647548356	BOW	c2	0
herroepen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12856712170837012	-0.09303628274596705	NA	NA	bound	255	lex	3_3	1	no	nav_FOC	175	4_4	230	herroepen	0.27281153127395574	BOW	c6	0
herroepen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1292273909347869	-0.09728582475654377	NA	NA	bound	255	lex	3_3	1	no	all_FOC	255	4_4	230	herroepen	0.2694717309397147	BOW	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.1339264908433248	-0.12036638122013649	NA	NA	bound	302	all	3_3	1	weight	nav_5000	5000	4_4	236	herroepen	0.2568880987469714	BOW	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.02276602741185601	-0.197929296373521	NA	NA	bound	302	all	3_3	1	weight	all_5000	5000	4_4	236	herroepen	0.27045620046434865	BOW	c2	0
herroepen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15327252727688548	-0.061311617117840694	NA	NA	bound	302	all	3_3	1	weight	nav_FOC	155	4_4	236	herroepen	0.2821507672821974	BOW	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.16401143534179774	-0.0695204777692003	NA	NA	bound	302	all	3_3	1	weight	all_FOC	302	4_4	236	herroepen	0.27125517637759095	BOW	c6	0
herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.18124149734373796	0.04044854867944122	NA	NA	bound	302	all	3_3	1	selection	nav_5000	5000	4_4	236	herroepen	0.2417791316069654	BOW	c7	0
herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.15735820380755647	-0.15441178007289386	NA	NA	bound	302	all	3_3	1	selection	all_5000	5000	4_4	236	herroepen	0.27151501740510686	BOW	c2	0
herroepen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.011203099815534467	-9.549870368509384e-4	NA	NA	bound	302	all	3_3	1	selection	nav_FOC	155	4_4	236	herroepen	0.26904068925119895	BOW	c7	0
herroepen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.010374438266717443	-0.009960654331646506	NA	NA	bound	302	all	3_3	1	selection	all_FOC	302	4_4	236	herroepen	0.2564845225133361	BOW	c6	0
herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.23671380232769723	0.08798921542179326	NA	NA	bound	363	all	3_3	1	no	nav_5000	5000	4_4	236	herroepen	0.20953753051908758	BOW	c7	0
herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.19551891933032478	-0.15149516192828413	NA	NA	bound	363	all	3_3	1	no	all_5000	5000	4_4	236	herroepen	0.2672653190508459	BOW	c2	0
herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.03529980293136121	0.014598287314819288	NA	NA	bound	363	all	3_3	1	no	nav_FOC	175	4_4	236	herroepen	0.2611120006425517	BOW	c7	0
herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.04015715359148574	0.005392142603444908	NA	NA	bound	363	all	3_3	1	no	all_FOC	363	4_4	236	herroepen	0.24891970862991966	BOW	c7	0
herroepen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10719332831482135	-8.710004165203293e-4	NA	NA	nobound	451	lex	10_10	1	weight	nav_5000	5000	4_4	235	herroepen	0.24638373876783715	BOW	c1	0
herroepen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.021072902743395443	-0.13509690532117793	NA	NA	nobound	451	lex	10_10	1	weight	all_5000	5000	4_4	235	herroepen	0.26592958893978125	BOW	c2	0
herroepen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.175921968670956	0.06816796909438892	NA	NA	nobound	451	lex	10_10	1	weight	nav_FOC	340	4_4	235	herroepen	0.24337486179757822	BOW	c3	0
herroepen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1813141212637613	0.05443338383915458	NA	NA	nobound	451	lex	10_10	1	weight	all_FOC	451	4_4	235	herroepen	0.24131445489085024	BOW	c3	0
herroepen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.012300734192568689	0.1864051319169034	NA	NA	nobound	451	lex	10_10	1	selection	nav_5000	5000	4_4	235	herroepen	0.25667462865553353	BOW	c5	0
herroepen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.13721893694173115	-0.21274170332235737	NA	NA	nobound	451	lex	10_10	1	selection	all_5000	5000	4_4	235	herroepen	0.2727688904703308	BOW	c2	0
herroepen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11786787431587234	0.1319344704672946	NA	NA	nobound	451	lex	10_10	1	selection	nav_FOC	340	4_4	235	herroepen	0.24736498824473388	BOW	c5	0
herroepen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.12034820423080796	0.124729985360775	NA	NA	nobound	451	lex	10_10	1	selection	all_FOC	451	4_4	235	herroepen	0.24963286756797626	BOW	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.0201736054689283	0.28514923461688046	NA	NA	nobound	999	lex	10_10	1	no	nav_5000	5000	4_4	236	herroepen	0.270537862132265	BOW	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.5409170385996844	0.03889177650611343	NA	NA	nobound	999	lex	10_10	1	no	all_5000	5000	4_4	236	herroepen	0.27615534044779677	BOW	c2	0
herroepen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.113104249976383	0.252656987558894	NA	NA	nobound	999	lex	10_10	1	no	nav_FOC	732	4_4	236	herroepen	0.26197712764400843	BOW	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.12682837611678757	0.2406812408075714	NA	NA	nobound	999	lex	10_10	1	no	all_FOC	999	4_4	236	herroepen	0.2572752673441926	BOW	c5	0
herroepen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.08946920779270427	0.08077241079137236	NA	NA	nobound	608	all	10_10	1	weight	nav_5000	5000	4_4	236	herroepen	0.24605919524158124	BOW	c1	0
herroepen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.015156650021630256	-0.15714166684051728	NA	NA	nobound	608	all	10_10	1	weight	all_5000	5000	4_4	236	herroepen	0.27120294454564475	BOW	c2	0
herroepen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1766419752523956	0.11323855297655133	NA	NA	nobound	608	all	10_10	1	weight	nav_FOC	340	4_4	236	herroepen	0.24208877330584702	BOW	c5	0
herroepen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1815285166999569	0.10267619151596545	NA	NA	nobound	608	all	10_10	1	weight	all_FOC	608	4_4	236	herroepen	0.237962263346676	BOW	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.15561832682961635	0.2566910967516295	NA	NA	nobound	608	all	10_10	1	selection	nav_5000	5000	4_4	236	herroepen	0.25863841008711697	BOW	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.3723383974808789	-0.10851142735994704	NA	NA	nobound	608	all	10_10	1	selection	all_5000	5000	4_4	236	herroepen	0.28295376053726173	BOW	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.038251416964212505	0.20464675532771462	NA	NA	nobound	608	all	10_10	1	selection	nav_FOC	340	4_4	236	herroepen	0.2663801259051396	BOW	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.036328804793391484	0.18847876286885734	NA	NA	nobound	608	all	10_10	1	selection	all_FOC	608	4_4	236	herroepen	0.26959984004760074	BOW	c5	1
herroepen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.18288486885544994	0.3425581527681277	NA	NA	nobound	1372	all	10_10	1	no	nav_5000	5000	4_4	236	herroepen	0.25832526593590965	BOW	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.6877844650821138	0.13808240308511596	NA	NA	nobound	1372	all	10_10	1	no	all_5000	5000	4_4	236	herroepen	0.264441378282801	BOW	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.008986369557268906	0.3214257952840215	NA	NA	nobound	1372	all	10_10	1	no	nav_FOC	732	4_4	236	herroepen	0.26643012386607473	BOW	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.012244772355582339	0.32533144948379716	NA	NA	nobound	1372	all	10_10	1	no	all_FOC	1372	4_4	236	herroepen	0.2651768804278908	BOW	c5	0
herroepen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.08823106233487066	-0.04823853337960596	NA	NA	nobound	384	lex	5_5	1	weight	nav_5000	5000	4_4	234	herroepen	0.2543407672486954	BOW	c3	0
herroepen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.030058299621872814	-0.13008609830425857	NA	NA	nobound	384	lex	5_5	1	weight	all_5000	5000	4_4	234	herroepen	0.2717894971334276	BOW	c2	0
herroepen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14545397907575644	-0.00317698452227875	NA	NA	nobound	384	lex	5_5	1	weight	nav_FOC	282	4_4	234	herroepen	0.25185831361788835	BOW	c3	0
herroepen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.14227547365585716	-0.00951036973897455	NA	NA	nobound	384	lex	5_5	1	weight	all_FOC	384	4_4	234	herroepen	0.25344012826359225	BOW	c3	0
herroepen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.0012978754406485454	-0.05279303771970683	NA	NA	nobound	384	lex	5_5	1	selection	nav_5000	5000	4_4	234	herroepen	0.2630384229541608	BOW	c3	0
herroepen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.053612716990498015	-0.15826929138662463	NA	NA	nobound	384	lex	5_5	1	selection	all_5000	5000	4_4	234	herroepen	0.2825506892703149	BOW	c2	0
herroepen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08045980030724471	-0.004127772181452004	NA	NA	nobound	384	lex	5_5	1	selection	nav_FOC	282	4_4	234	herroepen	0.2555906255758512	BOW	c3	0
herroepen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.08001420245992885	-0.016841486400947497	NA	NA	nobound	384	lex	5_5	1	selection	all_FOC	384	4_4	234	herroepen	0.2596918374223216	BOW	c3	0
herroepen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	0.048872660040229825	-0.052366086623929414	NA	NA	nobound	525	lex	5_5	1	no	nav_5000	5000	4_4	235	herroepen	0.2748832366517445	BOW	c3	0
herroepen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.0992291339498698	-0.1904641971847991	NA	NA	nobound	525	lex	5_5	1	no	all_5000	5000	4_4	235	herroepen	0.28691642746933155	BOW	c2	0
herroepen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.07919984716742363	0.007372026701768543	NA	NA	nobound	525	lex	5_5	1	no	nav_FOC	377	4_4	235	herroepen	0.265219602299185	BOW	c3	0
herroepen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.09142344500709315	-0.010393651553253773	NA	NA	nobound	525	lex	5_5	1	no	all_FOC	525	4_4	235	herroepen	0.2627136319504757	BOW	c3	0
herroepen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06043155260074637	-0.003037489510754019	NA	NA	nobound	519	all	5_5	1	weight	nav_5000	5000	4_4	236	herroepen	0.25473606689192513	BOW	c1	0
herroepen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.013708555529650293	-0.14938891175920946	NA	NA	nobound	519	all	5_5	1	weight	all_5000	5000	4_4	236	herroepen	0.2769010487834788	BOW	c2	0
herroepen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1494003178691054	0.026852188315515224	NA	NA	nobound	519	all	5_5	1	weight	nav_FOC	282	4_4	236	herroepen	0.25003722879085105	BOW	c3	0
herroepen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.14543117697602975	0.017752492717857702	NA	NA	nobound	519	all	5_5	1	weight	all_FOC	519	4_4	236	herroepen	0.2516468165962171	BOW	c3	0
herroepen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.1503256953286792	0.11079955514540443	NA	NA	nobound	519	all	5_5	1	selection	nav_5000	5000	4_4	236	herroepen	0.2528533080502325	BOW	c7	0
herroepen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.2496142079047132	-0.1492535325447321	NA	NA	nobound	519	all	5_5	1	selection	all_5000	5000	4_4	236	herroepen	0.28092746260809587	BOW	c2	0
herroepen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.01622434932422172	0.08283111508276168	NA	NA	nobound	519	all	5_5	1	selection	nav_FOC	282	4_4	236	herroepen	0.2606879782959969	BOW	c5	0
herroepen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.009638285067887666	0.06564565731108678	NA	NA	nobound	519	all	5_5	1	selection	all_FOC	519	4_4	236	herroepen	0.2635873685559048	BOW	c5	0
herroepen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.22583092501433022	0.18889608258439253	NA	NA	nobound	743	all	5_5	1	no	nav_5000	5000	4_4	236	herroepen	0.2631765184653369	BOW	c7	0
