pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
1.184729	2	2.0900023	2.0	19257	!/name
0.11967022	5			142029	!/punct
-0.07236855	143	0.12482192	70.0	4844510	"""/punct"
0.17341223	2			52896	&/name
-0.06711994	81	-0.21912931	28.0	2720890	'/punct
5.268	1			160	'79/noun
3.083533	1	3.9973338	1.0	1417	'96/noun
-0.69669974	1			62265	's/adv
1.7267166	2	2.6312416	2.0	11206	's/det
6.9007134	1	7.8101106	1.0	32	't'/noun
-0.9620412	33	-0.7294342	17.0	2759129	(/punct
-1.0480126	30	-0.9021856	14.0	2758869	)/punct
-0.04101562	560	0.023243593	240.0	18092245	,/punct
-0.38220805	23	-0.41485408	9.0	1059446	-/punct
0.42263165	5	0.8185108	3.0	103573	.../punct
0.049618606	941	0.40676746	540.0	28225482	./punct
0.34863603	2	0.5456914	1.0	45910	//punct
8.177141	1	9.068892	1.0	9	02.50/noun
2.626133	1			2265	1,25/num
-0.57250303	1			56531	1/name
0.31167394	3	0.11436916	1.0	69141	1/noun
1.0586944	1			10904	100.000/num
2.8521597	1			1814	11.000/num
-0.16002858	1			36830	11/noun
-0.26157516	1			40771	11/num
0.5222819	1			18653	12/noun
2.6295283	1			2274	1200/num
1.1076508	2			20739	13/noun
5.7416034	1			101	132.000/num
0.23180719	1	1.1360899	1.0	24865	14/noun
0.030085836	1			30549	15/noun
-0.758867	1			66844	15/num
1.1402332	2			20089	16/noun
7.6011453	4	7.127014	1.0	62	1685/noun
2.0853739	1			3896	170/num
-0.36836392	1	0.5386712	1.0	45254	18/num
5.297099	2	6.210319	2.0	310	1873/noun
5.717602	1			102	19-19/noun
3.5824888	1			872	1903/noun
3.4521096	1			982	1921/noun
2.8991742	1			1716	1929/noun
2.9116697	1			1693	1934/noun
2.9721825	1	3.8833175	1.0	1594	1935/noun
2.2277641	1			3349	1940/noun
2.5496554	2	2.7676668	1.0	4856	1945/noun
2.5461783	1	3.4562778	1.0	2444	1946/noun
2.2357237	1			3325	1948/noun
1.9195514	1			4570	1960/noun
2.1293457	1	3.039867	1.0	3701	1965/noun
1.8105519	1	2.7212806	1.0	5091	1973/noun
2.3766484	2			5784	1975/noun
2.38441	2			5791	1976/noun
1.8005128	1			5222	1977/noun
2.4723382	2	3.3839238	2.0	5248	1978/noun
1.7570618	1	2.6684473	1.0	5361	1981/noun
1.5481296	1			6625	1984/noun
2.096415	2	2.3148131	1.0	7640	1986/noun
1.6403033	2	1.8587185	1.0	12049	1989/noun
1.8353423	3	1.648102	1.0	14872	1991/noun
0.60790265	1	1.5195941	1.0	16911	1993/noun
2.731451	1	3.6418962	1.0	2025	1994/num
1.245205	3			26842	1995/noun
0.73590076	2	0.95404464	1.0	29771	1996/noun
1.4524118	5	1.4473103	2.0	36388	1997/noun
1.109655	5	1.5095403	3.0	51305	1998/noun
0.10495457	2			56174	1999/noun
0.82112366	1			13769	2,5/num
2.4346201	1			2743	2,8/num
1.9389975	1	2.8445566	1.0	4511	2.500/num
