cw	ppmi
75/C	1.4712541
8,000/C	2.2696812
80,000/C	2.7592294
81/C	1.9064952
815/C	5.2982035
85/C	0.9078778
9/C	0.0
96/C	1.6372089
960,000/C	5.2982035
:/p	0.15307505
;/p	0.2126829
<p>/n	0.54934835
?/p	0.0
a-9/n	5.010521
a-going/n	4.3173738
a/D	0.10114131
a/N	0.0
a/R	0.0
aaron/N	0.14954664
abandon/V	0.61401653
abbey/N	3.2187617
abbot/N	1.4989758
aberdeen/N	3.166011
abergavenny/N	6.3968153
abhorrent/J	4.199591
ability/N	0.0
able/J	0.0
aboard/I	0.13475148
abortion/N	2.0023663
abound/V	1.921754
about/I	0.042051535
about/R	0.0
above/I	0.17240562
abroad/R	0.61813176
absolute/J	0.0
absolutely/R	0.0
absolution/N	3.352293
abuse/V	1.5155299
abut/V	4.3173738
abyssinian/J	4.6050563
academic/J	0.03137653
accent/N	0.28979263
accent/V	2.5256145
accept/V	0.29567477
acceptable/J	0.42427897
acceptance/N	0.7980233
accompany/V	0.24227595
accomplish/V	1.3348536
accord/N	1.9779749
accord/V	1.3405697
accost/V	3.4010832
account/N	0.0
accra/N	3.305773
accuse/V	0.2546706
accustom/V	1.6261309
achieve/V	0.0
acid/N	0.0
acolyte/N	3.6887653
acquaint/V	0.8361339
across/I	0.0
across/R	1.2863349
act/N	0.0
action/N	0.0
active/J	1.3688082
actively/R	1.1445421
activity/N	1.023355
actual/J	0.60494584
actually/R	0.0
acumen/N	2.707936
acute/J	0.6644456
add/V	0.0
addition/I	0.0
address/N	0.29649657
address/V	0.6575587
adele/N	1.6872853
adherence/N	2.0660822
adherent/N	3.0124252
adjoin/J	2.6356153
adjoin/V	2.9155755
adjust/V	0.0
adjustment/N	0.14106548
administer/V	1.8701476
administration/N	0.0
administrative/J	1.616852
administrator/N	0.28979263
admiralty/N	2.2071607
admire/V	0.0
admit/V	0.0
admittance/N	2.7967672
adobe/N	3.6887653
adolescent/N	1.4132088
adopt/V	0.05716193
adore/J	4.3173738
adore/V	1.0786955
adroit/J	2.7592294
adult/N	0.3989962
adulterous/J	3.8318663
advance/N	0.0
advance/V	0.0
advantage/N	0.56875265
advantageous/J	2.2071607
advent/N	2.776929
adventist/J	6.3968153
advertisin/N	5.010521
advertising/N	0.0
advice/N	0.14896609
advisable/J	2.168523
advocate/N	0.8461842
advocate/V	0.58119357
aesthetically/R	3.5064437
affair/N	1.1797082
affect/V	0.0
affiliate/V	3.6242268
affiliation/N	2.055611
affirm/V	1.215032
afford/V	0.33279777
afraid/J	0.0
africa/N	0.912315
african/J	0.74775326
african/N	0.47577342
after/I	0.16574734
after/R	1.2263315
afterlife/N	4.0942307
aftermath/N	1.9228936
afternoon/N	0.5742431
afterward/R	0.12017203
afterwards/R	1.2469982
again/R	0.0
against/I	0.7339504
age/N	0.08621565
agency/N	0.8069901
agent/N	0.0
aggressive/J	0.49801466
aggressor/N	1.7856632
agility/N	2.4888005
agincourt/N	5.2982035
agnostic/N	4.008053
ago/R	0.03187832
agree/V	0.0
agreement/N	0.0
agriculture/N	0.0
ah/U	0.0
ai/n	0.0
aid/I	4.3173738
aid/N	0.0
aide/N	0.037414674
ail/V	1.8970058
aim/N	0.9179838
air-raid/n	3.1779397
air/N	0.0
aisle/N	1.8540528
alaric/N	5.703668
alarm/N	0.04331542
alarm/V	1.6845863
albany/N	0.6699678
albert/N	0.16318941
albuquerque/N	2.7435632
alcoholic/N	1.5377786
alcove/N	2.2224283
aldeburgh/N	5.703668
alexander/N	0.0
alexandria/N	1.550269
alfred/N	0.055222407
alice/N	0.0
alien/J	0.50793755
alien/N	0.87136257
alienate/V	2.05301
alienation/N	2.6832435
alighieri/N	5.2982035
alike/R	0.34802592
alive/J	0.0
all-africa/n	6.3968153
all-even/n	6.3968153
all-too-human/n	6.3968153
all-white/n	2.6356153
all/P	0.0
all/R	0.0
allegation/N	1.8429387
allegiance/N	1.4695618
allen/N	0.8125676
allergic/J	2.445572
allied/J	0.6410733
allocation/N	1.8535208
allow/V	0.84299165
alma/N	0.85686004
almost/R	0.0
alms/N	3.6304965
alone/R	0.14125744
along/I	0.0
along/R	0.0
alongside/I	1.405703
aloof/J	1.781695
already/R	0.0
also/R	0.0
altar/N	3.3294785
alteration/N	2.294172
although/I	0.0
altruism/N	3.9989202
always/R	0.023934636
amalie/N	5.010521
amazement/N	0.9591711
ambition/N	0.0
ambrose/N	1.811848
amendment/N	0.026743317
america/N	1.0314004
american/J	0.315615
american/N	0.0
aminta/N	3.2613213
among/I	0.47809643
amongst/I	1.2610171
amortize/V	4.4509053
amount/N	0.0
amplify/J	3.9989202
amsterdam/N	1.8793843
an/D	0.0
analogy/N	1.9541643
analysis/N	0.0
anathema/N	2.995618
ancestral/J	1.9553415
ancient/J	1.2105477
anciently/R	4.199591
ancillary/J	3.5636022
and/C	0.28445822
anderson/N	0.0
andrew/N	1.0178403
andrews/N	1.2049704
angel/N	0.68572646
angela/N	0.84773946
angeles/N	0.15264861
angelo/N	2.5990818
angelus/N	5.2982035
anger/N	0.0
angle/N	0.35767254
anglican/J	4.7516594
anglican/N	3.9119089
anglo-catholic/n	5.2982035
angrily/R	0.0
animal/N	0.0
ann/N	0.5438949
anna/N	0.4647472
anne/N	0.2749808
anniversary/N	1.7933134
announce/V	0.20499851
announcement/N	0.0
annual/J	0.69771063
annulment/N	3.5064437
annunciation/N	3.8552136
anomolous/J	6.3968153
anonymous/J	0.9287554
another/D	0.0
ansie/N	1.2728516
answer/N	0.0
answer/V	0.0
ant/N	0.8658004
antagonism/N	1.9424682
anti-/J	1.6783166
anti-capitalist/n	5.2982035
anti-christ/n	4.4509053
anti-communist/n	1.1780826
anti-nationalist/n	5.010521
anticipate/V	0.16005461
anticlerical/J	3.7577581
antioch/N	3.138719
antiquated/J	2.2379324
antler/N	3.4523766
anxiety/N	0.053110845
any/D	0.0
anybody/N	0.3080428
anyone/N	0.0
anything/N	0.0
anyway/R	0.0
anywhere/R	0.0
apart/I	0.3958958
apart/R	0.14886937
apartment/N	0.0
ape/N	1.436772
apex/N	2.0023663
apologize/V	1.5658387
apostle/N	1.7650034
apostolic/J	4.6389575
appeal/N	0.0
appear/V	0.0
appearance/N	0.0
appia/N	5.2982035
applaud/V	0.77569026
appleton/N	2.7764826
appoint/V	0.89175504
appointment/N	0.0
appreciate/V	0.9472087
approach/V	0.0
approval/N	0.0
approve/V	0.5776232
april/N	0.0
apse/N	3.5636022
aramburu/N	4.5250134
arbitrary/J	1.0689393
arc/N	0.0
arc/V	0.23941289
arch/N	1.1187009
archangel/N	3.6242268
archbishop/N	2.6452549
archdale/N	6.3968153
archdiocese/N	3.7941258
architect/N	0.09841789
architecturally/R	4.199591
ardent/J	1.3405697
area/N	0.45202646
argentina/N	1.4826912
argue/V	0.31129158
argument/N	0.0
arise/V	0.0
aristocrat/N	1.6963352
aristotle/N	1.4132088
arm/N	0.0
armenia/N	3.7577581
armenian/J	4.4332056
army/N	0.0
arnold/N	0.0
around/I	0.23891473
around/R	0.0
arouse/V	0.19894674
arrangement/N	0.49682686
array/N	1.3670315
arrest/V	0.70016956
arrive/V	0.0
arrogant/J	1.5162889
arrow/N	0.4286196
art/N	0.2950278
article/N	0.534492
artificial/J	0.23560819
artist/N	0.0
as/I	0.0
as/R	0.0
as/n	0.7373333
as1/n	5.010521
asa/N	1.2094297
ascension/N	4.5642343
ash/N	0.07120286
ashamed/J	0.0
ashore/R	0.5506658
asia/N	0.5872726
asian/J	0.6176164
aside/I	0.79839355
aside/R	0.0
ask/V	0.0
aspect/N	0.4205492
assail/V	1.4063829
assemble/V	0.219494
assembly/N	0.46026924
assert/V	0.0
assertion/N	1.1045163
asset/N	0.22490618
assign/V	0.3891086
assimilate/V	2.2224283
assisi/N	3.8552136
assist/V	0.93957317
assistant/J	2.0411043
assize/N	5.010521
associate/V	0.5522571
association/N	0.76540464
assortment/N	1.7524246
assume/V	0.0
assumption/N	0.62740135
assure/V	0.0
assyrian/N	3.9119089
ast/V	3.6242268
astronomy/N	1.95652
asylum/N	1.5019653
at/I	0.50020224
at/R	0.0
athanasius/N	5.2982035
atheist/N	2.870455
athenagoras/N	4.3173738
atlanta/N	2.137239
atmosphere/N	0.368537
attach/V	0.7177812
attachment/N	1.3598629
attack/N	0.1554876
attack/V	0.0
attainment/N	1.875027
attempt/N	0.0
attempt/V	0.0
attend/J	6.3968153
attend/V	2.9310195
attendance/N	3.3786445
attender/N	6.096711
attention/N	0.0
attest/V	1.7916453
attitude/N	0.5833818
attractive/J	0.0
attribute/N	1.7916453
audience/N	0.0
auditorium/N	1.649278
audubon/N	0.6576659
augustana/N	6.3968153
augustin/N	4.3173738
augustine/N	2.8897576
augustinian/J	4.4509053
aunt/N	0.108678184
austere/J	2.0160396
austerity/N	1.9424682
austin/N	1.2127873
austria/N	1.0845952
author/N	0.0
authority/N	1.088839
authorize/V	1.5373908
auto/N	0.0
autocephalous/J	6.3968153
automation/N	0.64837843
automobile/N	0.43925253
autonomous/J	2.4078314
autumn/N	0.32032073
autun/N	4.787378
auxiliary/N	3.8318663
available/J	0.0
avenue/N	1.8599242
average/J	0.0
avoid/V	0.0
awareness/N	0.47255972
away/I	0.6668043
away/R	0.0
awful/J	0.0
awkward/J	0.5134931
b.c.-a/N	3.7577581
baby/N	0.0
bach/N	0.71493787
bachelor/N	1.5239109
back/N	0.0
back/R	0.0
back/V	0.0
background/N	0.0
backing/N	1.7981665
backwards/R	1.0374031
bacon/N	0.99549043
bad/J	0.0
badia/N	6.3968153
badly/R	0.0
bait/V	1.8970058
baked/J	2.05301
baker/N	0.45467252
balance/V	0.1035811
baldwin/N	0.04227158
baltic/N	2.9310796
ban/N	1.1328309
ban/V	1.4848962
band/N	0.0
bandstand/N	2.5946074
bank/N	0.0
banquet/N	1.3861803
baptis/N	3.4523766
baptism/N	2.6126258
baptist/J	5.252947
baptist/N	5.161946
baptistry/N	5.2982035
baptists/N	4.056935
baptize/V	3.722667
baptized/J	3.9119089
bar/N	0.0
bar/V	0.94620633
barb/N	1.7620865
barbarian/J	3.4010832
barbican/N	4.199591
bare/J	0.0
bargain/N	0.6028877
bargaining/N	0.23814306
barn/N	0.008926609
barnes/N	1.653624
barnett/N	1.6320808
baroque/N	3.639975
barracks/N	0.80508256
barrel/N	0.072635785
bartholomew/N	1.4339709
base/V	0.0
basement/N	2.2447262
basic/J	0.0
basilica/N	2.8132966
basis/N	0.0
basket/N	0.014999501
bastion/N	2.4078314
battle/N	0.15342562
battleground/N	2.7435632
bayne/N	4.8927383
bazaar/N	3.232396
be/R	0.0
be/V	0.0
beach/N	0.0
beachhead/N	3.305773
beam/V	0.5916805
bean/N	1.2071975
bear/N	0.0
bear/V	0.0
bearer/N	1.4573183
beat/N	0.055750996
beat/V	0.0
beatify/J	5.703668
beautiful/J	0.9839797
beauty/N	0.0
because/I	0.15327395
become/V	0.4076772
bed/N	0.0
bede/N	4.787378
bedevil/V	3.1009786
bedraggled/J	2.7592294
beecher/N	1.5370032
beer/N	0.0
before/I	0.0
before/R	0.17333578
beg/V	0.3738523
begin/V	0.0
behalf/I	1.0786955
behave/V	0.028971445
behavior/N	0.2703103
behaviorism/N	4.0942307
behind/I	0.5253552
behind/R	0.0
belfry/N	5.1928425
belgian/J	1.1466385
belief/N	0.69812936
believe/J	4.3173738
believe/V	0.0
bell/N	3.0513396
belle/N	0.91784465
bellringer/N	6.3968153
belong/V	1.3773307
below/I	0.0
below/R	0.0
bench/N	0.0
bend/N	0.17027885
benediction/N	3.4523766
benefaction/N	3.9119089
benefactor/N	1.9828058
beneficial/J	1.7836772
beneficiary/N	2.4552338
benefit/N	0.0
benevolent/J	2.5152516
ber/N	2.6832435
berdyaev/N	4.787378
berean/J	6.3968153
bergamo/N	3.352293
berlin/N	0.11274355
beset/V	1.7258576
beside/I	0.0
besides/I	0.14606838
besides/R	0.06950393
best/J	0.0
best/R	0.0
bet/N	0.26929152
beth/N	2.162709
bethel/N	4.6920676
bethlehem/N	2.2178235
betsy/N	0.30550563
better/J	0.0
better/R	0.113147885
between/I	0.62548345
beyond/I	0.52344656
beyond/R	0.56025195
bible/N	1.2987801
biblical/J	1.1035107
biennial/N	3.6368055
big-city/n	2.4928248
big/J	0.2782627
bigamy/N	4.6050563
bill/N	0.0
billboard/N	1.7333764
billing/N	2.2536807
billion/N	0.0
bind/V	0.34308064
binding/J	2.2224283
bing/N	2.4955165
bing/V	2.900308
bingo/N	2.707936
biography/N	1.0299053
birmingham/N	1.8492744
birth-control/n	3.1009786
birth/N	0.7656037
birthday/N	0.012971103
bishop/N	3.169505
bissonnette/N	4.4509053
bit/N	0.25784734
bitter/J	0.20179807
bitterly/R	0.072815046
black/J	0.0
blackened/J	2.2696812
blacksmith/N	2.2071607
blackstone/N	2.8132966
blame/V	0.0
blank/J	0.41792977
blaze/N	1.1187009
blaze/V	0.73489726
bless/J	1.0355233
bless/V	0.3589446
blessing/N	0.5062769
blister/V	2.995618
blitze/V	5.2982035
bloat/V	5.010521
block/N	0.7114686
blond/J	0.28979263
blood/N	0.0
bloomfield/N	3.2355688
blot/N	3.138719
blow/V	0.5193599
blue/J	0.0
blur/V	1.166777
blurt/V	1.4063829
board/N	0.1303268
boast/V	0.5865731
bob/V	0.9500781
body/N	0.55617386
bog/N	2.1483202
boi/N	2.6591458
boisterous/J	2.2536807
bold/J	0.1983368
boldness/N	2.3555202
bolt/V	1.3533905
bomb/N	0.25313073
bomb/V	2.0963604
bombing/N	3.5636022
bona/J	3.0295198
bond/N	0.0
bone/N	0.0
bonnet/N	2.0726829
book/N	0.0
boom/V	1.921754
boot/N	0.0
bore/V	0.0
borrow/V	0.0
bosom/N	1.0261775
bosra/N	5.010521
boston/N	0.84590673
both/P	0.0
both/R	0.014924302
bother/V	0.0
boulevard/N	1.9149436
bound/V	1.7524246
boundless/J	2.3398268
bowl/N	0.0
box/N	0.0
boy/N	0.0
boycott/V	2.1063561
bradford/N	2.6356153
branch/N	0.6014419
brand/V	2.05301
breach/N	2.0746715
breadth/N	1.885956
break/N	0.4519186
break/V	0.0
breakaway/J	5.703668
breakaway/N	4.199591
breakup/N	3.1819477
brick/N	2.3904746
bride/N	0.2552083
bridesmaid/N	2.8132966
bridge/N	0.111748956
bridgeport/N	2.6856854
brief/J	0.0
brigade/N	1.6694278
bright/J	0.38236713
brilliantly/R	1.442398
brim/N	2.0660822
brimstone/N	3.5636022
bring/V	0.23811051
bristol/N	2.302471
britain/N	0.0
british/J	0.0
broadcasting/N	0.5922831
broadly/R	1.0738056
broadway/N	0.5889734
bromley/N	3.8318663
bronx/N	0.6129903
bronze/N	1.3216417
brook/N	2.1773078
brookline/N	3.2833002
brooklyn/N	1.8249953
broom/N	1.1341254
brother-sister/n	5.088483
brother/N	0.7969594
brotherhood/N	1.5510548
brown/J	0.0
brown/N	0.0
bruno/N	1.9900963
brush/V	0.48601887
buber/N	3.7577581
buck/N	0.82352144
buckle/J	3.9119089
bucky/N	1.8252021
bugle/N	1.864216
build/V	1.7260045
building/N	1.1442698
buildingthe/N	6.3968153
bulge/V	1.523146
bulldozer/N	1.8535208
bulletin/N	1.4963672
bullyboy/N	4.3173738
bureau/N	0.0
bureaucracy/N	1.6126627
burgeoning/J	2.2696812
burial/N	1.6393535
burn/J	1.4989758
burn/V	0.8721597
burning/J	1.413894
bury/V	0.15751481
bus/N	0.0
business/N	0.0
businessman/N	0.0
bustin/N	4.0942307
busy/J	0.78259313
but/C	0.0
but/I	0.0
buttress/V	2.9094405
buy/V	0.0
buzz/V	1.1555977
by/I	0.21296601
by/R	0.0
bye/U	2.2974834
byzantine/J	3.6118042
c.-a/N	0.06482446
c/N	0.0
cab/N	0.0
cabin/N	0.0
cabinet/N	0.0
cache/N	2.6832435
caesar/N	1.8179893
cafe/N	0.75490844
cafeteria/N	1.529281
cairo/N	0.42683
cake/N	1.0836096
calamity/N	2.7205148
calcimine/V	6.3968153
calendar/N	1.0984981
calico/N	1.5064664
california/N	0.0
call/N	0.0
call/V	0.007856433
calvinism/N	3.7577581
calvinist/N	3.8318663
camberwell/N	5.703668
cambria/N	4.4509053
cambridge/N	1.509227
camp/N	0.39273095
campaign/N	0.0
campanili/N	6.3968153
campbell/N	1.3955574
campus/N	0.50158656
can/M	0.0
canada/N	0.0
canal/N	0.0
canary/J	4.199591
cancel/V	1.0696678
candida/N	2.6832435
candidate/N	0.40601787
candle-gleaming/n	6.3968153
candle-lighted/n	6.3968153
candle/N	2.2936213
cane/N	0.44878054
cannon/N	0.10081178
canon/N	3.352293
canonize/V	4.199591
cant/J	1.5765339
canterbury/N	2.1876552
cantor/N	3.138719
cap/N	0.0
capacity/N	0.0
capita/J	1.9815959
capital/N	0.0
capitalist/J	1.6202163
capitalistic/J	2.2761536
capitol/N	0.45848808
captain/N	0.0
capture/V	0.0
car/N	0.0
carboy/N	1.249321
card/N	0.0
cardinal/N	2.9019253
care/N	0.0
care/V	0.0
career/N	0.0
carefree/J	2.319278
carefully/R	0.0
caretaker/N	1.9274651
carl/N	0.0
carlo/N	0.5010362
carmelite/J	6.3968153
carmine/N	4.0942307
carry/V	0.0
cart/N	0.66121143
carthage/N	3.5636022
carve/V	0.6007578
carving/N	1.8793843
case/N	0.0
cash/N	0.5158171
casket/N	1.2627833
cast/V	0.0
castle/N	1.1353351
casual/J	1.014157
cat/N	0.0
catacomb/N	3.352293
catch/V	0.0
cathedral/N	3.0510135
catherine/N	0.5956039
catholic/J	4.7631536
catholic/N	2.9131851
catholicism/N	3.3678904
catholicos/N	4.4509053
cation/N	3.0295198
cause/N	0.0
cause/V	0.0
cautionary/J	3.9119089
cautious/J	1.4997222
cautiously/R	0.5400259
cavernous/J	2.7358212
cbs/N	0.3061846
cease/V	0.33454308
ceiling/N	0.3361748
celebrate/J	1.3431207
celebrate/V	1.2955273
celebration/N	1.4080851
celia/N	0.5693416
cemetery/N	2.2514157
censure/N	2.827283
censure/V	2.4284122
center/N	0.4037772
center/V	0.9807151
central/J	0.4225819
centralized/J	2.2892258
century/N	1.451964
ceremonial/N	3.4790447
ceremony/N	2.004151
certain/J	0.0
certainly/R	0.0
certificate/N	0.9500781
chad/N	1.6872853
chadd/N	4.0942307
chair/N	0.0
challenge/N	0.76297873
challenge/V	0.0
chamber/N	0.0
champagne/N	0.33932918
chance/N	0.0
chancel/N	4.4509053
change/N	0.15918557
change/V	0.41051814
channel/N	0.0
chant/N	1.436071
chant/V	1.1678482
chap/N	0.84773946
chapel/N	2.133197
chaperon/N	3.305773
chaplain/N	2.2197397
chapter/N	0.0
character/N	0.0
charge/I	1.0965002
charge/N	0.0
charge/V	0.0
chariot/N	1.2908701
charitable/J	2.645744
charity/N	2.4444735
charles/N	0.0
charlotte/N	0.5417436
charm/N	0.9107745
charming/J	0.27871832
charter/V	2.2875824
chat/V	0.7623831
chattanooga/N	2.725591
chatty/J	3.6887653
cheap/J	0.0
cheapen/V	3.4010832
cheat/V	0.83998746
check/N	0.0
check/V	0.0
cheer/V	0.17801622
chemistry/N	0.8955573
cherry/N	0.8874272
chew/V	0.115109675
chicago/N	0.67094547
chief/J	0.0
chief/N	0.0
chien/N	1.8970058
chiesa/N	5.2982035
child/N	0.0
childhood/N	1.0623269
chime/V	3.5403454
china/N	0.0
chinese/J	0.0
choice/N	0.0
choir/N	3.9588258
cholon/N	5.703668
choose/V	0.0
choral/J	2.192123
chorale/N	3.9119089
chorus/N	0.4706898
chris-tian/n	5.703668
christ/N	3.9927964
christening/N	3.138719
christi/N	3.7941258
christian/J	2.8589666
christian/N	1.8369043
christianity/N	2.0448186
christmas-tree/n	5.2982035
christmas/N	1.0042491
christmastime/N	4.199591
christopher/N	1.3253988
chrysogonus/N	6.3968153
chrysostom/N	5.703668
chumminess/N	5.010521
church-missouri/n	6.3968153
church-related/n	4.787378
church/N	2.6875765
churchman/N	3.1568308
cigar/N	0.0
cimarron/N	4.2450533
cincinnati/N	1.9347461
cinema/N	1.7533866
circle/N	0.0
circle/V	0.2677653
circuit/N	1.352262
circuitous/J	3.1779397
circular/N	2.6591458
circulate/V	0.94577706
cite/V	0.0
city/N	0.29503608
civic/J	2.4168224
civil-liberty/n	5.010521
civil-right/n	1.7689059
civil/J	0.39038026
civitas/N	5.2982035
claim/N	0.7789541
claim/V	0.0
clamor/N	1.9081792
clangor/N	3.8318663
clapboard/N	2.870455
clara/N	0.39046237
clarification/N	2.042674
clarissa/N	1.4409884
class/N	0.0
classical/J	0.36926016
classify/V	0.7613119
classroom/N	0.4698895
clay/N	0.0
clean/J	0.0
cleanse/V	3.1009786
cleanup/N	3.4010832
clear/J	0.0
clearly/R	0.0
clement/N	0.94577706
clergy/N	3.849108
clergyman/N	1.9042543
clericals/N	5.703668
clerk/N	1.618743
cliff/N	0.0
climate/N	0.12620524
climax/N	0.8753546
climb/V	0.0
cling/V	0.0
clinton/N	1.213348
clip-clopped/n	6.3968153
cloak/N	0.8996473
clock/N	0.0
cloistered/J	4.6920676
close-cropped/n	3.5636022
close/J	0.0
close/N	1.4989758
close/V	0.0
closely/R	0.16958739
closer/J	0.19044122
closer/R	0.0
clothe/V	1.3405697
clothes-line/n	6.3968153
cloud/N	0.0
clown/N	0.5154449
club/N	1.1865903
clunk/V	5.010521
cluster/N	0.5708154
cluster/V	1.529281
co-president/n	5.703668
coast/N	0.0
coat/N	0.0
cocker/N	3.0295198
cocktail/N	0.43684164
cocoa/N	2.1817293
coffee/N	0.0
coffer/N	3.4523766
coffin/N	0.5417436
coherent/J	1.6518834
cohn/N	1.9803874
coin/N	0.103950925
coincidence/N	1.0004644
cold/J	0.83474433
collaborate/V	2.208677
collapse/N	0.7359405
collect/V	0.40961003
collection/N	0.62226397
college-where/n	6.3968153
college/N	0.85864496
collegeville/N	6.3968153
collegial/J	6.3968153
collegiate/J	2.6356153
collignon/N	5.2982035
colombia/N	2.4059813
colonial/J	1.1151358
colony/N	0.9040285
color/J	0.55486655
color/N	0.0
columba/N	6.3968153
columbia/N	0.0
columbus/N	1.6335026
column/N	0.0
combine/J	0.77931744
combine/V	0.0
come/V	0.0
comer/N	2.8132966
comerford/N	1.9206157
comfortable/J	0.0
command/V	0.5235716
commander/N	0.0
commence/V	1.0689393
comment/N	0.0
comment/V	0.4216074
commerce/N	0.11576446
commercial/J	0.0
commission/N	0.012667198
commissioner/N	0.0
commissioning/N	4.6050563
commit/V	0.65750504
commitment/N	0.8465728
committee/N	0.0
committeeman/N	1.8450462
common/J	0.2801353
common/N	0.84929705
commonplace/J	1.4580343
commonwealth/N	1.255737
communicant/N	3.6887653
communicate/V	0.4058511
communion/N	2.7160943
communism/N	1.8587569
communist/J	0.033294927
communist/N	1.1257552
community/N	1.8578564
company/N	0.0
compare/V	0.20009987
comparison/N	0.07658694
compel/V	0.18120793
competition/N	0.7851483
competitive/J	0.2345539
competitor/N	0.55733734
complacencies/N	5.703668
complain/V	0.0
complaint/N	0.8173373
complement/N	2.05301
complete/J	0.0
complete/V	0.0
completely/R	0.0
comply/V	1.7100654
compose/V	0.7152786
composer/N	0.0
comprehend/V	1.1818798
compress/V	2.0700374
compromise/N	0.15576024
comrade/N	0.8571218
comunismo/N	5.703668
con/V	1.5526284
concentration/N	0.024007807
concept/N	0.0
conception/N	0.6814339
concern/N	0.0
concern/V	0.24195743
concerned/J	0.0
concert/N	1.2350818
concerted/J	2.0273676
concord/N	2.8457625
concordat/N	4.0942307
concrete/J	0.31528178
concur/V	2.05301
condemn/V	1.6097405
condemnation/N	1.5605336
condition/N	0.0
condone/V	2.1341357
conduct/N	0.108956955
conduct/V	1.066031
confer/V	0.965936
conference/N	0.0
confess/J	6.3968153
confess/V	0.042445477
confession/N	1.62981
confessional/N	3.2313404
confidence/N	0.0
confine/V	0.047676526
confirm/V	0.0
confirmation/N	2.2431543
conflict/N	0.6316244
conflicting/J	1.4009556
confrontation/N	1.6809988
congratulate/V	0.93340755
congregation/N	3.7431824
congregational/J	5.899413
congregationalist/J	4.787378
congregationalist/N	5.480525
congress/N	0.0
congressional/J	0.0
congresswoman/N	4.6920676
connect/V	0.0
connection/I	0.72349226
connection/N	0.29986545
consecrate/V	3.1009786
consequence/N	0.0
conservative/J	0.4203377
consider/I	1.3588893
consider/V	0.0
