_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
haken.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.18416494891009408	-0.03994116222537947	NA	NA	bound	375	lex	10_10	1	weight	5000	5000	nav	4_4	246	haken	0.26271532772916356	BOW
haken.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.19907231496113714	-0.10879838917674527	NA	NA	bound	375	lex	10_10	1	weight	5000	5000	all	4_4	246	haken	0.27884811950955735	BOW
haken.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19281920084346776	0.06237868344460418	NA	NA	bound	375	lex	10_10	1	weight	FOC	258	nav	4_4	246	haken	0.2611801292217827	BOW
haken.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18823934641491918	0.06606067335011474	NA	NA	bound	375	lex	10_10	1	weight	FOC	375	all	4_4	246	haken	0.2606750467071776	BOW
haken.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.24510936509816045	0.002502500949886527	NA	NA	bound	375	lex	10_10	1	selection	5000	5000	nav	4_4	246	haken	0.25188118418801575	BOW
haken.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2621036191576862	-0.040258416023628195	NA	NA	bound	375	lex	10_10	1	selection	5000	5000	all	4_4	246	haken	0.2670118510564471	BOW
haken.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2057799575664705	0.09043854822328198	NA	NA	bound	375	lex	10_10	1	selection	FOC	258	nav	4_4	246	haken	0.2581059942410469	BOW
haken.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.20186130139863015	0.09614940707734186	NA	NA	bound	375	lex	10_10	1	selection	FOC	375	all	4_4	246	haken	0.25584899526518684	BOW
haken.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.31307255879077894	0.10673211013063434	NA	NA	bound	722	lex	10_10	1	no	5000	5000	nav	4_4	249	haken	0.24950590775180304	BOW
haken.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.3278367132205323	0.1485885409480217	NA	NA	bound	722	lex	10_10	1	no	5000	5000	all	4_4	249	haken	0.2651942410196258	BOW
