_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.07736198376404711	-0.04018936558623741	NA	NA	bound	353	lex	10_10	1	weight	5000	5000	nav	4_4	234	herroepen	0.24223343043452286	BOW
herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.12094388933444444	-0.09307024416706858	NA	NA	bound	353	lex	10_10	1	weight	5000	5000	all	4_4	234	herroepen	0.2684882946531934	BOW
herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08321513366203656	-0.04727501562954598	NA	NA	bound	353	lex	10_10	1	weight	FOC	259	nav	4_4	234	herroepen	0.23188887847681286	BOW
herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.08135946125597589	-0.04868262190289378	NA	NA	bound	353	lex	10_10	1	weight	FOC	353	all	4_4	234	herroepen	0.23217252467946245	BOW
herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.028809471925995752	0.04883057003854265	NA	NA	bound	353	lex	10_10	1	selection	5000	5000	nav	4_4	234	herroepen	0.25282476167690987	BOW
herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.11465101304372924	-0.04131233717050239	NA	NA	bound	353	lex	10_10	1	selection	5000	5000	all	4_4	234	herroepen	0.268810089031023	BOW
herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.03763780290355336	0.009846500549470779	NA	NA	bound	353	lex	10_10	1	selection	FOC	259	nav	4_4	234	herroepen	0.23690454214143292	BOW
herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03466003744843994	0.006455007775240709	NA	NA	bound	353	lex	10_10	1	selection	FOC	353	all	4_4	234	herroepen	0.24027955586809824	BOW
herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.067412811792406	0.06862385481581022	NA	NA	bound	676	lex	10_10	1	no	5000	5000	nav	4_4	235	herroepen	0.2609385232978997	BOW
herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.21296076507746578	-0.15274463010962697	NA	NA	bound	676	lex	10_10	1	no	5000	5000	all	4_4	235	herroepen	0.2624953134168406	BOW
herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.05025923760556637	0.03165994544344209	NA	NA	bound	676	lex	10_10	1	no	FOC	488	nav	4_4	235	herroepen	0.25218997074877664	BOW
herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.04951151731874683	0.02116179583189619	NA	NA	bound	676	lex	10_10	1	no	FOC	676	all	4_4	235	herroepen	0.24795732317600874	BOW
