_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
haken.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16408872044072143	0.1333978902266083	NA	NA	bound	722	lex	10_10	1	no	nav_FOC	521	4_4	249	haken	0.24121973991130466	BOW	c3	0
haken.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.16376945342129057	0.137101580609768	NA	NA	bound	722	lex	10_10	1	no	all_FOC	722	4_4	249	haken	0.2377568253983904	BOW	c3	0
haken.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.03171986630261458	-0.003785367825103906	NA	NA	bound	556	all	10_10	1	weight	nav_5000	5000	4_4	251	haken	0.23586326625493892	BOW	c4	0
haken.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.027505887823697724	-0.016819709698973697	NA	NA	bound	556	all	10_10	1	weight	all_5000	5000	4_4	251	haken	0.25063474610558006	BOW	c4	0
haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.009664347965465904	0.04013223412026105	NA	NA	bound	556	all	10_10	1	weight	nav_FOC	258	4_4	251	haken	0.21497457877333637	BOW	c4	0
haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.013522678437507638	0.04578549970225917	NA	NA	bound	556	all	10_10	1	weight	all_FOC	556	4_4	251	haken	0.2072910782244592	BOW	c4	0
haken.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.08192905878027917	0.0712089520331516	NA	NA	bound	556	all	10_10	1	selection	nav_5000	5000	4_4	251	haken	0.23799415098130072	BOW	c4	0
haken.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.2075393728770976	0.14319894144178574	NA	NA	bound	556	all	10_10	1	selection	all_5000	5000	4_4	251	haken	0.2510656748773683	BOW	c5	0
haken.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.00756192465792679	0.08403864379588208	NA	NA	bound	556	all	10_10	1	selection	nav_FOC	258	4_4	251	haken	0.21300659561882004	BOW	c4	0
haken.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.014282586758351793	0.09923953379906039	NA	NA	bound	556	all	10_10	1	selection	all_FOC	556	4_4	251	haken	0.20333415394239962	BOW	c3	0
haken.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.006287322545293408	0.1697767649848869	NA	NA	bound	1040	all	10_10	1	no	nav_5000	5000	4_4	251	haken	0.20790429294185792	BOW	c3	0
haken.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.09852195070754977	0.26117030802432956	NA	NA	bound	1040	all	10_10	1	no	all_5000	5000	4_4	251	haken	0.23316116135471618	BOW	c3	0
haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.06132218905552254	0.14459551651368072	NA	NA	bound	1040	all	10_10	1	no	nav_FOC	521	4_4	251	haken	0.21193703337349906	BOW	c3	0
haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.06134712795331096	0.1547584693445047	NA	NA	bound	1040	all	10_10	1	no	all_FOC	1040	4_4	251	haken	0.193531259377883	BOW	c3	1
haken.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19127361112211866	-0.04026636490649387	NA	NA	bound	320	lex	5_5	1	weight	nav_5000	5000	4_4	244	haken	0.2679077104572988	BOW	c1	0
haken.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.26293701265303254	-0.1279477008979672	NA	NA	bound	320	lex	5_5	1	weight	all_5000	5000	4_4	244	haken	0.28871428573266644	BOW	c2	0
haken.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18931810581409306	0.013846096757458373	NA	NA	bound	320	lex	5_5	1	weight	nav_FOC	218	4_4	244	haken	0.27803798325303725	BOW	c1	0
haken.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18261077967477782	0.018180218209620017	NA	NA	bound	320	lex	5_5	1	weight	all_FOC	320	4_4	244	haken	0.2749528679929902	BOW	c1	0
haken.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.20198856609000432	-0.06255887157144245	NA	NA	bound	320	lex	5_5	1	selection	nav_5000	5000	4_4	244	haken	0.25472653443408183	BOW	c1	0
haken.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.26626974299821354	-0.1554555471779677	NA	NA	bound	320	lex	5_5	1	selection	all_5000	5000	4_4	244	haken	0.27778716808400966	BOW	c2	1
haken.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1740582547056775	0.0225721528988619	NA	NA	bound	320	lex	5_5	1	selection	nav_FOC	218	4_4	244	haken	0.2758229349765388	BOW	c1	0
haken.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.175462876842837	0.02478347273468643	NA	NA	bound	320	lex	5_5	1	selection	all_FOC	320	4_4	244	haken	0.270893891766853	BOW	c1	0
haken.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.21939482368503385	-0.005965880135494018	NA	NA	bound	440	lex	5_5	1	no	nav_5000	5000	4_4	247	haken	0.25534384979475416	BOW	c1	0
haken.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.2872598589101668	-0.12153724291064844	NA	NA	bound	440	lex	5_5	1	no	all_5000	5000	4_4	247	haken	0.2739669810718253	BOW	c2	0
haken.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1779814343583084	0.041753638884279666	NA	NA	bound	440	lex	5_5	1	no	nav_FOC	305	4_4	247	haken	0.26925588056550065	BOW	c1	0
haken.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.18216509494725122	0.051721524429669825	NA	NA	bound	440	lex	5_5	1	no	all_FOC	440	4_4	247	haken	0.25984994701444897	BOW	c1	0
haken.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.019150859623916848	-0.055292921724678604	NA	NA	bound	474	all	5_5	1	weight	nav_5000	5000	4_4	251	haken	0.25130857898174436	BOW	c4	0
haken.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.03003145256751848	-0.07602960181031303	NA	NA	bound	474	all	5_5	1	weight	all_5000	5000	4_4	251	haken	0.2663011911864825	BOW	c6	0
haken.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.032887140187403914	0.01855514082544554	NA	NA	bound	474	all	5_5	1	weight	nav_FOC	218	4_4	251	haken	0.24157652108674119	BOW	c6	0
haken.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03159766058927323	0.02846319806910607	NA	NA	bound	474	all	5_5	1	weight	all_FOC	474	4_4	251	haken	0.22763094250677926	BOW	c6	0
haken.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.1327802932894738	-0.011790464384519382	NA	NA	bound	474	all	5_5	1	selection	nav_5000	5000	4_4	251	haken	0.25074145503102985	BOW	c4	0
haken.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.29850926176175846	-0.03237461652301631	NA	NA	bound	474	all	5_5	1	selection	all_5000	5000	4_4	251	haken	0.26186925461771915	BOW	c5	0
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.00512098451246557	0.05772056863215451	NA	NA	bound	474	all	5_5	1	selection	nav_FOC	218	4_4	251	haken	0.2358171056818564	BOW	c4	0
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.0014508152566813826	0.06708399716259549	NA	NA	bound	474	all	5_5	1	selection	all_FOC	474	4_4	251	haken	0.225965108620761	BOW	c6	0
haken.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.1398558202664358	0.05992418638770821	NA	NA	bound	658	all	5_5	1	no	nav_5000	5000	4_4	251	haken	0.25600207371850137	BOW	c4	0
haken.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.3019373346568677	0.1152634075988224	NA	NA	bound	658	all	5_5	1	no	all_5000	5000	4_4	251	haken	0.24503588609199858	BOW	c5	0
haken.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.018336114492816497	0.07781080058780045	NA	NA	bound	658	all	5_5	1	no	nav_FOC	305	4_4	251	haken	0.23984387201771082	BOW	c3	0
haken.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.01919457491446638	0.08972346512910649	NA	NA	bound	658	all	5_5	1	no	all_FOC	658	4_4	251	haken	0.21807337320216474	BOW	c3	0
haken.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1861341585323284	-0.16026723366165194	NA	NA	bound	216	lex	3_3	1	weight	nav_5000	5000	4_4	225	haken	0.2636041889823726	BOW	c7	0
haken.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2274486550091999	-0.3167711144718367	NA	NA	bound	216	lex	3_3	1	weight	all_5000	5000	4_4	225	haken	0.2866769872162816	BOW	c2	0
haken.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16495326392275042	-0.069159570818789	NA	NA	bound	216	lex	3_3	1	weight	nav_FOC	145	4_4	225	haken	0.29543457387108546	BOW	c7	0
haken.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.16664683800298588	-0.07636865999309267	NA	NA	bound	216	lex	3_3	1	weight	all_FOC	216	4_4	225	haken	0.2898960653406007	BOW	c7	0
haken.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.18072356317162633	-0.14794821533397107	NA	NA	bound	216	lex	3_3	1	selection	nav_5000	5000	4_4	225	haken	0.2583190465650702	BOW	c7	0
haken.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.20743285953183338	-0.28000640413905675	NA	NA	bound	216	lex	3_3	1	selection	all_5000	5000	4_4	225	haken	0.2768598278480393	BOW	c2	0
haken.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1562166053218153	-0.05802469726590257	NA	NA	bound	216	lex	3_3	1	selection	nav_FOC	145	4_4	225	haken	0.29087412358724957	BOW	c7	0
haken.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.16010667000406426	-0.06780347588165046	NA	NA	bound	216	lex	3_3	1	selection	all_FOC	216	4_4	225	haken	0.28543247112183734	BOW	c7	1
haken.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19079797987264102	-0.15395551429117973	NA	NA	bound	267	lex	3_3	1	no	nav_5000	5000	4_4	230	haken	0.2555347148918457	BOW	c7	0
haken.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.2084124772797677	-0.26534737863364544	NA	NA	bound	267	lex	3_3	1	no	all_5000	5000	4_4	230	haken	0.26965422951871576	BOW	c2	0
haken.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16635943706404108	-0.045658854818962126	NA	NA	bound	267	lex	3_3	1	no	nav_FOC	185	4_4	230	haken	0.28600501884045293	BOW	c7	0
haken.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1750872097858431	-0.06106160169519414	NA	NA	bound	267	lex	3_3	1	no	all_FOC	267	4_4	230	haken	0.27793946514065715	BOW	c7	0
haken.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.0021480212755950186	-0.165567453430282	NA	NA	bound	342	all	3_3	1	weight	nav_5000	5000	4_4	251	haken	0.2591297617801541	BOW	c6	0
haken.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.05100077178718185	-0.2320299749393524	NA	NA	bound	342	all	3_3	1	weight	all_5000	5000	4_4	251	haken	0.26123523521386316	BOW	c6	0
haken.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04334347986248314	-0.07596154019757481	NA	NA	bound	342	all	3_3	1	weight	nav_FOC	145	4_4	251	haken	0.25932087177677937	BOW	c6	0
haken.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.039160693914038126	-0.057037421686947816	NA	NA	bound	342	all	3_3	1	weight	all_FOC	342	4_4	251	haken	0.24237491475536052	BOW	c6	0
haken.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.10933299325418311	-0.18310535001851339	NA	NA	bound	342	all	3_3	1	selection	nav_5000	5000	4_4	251	haken	0.25657720425381736	BOW	c6	0
haken.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.24959572559133292	-0.28246584129425784	NA	NA	bound	342	all	3_3	1	selection	all_5000	5000	4_4	251	haken	0.25169739946833414	BOW	c5	0
haken.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.006014972331237302	-0.04756994227775996	NA	NA	bound	342	all	3_3	1	selection	nav_FOC	145	4_4	251	haken	0.24742086634636146	BOW	c6	0
haken.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0066005093590688416	-0.03829061630124379	NA	NA	bound	342	all	3_3	1	selection	all_FOC	342	4_4	251	haken	0.2394436958127242	BOW	c6	0
haken.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.14760457247279307	-0.20884913178457984	NA	NA	bound	427	all	3_3	1	no	nav_5000	5000	4_4	251	haken	0.2563625636072844	BOW	c6	0
haken.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.2976703260180264	-0.25489136732243306	NA	NA	bound	427	all	3_3	1	no	all_5000	5000	4_4	251	haken	0.2485197090568676	BOW	c5	0
haken.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.0030692414744993885	-0.02893328314210417	NA	NA	bound	427	all	3_3	1	no	nav_FOC	185	4_4	251	haken	0.25195180423718616	BOW	c6	0
haken.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.0018384428455543076	-0.013893300042603642	NA	NA	bound	427	all	3_3	1	no	all_FOC	427	4_4	251	haken	0.23263555048816864	BOW	c6	0
haken.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15826280145360647	0.057634226630816104	NA	NA	nobound	463	lex	10_10	1	weight	nav_5000	5000	4_4	248	haken	0.2523934126810236	BOW	c1	0
haken.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.22332280929505055	0.037906755111804594	NA	NA	nobound	463	lex	10_10	1	weight	all_5000	5000	4_4	248	haken	0.27309547559707104	BOW	c2	0
haken.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16517804428581945	0.09026288682995688	NA	NA	nobound	463	lex	10_10	1	weight	nav_FOC	319	4_4	248	haken	0.23975544393449613	BOW	c1	0
haken.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.16171861540430968	0.0909002847282628	NA	NA	nobound	463	lex	10_10	1	weight	all_FOC	463	4_4	248	haken	0.23518699666515688	BOW	c1	0
haken.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1808731307303804	0.09165797963504291	NA	NA	nobound	463	lex	10_10	1	selection	nav_5000	5000	4_4	248	haken	0.2503215306081019	BOW	c1	0
haken.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2103251822475658	0.10730139920647708	NA	NA	nobound	463	lex	10_10	1	selection	all_5000	5000	4_4	248	haken	0.2646575471338789	BOW	c2	0
haken.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16324498346990016	0.11160476618819781	NA	NA	nobound	463	lex	10_10	1	selection	nav_FOC	319	4_4	248	haken	0.23627277543505099	BOW	c1	0
haken.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1621275192654768	0.11615947294522522	NA	NA	nobound	463	lex	10_10	1	selection	all_FOC	463	4_4	248	haken	0.23322073116334796	BOW	c1	0
haken.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.18301137737070464	0.1834979264515146	NA	NA	nobound	1030	lex	10_10	1	no	nav_5000	5000	4_4	250	haken	0.2300700097120371	BOW	c3	0
haken.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.20945511121668958	0.24261248788155387	NA	NA	nobound	1030	lex	10_10	1	no	all_5000	5000	4_4	250	haken	0.2514610110024485	BOW	c3	0
haken.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.17258709417642598	0.17554081948220226	NA	NA	nobound	1030	lex	10_10	1	no	nav_FOC	734	4_4	250	haken	0.21732252585218903	BOW	c3	0
haken.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17526748641570622	0.18334196686232268	NA	NA	nobound	1030	lex	10_10	1	no	all_FOC	1030	4_4	250	haken	0.21010013094058091	BOW	c3	0
haken.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.011086847552579234	0.022799619953611103	NA	NA	nobound	675	all	10_10	1	weight	nav_5000	5000	4_4	251	haken	0.2380582077252034	BOW	c4	0
haken.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.004927650460572075	0.048818709552735456	NA	NA	nobound	675	all	10_10	1	weight	all_5000	5000	4_4	251	haken	0.25149092558127273	BOW	c4	0
haken.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.025491497852495194	0.05867361919022163	NA	NA	nobound	675	all	10_10	1	weight	nav_FOC	319	4_4	251	haken	0.21332225631491056	BOW	c4	0
haken.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.029388196392383353	0.06260592370601059	NA	NA	nobound	675	all	10_10	1	weight	all_FOC	675	4_4	251	haken	0.20290830253330552	BOW	c4	0
haken.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.031022769120380208	0.11849462180661763	NA	NA	nobound	675	all	10_10	1	selection	nav_5000	5000	4_4	251	haken	0.23752340198670044	BOW	c3	0
haken.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.09542079065214176	0.27876517868513556	NA	NA	nobound	675	all	10_10	1	selection	all_5000	5000	4_4	251	haken	0.24692246752853883	BOW	c3	0
haken.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.03700830248407142	0.11501535780311403	NA	NA	nobound	675	all	10_10	1	selection	nav_FOC	319	4_4	251	haken	0.2057387040567877	BOW	c3	0
haken.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.04590743076973918	0.1311770157259687	NA	NA	nobound	675	all	10_10	1	selection	all_FOC	675	4_4	251	haken	0.18960310174767353	BOW	c3	0
haken.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.06421464242583062	0.22251879941253913	NA	NA	nobound	1473	all	10_10	1	no	nav_5000	5000	4_4	251	haken	0.17733288086298565	BOW	c3	0
haken.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.03356220918994608	0.34320462949373903	NA	NA	nobound	1473	all	10_10	1	no	all_5000	5000	4_4	251	haken	0.22370234759035565	BOW	c3	0
haken.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.0917902782279442	0.19086423728300905	NA	NA	nobound	1473	all	10_10	1	no	nav_FOC	734	4_4	251	haken	0.19301304400520297	BOW	c3	0
haken.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.0960625448468027	0.2125062180390023	NA	NA	nobound	1473	all	10_10	1	no	all_FOC	1473	4_4	251	haken	0.17434804304614157	BOW	c3	0
haken.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.20589230448189205	-0.01536602320093492	NA	NA	nobound	367	lex	5_5	1	weight	nav_5000	5000	4_4	246	haken	0.2621232379625775	BOW	c1	0
haken.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.26890340500350685	-0.08896710532817728	NA	NA	nobound	367	lex	5_5	1	weight	all_5000	5000	4_4	246	haken	0.2880744445726383	BOW	c2	0
haken.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20514905779055245	0.03288655573834218	NA	NA	nobound	367	lex	5_5	1	weight	nav_FOC	251	4_4	246	haken	0.2623579972740534	BOW	c1	0
haken.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.19989118853749352	0.03495823372723213	NA	NA	nobound	367	lex	5_5	1	weight	all_FOC	367	4_4	246	haken	0.2620327893234621	BOW	c1	0
haken.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2208248056177463	-0.012000847041011432	NA	NA	nobound	367	lex	5_5	1	selection	nav_5000	5000	4_4	246	haken	0.25437965680046787	BOW	c1	0
haken.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2860262564015577	-0.0820287476081568	NA	NA	nobound	367	lex	5_5	1	selection	all_5000	5000	4_4	246	haken	0.27477446732153693	BOW	c2	0
haken.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1890667713428298	0.04737847231968742	NA	NA	nobound	367	lex	5_5	1	selection	nav_FOC	251	4_4	246	haken	0.2624840693557095	BOW	c1	1
haken.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.19156308469796096	0.05088000793057804	NA	NA	nobound	367	lex	5_5	1	selection	all_FOC	367	4_4	246	haken	0.26134625158249963	BOW	c1	0
haken.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.23705338044377894	0.0571394625797313	NA	NA	nobound	534	lex	5_5	1	no	nav_5000	5000	4_4	249	haken	0.248975460931039	BOW	c1	0
haken.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.32279571835707405	0.04042977953480928	NA	NA	nobound	534	lex	5_5	1	no	all_5000	5000	4_4	249	haken	0.2667249571695189	BOW	c2	0
haken.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.20667135360119404	0.08404871537316105	NA	NA	nobound	534	lex	5_5	1	no	nav_FOC	371	4_4	249	haken	0.2478026733173831	BOW	c1	0
haken.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.21254075355657576	0.09353526490083255	NA	NA	nobound	534	lex	5_5	1	no	all_FOC	534	4_4	249	haken	0.2450655381149654	BOW	c1	0
haken.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.006521132772910623	-0.037574498282159835	NA	NA	nobound	552	all	5_5	1	weight	nav_5000	5000	4_4	251	haken	0.25223193328763754	BOW	c4	0
haken.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.008366658472365451	-0.062414926242039	NA	NA	nobound	552	all	5_5	1	weight	all_5000	5000	4_4	251	haken	0.2655906373195035	BOW	c6	0
haken.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.03772877068965201	0.029187346059178127	NA	NA	nobound	552	all	5_5	1	weight	nav_FOC	251	4_4	251	haken	0.23289455215214958	BOW	c6	0
haken.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03789645532912075	0.03779094613404118	NA	NA	nobound	552	all	5_5	1	weight	all_FOC	552	4_4	251	haken	0.2242526573147382	BOW	c6	0
haken.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.11180835979196992	0.016261033734353027	NA	NA	nobound	552	all	5_5	1	selection	nav_5000	5000	4_4	251	haken	0.25648160467467523	BOW	c4	0
haken.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.26606708721573796	0.12072940372085425	NA	NA	nobound	552	all	5_5	1	selection	all_5000	5000	4_4	251	haken	0.26353567559188523	BOW	c5	0
haken.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.013723845586110138	0.07024875773401972	NA	NA	nobound	552	all	5_5	1	selection	nav_FOC	251	4_4	251	haken	0.23022982930657845	BOW	c6	0
haken.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.014317486957536795	0.0835330885246832	NA	NA	nobound	552	all	5_5	1	selection	all_FOC	552	4_4	251	haken	0.22115712441910276	BOW	c6	0
haken.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.08014413785365318	0.12745300174722	NA	NA	nobound	803	all	5_5	1	no	nav_5000	5000	4_4	251	haken	0.23617506754720222	BOW	c4	0
haken.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.18669385774854347	0.24167039309467	NA	NA	nobound	803	all	5_5	1	no	all_5000	5000	4_4	251	haken	0.24572017270625757	BOW	c6	0
haken.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.04299338628471829	0.10337551985446634	NA	NA	nobound	803	all	5_5	1	no	nav_FOC	371	4_4	251	haken	0.22648940004428653	BOW	c3	0
haken.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.041517986415846156	0.12103599981721833	NA	NA	nobound	803	all	5_5	1	no	all_FOC	803	4_4	251	haken	0.20607696927831592	BOW	c3	0
haken.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.20239377690425986	-0.15726937610764136	NA	NA	nobound	240	lex	3_3	1	weight	nav_5000	5000	4_4	231	haken	0.26841462413674444	BOW	c7	0
