_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
harden.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10706990560751481	-0.05430231052205906	NA	NA	bound	326	lex	10_10	1	weight	5000	5000	nav	4_4	277	harden	0.22156848022051479	BOW
harden.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2151295149989975	-0.013285723379430571	NA	NA	bound	326	lex	10_10	1	weight	5000	5000	all	4_4	277	harden	0.26900410934956825	BOW
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.13213051860919017	-0.13922625583394305	NA	NA	bound	326	lex	10_10	1	weight	FOC	221	nav	4_4	277	harden	0.21764669029667322	BOW
harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.09032434663908913	-0.09956177745146587	NA	NA	bound	326	lex	10_10	1	weight	FOC	326	all	4_4	277	harden	0.21832631493193477	BOW
harden.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.029778842584029946	0.022180669783273006	NA	NA	bound	326	lex	10_10	1	selection	5000	5000	nav	4_4	277	harden	0.22736370883049875	BOW
harden.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2011939521589649	0.08996627946171722	NA	NA	bound	326	lex	10_10	1	selection	5000	5000	all	4_4	277	harden	0.2726976941013041	BOW
harden.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.075545333185612365	-0.07307118468141452	NA	NA	bound	326	lex	10_10	1	selection	FOC	221	nav	4_4	277	harden	0.22864633437233764	BOW
harden.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.0198454802408238	-0.028731439729026986	NA	NA	bound	326	lex	10_10	1	selection	FOC	326	all	4_4	277	harden	0.21030275280109242	BOW
harden.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.08574520068528901	0.02128510149734719	NA	NA	bound	691	lex	10_10	1	no	5000	5000	nav	4_4	279	harden	0.24358863997140187	BOW
harden.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.36467500941736086	0.09787341442660039	NA	NA	bound	691	lex	10_10	1	no	5000	5000	all	4_4	279	harden	0.27958281120788125	BOW
harden.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12905079534832667	-0.09764301986895875	NA	NA	bound	691	lex	10_10	1	no	FOC	491	nav	4_4	279	harden	0.24665723398030917	BOW
