cw	ppmi
1707/m	1.8769978
171/m	0.39011618
1711/m	1.7342497
1712/m	1.8508866
1713/m	1.6381059
1715/m	2.4304597
1717/m	1.6634237
1721/m	3.0583017
1723/m	2.687928
1729/m	2.3147237
173/m	0.43413305
1732/m	1.8104771
1733/m	1.7342497
1734/m	1.8823029
1736/m	1.9829464
1737/m	2.641408
1738/m	2.1215324
1739/m	1.7812067
1740/m	1.8006248
1740s/m	3.1869192
1745/m	1.1272802
1747/m	1.5056167
1748/m	1.6893991
1749/m	1.4283854
175/m	0.15839706
1751/m	1.6893991
1753/m	1.3951597
1754/m	1.5972838
1755/m	1.1222928
1758/m	2.2667146
176/m	1.0184258
1760/m	1.5504003
1762/m	2.5135746
1763/m	2.0311484
1766/m	1.5129427
1767/m	1.6298071
1768/m	2.1215324
177/m	1.1074777
1770/m	0.9366599
1774/m	1.8304777
1776/m	1.3136098
1777/m	2.298463
1778/m	2.6760936
1780s/m	1.7716372
1781/m	1.2897992
1782/m	1.1733242
1783/m	1.7496583
1784/m	1.7205821
1785/m	1.7527688
1787/m	0.76611537
1789/m	1.8865672
1790/m	0.48542637
1791/m	0.7285041
1793/m	0.70528585
1794/m	1.0503192
1795/m	1.5504003
1797/m	2.327095
1799/m	0.83461064
17:22/m	2.57545
17th-century/j	1.5696687
17th-century/n	3.8606482
17th/m	1.1480662
18%/n	0.22373709
18,19/m	4.4796877
18-month-old/j	2.0948644
18.6/m	2.2359428
1800/m	0.9549038
1800s/m	1.1825287
1801/m	1.0643054
1802/m	1.5972838
1803/m	1.2636728
1804/m	0.7557167
1805/m	1.8338505
1806/m	1.509273
1807/m	0.61146706
1808/m	0.9041367
1809/m	0.80158013
181,000/m	3.8606482
1810/m	2.2761338
1811/m	2.3025036
1813/m	1.4732978
1814/m	0.63563746
1816/m	1.616127
1817/m	1.8338505
1818/m	1.4149623
1819/m	1.2927446
1820/m	0.78191906
1820s/m	0.7731084
1821/m	0.42914551
1824/m	0.54227525
1825/m	0.4933524
1826/m	0.5478618
1827/m	2.0127993
1828/m	0.43413305
1829/m	1.1629074
183/m	0.26650223
1830/m	1.8216782
1830s/m	1.0342454
1831/m	0.7609025
1832/m	0.55066687
1833/m	0.93803823
1834/m	1.516626
1835/m	2.4840157
1836/m	1.7659392
1837/m	2.0084796
1838/m	2.3523064
1839/m	0.8902338
1840-1855/m	6.4255977
1840s/m	0.16410592
1841/m	1.194489
1842/m	1.7716372
1843/m	0.26650223
1844/m	0.88042015
1845/m	1.0643054
1846/m	0.4907034
1847/m	0.6366573
1848/m	0.5859254
1849/m	1.072161
185/m	0.710216
1850/m	0.61146706
1851/m	1.2460638
1852/m	0.12848829
1853/m	1.6872085
1855/m	1.7035336
1856/m	1.6447948
1857/m	2.0143156
1858/m	1.6166706
1859/m	0.5563007
1860/m	1.2438141
1860s/m	0.9702765
1861/m	0.108432926
1862/m	1.696736
1863/m	0.5478618
1864/m	2.106777
1865/m	0.7919992
1866/m	1.393527
1867/m	1.8573508
1868/m	1.5596029
1869/m	3.04801
1870/m	0.70282984
1870s/m	0.95543
1871/m	2.962365
1873/m	0.8216355
1874/m	1.2742347
1875/m	1.4839551
1876/m	1.0184258
1877/m	0.12481181
1878/m	0.75399405
188/m	0.94287753
1880/m	1.7301805
1880s/m	0.817959
1881/m	1.7973622
1883/m	1.0832634
1884/m	2.2304482
1888-89/m	5.3269854
1888-90/m	5.7324505
1888/m	0.043781593
1889/m	1.0820678
1890-1929/m	6.4255977
1890/m	1.6799968
1890s/m	0.13217834
1891/m	1.6192374
1893/m	0.5436689
1894/m	1.3395457
1895/m	0.77662337
1896/m	1.2074063
1897/m	0.9589449
1898-1980/m	5.7324505
1898/m	0.9243394
18:00/m	1.5056167
18:20/m	1.9596895
18:3/m	3.5352259
18:37/m	3.3575447
18th-century/j	1.4374352
18th/m	0.6595629
19,000/m	0.57627285
19-20/m	2.006757
19-room/j	5.7324505
19-year-olds/n	2.3480601
1900-1945/m	4.8161597
1900/m	0.30882287
1902/m	0.3618124
1904/m	0.89716107
1905/m	1.1373305
1906/m	1.8560545
1909/m	0.5801227
191/m	1.481577
1910/m	0.5640994
1911/m	0.2659738
1912/m	0.03815728
1913/m	0.1717688
1914/m	0.07053216
1917/m	0.8653434
1919/m	0.253897
191st/m	5.7324505
1920/m	0.7890239
1921/1922/m	5.7324505
1921/m	0.007232674
1922/m	0.1861018
1925/m	1.1407033
1927/m	0.39491236
1930/m	0.06515906
1930s/m	0.06800296
1931/m	0.4986716
1932/m	0.66827434
1933/m	0.14520177
1936/m	0.7285041
1937/m	0.3257272
1937a/f	7.118745
1937b/f	6.4255977
1939/m	0.03871829
1940-41/m	3.5352259
1940s/m	0.53009343
1941-1945/m	4.0277023
1941/m	0.2526452
1945/m	0.14814886
1946/m	0.9294545
1949-50/m	3.7175474
195/m	1.2456884
1950/m	0.35630435
1950s-vintage/n	6.4255977
1952/m	0.3805923
1954/m	0.4182597
1955/m	0.8218986
1956/m	0.79837626
1957/m	0.3725677
1960/m	0.20766172
1962-1965/m	4.676398
1963-4/m	4.4796877
1963/m	0.38445044
1964-1985/m	5.3269854
1964/m	0.1278746
1965/m	0.18240206
1968-69/m	3.3345551
1969-1980/m	5.7324505
1970/m	0.28266454
1972/m	0.5887646
1974/m	0.23824652
1975-1985/m	5.172835
1975/m	1.0564295
1976/m	0.29606336
1978/m	0.39758685
198/m	0.6858047
1981/m	0.10888429
1981b/f	5.0393033
1983-2003/m	5.7324505
1983/m	0.064295135
1984/m	0.52278215
1985-1995/m	5.7324505
1985/m	0.2336442
1986/m	0.120235145
1987/m	0.23119222
1988b/f	4.4796877
1989/m	0.21571495
199/m	0.1717688
1990/m	0.011701589
1990:47-48/m	6.4255977
1991:52/m	6.4255977
1997a/f	2.5969563
1997b/f	2.9916103
1998-2002/m	3.0583017
1998a/f	3.6847575
1999a/f	2.7120256
19:00/m	0.9449587
19th-century/j	2.1081095
19th/20th/m	3.4811587
19th/m	1.0922288
1:11/m	1.8304777
1:14/m	1.6298071
1:15/m	1.5893157
1:18/m	2.2589324
1:2/m	1.7160674
1:22/m	2.8012567
1:24/m	2.8560648
1:26/m	3.0756936
1:45/m	1.9038091
1:5/m	2.400246
1:6/m	2.5135746
1bh/f	5.7324505
1le/f	6.4255977
1pm/r	0.67461354
1st/n	4.346156
2,000-year/f	5.0393033
2,000/m	0.6637312
2,300/m	1.5056167
2,500/m	0.49017444
2,700/m	1.0784901
2.1.1/m	2.6643975
2.18/m	2.687928
2.2/m	0.6698554
2.20/m	1.8006248
2.3/m	0.4399835
2.4%/f	1.7388475
2.6/m	0.3641407
2.75/m	1.4216514
2.89/m	3.5923843
2.9/m	0.33428773
20-year-old/j	0.42171055
200-bed/j	5.7324505
200-plus/j	3.1297607
200-year/j	3.6847575
200/m	0.067074716
2000-2005/m	3.0244002
2000/m	0.15189849
2004/m	0.09507957
2004:2/m	5.3269854
2010-11/m	0.32864755
2010s/m	1.9257879
2012-2013/m	0.6635462
2013-14/m	1.0596216
2019/m	0.50939554
202/m	0.3925114
2029/m	2.4182644
2031/m	1.4911237
2032/m	1.9596895
2043/m	3.2067218
2044/m	2.8702495
205,000/m	2.9598618
205/m	0.20500743
209/m	0.73523813
20:13/m	2.2512105
20:18/m	2.493772
20:21/m	2.400246
20:27/m	2.400246
20:28/m	2.1771023
20somethings/f	4.8161597
21-23/m	2.5135746
2162/m	4.8161597
2177/m	4.633838
218/m	1.4250127
21:30/m	1.6893991
21st/m	0.7357351
22.35/m	3.8606482
220/m	0.13217834
221/m	0.7151706
2211/m	4.228373
228/m	0.8088265
22:32/m	2.7880116
23,600/m	3.7865403
23.2/m	2.7120256
23.5/m	1.7908686
230/m	0.33768716
233/m	1.9790324
235/m	0.42914551
236/m	1.9635283
24,000/m	0.15839706
242/m	0.57915884
2425/m	5.509307
243/m	1.4017171
245/m	1.7621585
24k/f	2.006757
24th/m	0.34846517
25,000-strong/f	4.633838
25,000/m	0.47105643
25-30/m	0.73186547
25-32/m	3.3810751
25-years/n	4.0277023
250m/n	0.97886026
250th/m	3.455183
251/m	1.5580631
253/m	0.745425
254/m	0.80158013
257/m	1.0006475
259/m	0.87263805
25th/m	0.56078345
26-county/j	2.5135746
26/m	0.16826533
261/m	1.2438141
265/m	0.69225633
26th/m	0.39882624
27-28/m	2.5969563
27/m	0.009631553
279/m	1.0006475
28,000/m	0.451788
28-50/m	5.3269854
280,000/m	1.4911237
282/m	1.3318474
283/m	1.1272802
28:19-20/m	4.346156
28b/f	4.4796877
29-year-old/j	0.3502516
290/m	0.4391456
291/m	1.498344
295/m	0.9617658
296/m	1.3504238
297/m	1.2382118
29:30/m	6.4255977
2:00/m	1.1123916
2:06/m	2.4366136
2:11/m	1.914738
2:13/m	2.006757
2:14/m	2.57545
2:16/m	2.081792
2:19-20/m	5.3269854
2:2/m	1.147483
2:20/m	2.4743538
2:22-23/m	5.7324505
2:23/m	2.2667146
2:3/m	2.5337772
2:30/m	0.9366599
2:33/m	2.3651545
2:42/m	2.3480601
2:47/m	3.5923843
2:5/m	2.641408
2:9/m	2.7120256
2cv/f	2.3480601
2pm/r	1.1629074
2x2/f	2.618935
3,000/m	0.025814885
3,500/m	0.20699748
3,623/m	4.633838
3,800/m	1.6215765
3.1.1/m	2.687928
3.1.2/m	2.5337772
3.1/m	0.18825002
3.2.1/m	2.7367182
3.20/m	1.8006248
3.3.2/m	3.3345551
3.30/m	0.85344356
3.4.3/m	4.0277023
3.4/m	0.5633879
3.50/m	0.45433578
3.6/m	0.968853
3.7/m	0.11023961
3.8/m	0.19906095
30-100/m	4.4796877
30-second/m	1.6381059
30-year-old/j	0.1066295
300th/m	2.1489315
303/m	0.5013418
304/m	2.081792
31,000/m	1.194489
310/m	0.45433578
312/m	0.8687695
313/m	2.5492017
315/m	0.46717292
316/m	1.2494478
318/m	2.006757
32,000/m	0.4986716
32.8%/f	3.7175474
3229/m	6.4255977
325/m	1.2161114
32nd/m	1.2215909
3344/m	4.4796877
33rd/m	0.9081447
340,000/m	1.8717207
347/m	1.3757416
348/m	1.4488639
35,000/m	0.47495505
350/m	0.19393575
3520/m	4.4796877
355/m	1.3441932
35:00/m	6.4255977
36,000/m	1.1655015
36,900/m	5.7324505
36-year-old/j	0.8610772
360-degree/j	0.94913405
361/m	2.20609
362/m	1.3757416
365/m	0.31635
366/m	1.0832634
36th/m	1.1025876
37,000/m	1.0006475
37-year-old/j	0.94080067
37/m	0.38474783
370/m	1.1838506
372/m	1.5427957
375/m	0.451788
37500/m	5.7324505
376/m	1.8006248
38-42/m	4.1230125
380/m	0.31635
381/m	2.1629176
385/m	1.7908686
388/m	1.5504003
39-day/j	5.3269854
39/m	0.41188246
390/m	0.8161258
392/m	1.6464741
393/m	1.5504003
396-99/m	6.4255977
3:14-15/m	4.633838
3:14/m	2.1351383
3:16/m	2.5286882
3:5/m	3.0244002
3:53/m	2.6643975
3:6/m	3.1297607
3:7/m	3.093393
3bs/f	4.4796877
3pm/r	1.2927446
3x3/f	2.7120256
4,000/m	0.4664349
4,700/m	2.5440338
4-9/m	2.6643975
4-h/n	4.633838
4.0/m	0.28356022
4.1.1/m	1.6893991
4.10/m	1.8929981
4.13/m	2.4182644
4.4%/f	1.498344
4.4.2/m	3.3345551
4.99/m	0.91216886
40-60/m	2.2512105
40-odd/j	1.9829464
40-year-long/j	6.4255977
400-seat/j	4.8161597
400-year-old/j	3.2475438
400s/m	3.653009
404/m	0.5648114
408-409/m	5.3269854
41-year-old/j	0.91216886
415/m	1.4083178
42/m	0.2592798
43/m	0.10303237
431/m	1.3630025
432/m	2.5807834
44-47/m	5.0393033
44/m	1.0026687
440/m	0.50939554
444/m	1.1272802
45-minute/j	1.3196521
451/m	1.388645
4521/m	6.4255977
462/m	2.1489315
46a/f	3.1297607
47-year-old/j	1.5427957
470,000/m	2.57545
475/m	1.1272802
479/m	2.2745576
47th/m	1.6634237
48-year-old/j	2.1081095
480/m	1.5277578
484/m	1.914738
487/m	2.081792
49%/n	0.8856421
490/m	1.1838506
491/m	2.1215324
4:00/m	1.1891557
4:10/m	2.043571
4:15/m	1.7621585
4:16/m	2.8560648
4:17/m	2.3480601
4:23/m	2.618935
4:53/m	2.493772
4:8-10/m	5.7324505
4m/n	0.08347619
4pm/r	0.87374604
4th/m	0.37371308
5,200/m	2.9140522
5-7/m	0.3433787
5.0/m	0.5648114
5.2/m	1.0848595
5.3/m	0.1970866
5.30pm/r	0.9041367
5.75/m	2.4182644
50-100/m	1.5657852
50-50/m	0.33882287
50-59/m	3.2067218
50-75/m	4.2855315
50-90/m	5.172835
500+/f	1.6215765
500-700/m	3.653009
500-800/m	4.1230125
500-seat/j	4.633838
500-strong/j	3.940691
500/m	0.0586977
500m/n	0.51074415
501/m	1.3504238
509/m	2.081792
50th/m	0.57569665
51%/n	0.37822545
51/m	0.18678482
516/m	1.9482608
519/m	2.0561497
52,200/m	6.4255977
53,400/m	5.0393033
53.1/m	3.653009
532/m	1.8612494
5353/m	4.633838
546/m	1.9829464
55,000/m	0.3853429
550/m	0.42666104
560/m	0.37115827
561/m	1.8508866
568/m	1.9369613
58,000/m	1.5735674
589/m	3.0583017
59%/n	0.032006856
590/m	1.3693519
595/m	1.9369613
597/m	1.6720074
5:06/m	2.618935
5:07/m	2.3480601
5:11/m	2.220905
5:14-15/m	4.346156
5:15/m	2.4366136
5:2/m	1.6215765
5:23/m	2.4743538
5:28/m	2.0688887
5:3/m	2.7620358
5:31/m	2.4553058
5:32/m	4.2395463
5:4/m	3.2067218
5:7/m	3.899869
5minutes/f	3.0244002
5pm/r	0.5586575
5th/m	0.2776322
6,000-9,000/m	3.653009
6,300/m	2.3147237
6.00/m	0.95332694
6.2/m	0.9875183
6.3/m	1.9302423
6.30/m	0.5563007
6.30pm/r	1.6824061
6.45/m	2.1629176
600,000/m	0.21399403
600/m	0.14613853
6006/m	4.346156
601/m	1.7716372
603/m	1.9482608
604/m	2.641408
60m/n	0.41188246
61%/n	0.09231798
62%/n	0.023680413
620/m	1.7574526
63-year-old/j	1.914738
635/m	1.5972838
639/m	2.1081095
644/m	2.1351383
65,000/m	0.2518115
650,000/m	0.89616853
653/m	1.9596895
66%/n	0.022023411
66,000/m	2.3480601
66/m	0.14493428
661/m	2.220905
666/m	0.6793944
66a/f	4.4796877
670,000/m	2.331253
68%/n	0.0747119
682/m	3.3345551
686/m	2.3825464
690/m	1.4488639
6:41/m	2.7880116
6a/f	1.3076038
6b/f	2.749297
6h/f	3.2475438
6pm/r	1.1130075
7+/f	1.8104771
7,500/m	0.29219958
7,600/m	4.090223
7-/n	3.0698626
7-11/m	1.7812067
7-8pm/r	3.2901034
7-9pm/r	2.8992372
7.3/m	0.42666104
7.30/m	1.3672309
7.45/m	1.4697706
7.50/m	0.7151706
70-100/m	3.4298654
700m/n	1.388645
700s/m	3.4811587
708/m	2.3651545
709/m	2.1215324
70kg/n	2.5543966
712/m	2.3480601
72%/n	0.1931496
7213/m	6.4255977
73/m	0.3688136
731/m	1.9257879
7414/m	6.4255977
749/m	2.3480601
750,000/m	0.23938899
752/m	2.6643975
76/m	0.30882287
793/m	1.9596895
794/m	2.7367182
795/m	2.0688887
7:00pm/f	2.3147237
7:1/m	2.687928
7:13/m	3.167501
7:15pm/f	2.8992372
7:17/m	3.0244002
7:22/m	2.8420787
7:30/m	1.7590188
7:30pm/f	1.8664714
7:47/m	2.5337772
7:58/m	3.2475438
7am/r	0.082596295
7pm/r	1.3901446
7s/m	0.86491597
8,500/m	0.8843341
8-0/m	1.8006248
8.1%/f	1.7621585
8.1/m	0.5202358
8.12/m	3.2067218
8.2/m	1.1500373
8.30/m	0.43413305
8.45/m	2.3651545
8.5/m	0.025340164
800-year-old/j	3.4298654
800-year/j	3.940691
8000/m	0.10482932
81,000/m	2.1215324
811/m	2.1629176
814/m	2.1914911
83%/n	0.95543
835/m	2.1081095
836/m	2.298463
838/m	2.687928
839/m	2.5337772
83rd/m	2.1081095
845/m	2.523625
850/m	0.047171425
86-7/m	5.0393033
86-8/m	6.4255977
86/m	0.14239672
866/m	3.4988582
87/m	0.47183493
875,000/m	3.4298654
88-year-old/j	3.1297607
89,000/m	2.8420787
89/m	0.4153113
892/m	2.4182644
8:09/m	2.5135746
8:20/m	2.1215324
8:26-40/m	5.7324505
8:45/m	1.9947808
8:46/m	2.20609
8am/r	1.0977215
8o/f	4.228373
8pm/r	0.97886026
8th-century/j	4.346156
8th/m	0.45816964
8x10/f	2.4366136
9,000/m	0.9839017
9-11/m	0.55347985
9.2%/f	1.9369613
9.55/m	4.228373
90-100/m	3.940691
90-120/m	3.7865403
90-29/m	6.4255977
900-year-old/j	3.940691
92%/n	0.22103985
923/m	2.3147237
936/m	2.57545
943/m	2.7120256
944,000/m	6.0201325
950/m	0.5367197
952/m	3.2475438
960,000/m	3.5633967
960/m	1.3016336
967/m	2.9598618
976/m	2.641408
980/m	1.4839551
9:1/m	2.9916103
9:10/m	2.1914911
9:18/m	2.400246
9:3-5/m	6.4255977
9:30/m	1.3854035
9:50/m	2.1489315
9:56/m	2.3825464
9th/m	0.4171625
a.-a/n	0.25524
a.w/n	2.20609
a22/f	2.8992372
a40/f	2.298463
a44/f	4.1230125
a5/f	0.54227525
a6/f	0.41678444
ab/n	0.50939554
ababa/n	0.75917095
