_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16201506193919865	-0.13636275054633132	NA	NA	BOW	bound	413	lex	10_10	1	weight	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.24708195267885852	-0.013035603153910256	NA	NA	BOW	bound	413	lex	10_10	1	weight	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.058352227431108496	-0.15588154831787304	NA	NA	BOW	bound	413	lex	10_10	1	weight	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.05320714944483448	-0.14017627234652597	NA	NA	BOW	bound	413	lex	10_10	1	weight	FOC	413	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.24614603762334072	-0.016375002264567208	NA	NA	BOW	bound	413	lex	10_10	1	selection	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.34181024631296275	0.03782469669748196	NA	NA	BOW	bound	413	lex	10_10	1	selection	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.02607748895024846	-0.11822155005018975	NA	NA	BOW	bound	413	lex	10_10	1	selection	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.021217039065700525	-0.09863430626449528	NA	NA	BOW	bound	413	lex	10_10	1	selection	FOC	413	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.11741321668012933	-0.15268976877812634	NA	NA	BOW	bound	735	lex	10_10	1	no	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.4260998563728468	0.02512902136909159	NA	NA	BOW	bound	735	lex	10_10	1	no	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.003975374523529267	-0.1071653170661321	NA	NA	BOW	bound	735	lex	10_10	1	no	FOC	502	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.02303423353888124	-0.0918293211636796	NA	NA	BOW	bound	735	lex	10_10	1	no	FOC	735	all	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.09367967242942553	-0.06513736314704274	NA	NA	BOW	bound	520	all	10_10	1	weight	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.24781067115131747	0.009874047149157749	NA	NA	BOW	bound	520	all	10_10	1	weight	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.02214843247400624	-0.10313707720386288	NA	NA	BOW	bound	520	all	10_10	1	weight	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.005644669869977877	-0.06667039434889487	NA	NA	BOW	bound	520	all	10_10	1	weight	FOC	520	all	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.044404818802686305	0.205496035965501	NA	NA	BOW	bound	520	all	10_10	1	selection	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.3434117670093076	0.07143282737663209	NA	NA	BOW	bound	520	all	10_10	1	selection	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.02016688166512815	-0.02506249713041197	NA	NA	BOW	bound	520	all	10_10	1	selection	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.0490393227601437	0.019459911597408282	NA	NA	BOW	bound	520	all	10_10	1	selection	FOC	520	all	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.001799579500795177	0.27405522248282965	NA	NA	BOW	bound	972	all	10_10	1	no	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.45057660356646534	0.05235836517106514	NA	NA	BOW	bound	972	all	10_10	1	no	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.07438219238416471	-0.01604874576789631	NA	NA	BOW	bound	972	all	10_10	1	no	FOC	502	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.11234814014349928	0.018951385011020772	NA	NA	BOW	bound	972	all	10_10	1	no	FOC	972	all	4_4	235	geldig
geldig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2516460203329893	-0.06905654019803628	NA	NA	BOW	bound	341	lex	5_5	1	weight	5000	5000	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.23022901848977573	0.06102424858452842	NA	NA	BOW	bound	341	lex	5_5	1	weight	5000	5000	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.086893823280989	-0.10793497995923197	NA	NA	BOW	bound	341	lex	5_5	1	weight	FOC	216	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.09621135095820862	-0.09309367485194125	NA	NA	BOW	bound	341	lex	5_5	1	weight	FOC	341	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3202066880850763	0.062126248362315215	NA	NA	BOW	bound	341	lex	5_5	1	selection	5000	5000	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.28330274335899486	0.13453854732612217	NA	NA	BOW	bound	341	lex	5_5	1	selection	5000	5000	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06731043079911914	-0.0518435263528894	NA	NA	BOW	bound	341	lex	5_5	1	selection	FOC	216	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.08690893886107712	-0.029188735141597994	NA	NA	BOW	bound	341	lex	5_5	1	selection	FOC	341	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.26589860288588085	0.06999052288183784	NA	NA	BOW	bound	462	lex	5_5	1	no	5000	5000	nav	4_4	234	geldig
geldig.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.3503409217148266	0.12792964335239948	NA	NA	BOW	bound	462	lex	5_5	1	no	5000	5000	all	4_4	234	geldig
geldig.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05606408782892493	-0.02541680313856329	NA	NA	BOW	bound	462	lex	5_5	1	no	FOC	314	nav	4_4	234	geldig
geldig.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.06688075088285465	-0.007215150571298603	NA	NA	BOW	bound	462	lex	5_5	1	no	FOC	462	all	4_4	234	geldig
geldig.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.1580283936299003	0.035253398103953	NA	NA	BOW	bound	433	all	5_5	1	weight	5000	5000	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.21893912701018636	0.09175907593243694	NA	NA	BOW	bound	433	all	5_5	1	weight	5000	5000	all	4_4	235	geldig
geldig.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.042328376571841284	-0.05467436236653094	NA	NA	BOW	bound	433	all	5_5	1	weight	FOC	216	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.02536678556747267	-0.019041243040613328	NA	NA	BOW	bound	433	all	5_5	1	weight	FOC	433	all	4_4	235	geldig
geldig.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.13358648990893562	0.2457460496229747	NA	NA	BOW	bound	433	all	5_5	1	selection	5000	5000	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.2645151150276879	0.16656210153788942	NA	NA	BOW	bound	433	all	5_5	1	selection	5000	5000	all	4_4	235	geldig
geldig.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.021529583773237788	0.035194571293924955	NA	NA	BOW	bound	433	all	5_5	1	selection	FOC	216	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.013104807988182044	0.08189640759545745	NA	NA	BOW	bound	433	all	5_5	1	selection	FOC	433	all	4_4	235	geldig
geldig.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.12046498906003696	0.28930381678021533	NA	NA	BOW	bound	619	all	5_5	1	no	5000	5000	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.35857400642373244	0.19614076083098683	NA	NA	BOW	bound	619	all	5_5	1	no	5000	5000	all	4_4	235	geldig
geldig.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.009530166954796766	0.05675868686484537	NA	NA	BOW	bound	619	all	5_5	1	no	FOC	314	nav	4_4	235	geldig
geldig.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	9.731185956895603e-4	0.09514020249416245	NA	NA	BOW	bound	619	all	5_5	1	no	FOC	619	all	4_4	235	geldig
geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.3185839998883258	0.009196066908049057	NA	NA	BOW	bound	247	lex	3_3	1	weight	5000	5000	nav	4_4	231	geldig
geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.15373367706238517	0.26543799112665706	NA	NA	BOW	bound	247	lex	3_3	1	weight	5000	5000	all	4_4	231	geldig
geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18834757102536126	-0.0724117349016015	NA	NA	BOW	bound	247	lex	3_3	1	weight	FOC	164	nav	4_4	231	geldig
geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1860523589919681	-0.058278551465952066	NA	NA	BOW	bound	247	lex	3_3	1	weight	FOC	247	all	4_4	231	geldig
geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.37141025574508313	0.09513967507771118	NA	NA	BOW	bound	247	lex	3_3	1	selection	5000	5000	nav	4_4	231	geldig
geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.17466397369810294	0.28878258793418504	NA	NA	BOW	bound	247	lex	3_3	1	selection	5000	5000	all	4_4	231	geldig
geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16437690629754875	-0.015013144760027986	NA	NA	BOW	bound	247	lex	3_3	1	selection	FOC	164	nav	4_4	231	geldig
geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.17474753961737854	0.0025145841064598113	NA	NA	BOW	bound	247	lex	3_3	1	selection	FOC	247	all	4_4	231	geldig
geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.3721802943414245	0.09869265824225036	NA	NA	BOW	bound	301	lex	3_3	1	no	5000	5000	nav	4_4	233	geldig
