_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.011614674315548582	-0.568806095674839	NA	NA	BOW	bound	413	lex	10_10	1	weight	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.2683185001845918	-0.2031023555538563	NA	NA	BOW	bound	413	lex	10_10	1	weight	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.442102988041075	-0.7899108471150859	NA	NA	BOW	bound	413	lex	10_10	1	weight	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.33106469502566827	-0.6975145842686991	NA	NA	BOW	bound	413	lex	10_10	1	weight	FOC	413	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16290507680852817	-0.9038125102073016	NA	NA	BOW	bound	413	lex	10_10	1	selection	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.337779581675081	-0.43670182618524916	NA	NA	BOW	bound	413	lex	10_10	1	selection	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.33008795078508896	-0.9272067221925668	NA	NA	BOW	bound	413	lex	10_10	1	selection	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.24487130194704107	-0.8815005642796645	NA	NA	BOW	bound	413	lex	10_10	1	selection	FOC	413	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.28778321507123045	-1.2735222181304564	NA	NA	BOW	bound	735	lex	10_10	1	no	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.6026341936927235	-0.7769012732872951	NA	NA	BOW	bound	735	lex	10_10	1	no	5000	5000	all	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.2633935241676286	-1.180762824927946	NA	NA	BOW	bound	735	lex	10_10	1	no	FOC	502	nav	4_4	235	geldig
geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.1528076325698782	-1.1828163010658137	NA	NA	BOW	bound	735	lex	10_10	1	no	FOC	735	all	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.12429611239882374	-0.3638176324998986	NA	NA	BOW	bound	520	all	10_10	1	weight	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-1.3091062013128882	-0.04192289769253225	NA	NA	BOW	bound	520	all	10_10	1	weight	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.2782326866517279	-0.5965838748995868	NA	NA	BOW	bound	520	all	10_10	1	weight	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.1972230894333057	-0.5089409128954384	NA	NA	BOW	bound	520	all	10_10	1	weight	FOC	520	all	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.6939808654424017	-0.9735356223686515	NA	NA	BOW	bound	520	all	10_10	1	selection	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-1.4947054309642716	-0.3257623200715482	NA	NA	BOW	bound	520	all	10_10	1	selection	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.1463365221936169	-0.8557559646454518	NA	NA	BOW	bound	520	all	10_10	1	selection	FOC	265	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.012898114371075681	-0.8171729942532577	NA	NA	BOW	bound	520	all	10_10	1	selection	FOC	520	all	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.8770210516292563	-1.641553252925446	NA	NA	BOW	bound	972	all	10_10	1	no	5000	5000	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-1.9998770067736722	-0.7904752656834645	NA	NA	BOW	bound	972	all	10_10	1	no	5000	5000	all	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.1721485806178151	-1.3027747458663241	NA	NA	BOW	bound	972	all	10_10	1	no	FOC	502	nav	4_4	235	geldig
geldig.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.3908352937351302	-1.2707301467920415	NA	NA	BOW	bound	972	all	10_10	1	no	FOC	972	all	4_4	235	geldig
geldig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.4709869164186654	-0.23271394094375553	NA	NA	BOW	bound	341	lex	5_5	1	weight	5000	5000	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-1.1671947801321048	0.245859245861025	NA	NA	BOW	bound	341	lex	5_5	1	weight	5000	5000	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.6438894138121545	-0.4076787853461303	NA	NA	BOW	bound	341	lex	5_5	1	weight	FOC	216	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.5391550602288875	-0.3369572620080989	NA	NA	BOW	bound	341	lex	5_5	1	weight	FOC	341	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.8040985184277777	-0.5037511360272945	NA	NA	BOW	bound	341	lex	5_5	1	selection	5000	5000	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-1.2028518985551078	0.1274504116589264	NA	NA	BOW	bound	341	lex	5_5	1	selection	5000	5000	all	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.5823180574682002	-0.45483454754209207	NA	NA	BOW	bound	341	lex	5_5	1	selection	FOC	216	nav	4_4	233	geldig
geldig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.5344634520945799	-0.40110151704668007	NA	NA	BOW	bound	341	lex	5_5	1	selection	FOC	341	all	4_4	233	geldig
