_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound	_idxs.zwart.foc10.nav.weight.bound	_idxs.zwart.foc10.nav.selection.bound	_idxs.zwart.foc10.nav.noweight.bound	_idxs.zwart.foc10.all.weight.bound	_idxs.zwart.foc10.all.selection.bound	_idxs.zwart.foc10.all.noweight.bound	_idxs.zwart.foc5.nav.weight.bound	_idxs.zwart.foc5.nav.selection.bound	_idxs.zwart.foc5.nav.noweight.bound	_idxs.zwart.foc5.all.weight.bound	_idxs.zwart.foc5.all.selection.bound	_idxs.zwart.foc5.all.noweight.bound	_idxs.zwart.foc10.nav.weight.nobound	_idxs.zwart.foc10.nav.selection.nobound	_idxs.zwart.foc10.nav.noweight.nobound	_idxs.zwart.foc10.all.weight.nobound	_idxs.zwart.foc10.all.selection.nobound	_idxs.zwart.foc10.all.noweight.nobound	_idxs.zwart.foc5.nav.weight.nobound	_idxs.zwart.foc5.nav.selection.nobound	_idxs.zwart.foc5.nav.noweight.nobound	_idxs.zwart.foc5.all.weight.nobound	_idxs.zwart.foc5.all.selection.nobound	_idxs.zwart.foc5.all.noweight.nobound
zwart/adj/algemeen_dagblad_20000922_68/203	ben/verb;romantiek/noun;stijl/noun	ben/verb;romantiek/noun;stijl/noun	ben/verb;romantiek/noun;slot/noun;stijl/noun	ben/verb;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	ben/verb;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	ben/verb;de/det;het/det;in/prep;met/prep;ook/adv;romantiek/noun;slot/noun;stijl/noun	ben/verb;romantiek/noun;stijl/noun	ben/verb;romantiek/noun;stijl/noun	ben/verb;romantiek/noun;stijl/noun	ben/verb;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	ben/verb;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	ben/verb;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	ben/verb;invalide/adj;romantiek/noun;schrijver/noun;stijl/noun	ben/verb;invalide/adj;romantiek/noun;schrijver/noun;stijl/noun	ben/verb;invalide/adj;romantiek/noun;schrijver/noun;slot/noun;stijl/noun	ben/verb;bijna/adv;de/det;hij/pron;in/prep;invalide/adj;met/prep;romantiek/noun;schrijver/noun;stijl/noun	ben/verb;bijna/adv;de/det;hij/pron;in/prep;invalide/adj;met/prep;romantiek/noun;schrijver/noun;stijl/noun	ben/verb;bijna/adv;de/det;het/det;hij/pron;in/prep;invalide/adj;met/prep;ook/adv;romantiek/noun;schrijver/noun;slot/noun;stijl/noun	romantiek/noun;stijl/noun	romantiek/noun;stijl/noun	romantiek/noun;stijl/noun	bijna/adv;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	bijna/adv;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	bijna/adv;de/det;in/prep;met/prep;romantiek/noun;stijl/noun	L4,L2,R0	L4,L2,R0	L5,L4,L2,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L7,L6,L5,L4,L3,L2,L1,L0,R0	L4,L2,R0	L4,L2,R0	L4,L2,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L4,L2,R0,R7,R8,R9	L4,L2,R0,R7,R8,R9	L5,L4,L2,R0,R7,R8,R9	L4,L3,L2,L1,L0,R0,R4,R5,R7,R8,R9	L4,L3,L2,L1,L0,R0,R4,R5,R7,R8,R9	L7,L6,L5,L4,L3,L2,L1,L0,R0,R4,R5,R7,R8,R9	L2,R0	L2,R0	L2,R0	L3,L2,L1,L0,R0,R4,R5	L3,L2,L1,L0,R0,R4,R5	L3,L2,L1,L0,R0,R4,R5
zwart/adj/algemeen_dagblad_20001107_152/180	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;naar/prep;smaak/noun;ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	naar/prep;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;smaak/noun;ui/noun;zout/noun	fijngehakt/adj;naar/prep;smaak/noun;ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	ui/noun;zout/noun	naar/prep;ui/noun;zout/noun	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R4,R5,R9	L4,L2	L4,L2	L4,L2	L4,L2	L4,L2	L4,L2,R4	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R5,R9	L5,L4,L2,R4,R5,R9	L4,L2	L4,L2	L4,L2	L4,L2	L4,L2	L4,L2,R4
zwart/adj/algemeen_dagblad_20001116_73/79	gat/noun;sluimer/verb	gat/noun;sluimer/verb	belofte/noun;gat/noun;sluimer/verb	de/det;gat/noun;sluimer/verb	de/det;gat/noun;sluimer/verb	belofte/noun;de/det;gat/noun;het/det;sluimer/verb;uit/part	gat/noun;sluimer/verb	gat/noun;sluimer/verb	gat/noun;sluimer/verb	gat/noun;sluimer/verb	gat/noun;sluimer/verb	gat/noun;het/det;sluimer/verb;uit/part	ben/verb;gat/noun;sluimer/verb	ben/verb;gat/noun;sluimer/verb	belofte/noun;ben/verb;gat/noun;goed/adj;sluimer/verb	ben/verb;de/det;gat/noun;sluimer/verb	ben/verb;de/det;gat/noun;sluimer/verb	belofte/noun;ben/verb;de/det;gat/noun;goed/adj;het/det;nog/adv;sluimer/verb;uit/part;wel/adv;zo/adv	ben/verb;gat/noun;sluimer/verb	ben/verb;gat/noun;sluimer/verb	ben/verb;gat/noun;sluimer/verb	ben/verb;de/det;gat/noun;sluimer/verb	ben/verb;de/det;gat/noun;sluimer/verb	ben/verb;de/det;gat/noun;het/det;sluimer/verb;uit/part	L1,R0	L1,R0	L5,L1,R0	L6,L1,R0	L6,L1,R0	L6,L5,L4,L1,L0,R0	L1,R0	L1,R0	L1,R0	L1,R0	L1,R0	L4,L1,L0,R0	L1,R0,R6	L1,R0,R6	L5,L1,R0,R6	L6,L1,R0,R4,R6	L6,L1,R0,R4,R6	L6,L5,L4,L1,L0,R0,R4,R6,R7,R8,R9	L1,R0,R6	L1,R0,R6	L1,R0,R6	L6,L1,R0,R4,R6	L6,L1,R0,R4,R6	L6,L4,L1,L0,R0,R4,R6
zwart/adj/algemeen_dagblad_20001212_53/744	geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	definieer/verb;geld/noun;officieel/adj;ver/adj;vergrijp/noun;word/verb;zwaar/adj	als/prep;een/det;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	als/prep;een/det;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	als/prep;definieer/verb;een/det;geld/noun;het/det;officieel/adj;van/prep;ver/adj;vergrijp/noun;word/verb;zwaar/adj	geld/noun;officieel/adj	geld/noun;officieel/adj	geld/noun;officieel/adj;ver/adj;word/verb	als/prep;een/det;geld/noun;officieel/adj	als/prep;een/det;geld/noun;officieel/adj	als/prep;een/det;geld/noun;het/det;officieel/adj;van/prep;ver/adj;word/verb	beschuldig/verb;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	beschuldig/verb;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	beschuldig/verb;definieer/verb;geld/noun;kan/verb;misdrijf/noun;officieel/adj;ver/adj;vergrijp/noun;word/verb;zwaar/adj	als/prep;beschuldig/verb;een/det;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	als/prep;beschuldig/verb;een/det;geld/noun;officieel/adj;vergrijp/noun;zwaar/adj	als/prep;beschuldig/verb;definieer/verb;een/det;geld/noun;het/det;kan/verb;misdrijf/noun;officieel/adj;van/prep;ver/adj;vergrijp/noun;word/verb;zwaar/adj	geld/noun;officieel/adj	geld/noun;officieel/adj	geld/noun;officieel/adj;ver/adj;word/verb	als/prep;een/det;geld/noun;officieel/adj	als/prep;een/det;geld/noun;officieel/adj	als/prep;een/det;geld/noun;het/det;officieel/adj;van/prep;ver/adj;word/verb	R0,R1,R5,R6	R0,R1,R5,R6	L4,L3,R0,R1,R5,R6,R8	R0,R1,R2,R3,R5,R6	R0,R1,R2,R3,R5,R6	L4,L3,L2,L0,R0,R1,R2,R3,R5,R6,R8	R0,R1	R0,R1	L4,L3,R0,R1	R0,R1,R2,R3	R0,R1,R2,R3	L4,L3,L2,L0,R0,R1,R2,R3	L8,R0,R1,R5,R6	L8,R0,R1,R5,R6	L9,L8,L4,L3,R0,R1,R5,R6,R8	L8,R0,R1,R2,R3,R5,R6	L8,R0,R1,R2,R3,R5,R6	L9,L8,L4,L3,L2,L0,R0,R1,R2,R3,R5,R6,R8	R0,R1	R0,R1	L9,L4,L3,R0,R1	R0,R1,R2,R3	R0,R1,R2,R3	L9,L4,L3,L2,L0,R0,R1,R2,R3
zwart/adj/algemeen_dagblad_20010111_47/33	alles/noun;camper/noun;film/noun;komedie/noun	alles/noun;camper/noun;film/noun;komedie/noun	alles/noun;camper/noun;film/noun;komedie/noun;milieu/noun;mis/adj;woonachtig/adj	alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;zich/pron	alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;zich/pron	af/part;alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;milieu/noun;mis/adj;woonachtig/adj;zich/pron	camper/noun;komedie/noun	camper/noun;komedie/noun	camper/noun;komedie/noun	camper/noun;de/det;komedie/noun;zich/pron	camper/noun;de/det;komedie/noun;zich/pron	af/part;camper/noun;de/det;komedie/noun;zich/pron	alles/noun;camper/noun;film/noun;komedie/noun	alles/noun;camper/noun;film/noun;komedie/noun	alles/noun;camper/noun;film/noun;komedie/noun;milieu/noun;mis/adj;woonachtig/adj	alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;zich/pron	alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;zich/pron	af/part;alles/noun;camper/noun;de/det;een/det;film/noun;in/prep;komedie/noun;meestal/adv;milieu/noun;mis/adj;woonachtig/adj;zich/pron	camper/noun;komedie/noun	camper/noun;komedie/noun	camper/noun;komedie/noun	camper/noun;de/det;komedie/noun;zich/pron	camper/noun;de/det;komedie/noun;zich/pron	af/part;camper/noun;de/det;komedie/noun;zich/pron	L4,R0,R6,R8	L4,R0,R6,R8	L9,L6,L4,R0,R6,R8,R9	L7,L5,L4,L1,L0,R0,R5,R6,R8	L7,L5,L4,L1,L0,R0,R5,R6,R8	L9,L7,L6,L5,L4,L1,L0,R0,R3,R5,R6,R8,R9	L4,R0	L4,R0	L4,R0	L4,L1,L0,R0	L4,L1,L0,R0	L4,L1,L0,R0,R3	L4,R0,R6,R8	L4,R0,R6,R8	L9,L6,L4,R0,R6,R8,R9	L7,L5,L4,L1,L0,R0,R5,R6,R8	L7,L5,L4,L1,L0,R0,R5,R6,R8	L9,L7,L6,L5,L4,L1,L0,R0,R3,R5,R6,R8,R9	L4,R0	L4,R0	L4,R0	L4,L1,L0,R0	L4,L1,L0,R0	L4,L1,L0,R0,R3
zwart/adj/algemeen_dagblad_20010111_69/239	beschouw/verb;etnisch/adj;minderheid/noun	beschouw/verb;etnisch/adj;minderheid/noun	beschouw/verb;etnisch/adj;kan/verb;minderheid/noun	als/prep;beschouw/verb;etnisch/adj;minderheid/noun;ze/pron	als/prep;beschouw/verb;etnisch/adj;minderheid/noun;ze/pron	als/prep;beschouw/verb;etnisch/adj;kan/verb;minderheid/noun;ze/pron;zichzelf/pron				als/prep;ze/pron	als/prep;ze/pron	als/prep;ze/pron;zichzelf/pron	beschouw/verb;etnisch/adj;minderheid/noun	beschouw/verb;etnisch/adj;minderheid/noun	beschouw/verb;etnisch/adj;kan/verb;minderheid/noun	als/prep;beschouw/verb;de/det;etnisch/adj;minderheid/noun;ze/pron	als/prep;beschouw/verb;de/det;etnisch/adj;minderheid/noun;ze/pron	als/prep;beschouw/verb;de/det;etnisch/adj;kan/verb;minderheid/noun;ze/pron;zichzelf/pron				als/prep;ze/pron	als/prep;ze/pron	als/prep;ze/pron;zichzelf/pron	L8,L7,R7	L8,L7,R7	L8,L7,L6,R7	L8,L7,L3,L1,R7	L8,L7,L3,L1,R7	L8,L7,L6,L3,L2,L1,R7				L3,L1	L3,L1	L3,L2,L1	L8,L7,R7	L8,L7,R7	L8,L7,L6,R7	L8,L7,L3,L1,R7	L8,L7,L3,L1,R7	L8,L7,L6,L3,L2,L1,R7				L3,L1	L3,L1	L3,L2,L1
zwart/adj/algemeen_dagblad_20010124_71/420	dwing/verb;gat/noun;maak/verb	dwing/verb;gat/noun;maak/verb	dwing/verb;gat/noun;gedeeltelijk/adj;maak/verb;word/verb;zorg/noun	dwing/verb;gat/noun;maak/verb;over/prep;ze/pron;zich/pron;zij/pron	dwing/verb;gat/noun;maak/verb;over/prep;ze/pron;zich/pron;zij/pron	dwing/verb;gat/noun;gedeeltelijk/adj;het/det;maak/verb;na/prep;over/prep;word/verb;ze/pron;zich/pron;zij/pron;zorg/noun	gat/noun;maak/verb	gat/noun;maak/verb	gat/noun;maak/verb;zorg/noun	gat/noun;maak/verb;over/prep	gat/noun;maak/verb;over/prep	gat/noun;het/det;maak/verb;na/prep;over/prep;zorg/noun	dwing/verb;gat/noun;maak/verb	dwing/verb;gat/noun;maak/verb	dwing/verb;gat/noun;gedeeltelijk/adj;maak/verb;word/verb;zorg/noun	dwing/verb;gat/noun;maak/verb;over/prep;ze/pron;zich/pron;zij/pron	dwing/verb;gat/noun;maak/verb;over/prep;ze/pron;zich/pron;zij/pron	dwing/verb;gat/noun;gedeeltelijk/adj;het/det;maak/verb;na/prep;over/prep;word/verb;ze/pron;zich/pron;zij/pron;zorg/noun	gat/noun;maak/verb	gat/noun;maak/verb	gat/noun;maak/verb;zorg/noun	gat/noun;maak/verb;over/prep	gat/noun;maak/verb;over/prep	gat/noun;het/det;maak/verb;na/prep;over/prep;zorg/noun	L3,R0,R8	L3,R0,R8	L8,L4,L3,R0,R5,R8,R9	L6,L5,L3,L2,R0,R7,R8	L6,L5,L3,L2,R0,R7,R8	L8,L6,L5,L4,L3,L2,L0,R0,R1,R5,R7,R8,R9	L3,R0	L3,R0	L4,L3,R0	L3,L2,R0	L3,L2,R0	L4,L3,L2,L0,R0,R1	L3,R0,R8	L3,R0,R8	L8,L4,L3,R0,R5,R8,R9	L6,L5,L3,L2,R0,R7,R8	L6,L5,L3,L2,R0,R7,R8	L8,L6,L5,L4,L3,L2,L0,R0,R1,R5,R7,R8,R9	L3,R0	L3,R0	L4,L3,R0	L3,L2,R0	L3,L2,R0	L4,L3,L2,L0,R0,R1
zwart/adj/algemeen_dagblad_20010308_54/72	foto/noun;gewelddadig/adj;hand/noun;maak/verb	foto/noun;gewelddadig/adj;hand/noun;maak/verb	besluit/verb;foto/noun;gewelddadig/adj;hand/noun;laat/verb;maak/verb	alle/det;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;maak/verb;met/prep	alle/det;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;maak/verb;met/prep	alle/det;besluit/verb;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;laat/verb;maak/verb;met/prep	foto/noun;hand/noun;maak/verb	foto/noun;hand/noun;maak/verb	foto/noun;hand/noun;laat/verb;maak/verb	de/det;deels/adv;foto/noun;hand/noun;maak/verb;met/prep	de/det;deels/adv;foto/noun;hand/noun;maak/verb;met/prep	de/det;deels/adv;foto/noun;hand/noun;laat/verb;maak/verb;met/prep	bekend/adj;ben/verb;foto/noun;gewelddadig/adj;hand/noun;maak/verb	bekend/adj;ben/verb;foto/noun;gewelddadig/adj;hand/noun;maak/verb	bekend/adj;ben/verb;besluit/verb;foto/noun;gewelddadig/adj;hand/noun;het/noun;laat/verb;maak/verb	alle/det;bekend/adj;ben/verb;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;hoeveel/det;maak/verb;met/prep	alle/det;bekend/adj;ben/verb;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;hoeveel/det;maak/verb;met/prep	alle/det;bekend/adj;ben/verb;besluit/verb;de/det;deels/adv;foto/noun;gewelddadig/adj;hand/noun;het/noun;hoeveel/det;laat/verb;maak/verb;met/prep;niet/adv;om/prep	foto/noun;hand/noun;maak/verb	foto/noun;hand/noun;maak/verb	foto/noun;hand/noun;het/noun;laat/verb;maak/verb	de/det;deels/adv;foto/noun;hand/noun;maak/verb;met/prep	de/det;deels/adv;foto/noun;hand/noun;maak/verb;met/prep	de/det;deels/adv;foto/noun;hand/noun;het/noun;laat/verb;maak/verb;met/prep	L6,L4,L1,R2	L6,L4,L1,R2	L9,L6,L4,L1,R1,R2	L7,L6,L4,L3,L2,L1,L0,R2	L7,L6,L4,L3,L2,L1,L0,R2	L9,L7,L6,L4,L3,L2,L1,L0,R1,R2	L4,L1,R2	L4,L1,R2	L4,L1,R1,R2	L4,L3,L2,L1,L0,R2	L4,L3,L2,L1,L0,R2	L4,L3,L2,L1,L0,R1,R2	L6,L4,L1,R2,R7,R9	L6,L4,L1,R2,R7,R9	L9,L6,L4,L1,R1,R2,R6,R7,R9	L7,L6,L4,L3,L2,L1,L0,R2,R7,R9	L7,L6,L4,L3,L2,L1,L0,R2,R7,R9	L9,L7,L6,L4,L3,L2,L1,L0,R1,R2,R6,R7,R8,R9	L4,L1,R2	L4,L1,R2	L4,L1,R1,R2,R6	L4,L3,L2,L1,L0,R2	L4,L3,L2,L1,L0,R2	L4,L3,L2,L1,L0,R1,R2,R6
zwart/adj/algemeen_dagblad_20010310_76/611	bitter/adj;vrouw/noun;water/noun	bitter/adj;vrouw/noun;water/noun	bitter/adj;vrouw/noun;water/noun	bitter/adj;de/det;vrouw/noun;water/noun	bitter/adj;de/det;vrouw/noun;water/noun	bitter/adj;de/det;het/det;vrouw/noun;water/noun				de/det;vrouw/noun	de/det;vrouw/noun	de/det;vrouw/noun	bitter/adj;vrouw/noun;water/noun	bitter/adj;vrouw/noun;water/noun	bitter/adj;vrouw/noun;water/noun	bitter/adj;de/det;vrouw/noun;water/noun	bitter/adj;de/det;vrouw/noun;water/noun	bitter/adj;de/det;het/det;vrouw/noun;water/noun				de/det;vrouw/noun	de/det;vrouw/noun	de/det;vrouw/noun	L7,L6,R0	L7,L6,R0	L7,L6,R0	L7,L6,L0,R0	L7,L6,L0,R0	L7,L6,L0,R0,R8				L0,R0	L0,R0	L0,R0	L7,L6,R0	L7,L6,R0	L7,L6,R0	L7,L6,L0,R0	L7,L6,L0,R0	L7,L6,L0,R0,R8				L0,R0	L0,R0	L0,R0
zwart/adj/algemeen_dagblad_20010317_8/404			heb/verb;uitstekend/adj			heb/verb;minstens/adv;uitstekend/adj			heb/verb;uitstekend/adj			heb/verb;minstens/adv;uitstekend/adj			diagram/noun;gepland/adj;heb/verb;uitstekend/adj			diagram/noun;gepland/adj;heb/verb;het/det;minstens/adv;na/prep;uitstekend/adj			gepland/adj;heb/verb;uitstekend/adj			gepland/adj;heb/verb;minstens/adv;uitstekend/adj			L0,R1			L0,R0,R1			L0,R1			L0,R0,R1			L6,L0,R1			L8,L7,L6,L0,R0,R1			L6,L0,R1			L6,L0,R0,R1
zwart/adj/algemeen_dagblad_20010509_115/49				de/det;steen/noun	de/det;steen/noun	de/det;steen/noun				de/det;steen/noun	de/det;steen/noun	de/det;steen/noun	prachtig/adj;steen/noun	prachtig/adj;steen/noun	favoriet/adj;prachtig/adj;steen/noun;vind/verb	de/det;hij/pron;prachtig/adj;steen/noun	de/det;hij/pron;prachtig/adj;steen/noun	de/det;favoriet/adj;hij/pron;ik/pron;prachtig/adj;steen/noun;vind/verb			favoriet/adj;steen/noun	de/det;steen/noun	de/det;steen/noun	de/det;favoriet/adj;steen/noun				L0,R0	L0,R0	L0,R0				L0,R0	L0,R0	L0,R0	R0,R9	R0,R9	L5,R0,R7,R9	L0,R0,R9	L0,R0,R9	L5,L0,R0,R7,R8,R9			L5,R0	L0,R0	L0,R0	L5,L0,R0
zwart/adj/algemeen_dagblad_20010922_192/818			blijf/verb;gehandhaafd/adj;gevaarte/noun;schip/noun;zal/verb	als/prep;dat/pron;gevaarte/noun;in/prep	als/prep;dat/pron;gevaarte/noun;in/prep	als/prep;blijf/verb;dat/pron;gehandhaafd/adj;gevaarte/noun;het/det;in/prep;ook/adv;schip/noun;zal/verb			blijf/verb;gehandhaafd/adj;gevaarte/noun	als/prep;dat/pron;gevaarte/noun	als/prep;dat/pron;gevaarte/noun	als/prep;blijf/verb;dat/pron;gehandhaafd/adj;gevaarte/noun;het/det;ook/adv	gevaarte/noun;verwijder/verb	gevaarte/noun;verwijder/verb	blijf/verb;gehandhaafd/adj;gevaarte/noun;schip/noun;verwijder/verb;zal/verb	als/prep;dat/pron;de/det;gevaarte/noun;in/prep;verwijder/verb	als/prep;dat/pron;de/det;gevaarte/noun;in/prep;verwijder/verb	als/prep;blijf/verb;dat/pron;de/det;gehandhaafd/adj;gevaarte/noun;het/det;in/prep;ook/adv;schip/noun;verwijder/verb;zal/verb	gevaarte/noun;verwijder/verb	gevaarte/noun;verwijder/verb	blijf/verb;gehandhaafd/adj;gevaarte/noun;verwijder/verb	als/prep;dat/pron;gevaarte/noun;verwijder/verb	als/prep;dat/pron;gevaarte/noun;verwijder/verb	als/prep;blijf/verb;dat/pron;gehandhaafd/adj;gevaarte/noun;het/det;ook/adv;verwijder/verb			R0,R2,R3,R5,R7	R0,R1,R4,R8	R0,R1,R4,R8	L1,L0,R0,R1,R2,R3,R4,R5,R7,R8			R0,R2,R3	R0,R1,R4	R0,R1,R4	L1,L0,R0,R1,R2,R3,R4	L6,R0	L6,R0	L6,R0,R2,R3,R5,R7	L9,L6,R0,R1,R4,R8	L9,L6,R0,R1,R4,R8	L9,L6,L1,L0,R0,R1,R2,R3,R4,R5,R7,R8	L6,R0	L6,R0	L6,R0,R2,R3	L6,R0,R1,R4	L6,R0,R1,R4	L6,L1,L0,R0,R1,R2,R3,R4
zwart/adj/algemeen_dagblad_20011006_32/190	buurt/noun;ontsta/verb;school/noun;wit/adj	buurt/noun;ontsta/verb;school/noun;wit/adj	buurt/noun;leefbaarheid/noun;ontsta/verb;school/noun;wit/adj	buurt/noun;de/det;in/prep;ontsta/verb;school/noun;wit/adj	buurt/noun;de/det;in/prep;ontsta/verb;school/noun;wit/adj	af/part;buurt/noun;de/det;er/adv;in/prep;leefbaarheid/noun;ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	af/part;er/adv;ontsta/verb;school/noun;wit/adj	ben/verb;buurt/noun;ontsta/verb;school/noun;wit/adj	ben/verb;buurt/noun;ontsta/verb;school/noun;wit/adj	ben/verb;buurt/noun;financieel/adj;gebied/noun;leefbaarheid/noun;ontsta/verb;school/noun;wit/adj	ben/verb;buurt/noun;de/det;in/prep;ontsta/verb;op/prep;school/noun;wit/adj	ben/verb;buurt/noun;de/det;in/prep;ontsta/verb;op/prep;school/noun;wit/adj	af/part;ben/verb;buurt/noun;de/det;er/adv;financieel/adj;gebied/noun;in/prep;leefbaarheid/noun;ontsta/verb;op/prep;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	ontsta/verb;school/noun;wit/adj	af/part;er/adv;ontsta/verb;school/noun;wit/adj	L5,L0,R1,R2	L5,L0,R1,R2	L7,L5,L0,R1,R2	L8,L6,L5,L0,R1,R2	L8,L6,L5,L0,R1,R2	L8,L7,L6,L5,L3,L1,L0,R1,R2	L0,R1,R2	L0,R1,R2	L0,R1,R2	L0,R1,R2	L0,R1,R2	L3,L1,L0,R1,R2	L5,L0,R1,R2	L5,L0,R1,R2	L7,L5,L0,R1,R2,R8,R9	L8,L6,L5,L0,R1,R2,R7	L8,L6,L5,L0,R1,R2,R7	L8,L7,L6,L5,L3,L1,L0,R1,R2,R7,R8,R9	L0,R1,R2	L0,R1,R2	L0,R1,R2	L0,R1,R2	L0,R1,R2	L3,L1,L0,R1,R2
