pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
0.77299273	2	1.6802201	2.0	19257	!/name
0.5830857	12	0.10476901	3.0	142029	!/punct
-0.12888433	204	-0.18965009	77.0	4844510	"""/punct"
-0.1197657	116	-0.11096841	47.0	2720890	'/punct
6.246664	1	7.1565986	1.0	40	'e'/noun
0.8375009	7	1.192288	4.0	62265	's/adv
0.14610654	1			17963	't/name
-1.286758	36	-1.2643795	15.0	2759129	(/punct
-1.1974156	39	-1.4661185	12.0	2758869	)/punct
-1.6628344	1			117193	*/tag
9.922964	1			1	*versste/noun
0.3308284	1226	0.50100964	583.0	18092245	,/punct
0.523127	6	0.99909985	4.0	75440	--/punct
-0.058233477	48	-0.4569115	13.0	1059446	-/punct
5.397379	1	6.3124404	1.0	93	-Na/name
3.1664975	1			867	-en/noun
9.922964	1			1	-sta_op/verb
9.922964	1			1	-vegen/noun
0.70398164	10	0.69641066	4.0	103573	.../punct
0.13870828	1553	0.1590411	635.0	28225482	./punct
0.53033596	1			13088	//name
1.3232253	8	1.2345214	3.0	45910	//punct
8.561988	1			4	0,33%/num
-0.041465227	1			21461	0-1/num
-0.42557254	1	0.48782858	1.0	31566	1-0/num
-1.0438535	2			118827	1/num
-1.481461	1	-0.5726711	1.0	91258	10/num
0.6469769	1			10904	100.000/num
-0.7372422	1			43355	100/num
3.3641286	1			723	12.00/noun
0.48170692	1	1.3907	1.0	12795	120/num
9.229817	1			2	15-love/noun
2.1706293	1	3.079752	1.0	2359	15.30/noun
5.908385	1			56	1609/noun
1.6898333	1			3818	17.30/noun
1.6137061	1			4170	18-jarige/adj
1.1504782	1			6553	180/num
-0.10849397	1	0.7965853	1.0	23205	19/noun
-0.44923675	1	0.4598196	1.0	32622	19/num
2.299298	1			2080	190/num
2.4999335	1			1693	1934/noun
2.320588	1			2018	1939/noun
2.189741	1			2309	1955/noun
0.44232988	1			13235	1990/noun
-0.91153187	1	0.0011458108	1.0	51305	1998/noun
-0.9999297	1	-0.088897906	1.0	56174	1999/noun
-0.79746956	1			45325	2./num
5.6802	1			71	2.10/noun
9.922964	1			1	2.674,03/num
-0.8411435	1			49039	2/name
0.6774042	2	0.88872	1.0	21190	2/noun
-1.6865866	1			111933	2/num
4.8584723	1			161	20-20/noun
-1.3347099	1			78788	20/num
-0.01102473	3			62906	2000/noun
-0.9124489	1			51756	2002/noun
-0.5666945	1			36639	2003/noun
-0.23423456	1			26354	2004/noun
-0.57542455	1			36979	21/num
0.48969266	3	0.30013642	1.0	38168	22/num
-1.2301275	1	-0.32183176	1.0	71011	25/num
1.6065421	1			4198	26-jarige/adj
-0.25042227	1	0.6583304	1.0	26724	27/num
-0.2654726	1			27077	28/num
7.1165786	1	8.031441	1.0	17	3,5-2,5/num
-0.33122125	2	-0.115553975	1.0	57761	30/num
0.36127388	1			14497	31/noun
0.11792534	1			18484	31/num
-0.022705676	1			21246	32/num
0.16519953	1			17620	34/num
-0.4670211	1	0.44219962	1.0	33039	35/num
0.48181012	1			12844	39/num
3.0988626	1			938	3B/noun
3.4511592	1			663	3FM/name
2.8233912	1	3.7329793	1.0	1228	4,9/num
2.129522	1			2471	4-2/noun
3.9431932	1	4.8612494	1.0	397	4./tag
0.014074114	1	0.91967684	1.0	20560	4/noun
-0.6989504	2			83383	4/num
3.929003	1			408	42ste/num
3.140801	2			1830	43-jarige/adj
7.131799	1			17	45,95/num
0.17111126	1			17422	46/num
2.7206013	1	3.626281	1.0	1383	48-jarige/adj
0.08522157	1			19088	5/noun
-0.16463879	2	0.050889418	1.0	48857	50/num
0.052932955	1			19732	6/noun
-1.1035994	1	-0.19230983	1.0	62429	6/num
1.6385486	1			4041	60.000/num
0.1367639	1	1.0461185	1.0	18043	65/num
0.09042535	1			18997	7/noun
2.812595	1			1361	747AM/name
0.71090317	2	0.92403954	1.0	20423	8/noun
-0.35092553	1			29331	80/num
9.229817	1			2	88-92/num
1.1104858	1	2.0210767	1.0	6806	95/num
0.13286558	120	0.26112467	55.0	2182842	:/punct
-0.6089356	19	-0.69122905	7.0	715025	;/punct
-0.09851392	36	-0.2852353	12.0	826450	?/punct
7.9770546	1			7	AK-47's/name
2.8245063	1			1309	AM/name
0.8347862	1	1.6726213	1.0	11649	AP/name
0.8191576	1			9452	Aarschot/name
3.6389236	1	4.5484667	1.0	547	Aat/name
9.922964	1			1	Abedellah/name
1.6166159	1	2.5254366	1.0	4121	Abu/name
3.637246	1			549	Adrie/name
6.389278	1			35	Advice/name
-0.00586419	1			20848	Afrika/name
3.4762135	1	4.38401	1.0	649	Ahmet/name
1.8578093	1			3244	Ahoy/name
0.67656714	1	1.5820038	1.0	10646	Air/name
0.8224491	5	0.81460947	2.0	45888	Ajax/name
6.8050146	1			23	Alasdair/name
3.577767	1			583	Alaves/name
-0.10300167	1			23148	Albert/name
2.1022038	1			2548	Alfons/name
1.9980963	1			2852	Algerijns/adj
1.343191	2			10850	Ali/name
7.525069	1			11	Alkyonis/name
1.1285866	1			6824	Almere/name
5.493339	1			85	Alphenaar/name
9.229817	1			2	Altyn/name
4.4905534	1	5.4026394	1.0	232	Amal/name
5.430403	1			90	Ambassador/name
-0.9942426	1			56013	Amerikaan/noun
-1.7079706	2			231449	Amerikaans/adj
-0.55406743	4	-1.0374299	1.0	146502	Amsterdam/name
-0.85403985	1			49844	Amsterdams/adj
5.2215757	1	6.1328177	1.0	111	Amundsen/name
1.9255201	2			6063	An/name
1.8645581	2	2.0889962	1.0	6361	Anderen/name
-0.58089817	1			37583	Anderlecht/name
1.6156162	1	2.5267203	1.0	4122	Anders/name
1.921308	1			3058	Andersen/name
-0.10083839	1			23199	André/name
0.59789467	1			11432	Andy/name
4.6085277	1			206	Anima/name
1.4970099	1	2.4022248	1.0	4696	Anja/name
8.313527	1			5	Ann_Jo/name
0.67604154	1	1.5839438	1.0	10590	Anne/name
2.5283177	1			1665	Anneke/name
2.5706518	1			1599	Annick/name
1.2977604	1	2.2064388	1.0	5682	Annie/name
-0.7331153	1			43848	Antwerps/adj
8.313527	1			5	Aparthotel/noun
3.8684077	1			438	Arenberg/name
6.013946	2			102	Arfeuille/name
3.5726898	1	4.4814773	1.0	583	Ariël/name
0.4331532	1			13580	Armstrong/name
1.4630616	1	2.3731902	1.0	4792	Atlanta/name
3.1149192	1			936	Atomium/name
4.450904	1			244	Auster/name
0.48813352	1			12935	Australisch/adj
1.0584863	1			7188	Aziatisch/adj
0.015450112	1			20405	B./name
7.429759	1	8.287061	1.0	13	BERINGEN-MIJN/noun
0.86535585	1			8794	BMW/name
3.7307043	1	4.6418386	1.0	495	Bailliu/name
0.51454	1	1.4194701	1.0	12556	Balkenende/name
3.333385	2			1471	Ball/name
3.4732842	1			645	Ballack/name
3.4845731	1	4.3960333	1.0	635	Bam/name
1.4894356	1			4666	Band/name
-0.032406002	1	0.8750057	1.0	21572	Barcelona/name
0.22810146	3	0.034854826	1.0	50275	Bart/name
3.7576518	1			484	Bates/name
3.6744382	1			525	Beatrice/name
2.5269053	1			1799	Beeck/name
3.4037435	1			694	Beel/name
4.721709	1			183	Beethoven/det
2.484787	1			1721	Beiroet/name
3.717902	1	4.625742	1.0	503	Bekende/name
5.261414	1	6.1567507	1.0	109	Bel20/name
-0.64899063	1			40188	Belg/noun
-0.10601441	6	-0.29749548	2.0	139420	Belgisch/adj
