_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hemels.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.11444734220104041	-0.11546050701390508	NA	NA	BOW	bound	453	lex	10_10	1	weight	5000	5000	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.10595561206825829	-0.22284626441055008	NA	NA	BOW	bound	453	lex	10_10	1	weight	5000	5000	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20130652277695857	-0.08859054190393864	NA	NA	BOW	bound	453	lex	10_10	1	weight	FOC	359	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.20387999797203693	-0.09314237754258749	NA	NA	BOW	bound	453	lex	10_10	1	weight	FOC	453	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.05399192413857303	-0.1225247215616723	NA	NA	BOW	bound	453	lex	10_10	1	selection	5000	5000	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.15819422308062503	-0.23269384308652588	NA	NA	BOW	bound	453	lex	10_10	1	selection	5000	5000	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16963075020100915	-0.11135899188465924	NA	NA	BOW	bound	453	lex	10_10	1	selection	FOC	359	nav	4_4	203	hemels
hemels.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1690992987047148	-0.11419307589307001	NA	NA	BOW	bound	453	lex	10_10	1	selection	FOC	453	all	4_4	203	hemels
hemels.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.043481201455177004	-0.2134519487507264	NA	NA	BOW	bound	800	lex	10_10	1	no	5000	5000	nav	4_4	208	hemels
hemels.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.2790404294132925	-0.3067960466829878	NA	NA	BOW	bound	800	lex	10_10	1	no	5000	5000	all	4_4	208	hemels
hemels.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1213951993426626	-0.17888555850818996	NA	NA	BOW	bound	800	lex	10_10	1	no	FOC	615	nav	4_4	208	hemels
hemels.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11232773165238931	-0.18877060711485344	NA	NA	BOW	bound	800	lex	10_10	1	no	FOC	800	all	4_4	208	hemels
hemels.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.062181709160644666	-0.07795228280976459	NA	NA	BOW	bound	580	all	10_10	1	weight	5000	5000	nav	4_4	207	hemels
hemels.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.1896764538373241	-0.15461774694750122	NA	NA	BOW	bound	580	all	10_10	1	weight	5000	5000	all	4_4	207	hemels
hemels.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18549019059743568	-0.07429524630414927	NA	NA	BOW	bound	580	all	10_10	1	weight	FOC	359	nav	4_4	207	hemels
hemels.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.17509057540457446	-0.07540022478378425	NA	NA	BOW	bound	580	all	10_10	1	weight	FOC	580	all	4_4	207	hemels
hemels.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.13887837111983944	0.11779094012348165	NA	NA	BOW	bound	580	all	10_10	1	selection	5000	5000	nav	4_4	207	hemels
hemels.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.4209778854850487	-0.01329018939472317	NA	NA	BOW	bound	580	all	10_10	1	selection	5000	5000	all	4_4	207	hemels
hemels.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04590783560155992	-0.034375850589496285	NA	NA	BOW	bound	580	all	10_10	1	selection	FOC	359	nav	4_4	207	hemels
hemels.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.02999498353841744	-0.042712095776244983	NA	NA	BOW	bound	580	all	10_10	1	selection	FOC	580	all	4_4	207	hemels
hemels.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.2626027165074112	0.09475085960263187	NA	NA	BOW	bound	1077	all	10_10	1	no	5000	5000	nav	4_4	208	hemels
hemels.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.5509888614198103	-0.07849158426121976	NA	NA	BOW	bound	1077	all	10_10	1	no	5000	5000	all	4_4	208	hemels
hemels.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.032026002102382996	-0.2253347061631506	NA	NA	BOW	bound	1077	all	10_10	1	no	FOC	615	nav	4_4	208	hemels
hemels.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.03179609510418878	-0.3037725782047502	NA	NA	BOW	bound	1077	all	10_10	1	no	FOC	1077	all	4_4	208	hemels
hemels.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10139140442146942	-0.07862251645462603	NA	NA	BOW	bound	386	lex	5_5	1	weight	5000	5000	nav	4_4	202	hemels
hemels.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.14565530458871526	-0.2114083736999929	NA	NA	BOW	bound	386	lex	5_5	1	weight	5000	5000	all	4_4	202	hemels
hemels.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1918708891735301	-0.04043142846384741	NA	NA	BOW	bound	386	lex	5_5	1	weight	FOC	305	nav	4_4	202	hemels
hemels.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1987074009829646	-0.04360766047301938	NA	NA	BOW	bound	386	lex	5_5	1	weight	FOC	386	all	4_4	202	hemels
hemels.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.0532895895413494	-0.08414996374270912	NA	NA	BOW	bound	386	lex	5_5	1	selection	5000	5000	nav	4_4	202	hemels
hemels.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.21414053426120835	-0.23731332755609216	NA	NA	BOW	bound	386	lex	5_5	1	selection	5000	5000	all	4_4	202	hemels
hemels.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16067416625749867	-0.051092314166512096	NA	NA	BOW	bound	386	lex	5_5	1	selection	FOC	305	nav	4_4	202	hemels
hemels.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.164546229298824	-0.05431555739770007	NA	NA	BOW	bound	386	lex	5_5	1	selection	FOC	386	all	4_4	202	hemels
hemels.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.04032864782783134	-0.1116595620907631	NA	NA	BOW	bound	512	lex	5_5	1	no	5000	5000	nav	4_4	208	hemels
hemels.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.24457183230682675	-0.2579511427680368	NA	NA	BOW	bound	512	lex	5_5	1	no	5000	5000	all	4_4	208	hemels
hemels.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.13549810826339462	-0.07074741916908808	NA	NA	BOW	bound	512	lex	5_5	1	no	FOC	397	nav	4_4	208	hemels
hemels.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.12889774399577408	-0.07931361487669443	NA	NA	BOW	bound	512	lex	5_5	1	no	FOC	512	all	4_4	208	hemels
hemels.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.0773080121520556	-0.013582017954874417	NA	NA	BOW	bound	496	all	5_5	1	weight	5000	5000	nav	4_4	207	hemels
hemels.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.2136493589317688	-0.13236262549319844	NA	NA	BOW	bound	496	all	5_5	1	weight	5000	5000	all	4_4	207	hemels
hemels.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17455124829954527	-0.011420407568125793	NA	NA	BOW	bound	496	all	5_5	1	weight	FOC	305	nav	4_4	207	hemels
hemels.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.16041008873433407	-0.014819246304421808	NA	NA	BOW	bound	496	all	5_5	1	weight	FOC	496	all	4_4	207	hemels
hemels.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.0635621476982172	0.16798723586225486	NA	NA	BOW	bound	496	all	5_5	1	selection	5000	5000	nav	4_4	207	hemels
hemels.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.36278928010325584	0.09510854403463923	NA	NA	BOW	bound	496	all	5_5	1	selection	5000	5000	all	4_4	207	hemels
hemels.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06459724880233257	0.0549943876406986	NA	NA	BOW	bound	496	all	5_5	1	selection	FOC	305	nav	4_4	207	hemels
hemels.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.04940717500862009	0.05005523656265711	NA	NA	BOW	bound	496	all	5_5	1	selection	FOC	496	all	4_4	207	hemels
hemels.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.09533770056067271	0.14919423368113358	NA	NA	BOW	bound	677	all	5_5	1	no	5000	5000	nav	4_4	208	hemels
hemels.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.45320221217401246	0.08836363801478449	NA	NA	BOW	bound	677	all	5_5	1	no	5000	5000	all	4_4	208	hemels
hemels.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.04676427865961362	0.031008558144411263	NA	NA	BOW	bound	677	all	5_5	1	no	FOC	397	nav	4_4	208	hemels
hemels.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.016997012216930965	0.0389900524919751	NA	NA	BOW	bound	677	all	5_5	1	no	FOC	677	all	4_4	208	hemels
hemels.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.13977422969631909	-2.7959629644591606e-4	NA	NA	BOW	bound	293	lex	3_3	1	weight	5000	5000	nav	4_4	196	hemels
hemels.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.14827945363207665	-0.1765273901269171	NA	NA	BOW	bound	293	lex	3_3	1	weight	5000	5000	all	4_4	196	hemels
hemels.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21615537373129096	0.03437788107970835	NA	NA	BOW	bound	293	lex	3_3	1	weight	FOC	231	nav	4_4	196	hemels
