pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
0.6364175	14	0.28664503	4.0	142029	!/punct
-0.21510442	207	-0.024141047	101.0	4844510	"""/punct"
0.8575204	1	1.7564956	1.0	8058	&/punct
0.6130739	267	1.0329443	164.0	2720890	'/punct
2.4082658	1			1666	'80/num
6.1688933	1	7.050792	1.0	40	'82/name
-0.516081	2	-0.2998124	1.0	62265	's/adv
1.2141616	2	1.4225062	1.0	11206	's/det
0.73843485	2	0.9468041	1.0	17963	't/name
-0.68063635	73	-0.9427416	23.0	2759129	(/punct
-0.61799073	77	-0.92133695	23.0	2758869	)/punct
-0.665041	3	-0.9057361	1.0	117193	*/tag
0.40223747	2			24958	,/name
0.28011942	1289	0.34418112	554.0	18092245	,/punct
0.42230815	6	0.20014662	2.0	75440	--/punct
7.5195603	1	8.433957	1.0	10	--Josef-Haubrich-Kunsthalle/name
9.822145	1			1	--al/noun
-0.65518457	1			36107	-/name
0.23242651	71	0.338069	32.0	1059446	-/punct
6.3962555	1			31	-dochters/noun
3.0656786	1	3.9732344	1.0	867	-en/noun
1.978964	1			2586	.../name
0.60316277	10	0.5906046	4.0	103573	.../punct
1.8418996	1			3011	./name
-0.06083937	1407	0.03576043	624.0	28225482	./punct
0.42951706	1			13088	//name
1.6278715	12	1.8218626	6.0	45910	//punct
-0.14228411	1			21461	0-1/num
3.3734937	1			649	02/548.24.24/num
4.689293	1			181	03/248.28.28/num
8.435851	1			4	03/281.22.08/num
9.352142	1			2	050-33.03.23/num
9.128999	1			2	051/24.33.88/num
7.288449	1			13	09/237.04.07/num
5.1859612	1			104	09/267.99.99/num
0.013575202	3			56531	1/name
-1.2994816	1			69141	1/noun
-0.73920727	3			118827	1/num
-0.88913274	2			91258	10/num
0.5482333	4	0.06483739	1.0	43355	100/num
2.4367907	2	2.649555	1.0	3270	105/num
2.426946	1			1682	11-17u./noun
4.8908544	6			847	11-17u/noun
5.7031083	1			62	11-19u/noun
5.88543	1			52	11.00-12.00u./noun
0.42603967	3	0.22874863	1.0	36830	11/noun
-0.08098058	2	0.13007133	1.0	40771	11/num
1.1202338	1	2.023967	1.0	6110	110/num
8.435851	1			4	1178/noun
0.0097459685	1			18653	12/noun
-1.1202661	1			57411	12/num
2.2498999	1			1980	120.000/num
0.38088804	1			12795	120/num
4.307508	1			252	125/name
6.710855	4			90	13/6/num
-0.7592244	1	0.14437339	1.0	40176	13/num
9.822145	1			1	14.15-15.54u./noun
-0.28072333	1			24865	14/noun
4.2787275	1			261	147/name
7.676214	1			9	1486/noun
7.1140957	1			15	15.00-16.45u./noun
-0.48237216	1			30549	15/noun
6.990404	2	7.210181	1.0	34	1503/noun
5.268795	1	6.1787252	1.0	96	1550/noun
-0.065458916	1			20089	16/noun
3.641353	2	4.5476365	2.0	979	161/num
5.9313464	1			50	1638/noun
5.3134866	1			93	1654/noun
4.6801896	1			172	17.40/num
0.8615367	3			23878	17/noun
6.295785	2			68	18-4/noun
7.337239	1	8.251636	1.0	12	18.22/num
-0.40050447	1			28146	18/noun
8.030386	1			6	1852-1926/noun
4.5878334	1			188	1861/noun
3.2230237	1			743	1890/noun
3.6964781	1			461	1897/noun
3.9135194	1			384	19.04-20.00u./noun
0.880875	1			7776	19.30/noun
2.4868376	1			1547	1914/noun
2.7635596	1	3.6713557	1.0	1173	1925/noun
5.3789062	1			86	193/name
1.7395272	1			3268	1944/noun
2.7267911	2			2444	1946/noun
2.5723798	2			2850	1947/noun
1.7430079	1	2.650478	1.0	3260	1950/noun
2.0883746	1	2.994574	1.0	2312	1951/noun
9.128999	1			2	1955-1983/noun
2.0502248	2			4799	1967/noun
1.2349415	1			5419	1974/noun
0.89197564	1			7643	1980/noun
4.2937093	1			257	1987/name
2.6893685	1			1264	1991/num
-0.23254895	1			23494	1994/noun
-0.3659605	1			26842	1995/noun
1.9509299	1			2652	1997/num
-1.0123508	1			51305	1998/noun
2.9124923	1			1011	19de-eeuwse/adj
-0.25194293	1	0.6558029	1.0	24044	2-0/num
3.9377654	5			1814	2-4/name
-0.11656182	1	0.7829139	1.0	21190	2/noun
-1.0942583	2			111933	2/num
2.1439698	4			8823	20.30/noun
-0.7423816	2			78788	20/num
-0.4301326	1			28826	200/num
0.2684532	1			14445	2000/num
-1.0785949	1			55236	2001/noun
-1.0132678	1			51756	2002/noun
0.17018184	1	1.0706376	1.0	15874	2005/noun
1.5498306	1			3978	20ste/num
6.016595	1			45	21-3/noun
3.253015	1			737	21.15/num
9.822145	1			1	21.40-23.44u./noun
-0.096976526	1			20754	21/noun
2.5880947	2	2.8013124	1.0	2810	22.30/noun
7.7809253	1			8	22.42/noun
7.1140957	1	8.028492	1.0	15	22.53/noun
0.027602822	1			18321	22/noun
-0.70973855	1			38168	22/num
2.7749918	14	3.6007702	13.0	16437	24/noun
-0.7847747	1			41130	24/num
0.3113378	1			13820	25/noun
0.3437534	1	1.2421981	1.0	13389	27/noun
-0.3662915	1			27077	28/num
-0.102217466	1			20852	29/num
6.3881583	1			31	3-D/adj
-0.45172372	1			29860	3/name
-1.6407752	1			96814	3/num
5.457138	1			81	30/6/num
0.12402007	1	1.0232619	1.0	16647	30/noun
-1.1251873	1			57761	30/num
0.260455	1			14497	31/noun
-0.123524554	1	0.7804204	1.0	21246	32/num
-0.56784	1			33039	35/num
0.049755327	1			17865	36/num
2.3210359	1			1840	360/num
3.5599864	1			535	36ste/num
2.8218567	1			1115	380/num
0.38099122	1			12844	39/num
6.826413	1	7.7408094	1.0	20	3FM_tent/noun
4.929919	1			135	4,60/num
0.010735024	1	0.9123276	1.0	18612	4/name
2.2946744	1			1886	40/name
0.17099234	1			15791	400/num
5.926252	1			50	42-37/noun
0.24381016	1			14677	42/num
0.023904745	1			18524	5/name
-1.451947	1			80145	5/num
-0.9586049	1	-0.05491663	1.0	48857	50/num
3.799546	1			419	510/num
7.4242506	1	8.338647	1.0	11	511/name
-0.5112711	2	-0.29811588	1.0	62429	6/num
3.6958225	1			467	60ste/num
0.7388492	1			8956	62/num
3.3780143	1			639	67/name
3.8305562	1			407	7-3/noun
-0.010393535	1			18997	7/noun
-1.0665092	1			54496	7/num
0.73196363	1	1.6365187	1.0	8993	72/num
8.2127075	1	9.127104	1.0	5	73,32/num
3.570338	1			526	77/name
0.6100843	2			20423	8/noun
3.7290275	1			459	86-jarige/adj
5.5672426	1			71	9/6/num
4.885157	1	5.7913346	1.0	141	925/num
5.1903334	1			104	996/name
0.27499288	153	0.45205054	74.0	2182842	:/punct
-0.3960969	26	-0.034895036	15.0	715025	;/punct
1.8469592	1	2.7472358	1.0	2970	=/punct
-0.06927968	41	-0.39104134	12.0	826450	?/punct
5.971998	1			47	A&M/name
0.0146969315	2	0.9158587	2.0	37251	A/name
1.7487115	1			3290	AND/name
2.7480924	2			2794	ANTWERPEN/name
9.822145	1	10.736542	1.0	1	APRÈS-SKI/noun
5.4178686	1	6.3192086	1.0	83	AVRO's/name
4.1602273	1	5.0550904	1.0	299	Aalten/name
8.435851	2	9.350247	2.0	8	Aards/adj
8.344921	13	9.241048	13.0	59	Aardse/adj
3.2077553	1			770	Aarschotse/adj
1.8074297	1	2.708413	1.0	3125	Ab/name
3.5782216	2			1051	Abel/name
4.0426373	1	4.9458175	1.0	329	Abrams/name
6.3881583	1			31	Abschied/name
9.822145	1			1	Acquainted/name
4.948094	1	5.8556356	1.0	132	Adagio/noun
1.4756104	1	2.381456	1.0	4284	Adam/name
1.4153255	1			4556	Adams/name
4.7936707	1	5.692311	1.0	157	Adhemar/name
10.109828	1	10.736542	1.0	1	Adijenroute/noun
6.7311034	1	7.645499	1.0	22	Aerial/name
-0.10668307	1			20848	Afrika/name
3.9675035	1			353	Afsluitdijk/name
9.822145	1	10.736542	1.0	1	Aganju/noun
2.80949	1			1124	Age/name
5.481592	1	6.3927364	1.0	77	Agnus/name
4.630857	1			184	Agora/name
6.0255337	1			45	Agora/noun
1.7569904	1	2.6588233	1.0	3244	Ahoy/name
4.481967	1	5.3852763	1.0	215	Aida/noun
0.5757482	1			10646	Air/name
5.9688115	1			48	Airbag/name
3.653791	1			487	Akademie/name
6.084476	1	6.9870377	1.0	43	Akropolis/name
0.32338348	1			13584	Al/name
1.1824738	4	1.3921734	2.0	23148	Albert/name
3.5595095	1			537	Alden/name
9.822145	1			1	Alhaiya/name
0.5492249	1			10850	Ali/name
6.463508	2			61	Alighieri/name
4.1409497	2	4.354726	1.0	593	Alison/name
1.620938	1			3771	Alkmaar/name
1.2936565	1	2.1975138	1.0	5158	All/name
6.430999	1			30	Allegri/name
1.4928496	1			4225	Allen/name
4.6361575	1			181	Allens/det
5.345946	1			89	Allerhoogste/name
3.8545897	1			395	Allison/name
4.375408	1			236	Almost/name
9.128999	1			2	Alpen_opname/noun
4.456637	1			218	Alte/name
3.7032778	1			463	Altena/name
8.435851	1	9.350247	1.0	4	Alwetende/name
9.128999	1			2	Amansara_hotel/noun
7.6249213	1			9	Amarcord/noun
7.800598	1			8	Amaterasu/name
5.566533	1			72	Ameling/name
0.20038241	3			45923	Amerika/name
-1.4033244	3			231449	Amerikaans/adj
7.742704	1			8	Amonkar/name
0.59787667	14	-0.45008886	2.0	146502	Amsterdam/name
0.65457916	5	1.0395943	3.0	49844	Amsterdams/adj
2.5200536	1			1505	And/name
5.2361584	1	6.149027	1.0	99	Andante/name
1.4811528	1	2.3852851	1.0	4280	Andrea/name
2.794772	3	3.2944155	2.0	3440	Andreas/name
1.4996423	1			4192	Andrew/name
0.896955	3			23199	André/name
9.822145	1			1	Angelicus/noun
2.5438273	2			2958	Angels/name
0.7147576	1			9235	Ann/name
1.5587227	2	1.769771	1.0	7914	Anna/name
1.2683698	2			10590	Anne/name
1.8532203	1			2991	Annelies/name
1.6875021	1			3528	Annemie/name
3.2493038	1			727	Annet/name
6.062109	1			43	Anseele/name
1.070964	1			6436	Anthony/name
-0.53607905	3			98965	Antwerpen/name
0.26467812	3	0.06301269	1.0	43848	Antwerps/adj
9.822145	1	10.736542	1.0	1	Apsara's/name
6.4565754	1			29	Apt/name
0.11577153	1			16633	Arabisch/adj
0.24285203	1	1.1468238	1.0	14737	Arafat/name
6.3833313	1			32	Aranjuez/name
7.8978972	1			7	Arasse/name
4.285993	1			255	Area/name
9.822145	1			1	Areopagiet/name
3.8948197	1			381	Argenta/name
