pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
1.3136395	2	1.527391	1.0	592	!!!/punct
-1.2711554	5	-1.9748193	1.0	19257	!/name
-0.45522353	82	-0.623531	28.0	142029	!/punct
-0.324986	3237	-0.48503584	1108.0	4844510	"""/punct"
1.1253785	1			352	$/num
6.2693787	1	7.187309	1.0	2	$2,40/num
0.33766398	1			789	%/noun
-0.39540246	33	-1.8889264	3.0	52896	&/name
-0.50681484	1	0.38915893	1.0	1846	&/noun
-0.61583716	4	-0.40644336	2.0	8058	&/punct
4.770872	1	5.6832314	1.0	9	&Wesson/name
-0.15541781	2161	-0.2923248	758.0	2720890	'/punct
4.9954133	2	5.1977234	1.0	15	'32/num
-0.07225864	1	0.84057635	1.0	1143	'60/num
0.42771992	1			693	'92/noun
-0.8952839	1			2605	'98/noun
1.9087244	3	2.4123957	2.0	478	'98/num
6.962526	1			1	'Fun'_versie/noun
6.962526	2	7.187309	1.0	2	'Scotchgard'_behandeling/noun
6.962526	1	7.880456	1.0	1	'haaienhuid'_folie/noun
7.655673	2	7.880456	1.0	1	'nod'_gen/noun
1.0251215	1			389	's-Hertogenbosch/name
-0.4579569	37	-1.076457	8.0	62265	's/adv
-0.5468461	6	-1.43358	1.0	11206	's/det
-0.61712193	9	-1.2161348	2.0	17963	't/name
0.9177574	1	1.8225015	1.0	430	(/adj
-1.1904643	1			3563	(/name
-0.34109882	2			3006	(/noun
-0.68710625	1266	-0.7626213	479.0	2759129	(/punct
6.962526	1			1	(WNT)Is/name
6.962526	1			1	(bet)overgrootouders/noun
6.962526	1	7.880456	1.0	1	(t)rouwjurken/noun
-0.51230323	1			1772	)/name
-0.77231747	1	0.138705	1.0	2313	)/noun
-0.68569773	1256	-0.82387245	441.0	2758869	)/punct
-1.2994268	1			3950	)/tag
6.962526	1			1	****************8*******************/num
0.7070636	1	1.6066358	1.0	555	****/num
-0.61020875	1			2003	***/num
6.962526	1			1	***ST18SPORTRALLY***/noun
-0.46439302	64	-0.67077976	22.0	117193	*/tag
6.962526	1			1	*Doorlopende/adj
6.2693787	1			2	*Groeten/noun
1.9223316	1	2.66552	1.0	207	*Lees/noun
6.962526	1			1	*Venus/noun
5.8639135	1			3	+/adj
-1.9594591	2			15336	+/prep
-1.5410959	5			24958	,/name
0.078217305	18386	0.11964612	7698.0	18092245	,/punct
-0.20370926	56	-0.71002936	14.0	75440	--/punct
6.962526	1			1	--Lievelingskleren/noun
-2.8216758	2			36107	-/name
-2.9050782	1			19634	-/num
-0.11794179	873	-0.056827016	375.0	1059446	-/punct
4.477619	1			12	-2,7/num
