_model	model.x	model.y	foc_minimum_features	soc_vector	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_win	stress	pam_cluster	is_medoid
stof.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16551482913902507	-0.04432217373506914	1	nav_5000	5000	311	stof	NA	NA	BOW	bound	648	lex	10_10	weight	4_4	0.23333829469877257	c1	0
stof.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.1339818036409036	-0.29472757048316905	1	all_5000	5000	311	stof	NA	NA	BOW	bound	648	lex	10_10	weight	4_4	0.2805151406155006	c2	0
stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2266327187679158	-0.023817488519168813	1	nav_FOC	507	311	stof	NA	NA	BOW	bound	648	lex	10_10	weight	4_4	0.22552874289316038	c1	0
stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.22694297136203956	-0.026189909995159317	1	all_FOC	648	311	stof	NA	NA	BOW	bound	648	lex	10_10	weight	4_4	0.22144782653146894	c1	0
stof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16291549816900402	-0.08460006004656413	1	nav_5000	5000	311	stof	NA	NA	BOW	bound	648	lex	10_10	selection	4_4	0.22899071843062638	c3	0
stof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.1967429782983809	-0.36254672260528564	1	all_5000	5000	311	stof	NA	NA	BOW	bound	648	lex	10_10	selection	4_4	0.2681141947738731	c2	0
stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.21809156901906604	-0.04384232431664896	1	nav_FOC	507	311	stof	NA	NA	BOW	bound	648	lex	10_10	selection	4_4	0.2212341188160886	c1	0
stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2172479954085462	-0.04673218342897419	1	all_FOC	648	311	stof	NA	NA	BOW	bound	648	lex	10_10	selection	4_4	0.21596495825786824	c1	0
stof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.17767578800958556	-0.10727577970717904	1	nav_5000	5000	313	stof	NA	NA	BOW	bound	1132	lex	10_10	no	4_4	0.22797019700364496	c3	0
stof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.30095452840108433	-0.5063286802699282	1	all_5000	5000	313	stof	NA	NA	BOW	bound	1132	lex	10_10	no	4_4	0.25324110693212093	c2	0
stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.21455481261751053	-0.06315133533193233	1	nav_FOC	870	313	stof	NA	NA	BOW	bound	1132	lex	10_10	no	4_4	0.22001630069815598	c3	0
stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.21411530112214672	-0.06615962533003916	1	all_FOC	1132	313	stof	NA	NA	BOW	bound	1132	lex	10_10	no	4_4	0.21691907910383768	c3	0
stof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.12632072856028284	-0.03609082081510533	1	nav_5000	5000	313	stof	NA	NA	BOW	bound	766	all	10_10	weight	4_4	0.21503596207244968	c1	0
stof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.2238058335520268	-0.15615044641426348	1	all_5000	5000	313	stof	NA	NA	BOW	bound	766	all	10_10	weight	4_4	0.27175880253415124	c4	0
stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19203525676275623	-0.004298520916616283	1	nav_FOC	507	313	stof	NA	NA	BOW	bound	766	all	10_10	weight	4_4	0.2115680305954284	c1	0
stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.18267329608215868	-0.006187538150743909	1	all_FOC	766	313	stof	NA	NA	BOW	bound	766	all	10_10	weight	4_4	0.2050387835056259	c1	0
stof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.028629659168962478	-0.009461147865864168	1	nav_5000	5000	313	stof	NA	NA	BOW	bound	766	all	10_10	selection	4_4	0.24196279778185578	c3	0
stof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.5845866983697646	-0.038021448734291245	1	all_5000	5000	313	stof	NA	NA	BOW	bound	766	all	10_10	selection	4_4	0.2498068270462113	c5	0
stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.15415576969046457	-0.005574956456493327	1	nav_FOC	507	313	stof	NA	NA	BOW	bound	766	all	10_10	selection	4_4	0.22271573891426621	c3	0
stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.1435873231969982	-0.011090514785217432	1	all_FOC	766	313	stof	NA	NA	BOW	bound	766	all	10_10	selection	4_4	0.22214107308084272	c3	0
stof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.053204221777488125	-0.14455278447123845	1	nav_5000	5000	313	stof	NA	NA	BOW	bound	1416	all	10_10	no	4_4	0.23641886578863366	c3	0
stof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.652128028516142	-0.14893217703585754	1	all_5000	5000	313	stof	NA	NA	BOW	bound	1416	all	10_10	no	4_4	0.25063071318612573	c5	0
stof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.14454407635665223	-0.0546487367896675	1	nav_FOC	870	313	stof	NA	NA	BOW	bound	1416	all	10_10	no	4_4	0.2271293548103358	c3	1
stof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.12550648089949346	-0.08872217547488724	1	all_FOC	1416	313	stof	NA	NA	BOW	bound	1416	all	10_10	no	4_4	0.23008113613894968	c3	0
stof.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16144320995475925	-0.04264427341856369	1	nav_5000	5000	307	stof	NA	NA	BOW	bound	483	lex	5_5	weight	4_4	0.2394137538244424	c1	0
stof.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.1584338652622766	-0.2885180957793224	1	all_5000	5000	307	stof	NA	NA	BOW	bound	483	lex	5_5	weight	4_4	0.29038944134060507	c2	0
stof.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21171613331380307	-0.01963255669471694	1	nav_FOC	375	307	stof	NA	NA	BOW	bound	483	lex	5_5	weight	4_4	0.24819786764211632	c1	0
stof.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.2072633169721213	-0.021616160374072445	1	all_FOC	483	307	stof	NA	NA	BOW	bound	483	lex	5_5	weight	4_4	0.24383317115763034	c1	0
stof.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.15605288557250077	-0.07228930674107295	1	nav_5000	5000	307	stof	NA	NA	BOW	bound	483	lex	5_5	selection	4_4	0.23928065812660407	c1	0
stof.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.21874756974782067	-0.34477181544158503	1	all_5000	5000	307	stof	NA	NA	BOW	bound	483	lex	5_5	selection	4_4	0.2805871420192542	c2	1
stof.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19909083335866642	-0.0273461996477794	1	nav_FOC	375	307	stof	NA	NA	BOW	bound	483	lex	5_5	selection	4_4	0.24149167128885185	c1	0
stof.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.19588257459341746	-0.031011008899753747	1	all_FOC	483	307	stof	NA	NA	BOW	bound	483	lex	5_5	selection	4_4	0.23689790664318622	c1	0
stof.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1443581521427043	-0.0798653879290198	1	nav_5000	5000	312	stof	NA	NA	BOW	bound	711	lex	5_5	no	4_4	0.23756998519294303	c6	0
stof.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.2761075671582416	-0.3791712569483256	1	all_5000	5000	312	stof	NA	NA	BOW	bound	711	lex	5_5	no	4_4	0.26832626554476124	c2	0
stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.19265310039905806	-0.04546595930273343	1	nav_FOC	542	312	stof	NA	NA	BOW	bound	711	lex	5_5	no	4_4	0.23336519125075872	c6	0
stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.19036340294568724	-0.05039007611407553	1	all_FOC	711	312	stof	NA	NA	BOW	bound	711	lex	5_5	no	4_4	0.228231656889325	c6	0
