_id	destroy.BOWnobound10nav-nap.PPMIselection.LENGTH5000.SOCPOSnav.x	destroy.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav.x	destroy.LEMMARELboth.PPMIno.LENGTH5000.SOCPOSnav.x	destroy.BOWnobound10nav.PPMIno.LENGTHFOC.SOCPOSnav.x	destroy.BOWnobound15all.PPMIno.LENGTHFOC.SOCPOSnav.x	destroy.BOWnobound15nav-nap.PPMIweight.LENGTH5000.SOCPOSnav.x	destroy.BOWnobound5nav-nap.PPMIselection.LENGTHFOC.SOCPOSnav.x	destroy.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav.x	destroy.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav.x	destroy.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav.x	destroy.LEMMARELagent.PPMIweight.LENGTHFOC.SOCPOSnav.x	destroy.LEMMARELpatient.PPMIweight.LENGTH5000.SOCPOSnav.x	destroy.LEMMARELagent.PPMIselection.LENGTHFOC.SOCPOSnav.x	destroy.LEMMARELpatient.PPMIweight.LENGTHFOC.SOCPOSnav.x	destroy.BOWnobound10nav-nap.PPMIselection.LENGTH5000.SOCPOSnav.y	destroy.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav.y	destroy.LEMMARELboth.PPMIno.LENGTH5000.SOCPOSnav.y	destroy.BOWnobound10nav.PPMIno.LENGTHFOC.SOCPOSnav.y	destroy.BOWnobound15all.PPMIno.LENGTHFOC.SOCPOSnav.y	destroy.BOWnobound15nav-nap.PPMIweight.LENGTH5000.SOCPOSnav.y	destroy.BOWnobound5nav-nap.PPMIselection.LENGTHFOC.SOCPOSnav.y	destroy.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav.y	destroy.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav.y	destroy.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav.y	destroy.LEMMARELagent.PPMIweight.LENGTHFOC.SOCPOSnav.y	destroy.LEMMARELpatient.PPMIweight.LENGTH5000.SOCPOSnav.y	destroy.LEMMARELagent.PPMIselection.LENGTHFOC.SOCPOSnav.y	destroy.LEMMARELpatient.PPMIweight.LENGTHFOC.SOCPOSnav.y
verniel/verb/algemeen_dagblad_20030624_29/56	-22.577975514653	20.3062524880641	-10.7337165396055	8.94898857788848	13.690758426671	-18.4141928036414	-6.35202881321958	-29.2263355890769	14.8229130303064	23.00263714969	2.45174955517202	-6.01044754716009	5.24393589928829	7.0909248563936	-18.3295199388038	6.55087715250133	3.50045278692096	-11.0197482886231	3.12977833169891	2.65896427117464	-3.46319953258567	5.92405424846235	9.47855527532442	2.2189582564063	4.58314634429063	-0.407951886763185	1.75793215322927	0.794094248384823
verniel/verb/algemeen_dagblad_20030624_29/56	-22.577975514653	20.3062524880641	-10.7337165396055	8.94898857788848	13.690758426671	-18.4141928036414	-6.35202881321958	-29.2263355890769	14.8229130303064	23.00263714969	2.45174955517202	-6.01044754716009	5.24393589928829	7.0909248563936	-18.3295199388038	6.55087715250133	3.50045278692096	-11.0197482886231	3.12977833169891	2.65896427117464	-3.46319953258567	5.92405424846235	9.47855527532442	2.2189582564063	4.58314634429063	-0.407951886763185	1.75793215322927	0.794094248384823
verniel/verb/algemeen_dagblad_20030624_29/56	-22.577975514653	20.3062524880641	-10.7337165396055	8.94898857788848	13.690758426671	-18.4141928036414	-6.35202881321958	-29.2263355890769	14.8229130303064	23.00263714969	2.45174955517202	-6.01044754716009	5.24393589928829	7.0909248563936	-18.3295199388038	6.55087715250133	3.50045278692096	-11.0197482886231	3.12977833169891	2.65896427117464	-3.46319953258567	5.92405424846235	9.47855527532442	2.2189582564063	4.58314634429063	-0.407951886763185	1.75793215322927	0.794094248384823
vernietig/verb/algemeen_dagblad_20041127_01/268	17.4349473449943	-18.0616381078948	11.5998961257423	-16.435601981613	8.72657621921756	1.54119594976629	26.4935319986408	9.94640662540598	0.477099011043534	-2.13441662033076	0	0	0	0	2.84693231544065	12.6839384557072	8.62353783755326	2.57112204361682	-4.67488072635185	-15.0515538128087	-0.773856359132354	-4.78890394411089	-16.6765745892019	13.0197305266356	0	0	0	0
vernietig/verb/het_nieuwsblad_19990908_01_44/10	38.2683715752422	-23.4003671491169	26.448485128977	-42.7718181661871	6.26782223409171	25.4261126127939	34.3092078422015	40.0625036192213	14.2940661732343	-25.7748687991877	-2.92427278884978	12.4293878403022	-2.28866057720552	-19.0363371968254	-1.93002565472837	-14.1135852634354	-7.7155705538881	8.7157719029448	-50.4107827955048	-18.8654637262708	25.43684153065	10.3483911786274	-31.3094653584484	-11.1461089311987	0.642181262872901	15.0836725615155	1.28079672301739	-24.950892533059
verniel/verb/het_laatste_nieuws_20020619_01_169/100	-8.78211332591253	5.89541604725678	0	36.9118418328969	0.66306462744946	-16.2681953561223	0.13041492774693	25.1169787225341	8.1885760865942	18.1015690912375	0	0	0	0	17.9764159645705	-24.8690733140583	0	8.74742008569225	35.3471967618825	23.1491411470228	-16.6559931603037	18.0131639063171	31.9209114595294	-9.34154539115138	0	0	0	0
vernietig/verb/het_nieuwsblad_20000118_01_404/392	-19.3665367184858	4.88093366355052	6.80516237160292	4.44766282415069	14.8290348409689	-14.5257202494423	-25.2309548081669	-42.1758471953464	-20.3902713760892	11.7797913176833	0	0.175104556612835	0	1.50132736883302	-24.7035852704646	-9.61738167397244	10.9471797308404	-8.81569496838695	6.22097254374011	-8.65125694438258	3.33715691884393	-7.99064822800151	-8.34512200281505	1.94490196858037	0	8.63044255234339	0	-1.84826267067788
verniel/verb/algemeen_dagblad_20010830_95/55	7.81814762653416	20.8462081648904	0	-4.82142289040481	5.19376251332073	-11.4092407853431	-2.57305710004469	-2.31971710262698	-2.80598120435904	8.27554061198507	0	0	0	0	-14.3448249976421	-6.81128562664081	0	0.0743272731433657	19.7250148300204	11.3548807318291	-6.21329028577656	6.90409367235041	12.0048551953534	-9.28135292925703	0	0	0	0
vernietig/verb/de_morgen_20010711_01_26/58	-13.8677978456452	-3.3004485493521	1.71154997952382	12.5028964000299	4.90913266325769	7.17531746626917	6.26938267966073	16.1797921160875	-15.7035625903457	-18.5900609146514	1.78297666110279	-1.05561491677389	-0.135066876643784	-9.92481043686175	13.2293729383811	11.7173359252729	-1.57038819631052	-0.0365454733717697	12.4082631472968	1.86660713608362	-10.0423683312513	3.10377342045697	-10.4055751162555	-8.34592737853094	-2.31102970281322	-1.34469793595345	-3.32979204489543	-3.20443802264687
vernietig/verb/parool_19990302_43/166	6.89609748153017	-12.2823202346489	0	2.73613692202587	2.2517239172329	-5.96294687475309	0.0542954423341858	1.76356265127276	-15.2354750654524	-0.171007128199562	0	0	0	0	21.4848116713073	9.86669398121448	0	3.50931288624661	-3.4957788849438	-26.112791978988	-4.11783195012913	-15.0905442576008	-18.8114934691308	23.7334280014859	0	0	0	0
