_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
heet.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19606125538085598	0.03382729652575823	NA	NA	BOW	bound	495	lex	10_10	1	weight	5000	5000	nav	4_4	325	heet
heet.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.18409093446650418	-0.09298804758143146	NA	NA	BOW	bound	495	lex	10_10	1	weight	5000	5000	all	4_4	325	heet
heet.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21576562055367543	0.05860458727921452	NA	NA	BOW	bound	495	lex	10_10	1	weight	FOC	359	nav	4_4	325	heet
heet.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.21111619263594236	0.05481358685981091	NA	NA	BOW	bound	495	lex	10_10	1	weight	FOC	495	all	4_4	325	heet
heet.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.14676395381942778	-0.012899370741828913	NA	NA	BOW	bound	495	lex	10_10	1	selection	5000	5000	nav	4_4	325	heet
heet.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.13414708323524793	-0.16796752580668703	NA	NA	BOW	bound	495	lex	10_10	1	selection	5000	5000	all	4_4	325	heet
heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19654472558127997	0.032266148992381186	NA	NA	BOW	bound	495	lex	10_10	1	selection	FOC	359	nav	4_4	325	heet
heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.190634991588538	0.028721909556520642	NA	NA	BOW	bound	495	lex	10_10	1	selection	FOC	495	all	4_4	325	heet
heet.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.17187736600879022	-0.06390351604249885	NA	NA	BOW	bound	975	lex	10_10	1	no	5000	5000	nav	4_4	331	heet
heet.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.07395101223632958	-0.4103539267355409	NA	NA	BOW	bound	975	lex	10_10	1	no	5000	5000	all	4_4	331	heet
heet.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.18963487924017905	0.005449413356798999	NA	NA	BOW	bound	975	lex	10_10	1	no	FOC	726	nav	4_4	331	heet
heet.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.18346674142069486	-0.0022145686483695127	NA	NA	BOW	bound	975	lex	10_10	1	no	FOC	975	all	4_4	331	heet
heet.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.18819986272190609	0.018288979072513128	NA	NA	BOW	bound	622	all	10_10	1	weight	5000	5000	nav	4_4	331	heet
heet.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.15279494019632553	-0.11356426586239185	NA	NA	BOW	bound	622	all	10_10	1	weight	5000	5000	all	4_4	331	heet
heet.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20960880171384527	0.05007804242096299	NA	NA	BOW	bound	622	all	10_10	1	weight	FOC	359	nav	4_4	331	heet
heet.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.20170195605049984	0.042549119164263745	NA	NA	BOW	bound	622	all	10_10	1	weight	FOC	622	all	4_4	331	heet
heet.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.02635771972224908	-0.05952267770855399	NA	NA	BOW	bound	622	all	10_10	1	selection	5000	5000	nav	4_4	331	heet
heet.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.2783015468352939	-0.3195043808875085	NA	NA	BOW	bound	622	all	10_10	1	selection	5000	5000	all	4_4	331	heet
heet.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.14046107936915556	0.005772460556836231	NA	NA	BOW	bound	622	all	10_10	1	selection	FOC	359	nav	4_4	331	heet
heet.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.12078418478936044	2.4450691621537377e-4	NA	NA	BOW	bound	622	all	10_10	1	selection	FOC	622	all	4_4	331	heet
heet.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.05049169824671828	-0.17045758685291001	NA	NA	BOW	bound	1294	all	10_10	1	no	5000	5000	nav	4_4	331	heet
heet.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.32050625651296316	-0.4621744594250791	NA	NA	BOW	bound	1294	all	10_10	1	no	5000	5000	all	4_4	331	heet
heet.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.1030385292296772	-0.03980326256907789	NA	NA	BOW	bound	1294	all	10_10	1	no	FOC	726	nav	4_4	331	heet
heet.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.06398880483997366	-0.05954837390518459	NA	NA	BOW	bound	1294	all	10_10	1	no	FOC	1294	all	4_4	331	heet
heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16648004055792123	0.0637060288965931	NA	NA	BOW	bound	400	lex	5_5	1	weight	5000	5000	nav	4_4	324	heet
heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.17171152578956386	-0.0968096402805038	NA	NA	BOW	bound	400	lex	5_5	1	weight	5000	5000	all	4_4	324	heet
heet.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18433054733255438	0.08406041275452728	NA	NA	BOW	bound	400	lex	5_5	1	weight	FOC	287	nav	4_4	324	heet
heet.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18088312768968487	0.07995676367438093	NA	NA	BOW	bound	400	lex	5_5	1	weight	FOC	400	all	4_4	324	heet
heet.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.09505059872873872	0.042096809647231344	NA	NA	BOW	bound	400	lex	5_5	1	selection	5000	5000	nav	4_4	324	heet
heet.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.1146897472030586	-0.15487555313231677	NA	NA	BOW	bound	400	lex	5_5	1	selection	5000	5000	all	4_4	324	heet
heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16555545347033887	0.06802773955189699	NA	NA	BOW	bound	400	lex	5_5	1	selection	FOC	287	nav	4_4	324	heet
heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1580383022557284	0.06272978714899635	NA	NA	BOW	bound	400	lex	5_5	1	selection	FOC	400	all	4_4	324	heet
heet.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.09439800963641441	0.004004622911256342	NA	NA	BOW	bound	623	lex	5_5	1	no	5000	5000	nav	4_4	331	heet
heet.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.12192261130972593	-0.265752038596719	NA	NA	BOW	bound	623	lex	5_5	1	no	5000	5000	all	4_4	331	heet
heet.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1576529176054852	0.0554035650271955	NA	NA	BOW	bound	623	lex	5_5	1	no	FOC	462	nav	4_4	331	heet
heet.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.152810131491633	0.050661620273388976	NA	NA	BOW	bound	623	lex	5_5	1	no	FOC	623	all	4_4	331	heet
heet.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.1540217775386533	0.03927381322044264	NA	NA	BOW	bound	501	all	5_5	1	weight	5000	5000	nav	4_4	331	heet
heet.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.12699343321420828	-0.10791253519831417	NA	NA	BOW	bound	501	all	5_5	1	weight	5000	5000	all	4_4	331	heet
heet.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1787396094448895	0.07512661872662611	NA	NA	BOW	bound	501	all	5_5	1	weight	FOC	287	nav	4_4	331	heet
heet.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.16829682546455024	0.06598718584807872	NA	NA	BOW	bound	501	all	5_5	1	weight	FOC	501	all	4_4	331	heet
heet.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.07096403172268856	-0.004805228921069464	NA	NA	BOW	bound	501	all	5_5	1	selection	5000	5000	nav	4_4	331	heet
heet.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.3089904455179959	-0.21953121250514507	NA	NA	BOW	bound	501	all	5_5	1	selection	5000	5000	all	4_4	331	heet
heet.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08550955816058767	0.03875717985938221	NA	NA	BOW	bound	501	all	5_5	1	selection	FOC	287	nav	4_4	331	heet
heet.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06724924382480686	0.03104949871711781	NA	NA	BOW	bound	501	all	5_5	1	selection	FOC	501	all	4_4	331	heet
heet.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.08996577777984996	-0.03253773853090293	NA	NA	BOW	bound	830	all	5_5	1	no	5000	5000	nav	4_4	331	heet
heet.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.38063043012793146	-0.3148544237535028	NA	NA	BOW	bound	830	all	5_5	1	no	5000	5000	all	4_4	331	heet
