_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
heffen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.016904386020547373	-0.0532038366406841	NA	NA	bound	279	lex	5_5	1	selection	nav_5000	5000	4_4	216	heffen	0.18829165407602722	BOW	c6	0
heffen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.2119361128732481	-0.08266912025204101	NA	NA	bound	279	lex	5_5	1	selection	all_5000	5000	4_4	216	heffen	0.23056604366270328	BOW	c2	0
heffen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.048051867788612805	-0.028069723187928435	NA	NA	bound	279	lex	5_5	1	selection	nav_FOC	194	4_4	216	heffen	0.16184032483837518	BOW	c6	1
heffen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03496773746567028	-0.028573832659561448	NA	NA	bound	279	lex	5_5	1	selection	all_FOC	279	4_4	216	heffen	0.167844193918658	BOW	c6	0
heffen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.027853357354823093	-0.04079130605107155	NA	NA	bound	433	lex	5_5	1	no	nav_5000	5000	4_4	218	heffen	0.20727828737081108	BOW	c6	0
heffen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.25834774432532154	-0.05788854981160846	NA	NA	bound	433	lex	5_5	1	no	all_5000	5000	4_4	218	heffen	0.2283321334968242	BOW	c2	0
heffen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.04902045090601233	-0.023054260320623285	NA	NA	bound	433	lex	5_5	1	no	nav_FOC	315	4_4	218	heffen	0.18911095200033595	BOW	c6	0
heffen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.03584000923389148	-0.02176408828614915	NA	NA	bound	433	lex	5_5	1	no	all_FOC	433	4_4	218	heffen	0.19531569054412617	BOW	c6	0
heffen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04247225954371321	-0.031055313778061696	NA	NA	bound	361	all	5_5	1	weight	nav_5000	5000	4_4	217	heffen	0.16791300509291854	BOW	c6	0
heffen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.14614004531445837	-0.04209418928332378	NA	NA	bound	361	all	5_5	1	weight	all_5000	5000	4_4	217	heffen	0.20553083986219778	BOW	c2	0
heffen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06005739280969538	-0.025540779850256223	NA	NA	bound	361	all	5_5	1	weight	nav_FOC	194	4_4	217	heffen	0.14246460197370442	BOW	c6	0
heffen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0505143675053848	-0.023670476672581434	NA	NA	bound	361	all	5_5	1	weight	all_FOC	361	4_4	217	heffen	0.15362704826643456	BOW	c6	0
heffen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.1661879180714326	-0.04549879545058286	NA	NA	bound	361	all	5_5	1	selection	nav_5000	5000	4_4	217	heffen	0.2226277011947689	BOW	c3	0
heffen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.21183166246200918	-0.022257469351771326	NA	NA	bound	361	all	5_5	1	selection	all_5000	5000	4_4	217	heffen	0.23635378016389272	BOW	c2	0
heffen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07536402174315718	-0.012071254238490783	NA	NA	bound	361	all	5_5	1	selection	nav_FOC	194	4_4	217	heffen	0.16207586328123513	BOW	c6	0
heffen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.05726147322099657	-0.005843886755098839	NA	NA	bound	361	all	5_5	1	selection	all_FOC	361	4_4	217	heffen	0.17728602955941736	BOW	c6	0
heffen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.20888063209092395	-0.025920847791389614	NA	NA	bound	580	all	5_5	1	no	nav_5000	5000	4_4	218	heffen	0.22953174921622632	BOW	c3	0
heffen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.3810423399442222	-0.023057493185710293	NA	NA	bound	580	all	5_5	1	no	all_5000	5000	4_4	218	heffen	0.2421112192528934	BOW	c4	0
heffen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.09198327038369251	0.002011327769487982	NA	NA	bound	580	all	5_5	1	no	nav_FOC	315	4_4	218	heffen	0.19351166634340577	BOW	c6	0
heffen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.09263398157979341	0.014619493650658687	NA	NA	bound	580	all	5_5	1	no	all_FOC	580	4_4	218	heffen	0.19659093720502546	BOW	c3	0
heffen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.05132850607033953	-0.13836750051432653	NA	NA	bound	202	lex	3_3	1	weight	nav_5000	5000	4_4	204	heffen	0.17511668648883208	BOW	c7	0
heffen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.1807509412169845	-0.28135193951964915	NA	NA	bound	202	lex	3_3	1	weight	all_5000	5000	4_4	204	heffen	0.22766870936247594	BOW	c8	0
heffen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05571086384662571	-0.08919135370880127	NA	NA	bound	202	lex	3_3	1	weight	nav_FOC	136	4_4	204	heffen	0.1785063012508275	BOW	c7	0
heffen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04354333000665073	-0.08612115796372262	NA	NA	bound	202	lex	3_3	1	weight	all_FOC	202	4_4	204	heffen	0.18540364404492907	BOW	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.019903300537549705	-0.15796847597111963	NA	NA	bound	202	lex	3_3	1	selection	nav_5000	5000	4_4	204	heffen	0.19500614928404333	BOW	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.21887213655511153	-0.27648552585399244	NA	NA	bound	202	lex	3_3	1	selection	all_5000	5000	4_4	204	heffen	0.22947211827392658	BOW	c8	1
heffen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04710545897189452	-0.08144381948430457	NA	NA	bound	202	lex	3_3	1	selection	nav_FOC	136	4_4	204	heffen	0.18812520385789025	BOW	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03527604235389757	-0.08044061849670729	NA	NA	bound	202	lex	3_3	1	selection	all_FOC	202	4_4	204	heffen	0.19228387695821167	BOW	c7	1
heffen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.040619813009959586	-0.19101581756717026	NA	NA	bound	280	lex	3_3	1	no	nav_5000	5000	4_4	213	heffen	0.20013039320576761	BOW	c7	0
heffen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.251420401242633	-0.30410292902330816	NA	NA	bound	280	lex	3_3	1	no	all_5000	5000	4_4	213	heffen	0.23737829579715045	BOW	c8	0
heffen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05265839539615907	-0.11115649540424088	NA	NA	bound	280	lex	3_3	1	no	nav_FOC	195	4_4	213	heffen	0.20624729741084727	BOW	c7	0
heffen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.04024450557956968	-0.10957220474178359	NA	NA	bound	280	lex	3_3	1	no	all_FOC	280	4_4	213	heffen	0.2048654546784451	BOW	c7	0
heffen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06632895984284072	-0.18034748421746155	NA	NA	bound	261	all	3_3	1	weight	nav_5000	5000	4_4	216	heffen	0.1852560252750939	BOW	c7	0
heffen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.18771946469255807	-0.24888117952335592	NA	NA	bound	261	all	3_3	1	weight	all_5000	5000	4_4	216	heffen	0.22138688001100554	BOW	c8	0
heffen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07928273843403534	-0.10549203640945798	NA	NA	bound	261	all	3_3	1	weight	nav_FOC	136	4_4	216	heffen	0.18144756449120725	BOW	c7	0
heffen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.06837597516330042	-0.10977828903472628	NA	NA	bound	261	all	3_3	1	weight	all_FOC	261	4_4	216	heffen	0.19085173665775287	BOW	c7	0
heffen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.06371994172927622	-0.22348597616825716	NA	NA	bound	261	all	3_3	1	selection	nav_5000	5000	4_4	216	heffen	0.22123050723181029	BOW	c7	0
heffen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.24557213183504942	-0.22939628867186582	NA	NA	bound	261	all	3_3	1	selection	all_5000	5000	4_4	216	heffen	0.23900013888869792	BOW	c8	0
heffen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07893689837086393	-0.096128659357739	NA	NA	bound	261	all	3_3	1	selection	nav_FOC	136	4_4	216	heffen	0.1900419922045904	BOW	c7	0
heffen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06414228117469388	-0.08989326806112843	NA	NA	bound	261	all	3_3	1	selection	all_FOC	261	4_4	216	heffen	0.201280966116304	BOW	c7	0
heffen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	-0.10304417660208179	-0.23735237259959396	NA	NA	bound	372	all	3_3	1	no	nav_5000	5000	4_4	217	heffen	0.24662979490819312	BOW	c7	0
heffen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.34045643605774795	-0.2421195753346088	NA	NA	bound	372	all	3_3	1	no	all_5000	5000	4_4	217	heffen	0.2500495757733995	BOW	c8	0
heffen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.08572573210845831	-0.10450081477037533	NA	NA	bound	372	all	3_3	1	no	nav_FOC	195	4_4	217	heffen	0.2138654625934895	BOW	c7	0
heffen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.06992384529035076	-0.10112100479690289	NA	NA	bound	372	all	3_3	1	no	all_FOC	372	4_4	217	heffen	0.22133063003157283	BOW	c7	0
heffen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.07243128380114162	-0.008701493630997894	NA	NA	nobound	454	lex	10_10	1	weight	nav_5000	5000	4_4	218	heffen	0.15214086598145452	BOW	c1	0
heffen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.13106117431922593	4.8550107310342327e-4	NA	NA	nobound	454	lex	10_10	1	weight	all_5000	5000	4_4	218	heffen	0.1978087865736827	BOW	c2	0
heffen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08500713876025688	-0.00884251903775279	NA	NA	nobound	454	lex	10_10	1	weight	nav_FOC	314	4_4	218	heffen	0.12587744287168728	BOW	c1	0
heffen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.06502969217441236	-0.008031411862423395	NA	NA	nobound	454	lex	10_10	1	weight	all_FOC	454	4_4	218	heffen	0.13050303476072195	BOW	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.11533422060994254	-0.008851908657195791	NA	NA	nobound	454	lex	10_10	1	selection	nav_5000	5000	4_4	218	heffen	0.18364183435006665	BOW	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.199293049258083	0.02982574235922529	NA	NA	nobound	454	lex	10_10	1	selection	all_5000	5000	4_4	218	heffen	0.21191700168105382	BOW	c2	0
heffen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10587467768157256	-0.004186966967798833	NA	NA	nobound	454	lex	10_10	1	selection	nav_FOC	314	4_4	218	heffen	0.14004520760057187	BOW	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.0952396482484371	-0.004308810261627278	NA	NA	nobound	454	lex	10_10	1	selection	all_FOC	454	4_4	218	heffen	0.1466008506790052	BOW	c1	0
heffen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19199582635110607	0.026369013271141942	NA	NA	nobound	991	lex	10_10	1	no	nav_5000	5000	4_4	218	heffen	0.1878818725968657	BOW	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.43875926446152286	0.11855705520332208	NA	NA	nobound	991	lex	10_10	1	no	all_5000	5000	4_4	218	heffen	0.21142691477496467	BOW	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16768403955164154	0.025931987043374356	NA	NA	nobound	991	lex	10_10	1	no	nav_FOC	702	4_4	218	heffen	0.16561111418530955	BOW	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.16195981903383583	0.02805903608042457	NA	NA	nobound	991	lex	10_10	1	no	all_FOC	991	4_4	218	heffen	0.16601026186186849	BOW	c5	0
heffen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07544019720362108	-5.113023156571981e-4	NA	NA	nobound	598	all	10_10	1	weight	nav_5000	5000	4_4	218	heffen	0.15543566723247684	BOW	c1	0
heffen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.14252409106666292	0.01834542206098998	NA	NA	nobound	598	all	10_10	1	weight	all_5000	5000	4_4	218	heffen	0.1943132934844511	BOW	c2	0
heffen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08774787409950126	-4.342265398136755e-4	NA	NA	nobound	598	all	10_10	1	weight	nav_FOC	314	4_4	218	heffen	0.12185018363856967	BOW	c1	0
heffen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07157717538836689	0.0019040850393597186	NA	NA	nobound	598	all	10_10	1	weight	all_FOC	598	4_4	218	heffen	0.13294044277198666	BOW	c1	0
heffen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.19266855129755814	0.06434833949954322	NA	NA	nobound	598	all	10_10	1	selection	nav_5000	5000	4_4	218	heffen	0.21019668810579764	BOW	c5	0
heffen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.22029432146545164	0.08710277339608262	NA	NA	nobound	598	all	10_10	1	selection	all_5000	5000	4_4	218	heffen	0.21736336147855148	BOW	c2	0
heffen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13021406438558017	0.02597823381205086	NA	NA	nobound	598	all	10_10	1	selection	nav_FOC	314	4_4	218	heffen	0.1456423459164458	BOW	c5	0
heffen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.1172448553081	0.0273022674600887	NA	NA	nobound	598	all	10_10	1	selection	all_FOC	598	4_4	218	heffen	0.15750461811198	BOW	c5	0
heffen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.2569992049903672	0.06487841086403096	NA	NA	nobound	1325	all	10_10	1	no	nav_5000	5000	4_4	218	heffen	0.20478250162936223	BOW	c5	0
heffen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.49332622839449636	0.1339742413925797	NA	NA	nobound	1325	all	10_10	1	no	all_5000	5000	4_4	218	heffen	0.22030128775031033	BOW	c5	0
heffen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.20759569102082567	0.049799969368038995	NA	NA	nobound	1325	all	10_10	1	no	nav_FOC	702	4_4	218	heffen	0.17277985752484465	BOW	c5	1
heffen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.2330431184364123	0.06708462995167237	NA	NA	nobound	1325	all	10_10	1	no	all_FOC	1325	4_4	218	heffen	0.1759270608430135	BOW	c5	0
heffen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.05756157436737853	-0.038682952322223005	NA	NA	nobound	322	lex	5_5	1	weight	nav_5000	5000	4_4	217	heffen	0.16577053335527842	BOW	c6	0
heffen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.1360463039481345	-0.07298811138672444	NA	NA	nobound	322	lex	5_5	1	weight	all_5000	5000	4_4	217	heffen	0.20614927738266275	BOW	c2	0
heffen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06771852924973333	-0.03845666546324631	NA	NA	nobound	322	lex	5_5	1	weight	nav_FOC	221	4_4	217	heffen	0.14326734703524963	BOW	c6	0
heffen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04786163468801751	-0.037929682669315797	NA	NA	nobound	322	lex	5_5	1	weight	all_FOC	322	4_4	217	heffen	0.14660204091704226	BOW	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.024982941223231164	-0.05417604187665588	NA	NA	nobound	322	lex	5_5	1	selection	nav_5000	5000	4_4	217	heffen	0.18916897213341222	BOW	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.19095634829845634	-0.06791137847787615	NA	NA	nobound	322	lex	5_5	1	selection	all_5000	5000	4_4	217	heffen	0.22807113173250676	BOW	c2	0
heffen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06179877398365727	-0.03653177930979774	NA	NA	nobound	322	lex	5_5	1	selection	nav_FOC	221	4_4	217	heffen	0.15687173033697405	BOW	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.040545301298637954	-0.03408645571325197	NA	NA	nobound	322	lex	5_5	1	selection	all_FOC	322	4_4	217	heffen	0.16086357196567366	BOW	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.10269757070354943	-0.05183788588606998	NA	NA	nobound	515	lex	5_5	1	no	nav_5000	5000	4_4	218	heffen	0.19815544728805937	BOW	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.2682611593989781	-0.04894069075639005	NA	NA	nobound	515	lex	5_5	1	no	all_5000	5000	4_4	218	heffen	0.23340373412739365	BOW	c2	0
heffen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.0707524685142204	-0.03085009101769554	NA	NA	nobound	515	lex	5_5	1	no	nav_FOC	375	4_4	218	heffen	0.18649875968341845	BOW	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.03584167787135351	-0.025887813517438695	NA	NA	nobound	515	lex	5_5	1	no	all_FOC	515	4_4	218	heffen	0.18676197995819502	BOW	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04788701080286088	-0.03298185243771752	NA	NA	nobound	427	all	5_5	1	weight	nav_5000	5000	4_4	218	heffen	0.17076915493072464	BOW	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.13885244240997416	-0.03620585089823157	NA	NA	nobound	427	all	5_5	1	weight	all_5000	5000	4_4	218	heffen	0.2101422635667876	BOW	c2	1
heffen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06469752451200866	-0.03031345333341114	NA	NA	nobound	427	all	5_5	1	weight	nav_FOC	221	4_4	218	heffen	0.13750996275356578	BOW	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.05313710019626883	-0.028473466426003666	NA	NA	nobound	427	all	5_5	1	weight	all_FOC	427	4_4	218	heffen	0.1500623655473143	BOW	c6	0
heffen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.16353173300112692	-0.035258876881651316	NA	NA	nobound	427	all	5_5	1	selection	nav_5000	5000	4_4	218	heffen	0.22202052751471832	BOW	c3	0
heffen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.20792066394779019	-0.017671037025178783	NA	NA	nobound	427	all	5_5	1	selection	all_5000	5000	4_4	218	heffen	0.23202665310381002	BOW	c2	0
heffen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09101298366530951	-0.016582496242981148	NA	NA	nobound	427	all	5_5	1	selection	nav_FOC	221	4_4	218	heffen	0.16247020199934156	BOW	c6	0
heffen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07454231717129538	-0.01017922638204001	NA	NA	nobound	427	all	5_5	1	selection	all_FOC	427	4_4	218	heffen	0.1752772532919598	BOW	c6	0
heffen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.22080731492601763	-0.024356647620729584	NA	NA	nobound	698	all	5_5	1	no	nav_5000	5000	4_4	218	heffen	0.22669646529504464	BOW	c5	0
heffen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.4239151510173805	-0.01370255167212514	NA	NA	nobound	698	all	5_5	1	no	all_5000	5000	4_4	218	heffen	0.23995369317332516	BOW	c2	0
heffen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.11689366083228145	-0.0018354920167396643	NA	NA	nobound	698	all	5_5	1	no	nav_FOC	375	4_4	218	heffen	0.18596983729663444	BOW	c6	0
