_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
grijs.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1685608916382029	-0.06851851841184622	NA	NA	BOW	bound	590	lex	10_10	1	weight	5000	5000	nav	4_4	296	grijs
grijs.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.039704721716157	-0.27418722299536774	NA	NA	BOW	bound	590	lex	10_10	1	weight	5000	5000	all	4_4	296	grijs
grijs.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19740643455496595	-0.029806673198703386	NA	NA	BOW	bound	590	lex	10_10	1	weight	FOC	432	nav	4_4	296	grijs
grijs.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.20018258828378444	-0.030432055598158612	NA	NA	BOW	bound	590	lex	10_10	1	weight	FOC	590	all	4_4	296	grijs
grijs.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.19015647821662218	-0.10440071176702428	NA	NA	BOW	bound	590	lex	10_10	1	selection	5000	5000	nav	4_4	296	grijs
grijs.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.06791512192709238	-0.3379213897726095	NA	NA	BOW	bound	590	lex	10_10	1	selection	5000	5000	all	4_4	296	grijs
grijs.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20921841586553175	-0.04107885757675909	NA	NA	BOW	bound	590	lex	10_10	1	selection	FOC	432	nav	4_4	296	grijs
grijs.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.21435439632834472	-0.03898622537527869	NA	NA	BOW	bound	590	lex	10_10	1	selection	FOC	590	all	4_4	296	grijs
grijs.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.22933585367385273	-0.13996080710980519	NA	NA	BOW	bound	1074	lex	10_10	1	no	5000	5000	nav	4_4	303	grijs
grijs.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.10536784172234735	-0.4970710479296655	NA	NA	BOW	bound	1074	lex	10_10	1	no	5000	5000	all	4_4	303	grijs
grijs.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.25436634703061245	-0.06169210458949554	NA	NA	BOW	bound	1074	lex	10_10	1	no	FOC	795	nav	4_4	303	grijs
grijs.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.25397820650703173	-0.06170788095738247	NA	NA	BOW	bound	1074	lex	10_10	1	no	FOC	1074	all	4_4	303	grijs
grijs.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.09833703990797568	-0.02921037726535041	NA	NA	BOW	bound	681	all	10_10	1	weight	5000	5000	nav	4_4	302	grijs
grijs.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.2385882584491394	-0.10319963863284357	NA	NA	BOW	bound	681	all	10_10	1	weight	5000	5000	all	4_4	302	grijs
grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1340284000860919	-0.005300950121627211	NA	NA	BOW	bound	681	all	10_10	1	weight	FOC	432	nav	4_4	302	grijs
grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1348922461287112	-0.009048731883415005	NA	NA	BOW	bound	681	all	10_10	1	weight	FOC	681	all	4_4	302	grijs
grijs.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.038961787506036086	0.07589952699487963	NA	NA	BOW	bound	681	all	10_10	1	selection	5000	5000	nav	4_4	302	grijs
grijs.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.4680110882582955	-0.051377960288781194	NA	NA	BOW	bound	681	all	10_10	1	selection	5000	5000	all	4_4	302	grijs
grijs.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09784614801730251	-0.007063091468737776	NA	NA	BOW	bound	681	all	10_10	1	selection	FOC	432	nav	4_4	302	grijs
grijs.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.09532930860717047	-0.006512670928759364	NA	NA	BOW	bound	681	all	10_10	1	selection	FOC	681	all	4_4	302	grijs
grijs.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.12528160770447658	-0.2158393866476325	NA	NA	BOW	bound	1369	all	10_10	1	no	5000	5000	nav	4_4	303	grijs
grijs.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.481801194861663	-0.24469302653110156	NA	NA	BOW	bound	1369	all	10_10	1	no	5000	5000	all	4_4	303	grijs
grijs.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.154286746029064	-0.11387326854436307	NA	NA	BOW	bound	1369	all	10_10	1	no	FOC	795	nav	4_4	303	grijs
grijs.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.14318157924897193	-0.11814033956171989	NA	NA	BOW	bound	1369	all	10_10	1	no	FOC	1369	all	4_4	303	grijs
grijs.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16300051252069298	-0.0328370830231111	NA	NA	BOW	bound	454	lex	5_5	1	weight	5000	5000	nav	4_4	292	grijs
grijs.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.0925661492641778	-0.27415282789739764	NA	NA	BOW	bound	454	lex	5_5	1	weight	5000	5000	all	4_4	292	grijs
grijs.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1899357578141316	0.013679734519602478	NA	NA	BOW	bound	454	lex	5_5	1	weight	FOC	336	nav	4_4	292	grijs
grijs.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.19875965807027998	0.017574672112542825	NA	NA	BOW	bound	454	lex	5_5	1	weight	FOC	454	all	4_4	292	grijs
grijs.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.18103950266138558	-0.06348501602234467	NA	NA	BOW	bound	454	lex	5_5	1	selection	5000	5000	nav	4_4	292	grijs
grijs.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.11659959991220689	-0.31954588660021216	NA	NA	BOW	bound	454	lex	5_5	1	selection	5000	5000	all	4_4	292	grijs
grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19598270724546998	9.958644865109465e-4	NA	NA	BOW	bound	454	lex	5_5	1	selection	FOC	336	nav	4_4	292	grijs
grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.21282042211427737	0.00920310099432287	NA	NA	BOW	bound	454	lex	5_5	1	selection	FOC	454	all	4_4	292	grijs
grijs.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.21441722208640693	-0.09905872976024253	NA	NA	BOW	bound	691	lex	5_5	1	no	5000	5000	nav	4_4	303	grijs
grijs.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.07834939607050101	-0.4356513532040604	NA	NA	BOW	bound	691	lex	5_5	1	no	5000	5000	all	4_4	303	grijs
grijs.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.23524041968442103	-0.004561100903900405	NA	NA	BOW	bound	691	lex	5_5	1	no	FOC	525	nav	4_4	303	grijs
grijs.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.24182035341983205	-0.001030038987700102	NA	NA	BOW	bound	691	lex	5_5	1	no	FOC	691	all	4_4	303	grijs
grijs.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.05362538163281552	0.05319538646586864	NA	NA	BOW	bound	533	all	5_5	1	weight	5000	5000	nav	4_4	300	grijs
grijs.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.26653573304306855	-0.040707474106948964	NA	NA	BOW	bound	533	all	5_5	1	weight	5000	5000	all	4_4	300	grijs
grijs.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12526433273140072	0.06235249518547607	NA	NA	BOW	bound	533	all	5_5	1	weight	FOC	336	nav	4_4	300	grijs
grijs.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.12524542949148287	0.06495861022555918	NA	NA	BOW	bound	533	all	5_5	1	weight	FOC	533	all	4_4	300	grijs
grijs.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.07618821303018825	0.12880964350530413	NA	NA	BOW	bound	533	all	5_5	1	selection	5000	5000	nav	4_4	300	grijs
grijs.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.49677903531420997	0.05005875388368584	NA	NA	BOW	bound	533	all	5_5	1	selection	5000	5000	all	4_4	300	grijs
grijs.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08039844902503959	0.05494272522146946	NA	NA	BOW	bound	533	all	5_5	1	selection	FOC	336	nav	4_4	300	grijs
grijs.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07530345134461498	0.059528163868793886	NA	NA	BOW	bound	533	all	5_5	1	selection	FOC	533	all	4_4	300	grijs
grijs.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.09295741485887464	0.09996173904265791	NA	NA	BOW	bound	870	all	5_5	1	no	5000	5000	nav	4_4	303	grijs
grijs.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.49140770438673237	-0.04634143280846836	NA	NA	BOW	bound	870	all	5_5	1	no	5000	5000	all	4_4	303	grijs
grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.1045458724397346	0.026532962037023104	NA	NA	BOW	bound	870	all	5_5	1	no	FOC	525	nav	4_4	303	grijs
grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.0989964017349471	0.02414142621720527	NA	NA	BOW	bound	870	all	5_5	1	no	FOC	870	all	4_4	303	grijs
grijs.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.18147513252686645	0.0641752856470815	NA	NA	BOW	bound	333	lex	3_3	1	weight	5000	5000	nav	4_4	273	grijs
