pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
1.8178382	1			912	!!/punct
1.0575103	10			19257	!/name
0.53477585	43	0.3171272	14.0	142029	!/punct
3.2092009	1			222	"""/name"
-0.22078943	700	-0.33211327	252.0	4844510	"""/punct"
4.562919	1			72	##Signature##/noun
8.598044	1	9.514261	1.0	1	#Ike/adj
7.249971	1	8.127967	1.0	4	$230/num
1.9731824	1			789	%/noun
-0.87009716	4	-1.3537334	1.0	52896	&/name
-0.20426427	401	-0.28525656	149.0	2720890	'/punct
3.6546175	1			141	'72/noun
6.518603	1			8	'75-'76/num
1.1449459	1			1737	'97/noun
6.9886065	1			5	'Nero'_album/noun
0.051550303	12	-0.13579884	4.0	62265	's/adv
0.6832073	4	0.89337254	2.0	11206	's/det
-0.08021573	3	-0.27547666	1.0	17963	't/name
0.6012725	1			3006	(/noun
-0.39914763	329	-0.89379734	82.0	2759129	(/punct
-0.40204144	325	-0.35913107	137.0	2758869	)/punct
0.33609167	1			3950	)/tag
0.1477366	23	0.17456822	10.0	117193	*/tag
-0.82186806	2			24958	,/name
-0.101911664	2992	-0.069981284	1243.0	18092245	,/punct
7.499432	1			3	"-""Niet/name"
-0.02859311	13	-0.328987	4.0	75440	--/punct
0.42328072	10	-0.97543895	1.0	36107	-/name
-0.0020854352	191	0.1609118	91.0	1059446	-/punct
1.2940663	1			1530	-De/name
7.499432	1			3	-aanleg/noun
4.006466	1	4.9166193	1.0	100	-handel/noun
5.7648306	1	6.681048	1.0	17	-hereniging/noun
0.121059574	21	0.28461456	10.0	103573	.../punct
0.61776394	1			3011	./name
0.009269593	5132	0.0708109	2194.0	28225482	./punct
-1.3880205	2			45910	//punct
7.904897	1			2	0,0062/num
4.4995418	3	4.9999733	2.0	183	0,01/num
4.050238	2	4.953827	2.0	192	0,02/num
3.6387022	1			144	0,03/num
3.6351995	1	4.540982	1.0	145	0,06/num
1.6548494	2	1.8682657	1.0	2099	0,1/num
3.7024457	1	4.6136265	1.0	135	0,14/num
0.7075365	1	1.6110343	1.0	2720	0,2/num
2.1056528	1	2.899368	1.0	764	0,45/num
0.47407135	1			3424	0,5/num
1.0281423	1			1971	0,6/num
3.835016	1	4.739348	1.0	119	0,62/num
3.1429367	1			236	0,65/num
0.87013465	1			2306	0,7/num
3.8059795	1			121	0,74/num
4.081705	1	4.9924726	1.0	92	0,82/num
-0.8881954	1			13333	0-2/num
-1.0925905	3	-0.58863044	2.0	49075	0/num
8.598044	1			1	09/226.07.14/num
0.24521868	1			4322	1,1/num
2.5344915	1			434	1,10/num
3.2374566	1	4.143042	1.0	216	1,18/num
5.351229	6	6.080274	5.0	155	1,2/adj
1.7838513	8	2.2176106	5.0	7412	1,2/num
2.4977252	1	3.4008555	1.0	454	1,24/num
0.8127494	2			4888	1,4/num
8.598044	2			2	1,421/num
-0.67156464	1	0.23265877	1.0	10787	1,5/num
2.471175	2	2.682982	1.0	931	1,50/num
0.1368395	1	1.0409154	1.0	4810	1,6/num
0.21582341	1			4438	1,7/num
-0.75143623	1			11709	1-1/noun
0.6284674	3			8825	1.000/num
6.2954593	1			10	1.000_euro/noun
1.4053355	1			1359	1.100/num
5.630197	1			20	1.169/num
2.988023	1	3.8993099	1.0	275	1.2/num
0.6252161	1			2952	1.200/num
5.973376	1	6.8575044	1.0	15	1.257/num
2.8705451	1	3.7784956	1.0	312	1.350/num
3.4366927	1	4.343777	1.0	178	1.450/num
3.7251396	1	4.6192236	1.0	136	1.50/num
0.46603563	2	1.3716705	2.0	6921	1.500/num
6.177676	1			12	1.764/num
7.904897	1			2	1.814,25/num
-0.11193508	9	0.19424827	5.0	56531	1/name
1.1399667	39	1.3209391	19.0	69141	1/noun
-0.35382983	15	-0.5492598	5.0	118827	1/num
2.1294143	1	3.0307715	1.0	663	10-jarige/adj
1.04786	7	0.69942003	2.0	13558	10.000/num
0.638611	1			2910	10.30/noun
4.019988	2	4.223472	1.0	200	10/adj
-0.25380054	3			21393	10/noun
0.13805589	19	0.17868361	8.0	91258	10/num
3.8208132	2			252	100-jarige/adj
0.8019451	1			2480	100/name
1.11589	24	1.5506068	15.0	43355	100/num
8.598044	2			2	100_procent_heffing/noun
0.6338537	1			2941	101/num
8.598044	1			1	1015/noun
0.88388	1			2290	102/num
5.227306	1	6.1383815	1.0	30	1066/num
0.8972738	1			2239	108/num
4.9750376	1			39	11,60/num
-1.8966851	1			36830	11/noun
-1.3050846	2	-1.0922095	1.0	40771	11/num
0.5892712	2			6110	110/num
1.6639879	1	2.5668044	1.0	1049	1100/num
1.4244115	2			2650	112/num
1.7056056	2			2001	113/num
0.57657456	1			3091	115/num
6.033095	1	6.9493117	1.0	13	116,8/num
3.2920067	1			203	118/name
3.1971703	1			224	12,39/num
1.7747036	1			940	12,50/num
0.49488267	1			3362	12.000/num
6.8316026	1	7.7225018	1.0	6	12.102/num
-1.2143747	1	-0.31293917	1.0	18653	12/noun
-0.5525736	6	-1.4376019	1.0	57411	12/num
-0.1500901	2			12795	120/num
1.2633233	1			1551	121/num
2.534317	4			1751	124/num
2.25048	2			1164	125.000/num
2.4087539	1			497	1250/num
5.317133	1			27	1296/noun
5.8254557	1			16	1297/noun
1.2469181	1	2.1498725	1.0	1595	12de/num
4.027983	1			98	13,25/num
1.8905708	1	2.7922332	1.0	835	13,5/num
5.910197	1			15	13.5/num
0.043882802	1			5263	13/name
-0.6290058	2			20739	13/noun
-0.597015	4	-1.0779074	1.0	40176	13/num
3.692399	1	4.6025257	1.0	137	1300/noun
5.9589868	1	6.8752036	1.0	14	1301/noun
3.1693566	1			230	1302/noun
1.43402	1			1304	131/num
3.067029	1	3.969572	1.0	259	1350/num
3.665731	1			142	14%/num
5.5898895	1			21	14,35/num
5.785634	2	6.6921387	2.0	34	14,45/num
3.776755	2	4.678972	2.0	253	14,9/num
1.2875943	1			1526	14.000/num
3.4755695	1			171	14.500/num
-1.5048494	1			24865	14/noun
-1.0683752	3	-0.5679373	2.0	48120	14/num
0.54191864	2	0.754612	1.0	6410	140/num
1.6628683	1	2.5664442	1.0	1049	1400/num
