_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	soc_vector	pam_cluster	is_medoid
heffen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.09882428118176514	0.020503218908393184	NA	NA	bound	718	lex	10_10	1	no	FOC	502	nav	4_4	218	heffen	0.0928446879366061	BOW	nav_FOC	c1	0
heffen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.08993573779510348	0.024069439706599367	NA	NA	bound	718	lex	10_10	1	no	FOC	718	all	4_4	218	heffen	0.09759473257784036	BOW	all_FOC	c1	0
heffen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.05164393626668864	0.00376093572773355	NA	NA	bound	475	all	10_10	1	weight	5000	5000	nav	4_4	218	heffen	0.06984938474871155	BOW	nav_5000	c1	0
heffen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.13342267669570895	0.018037979933619882	NA	NA	bound	475	all	10_10	1	weight	5000	5000	all	4_4	218	heffen	0.12237307789848123	BOW	all_5000	c2	0
heffen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06421797100824915	0.005511484381185687	NA	NA	bound	475	all	10_10	1	weight	FOC	253	nav	4_4	218	heffen	0.07868381767689048	BOW	nav_FOC	c1	0
heffen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0494186492948148	0.00515974019569831	NA	NA	bound	475	all	10_10	1	weight	FOC	475	all	4_4	218	heffen	0.08458576558341338	BOW	all_FOC	c1	0
heffen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.16669769102080653	0.0836030039829166	NA	NA	bound	475	all	10_10	1	selection	5000	5000	nav	4_4	218	heffen	0.1367397884697881	BOW	nav_5000	c3	0
heffen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.2108438520471686	0.0689173446926418	NA	NA	bound	475	all	10_10	1	selection	5000	5000	all	4_4	218	heffen	0.15167133516707318	BOW	all_5000	c4	0
heffen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0912067964638599	0.0254651516543907	NA	NA	bound	475	all	10_10	1	selection	FOC	253	nav	4_4	218	heffen	0.08067727200736759	BOW	nav_FOC	c1	0
heffen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.07713315743590642	0.02695239528272543	NA	NA	bound	475	all	10_10	1	selection	FOC	475	all	4_4	218	heffen	0.09006003971192453	BOW	all_FOC	c3	0
heffen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.21899719559376582	0.07712514486724195	NA	NA	bound	960	all	10_10	1	no	5000	5000	nav	4_4	218	heffen	0.13498791357300818	BOW	nav_5000	c5	0
heffen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.45065981951701045	0.15944825000627494	NA	NA	bound	960	all	10_10	1	no	5000	5000	all	4_4	218	heffen	0.1452935076932342	BOW	all_5000	c4	0
heffen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.1437307371995848	0.04642026324653989	NA	NA	bound	960	all	10_10	1	no	FOC	502	nav	4_4	218	heffen	0.09085125247069305	BOW	nav_FOC	c5	0
heffen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.15695058536361706	0.06115408380595953	NA	NA	bound	960	all	10_10	1	no	FOC	960	all	4_4	218	heffen	0.10530876156305842	BOW	all_FOC	c5	0
heffen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.05113986256829057	-0.042391243466199116	NA	NA	bound	279	lex	5_5	1	weight	5000	5000	nav	4_4	216	heffen	0.08532057631510943	BOW	nav_5000	c6	0
heffen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.15474737100793687	-0.08858237272800312	NA	NA	bound	279	lex	5_5	1	weight	5000	5000	all	4_4	216	heffen	0.15153405009964935	BOW	all_5000	c2	0
heffen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06115055649035424	-0.03544002401038843	NA	NA	bound	279	lex	5_5	1	weight	FOC	194	nav	4_4	216	heffen	0.08584826377740369	BOW	nav_FOC	c6	0
heffen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04483057008923459	-0.03678432547342029	NA	NA	bound	279	lex	5_5	1	weight	FOC	279	all	4_4	216	heffen	0.0934143470433621	BOW	all_FOC	c6	0
heffen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.01718311013565093	-0.05322529704826329	NA	NA	bound	279	lex	5_5	1	selection	5000	5000	nav	4_4	216	heffen	0.11295730426000218	BOW	nav_5000	c6	0
heffen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.2118972169587845	-0.08329427670537468	NA	NA	bound	279	lex	5_5	1	selection	5000	5000	all	4_4	216	heffen	0.1697811526510552	BOW	all_5000	c2	0
heffen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04828967011721462	-0.02802326872239551	NA	NA	bound	279	lex	5_5	1	selection	FOC	194	nav	4_4	216	heffen	0.094922668124376	BOW	nav_FOC	c6	1
heffen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03521633583532098	-0.028568354669724533	NA	NA	bound	279	lex	5_5	1	selection	FOC	279	all	4_4	216	heffen	0.10292070449731079	BOW	all_FOC	c6	0
heffen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.028137114619821487	-0.04074880528900712	NA	NA	bound	433	lex	5_5	1	no	5000	5000	nav	4_4	218	heffen	0.11071369353347602	BOW	nav_5000	c6	0
heffen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.2583998958197657	-0.05854038323478566	NA	NA	bound	433	lex	5_5	1	no	5000	5000	all	4_4	218	heffen	0.15016988434525438	BOW	all_5000	c2	0
heffen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.049246543755131586	-0.02298224308790474	NA	NA	bound	433	lex	5_5	1	no	FOC	315	nav	4_4	218	heffen	0.10772336792925767	BOW	nav_FOC	c6	0
heffen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.0360774222762511	-0.021725936651329207	NA	NA	bound	433	lex	5_5	1	no	FOC	433	all	4_4	218	heffen	0.1086771949121404	BOW	all_FOC	c6	0
heffen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04275773921068493	-0.031076581454873853	NA	NA	bound	361	all	5_5	1	weight	5000	5000	nav	4_4	217	heffen	0.0769462917364881	BOW	nav_5000	c6	0
heffen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.146116376368251	-0.04261983628354591	NA	NA	bound	361	all	5_5	1	weight	5000	5000	all	4_4	217	heffen	0.12729729299341877	BOW	all_5000	c2	0
heffen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06031875172056658	-0.025468643422474842	NA	NA	bound	361	all	5_5	1	weight	FOC	194	nav	4_4	217	heffen	0.07998888572553764	BOW	nav_FOC	c6	0
heffen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.050805455770329806	-0.02362893064015299	NA	NA	bound	361	all	5_5	1	weight	FOC	361	all	4_4	217	heffen	0.08763259607529232	BOW	all_FOC	c6	0
heffen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.16650468014277411	-0.04520162759054685	NA	NA	bound	361	all	5_5	1	selection	5000	5000	nav	4_4	217	heffen	0.1418133559117683	BOW	nav_5000	c3	0
heffen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.21194164010159325	-0.02286091895010714	NA	NA	bound	361	all	5_5	1	selection	5000	5000	all	4_4	217	heffen	0.15359400890184038	BOW	all_5000	c2	0
heffen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07402986068853072	-0.011444054143658072	NA	NA	bound	361	all	5_5	1	selection	FOC	194	nav	4_4	217	heffen	0.08575396374451451	BOW	nav_FOC	c6	0
heffen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.05740448369299596	-0.005679102091105908	NA	NA	bound	361	all	5_5	1	selection	FOC	361	all	4_4	217	heffen	0.09913097255635142	BOW	all_FOC	c6	0
heffen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.20924736835209526	-0.025147291573832962	NA	NA	bound	580	all	5_5	1	no	5000	5000	nav	4_4	218	heffen	0.14950856413123892	BOW	nav_5000	c3	0
heffen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.38137489721419793	-0.02371194863053538	NA	NA	bound	580	all	5_5	1	no	5000	5000	all	4_4	218	heffen	0.16157524332438197	BOW	all_5000	c4	0
heffen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.09170569928647641	0.0028121573877304576	NA	NA	bound	580	all	5_5	1	no	FOC	315	nav	4_4	218	heffen	0.10096071351262803	BOW	nav_FOC	c6	0
heffen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.09200501238248265	0.01534359103208831	NA	NA	bound	580	all	5_5	1	no	FOC	580	all	4_4	218	heffen	0.1101340260194934	BOW	all_FOC	c3	0
heffen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.051928746460786504	-0.13842575829981127	NA	NA	bound	202	lex	3_3	1	weight	5000	5000	nav	4_4	204	heffen	0.10257793474662091	BOW	nav_5000	c7	0
heffen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.18052973587729412	-0.2818481691525324	NA	NA	bound	202	lex	3_3	1	weight	5000	5000	all	4_4	204	heffen	0.1573007460930744	BOW	all_5000	c8	0
heffen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05612084106683799	-0.0891845799471693	NA	NA	bound	202	lex	3_3	1	weight	FOC	136	nav	4_4	204	heffen	0.10663594288438229	BOW	nav_FOC	c7	0
heffen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04390184157755022	-0.08613706463776585	NA	NA	bound	202	lex	3_3	1	weight	FOC	202	all	4_4	204	heffen	0.1127931259613065	BOW	all_FOC	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.02029463601664387	-0.15807893591133368	NA	NA	bound	202	lex	3_3	1	selection	5000	5000	nav	4_4	204	heffen	0.11821397241443853	BOW	nav_5000	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.21871497106844762	-0.2769953088612482	NA	NA	bound	202	lex	3_3	1	selection	5000	5000	all	4_4	204	heffen	0.16884753417964296	BOW	all_5000	c8	1
heffen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04740260599861692	-0.08142834087630325	NA	NA	bound	202	lex	3_3	1	selection	FOC	136	nav	4_4	204	heffen	0.11262707543455178	BOW	nav_FOC	c7	0
heffen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03554525111016531	-0.08045517635532395	NA	NA	bound	202	lex	3_3	1	selection	FOC	202	all	4_4	204	heffen	0.11959077740163113	BOW	all_FOC	c7	1
heffen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.04116165602279841	-0.19107594423218002	NA	NA	bound	280	lex	3_3	1	no	5000	5000	nav	4_4	213	heffen	0.11963540364413446	BOW	nav_5000	c7	0
heffen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.2513035477801967	-0.3045875181377202	NA	NA	bound	280	lex	3_3	1	no	5000	5000	all	4_4	213	heffen	0.17257946735866553	BOW	all_5000	c8	0
heffen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.053101025847541915	-0.11118949744947189	NA	NA	bound	280	lex	3_3	1	no	FOC	195	nav	4_4	213	heffen	0.11802150110857755	BOW	nav_FOC	c7	0
heffen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.04062115861762016	-0.10961847055752705	NA	NA	bound	280	lex	3_3	1	no	FOC	280	all	4_4	213	heffen	0.1196098819050688	BOW	all_FOC	c7	0
heffen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.0672258443072662	-0.18034815952132544	NA	NA	bound	261	all	3_3	1	weight	5000	5000	nav	4_4	216	heffen	0.08927522624220197	BOW	nav_5000	c7	0
heffen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.18757433809559004	-0.24935903652072183	NA	NA	bound	261	all	3_3	1	weight	5000	5000	all	4_4	216	heffen	0.13977368775634474	BOW	all_5000	c8	0
heffen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07977350893777234	-0.10543127071529944	NA	NA	bound	261	all	3_3	1	weight	FOC	136	nav	4_4	216	heffen	0.09714965239390842	BOW	nav_FOC	c7	0
heffen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.06884594895149497	-0.10978742948182937	NA	NA	bound	261	all	3_3	1	weight	FOC	261	all	4_4	216	heffen	0.10689440344394731	BOW	all_FOC	c7	0
heffen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.06214683305541435	-0.22381186481797183	NA	NA	bound	261	all	3_3	1	selection	5000	5000	nav	4_4	216	heffen	0.15625647790759684	BOW	nav_5000	c7	0
heffen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2455538230707904	-0.2298441062232602	NA	NA	bound	261	all	3_3	1	selection	5000	5000	all	4_4	216	heffen	0.1695439249514668	BOW	all_5000	c8	0
heffen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0791153979993474	-0.09611639386946463	NA	NA	bound	261	all	3_3	1	selection	FOC	136	nav	4_4	216	heffen	0.10343243821700575	BOW	nav_FOC	c7	0
heffen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06410878828122252	-0.08988375342464903	NA	NA	bound	261	all	3_3	1	selection	FOC	261	all	4_4	216	heffen	0.1103463237860798	BOW	all_FOC	c7	0
heffen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	-0.10202725381801651	-0.23781049355015574	NA	NA	bound	372	all	3_3	1	no	5000	5000	nav	4_4	217	heffen	0.17708523858084085	BOW	nav_5000	c7	0
heffen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.3405627730405067	-0.24247775433462587	NA	NA	bound	372	all	3_3	1	no	5000	5000	all	4_4	217	heffen	0.1705422842635908	BOW	all_5000	c8	0
heffen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.08590817107928858	-0.1045037220591104	NA	NA	bound	372	all	3_3	1	no	FOC	195	nav	4_4	217	heffen	0.11839316541796756	BOW	nav_FOC	c7	0
heffen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.0697273487478757	-0.10116374915425176	NA	NA	bound	372	all	3_3	1	no	FOC	372	all	4_4	217	heffen	0.12491509078399313	BOW	all_FOC	c7	0
heffen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.07739890503123319	-0.01031268740543234	NA	NA	nobound	454	lex	10_10	1	weight	5000	5000	nav	4_4	218	heffen	0.07744524435369042	BOW	nav_5000	c1	0
heffen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.1310988891449298	-1.041793135918014e-4	NA	NA	nobound	454	lex	10_10	1	weight	5000	5000	all	4_4	218	heffen	0.11628737596177281	BOW	all_5000	c2	0
heffen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08565978580098794	-0.008939346873296224	NA	NA	nobound	454	lex	10_10	1	weight	FOC	314	nav	4_4	218	heffen	0.07750653777659862	BOW	nav_FOC	c1	0
heffen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.06566120927132917	-0.008079207540116885	NA	NA	nobound	454	lex	10_10	1	weight	FOC	454	all	4_4	218	heffen	0.07945156998382766	BOW	all_FOC	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.11576086607804675	-0.00866913052984403	NA	NA	nobound	454	lex	10_10	1	selection	5000	5000	nav	4_4	218	heffen	0.10127360831455046	BOW	nav_5000	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.19947529363159325	0.029238911750438502	NA	NA	nobound	454	lex	10_10	1	selection	5000	5000	all	4_4	218	heffen	0.13124800073088533	BOW	all_5000	c2	0
heffen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1062867214340963	-0.004069567892822581	NA	NA	nobound	454	lex	10_10	1	selection	FOC	314	nav	4_4	218	heffen	0.0805954090450618	BOW	nav_FOC	c1	0
heffen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.09582651409950244	-0.004173684763072942	NA	NA	nobound	454	lex	10_10	1	selection	FOC	454	all	4_4	218	heffen	0.08662479655458678	BOW	all_FOC	c1	0
heffen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19223484058611764	0.026904498756901818	NA	NA	nobound	991	lex	10_10	1	no	5000	5000	nav	4_4	218	heffen	0.10186527612531657	BOW	nav_5000	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.43956804258373966	0.11770625024962247	NA	NA	nobound	991	lex	10_10	1	no	5000	5000	all	4_4	218	heffen	0.11198023688677372	BOW	all_5000	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16794396866228736	0.02634684532624689	NA	NA	nobound	991	lex	10_10	1	no	FOC	702	nav	4_4	218	heffen	0.09195963661328306	BOW	nav_FOC	c5	0
heffen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.16222966073769227	0.028445308289486177	NA	NA	nobound	991	lex	10_10	1	no	FOC	991	all	4_4	218	heffen	0.09420738624071692	BOW	all_FOC	c5	0
heffen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07640104860259138	-6.622679428996319e-4	NA	NA	nobound	598	all	10_10	1	weight	5000	5000	nav	4_4	218	heffen	0.07301576302770944	BOW	nav_5000	c1	0
heffen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.1426322392308922	0.017770227174461556	NA	NA	nobound	598	all	10_10	1	weight	5000	5000	all	4_4	218	heffen	0.11287519989018797	BOW	all_5000	c2	0
heffen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08861959988932958	-7.023801239670958e-4	NA	NA	nobound	598	all	10_10	1	weight	FOC	314	nav	4_4	218	heffen	0.07349089669442684	BOW	nav_FOC	c1	0
heffen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07220787692131966	0.00187565259989441	NA	NA	nobound	598	all	10_10	1	weight	FOC	598	all	4_4	218	heffen	0.07826959872496064	BOW	all_FOC	c1	0
heffen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.1926402325206826	0.06514300055840412	NA	NA	nobound	598	all	10_10	1	selection	5000	5000	nav	4_4	218	heffen	0.13005610820962346	BOW	nav_5000	c5	0
heffen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.220577381045949	0.08670812683371532	NA	NA	nobound	598	all	10_10	1	selection	5000	5000	all	4_4	218	heffen	0.13788461140606048	BOW	all_5000	c2	0
heffen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1304310384891609	0.026300259929921965	NA	NA	nobound	598	all	10_10	1	selection	FOC	314	nav	4_4	218	heffen	0.08282378476967676	BOW	nav_FOC	c5	0
heffen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.11744065288507367	0.027627527682441685	NA	NA	nobound	598	all	10_10	1	selection	FOC	598	all	4_4	218	heffen	0.08741479287116596	BOW	all_FOC	c5	0
heffen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.25704611383384957	0.06603000627728059	NA	NA	nobound	1325	all	10_10	1	no	5000	5000	nav	4_4	218	heffen	0.12821759056929016	BOW	nav_5000	c5	0
heffen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.4930284970594432	0.1377974632051152	NA	NA	nobound	1325	all	10_10	1	no	5000	5000	all	4_4	218	heffen	0.1327141501769042	BOW	all_5000	c5	0
heffen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.2076980702195497	0.05055040002145207	NA	NA	nobound	1325	all	10_10	1	no	FOC	702	nav	4_4	218	heffen	0.09961228838492822	BOW	nav_FOC	c5	1
heffen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.23305511892635847	0.068093749038463	NA	NA	nobound	1325	all	10_10	1	no	FOC	1325	all	4_4	218	heffen	0.10859937995300391	BOW	all_FOC	c5	0
heffen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.0581288013360113	-0.03869423635273622	NA	NA	nobound	322	lex	5_5	1	weight	5000	5000	nav	4_4	217	heffen	0.08398110129346426	BOW	nav_5000	c6	0
heffen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.135916261377472	-0.07351012753357353	NA	NA	nobound	322	lex	5_5	1	weight	5000	5000	all	4_4	217	heffen	0.14068230855678446	BOW	all_5000	c2	0
heffen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06823203549377306	-0.038429410387844795	NA	NA	nobound	322	lex	5_5	1	weight	FOC	221	nav	4_4	217	heffen	0.08589127868837503	BOW	nav_FOC	c6	0
heffen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04834094491321524	-0.03795434028491929	NA	NA	nobound	322	lex	5_5	1	weight	FOC	322	all	4_4	217	heffen	0.09279140297277808	BOW	all_FOC	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.02533014648525407	-0.05419107228164684	NA	NA	nobound	322	lex	5_5	1	selection	5000	5000	nav	4_4	217	heffen	0.11203357961870504	BOW	nav_5000	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.1909291863891273	-0.06849891795664802	NA	NA	nobound	322	lex	5_5	1	selection	5000	5000	all	4_4	217	heffen	0.15883007151253647	BOW	all_5000	c2	0
heffen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.062191074064066314	-0.036471263971376	NA	NA	nobound	322	lex	5_5	1	selection	FOC	221	nav	4_4	217	heffen	0.09495461950085075	BOW	nav_FOC	c6	0
heffen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.040883815791032514	-0.034093842921938476	NA	NA	nobound	322	lex	5_5	1	selection	FOC	322	all	4_4	217	heffen	0.09902814122919981	BOW	all_FOC	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.10323043723390866	-0.051746088252847225	NA	NA	nobound	515	lex	5_5	1	no	5000	5000	nav	4_4	218	heffen	0.10860631981015197	BOW	nav_5000	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.2683496306523813	-0.04962750376530401	NA	NA	nobound	515	lex	5_5	1	no	5000	5000	all	4_4	218	heffen	0.13844399385523432	BOW	all_5000	c2	0
heffen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.07108511767630499	-0.03076128927885723	NA	NA	nobound	515	lex	5_5	1	no	FOC	375	nav	4_4	218	heffen	0.10958992453969858	BOW	nav_FOC	c6	0
heffen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.036178168190304366	-0.02587063552934249	NA	NA	nobound	515	lex	5_5	1	no	FOC	515	all	4_4	218	heffen	0.10818850152968933	BOW	all_FOC	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04821217838686598	-0.03297863587878123	NA	NA	nobound	427	all	5_5	1	weight	5000	5000	nav	4_4	218	heffen	0.07808833621968651	BOW	nav_5000	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.13882630789383615	-0.03670998235718003	NA	NA	nobound	427	all	5_5	1	weight	5000	5000	all	4_4	218	heffen	0.12343329825582924	BOW	all_5000	c2	1
heffen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06500292454738979	-0.030247307524762273	NA	NA	nobound	427	all	5_5	1	weight	FOC	221	nav	4_4	218	heffen	0.07922037448225537	BOW	nav_FOC	c6	0
heffen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.053438074856413324	-0.02842971017595409	NA	NA	nobound	427	all	5_5	1	weight	FOC	427	all	4_4	218	heffen	0.08632074787260348	BOW	all_FOC	c6	0
heffen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.16384873259476082	-0.03488304425474519	NA	NA	nobound	427	all	5_5	1	selection	5000	5000	nav	4_4	218	heffen	0.14376422791655805	BOW	nav_5000	c3	0
